"","X","filename","decade","category","license","year","items","fees_usd","revenues_usd"
"1250",1250,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Bighorn Sheep Tag Drawing Application",2014,12706,7.5,95295
"1251",1251,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Bighorn Sheep Tag Drawing Application",2014,725,7.5,5438
"1252",1252,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Elk Tag Drawing Application",2014,32493,7.5,243698
"1253",1253,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Elk Tag Drawing Application",2014,573,7.5,4298
"1254",1254,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Tag Return Processing Fee",2014,24,27.25,654
"1255",1255,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Drawing Applications",2014,NA,NA,NA
"1256",1256,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Deer Tag Random Drawing",2014,17720,5.5,97460
"1257",1257,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Bighorn Sheep Tag Random Drawing",2014,0,5.5,NA
"1258",1258,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Antelope Tag Random Drawing",2014,5927,5.5,32599
"1259",1259,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Elk Tag Random Drawing",2014,14152,5.5,77836
"1260",1260,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags",2014,26481,2014,999658
"1261",1261,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags (Junior)",2014,NA,NA,NA
"1262",1262,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Non-Resident Bear Tags",2014,95,262.25,24914
"1263",1263,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Resident Wild Pig Tag",2014,49076,20.5,1006058
"1264",1264,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Non-Resident Wild Pig Tag",2014,1085,68.75,74594
"1265",1265,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Lifetime Wild Pig Tags",2014,8127,NA,NA
"1266",1266,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Hunting Tags**",2014,12538,3,34950
"1267",1267,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Shipping Tags",2014,804,3,2412
"1268",1268,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Duck Validation",2014,67929,18.75,1273669
"1269",1269,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Duck Stamp",2014,464,18.75,8700
"1270",1270,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Lifetime Duck Validation",2014,2320,NA,NA
"1271",1271,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Waterfowl Reservation Application",2014,860488,1.25,1075610
"1272",1272,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2014,10697,19.25,205917
"1273",1273,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2014,17898,31,554838
"1274",1274,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type A Wildlife Area Season Pass",2014,4413,145,639885
"1275",1275,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type B Wildlife Area Season Pass",2014,576,48.25,27792
"1276",1276,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Upland Game Bird Validation",2014,171121,8.75,1497309
"1277",1277,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Upland Game Bird Stamp",2014,133,8.75,1164
"1278",1278,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2014,2589,NA,NA
"1279",1279,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Harvest Information Program Validation",2014,165209,NA,NA
"1280",1280,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 0 to 9",2014,156,NA,78429
"1281",1281,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 10 to 39",2014,194,NA,160244
"1282",1282,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 40 to 61",2014,110,NA,81813
"1283",1283,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 62 and Over",2014,53,NA,26646
"1284",1284,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Privilege Package - Big Game",2014,150,NA,91950
"1285",1285,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Privilege Package - Game Bird",2014,183,NA,52979
"1286",1286,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Resident Hunting (Annual)",2015,238655,43.5,10381493
"1287",1287,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Lifetime Hunting",2015,5277,NA,NA
"1288",1288,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Junior Hunting (Annual)",2015,25878,11.5,297597
"1289",1289,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Lifetime Junior Hunting",2015,1107,NA,NA
"1290",1290,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Disabled Veteran Hunting",2015,3827,6.75,25832
"1291",1291,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Recovering Service Member",2015,7,6.75,47
"1292",1292,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident Hunting (Annual)",2015,3720,151.5,563580
"1293",1293,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident 1-Day Hunting",2015,246,20.75,5105
"1294",1294,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident 2-Day Hunting",2015,3033,43.5,131936
"1295",1295,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident First Deer Tag",2015,143047,28.75,4112601
"1296",1296,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident First Deer Tag",2015,997,255.75,254983
"1297",1297,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident Second Deer Tag",2015,40490,35.75,1447518
"1298",1298,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident Second Deer Tag",2015,56,255.75,14322
"1299",1299,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Lifetime Deer Tag",2015,2233,NA,NA
"1300",1300,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Duplicate/Exchange Deer Tag",2015,238,9.75,2321
"1301",1301,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2015,252,138.5,34902
"1302",1302,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag (Junior)",2015,NA,NA,NA
"1303",1303,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2015,1,429.5,430
"1304",1304,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2015,11,393,4323
"1305",1305,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2015,1,500,500
"1306",1306,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2015,381,417,158877
"1307",1307,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag (Junior)",2015,NA,NA,NA
"1308",1308,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2015,3,1289.25,3868
"1309",1309,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Antelope Tag Drawing Application",2015,24018,7.5,180135
"1310",1310,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Antelope Tag Drawing Application",2015,400,7.5,3000
"1311",1311,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Bighorn Sheep Tag Drawing Application",2015,13521,7.5,101408
"1312",1312,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Bighorn Sheep Tag Drawing Application",2015,776,7.5,5820
"1313",1313,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Elk Tag Drawing Application",2015,34938,7.5,262035
"1314",1314,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Elk Tag Drawing Application",2015,620,7.5,4650
"1315",1315,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Tag Return Processing Fee",2015,6,27.5,165
"1316",1316,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Drawing Applications",2015,NA,NA,NA
"1317",1317,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Deer Tag Random Drawing",2015,22359,5.5,122975
"1318",1318,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Bighorn Sheep Tag Random Drawing",2015,0,5.5,NA
"1319",1319,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Antelope Tag Random Drawing",2015,7988,5.5,43934
"1320",1320,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Elk Tag Random Drawing",2015,17232,5.5,94776
"1321",1321,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags",2015,27483,2015,1161157
"1322",1322,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags (Junior)",2015,NA,NA,NA
"1323",1323,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Non-Resident Bear Tags",2015,98,269.75,26436
"1324",1324,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Resident Wild Pig Tag",2015,44082,20.75,914702
"1325",1325,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Non-Resident Wild Pig Tag",2015,1051,69.75,73307
"1326",1326,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Lifetime Wild Pig Tags",2015,8297,NA,NA
"1327",1327,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Hunting Tags**",2015,11650,3,33969
"1328",1328,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Shipping Tags",2015,NA,NA,NA
"1329",1329,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Duck Validation",2015,66603,19,1265457
"1330",1330,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Duck Stamp",2015,434,19,8246
"1331",1331,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Lifetime Duck Validation",2015,2406,NA,NA
"1332",1332,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Waterfowl Reservation Application",2015,1006387,1.25,1257984
"1333",1333,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2015,10576,19.5,206232
"1334",1334,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2015,17803,31.5,560795
"1335",1335,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type A Wildlife Area Season Pass",2015,4553,147,669291
"1336",1336,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type B Wildlife Area Season Pass",2015,611,49,29939
"1337",1337,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Upland Game Bird Validation",2015,160541,8.75,1404734
"1338",1338,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Upland Game Bird Stamp",2015,183,8.75,1601
"1339",1339,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Lifetime Upland Game Bird Validation",2015,2627,NA,NA
"1340",1340,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Harvest Information Program Validation",2015,174169,NA,NA
"1341",1341,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 0 to 9",2015,156,NA,79482
"1342",1342,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 10 to 39",2015,168,NA,140616
"1343",1343,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 40 to 61",2015,101,NA,76104
"1344",1344,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Package - Age 62 and Over",2015,51,NA,25985
"1345",1345,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Privilege Package - Big Game",2015,151,NA,93771
"1346",1346,"tabula-2010s Items Hunting.csv","2010s","Lifetime Packages","Lifetime Hunting Privilege Package - Game Bird",2015,156,NA,45747
"1347",1347,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Resident Hunting (Annual)",2016,238495,43.5,10374533
"1348",1348,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Lifetime Hunting",2016,5585,NA,NA
"1349",1349,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Junior Hunting (Annual)",2016,23770,11.5,273355
"1350",1350,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Lifetime Junior Hunting",2016,1144,NA,NA
"1351",1351,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Disabled Veteran Hunting",2016,4099,6.75,27668
"1352",1352,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Recovering Service Member",2016,7,6.75,47
"1353",1353,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident Hunting (Annual)",2016,3768,151.5,570852
"1354",1354,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident 1-Day Hunting",2016,224,20.75,4648
"1355",1355,"tabula-2010s Items Hunting.csv","2010s","Hunting Licenses","Non-Resident 2-Day Hunting",2016,2907,43.5,126455
"1356",1356,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident First Deer Tag",2016,142022,28.75,4083133
"1357",1357,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident First Deer Tag",2016,1078,255.75,275699
"1358",1358,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Resident Second Deer Tag",2016,41498,35.75,1483554
"1359",1359,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Non-Resident Second Deer Tag",2016,65,255.75,16624
"1360",1360,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Lifetime Deer Tag",2016,2317,NA,NA
"1361",1361,"tabula-2010s Items Hunting.csv","2010s","Deer Tags","Duplicate/Exchange Deer Tag",2016,153,9.75,1492
"1362",1362,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag",2016,270,138.5,37395
"1363",1363,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Pronghorn Antelope Tag (Junior)",2016,NA,NA,NA
"1364",1364,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Pronghorn Antelope Tag",2016,1,429.5,430
"1365",1365,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Bighorn Sheep Tag",2016,18,400,7200
"1366",1366,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Bighorn Sheep Tag",2016,0,1500,NA
"1367",1367,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag",2016,313,417,130521
"1368",1368,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Resident Elk Tag (Junior)",2016,NA,NA,NA
"1369",1369,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Tags","Non-Resident Elk Tag",2016,2,1289.25,2579
"1370",1370,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Antelope Tag Drawing Application",2016,24599,7.5,184493
"1371",1371,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Antelope Tag Drawing Application",2016,435,7.5,3263
"1372",1372,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Bighorn Sheep Tag Drawing Application",2016,14103,7.5,105773
"1373",1373,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Bighorn Sheep Tag Drawing Application",2016,795,7.5,5963
"1374",1374,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Resident Elk Tag Drawing Application",2016,35570,7.5,266775
"1375",1375,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Non-Resident Elk Tag Drawing Application",2016,699,7.5,5243
"1376",1376,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Tag Return Processing Fee",2016,8,27.5,220
"1377",1377,"tabula-2010s Items Hunting.csv","2010s","Antelope, Bighorn Sheep, Elk Draw","Elk, Antelope, Sheep Drawing Applications",2016,NA,NA,NA
"1378",1378,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Deer Tag Random Drawing",2016,23575,5.5,129663
"1379",1379,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Bighorn Sheep Tag Random Drawing",2016,10451,5.5,57481
"1380",1380,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Antelope Tag Random Drawing",2016,8840,5.5,48620
"1381",1381,"tabula-2010s Items Hunting.csv","2010s","Fundraising Drawing","Fundraising Elk Tag Random Drawing",2016,18033,5.5,99182
"1382",1382,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags",2016,27172,2016,1148017
"1383",1383,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Resident Bear Tags (Junior)",2016,NA,NA,NA
"1384",1384,"tabula-2010s Items Hunting.csv","2010s","Bear Tags","Non-Resident Bear Tags",2016,81,269.75,21850
"1385",1385,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Resident Wild Pig Tag",2016,42942,20.75,891047
"1386",1386,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Non-Resident Wild Pig Tag",2016,1041,69.75,72610
"1387",1387,"tabula-2010s Items Hunting.csv","2010s","Wild Pig Tags","Lifetime Wild Pig Tags",2016,8273,NA,NA
"1388",1388,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Hunting Tags**",2016,11323,3,35964
"1389",1389,"tabula-2010s Items Hunting.csv","2010s","Bobcat Tags","Bobcat Shipping Tags",2016,NA,NA,NA
"1390",1390,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Duck Validation",2016,66570,19,1264830
"1391",1391,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Duck Stamp",2016,337,19,6403
"1392",1392,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Lifetime Duck Validation",2016,2484,NA,NA
"1393",1393,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Waterfowl Reservation Application",2016,1037814,1.25,1297268
"1394",1394,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","1-Day Type A Wildlife Area Permit",2016,8594,19.5,167583
"1395",1395,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","2-Day Type A Wildlife Area Pass",2016,14467,31.5,455711
"1396",1396,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type A Wildlife Area Season Pass",2016,5210,147,765870
"1397",1397,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Type B Wildlife Area Season Pass",2016,746,49,36554
"1398",1398,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Upland Game Bird Validation",2016,158646,8.75,1388153
"1399",1399,"tabula-2010s Items Hunting.csv","2010s","Game Bird Hunting","Collector Upland Game Bird Stamp",2016,149,8.75,1304
