"","year","comm_name_orig","California","North","South","Unknown","Total"
"784",2016,"Rockfish, bocaccio","112,580","0","211","0","112,790"
"785",2016,"Rockfish, bronzespotted","68","0","0","0","68"
"786",2016,"Rockfish, brown","42,915","0","0","50","42,965"
"787",2016,"Rockfish, canary","6,152","0","0","0","6,152"
"788",2016,"Rockfish, chilipepper","165,162","0","0","0","165,162"
"789",2016,"Rockfish, copper","18,771","0","0","0","18,771"
"790",2016,"Rockfish, cowcod","648","0","0","0","648"
"791",2016,"Rockfish, darkblotched","22,293","0","0","0","22,293"
"792",2016,"Rockfish, flag","440","0","0","0","440"
"793",2016,"Rockfish, gopher","53,661","0","0","0","53,661"
"794",2016,"Rockfish, grass","19,490","0","0","0","19,490"
"795",2016,"Rockfish, greenblotched","39","0","0","0","39"
"796",2016,"Rockfish, greenspotted","3,407","0","0","0","3,407"
"797",2016,"Rockfish, greenstriped","365","0","0","0","365"
"798",2016,"Rockfish, group bolina","76","0","0","0","76"
"799",2016,"Rockfish, group deep nearshore","90","0","0","0","90"
"800",2016,"Rockfish, group nearshore","12","0","0","0","12"
"801",2016,"Rockfish, group red","707","0","287","0","994"
"802",2016,"Rockfish, group rosefish","3","0","0","0","3"
"803",2016,"Rockfish, group shelf","8,520","0","0","0","8,520"
"804",2016,"Rockfish, group slope","82,245","0","0","0","82,245"
"805",2016,"Rockfish, honeycomb","14","0","0","0","14"
"806",2016,"Rockfish, kelp","1,671","0","0","0","1,671"
"807",2016,"Rockfish, olive","994","0","0","0","994"
"808",2016,"Rockfish, quillback","2,077","0","0","0","2,077"
"809",2016,"Rockfish, redbanded","311","0","0","0","311"
"810",2016,"Rockfish, rosethorn","184","0","0","0","184"
"811",2016,"Rockfish, rosy","271","0","0","0","271"
"812",2016,"Rockfish, rougheye","706","0","0","0","706"
"813",2016,"Rockfish, shortbelly","346","0","0","0","346"
"814",2016,"Rockfish, shortraker","69","0","0","0","69"
"815",2016,"Rockfish, speckled","848","0","0","0","848"
"816",2016,"Rockfish, splitnose","3,983","0","0","0","3,983"
"817",2016,"Rockfish, squarespot","96","0","0","0","96"
"818",2016,"Rockfish, starry","1,995","0","0","0","1,995"
"819",2016,"Rockfish, stripetail","858","0","0","0","858"
"820",2016,"Rockfish, treefish","4,715","0","0","0","4,715"
"821",2016,"Rockfish, unspecified","376","0","41","0","417"
"822",2016,"Rockfish, vermilion","65,273","0","0","18","65,291"
"823",2016,"Rockfish, widow","2,432","0","0","0","2,432"
"824",2016,"Rockfish, yelloweye","7","0","0","0","7"
"825",2016,"Rockfish, yellowtail","7,026","0","0","0","7,026"
"826",2016,"Sablefish","3,541,789","0","0","0","3,541,789"
"827",2016,"Salmon, Chinook","614,636","0","0","0","614,636"
"828",2016,"Salmon, Roe (Chinook, Coho)","546","0","0","0","546"
"829",2016,"Sanddab, Pacific","63,448","0","0","0","63,448"
"830",2016,"Sanddab","40,241","0","0","0","40,241"
"831",2016,"Sardine, Pacific","954,217","0","0","0","954,217"
"832",2016,"Sargo","49","0","0","0","49"
"833",2016,"Scorpionfish, California","5,418","0","0","0","5,418"
"834",2016,"Seabass, white","231,910","0","0","0","231,910"
"835",2016,"Seaperch, striped","1,790","0","0","0","1,790"
"836",2016,"Shad, American","5","0","0","0","5"
"837",2016,"Shad, threadfin","24,788","0","0","0","24,788"
"838",2016,"Shark, Pacific angel","20,699","0","0","0","20,699"
"839",2016,"Shark, bigeye thresher","1,783","0","0","0","1,783"
"840",2016,"Shark, brown smoothhound","520","0","0","0","520"
"841",2016,"Shark, gray smoothhound","19","0","0","0","19"
"842",2016,"Shark, horn","58","0","0","0","58"
"843",2016,"Shark, leopard","11,561","0","0","0","11,561"
"844",2016,"Shark, pelagic thresher","450","0","0","0","450"
"845",2016,"Shark, sevengill","331","0","0","0","331"
"846",2016,"Shark, shortfin mako","27,454","0","0","17,236","44,690"
"847",2016,"Shark, sixgill","280","0","0","0","280"
"848",2016,"Shark, smooth hammerhead","393","0","0","0","393"
"849",2016,"Shark, soupfin","10,305","0","0","0","10,305"
"850",2016,"Shark, spiny dogfish","1,286","0","0","0","1,286"
"851",2016,"Shark, thresher","60,664","0","0","3,438","64,102"
"852",2016,"Shark, unspecified","5,595","0","0","0","5,595"
"853",2016,"Sheephead, California","62,316","0","22","0","62,338"
"854",2016,"Silversides","113","0","0","0","113"
"855",2016,"Skate, California","85","0","0","0","85"
"856",2016,"Skate, big","28,206","0","0","0","28,206"
"857",2016,"Skate, longnose","313,548","0","0","0","313,548"
"858",2016,"Skate, thornback","11","0","0","0","11"
"859",2016,"Skate, unspecified","8,971","0","0","0","8,971"
"860",2016,"Smelt, surf","5,854","0","0","0","5,854"
"861",2016,"Sole, Dover","4,000,316","0","0","0","4,000,316"
"862",2016,"Sole, English","151,343","0","0","0","151,343"
"863",2016,"Sole, bigmouth","1","0","0","0","1"
"864",2016,"Sole, fantail","1,608","0","0","0","1,608"
"865",2016,"Sole, petrale","1,046,336","0","0","0","1,046,336"
"866",2016,"Sole, rex","144,705","0","0","0","144,705"
"867",2016,"Sole, rock","1,495","0","0","0","1,495"
"868",2016,"Sole, sand","8,395","0","0","0","8,395"
"869",2016,"Sole, slender","226","0","0","0","226"
"870",2016,"Sole, unspecified","24,262","0","0","0","24,262"
"871",2016,"Splittail","731","0","0","0","731"
"872",2016,"Stingray","1,525","0","0","0","1,525"
"873",2016,"Sunfish, ocean","9","0","0","0","9"
"874",2016,"Surfperch, barred","15,916","0","0","0","15,916"
"875",2016,"Surfperch, black","2,254","0","0","0","2,254"
"876",2016,"Surfperch, calico","648","0","0","0","648"
"877",2016,"Surfperch, pile","347","0","0","0","347"
"878",2016,"Surfperch, rainbow","302","0","0","0","302"
"879",2016,"Surfperch, redtail","16,850","0","0","0","16,850"
"880",2016,"Surfperch, rubberlip","87","0","0","0","87"
"881",2016,"Surfperch, shiner","292","0","0","0","292"
"882",2016,"Surfperch, silver","4","0","0","0","4"
"883",2016,"Surfperch, unspecified","964","0","0","0","964"
"884",2016,"Surfperch, walleye","252","0","0","0","252"
"885",2016,"Swordfish","476,667","0","0","474,907","951,574"
"886",2016,"Thornyhead, longspine","896,949","0","0","0","896,949"
"887",2016,"Thornyhead, shortspine","730,773","0","0","0","730,773"
"888",2016,"Thornyheads","3,982","0","0","0","3,982"
"889",2016,"Tomcod, Pacific","19","0","0","0","19"
"890",2016,"Topsmelt","7","0","0","0","7"
"891",2016,"Trawled fish, unspecified","26,132","0","0","0","26,132"
"892",2016,"Triggerfish","76","0","0","0","76"
"893",2016,"Tuna, albacore","144,473","75,102","0","38,387","257,961"
"894",2016,"Tuna, bigeye","41,216","0","400","1,107,257","1,148,873"
"895",2016,"Tuna, bluefin","780,947","0","0","171","781,118"
"896",2016,"Tuna, skipjack","64,431","0","1,058","13,165","78,654"
"897",2016,"Tuna, unspecified","289","0","0","2,263","2,552"
"898",2016,"Tuna, yellowfin","762,955","0","311","67,988","831,254"
"899",2016,"Turbot, curlfin","4,955","0","0","0","4,955"
"900",2016,"Turbot, hornyhead","15","0","0","0","15"
"901",2016,"Turbot","461","0","0","0","461"
"902",2016,"Wahoo","169","0","385","34,714","35,268"
"903",2016,"Whitefish, ocean","11,233","0","0","0","11,233"
"904",2016,"Whiting, Pacific","7,696","0","0","0","7,696"
"905",2016,"Yellowtail","53,970","0","133","46","54,149"
"906",2016,"Crab, Dungeness","26,618,819","0","0","52,727","26,671,546"
"907",2016,"Crab, armed box","69","0","0","0","69"
"908",2016,"Crab, box","13,162","0","0","0","13,162"
"909",2016,"Crab, brown rock","222,949","0","0","0","222,949"
"910",2016,"Crab, king","13,722","0","0","0","13,722"
"911",2016,"Crab, pelagic red","1,914","0","0","0","1,914"
"912",2016,"Crab, red rock","724,057","0","0","0","724,057"
"913",2016,"Crab, rock unspecified","149,279","0","0","0","149,279"
"914",2016,"Crab, shore","1","0","0","0","1"
"915",2016,"Crab, spider","127,585","0","0","0","127,585"
"916",2016,"Crab, spider/sheep claws","293","0","0","0","293"
"917",2016,"Crab, tanner","112","0","0","0","112"
"918",2016,"Crab, yellow rock","219,066","0","0","0","219,066"
"919",2016,"Crayfish, red swamp","2,159","0","0","80","2,239"
"920",2016,"Crayfish, unspecified","48,352","0","0","1,280","49,632"
"921",2016,"Crustacean, unspecified","392","0","0","0","392"
"922",2016,"Lobster, California spiny","679,249","0","0","322","679,570"
"923",2016,"Prawn, ridgeback","507,176","0","0","0","507,176"
"924",2016,"Prawn, spot","533,229","0","0","0","533,229"
"925",2016,"Shrimp, bay","5,447","0","23","0","5,470"
"926",2016,"Shrimp, brine","655,346","0","0","0","655,346"
"927",2016,"Shrimp, coonstriped","87,984","0","0","0","87,984"
"928",2016,"Shrimp, ghost","2,914","0","0","0","2,914"
"929",2016,"Shrimp, mantis","14","0","0","0","14"
"930",2016,"Shrimp, ocean (pink)","3,021,074","0","0","0","3,021,074"
"931",2016,"Shrimp, unspecified","2,591","0","0","0","2,591"
"932",2016,"Sea cucumber, giant red","70,379","0","0","0","70,379"
"933",2016,"Sea cucumber, unspecified","4,971","0","0","0","4,971"
"934",2016,"Sea cucumber, warty","65,903","0","0","0","65,903"
"935",2016,"Sea urchin, purple","4,642","0","0","0","4,642"
"936",2016,"Sea urchin, red","5,878,244","0","0","0","5,878,244"
"937",2016,"Sea urchin, white","18","0","0","0","18"
"938",2016,"Limpet, keyhole","1,425","0","0","0","1,425"
"939",2016,"Mollusk, unspecified","887","0","0","0","887"
"940",2016,"Mussel","6","0","0","0","6"
"941",2016,"Octopus, unspecified","3,973","0","0","0","3,973"
"942",2016,"Sea hare","1,787","0","0","0","1,787"
"943",2016,"Snail, sea","2,605","0","0","0","2,605"
"944",2016,"Snail, tegula","575","0","0","0","575"
"945",2016,"Snail, top","729","0","0","0","729"
"946",2016,"Snails, moon","997","0","0","0","997"
"947",2016,"Squid, jumbo","35","0","0","0","35"
"948",2016,"Squid, market","81,767,391","0","0","5,731","81,773,122"
"949",2016,"Whelk, Kellet's","90,075","0","0","0","90,075"
"950",2016,"Algae, marine","35","0","0","0","35"
"951",2016,"Invertebrate Unspecified","386","0","0","0","386"
"952",2016,"Total Pounds:","165,184,101","75,102","4,696","2,562,661","167,826,560"
"953",2015,"Anchovy, northern","38,108,953","0","0","0","38,108,953"
"954",2015,"Barracuda, California","1,737","0","0","0","1,737"
"955",2015,"Bass, giant sea","6,413","0","0","0","6,413"
"956",2015,"Blacksmith","15","0","0","0","15"
"957",2015,"Bonito, Pacific","304,358","0","0","20","304,378"
"958",2015,"Bullhead, brown","110","0","0","0","110"
"959",2015,"Butterfish (Pacific pompano)","4,116","0","0","0","4,116"
"960",2015,"Cabezon","76,957","0","0","0","76,957"
"961",2015,"Cod, Pacific","496","0","0","0","496"
"962",2015,"Croaker, unspecifed","1","0","0","0","1"
"963",2015,"Croaker, white","13,177","0","0","0","13,177"
"964",2015,"Dolphin (fish)","7,809","0","0","49,006","56,815"
"965",2015,"Eel, California moray","1,046","0","0","0","1,046"
"966",2015,"Eel, monkeyface (prickleback)","502","0","0","0","502"
"967",2015,"Eel, spotted cusk-","12","0","0","0","12"
"968",2015,"Eel, wolf (wolf-eel)","104","0","0","0","104"
"969",2015,"Eel","8","0","0","0","8"
"970",2015,"Escolar","1,182","0","0","20,154","21,336"
"971",2015,"Fish, unspecified","1,340","0","0","7,293","8,633"
"972",2015,"Flounder, arrowtooth","207,942","0","0","0","207,942"
"973",2015,"Flounder, starry","17,315","0","0","0","17,315"
"974",2015,"Flounder, unspecified","134","0","0","0","134"
"975",2015,"Flyingfish","2","0","0","0","2"
"976",2015,"Greenling, kelp","13,787","0","0","0","13,787"
"977",2015,"Greenling, rock","264","0","0","0","264"
"978",2015,"Grenadier","142,213","0","0","0","142,213"
"979",2015,"Guitarfish, shovelnose","1,068","0","0","0","1,068"
"980",2015,"Halfmoon","442","0","0","0","442"
"981",2015,"Halibut, California","408,789","0","0","0","408,789"
"982",2015,"Halibut, Pacific","155","0","0","0","155"
"983",2015,"Herring, Pacific - roe","91,445","0","0","0","91,445"
"984",2015,"Jacks, unspecified","400","0","0","0","400"
"985",2015,"Jacksmelt","23,037","0","0","0","23,037"
"986",2015,"Kelpfishes","218","0","0","950","1,168"
"987",2015,"Lingcod","327,837","0","0","301","328,138"
"988",2015,"Lizardfish, California","26,801","0","0","0","26,801"
"989",2015,"Louvar","1,965","49","0","506","2,520"
"990",2015,"Mackerel, Pacific","12,342,539","0","0","0","12,342,539"
"991",2015,"Mackerel, bullet","12","0","0","0","12"
"992",2015,"Mackerel, jack","2,831,812","0","0","0","2,831,812"
"993",2015,"Mackerel, unspecified","190,219","0","0","0","190,219"
"994",2015,"Marlin, striped","250","0","0","0","250"
"995",2015,"Midshipman, plainfin","290","0","0","0","290"
"996",2015,"Mudsucker, longjaw","137","0","0","0","137"
"997",2015,"Oilfish","1,550","0","0","8,726","10,276"
"998",2015,"Opah","75,212","338","0","608,722","684,272"
"999",2015,"Opaleye","42","0","0","0","42"
"1000",2015,"Pomfret, Pacific","1,476","0","0","20,130","21,606"
"1001",2015,"Queenfish","34","0","0","0","34"
"1002",2015,"Ratfish, spotted","2,003","0","0","0","2,003"
"1003",2015,"Ray, Pacific electric","460","0","0","0","460"
"1004",2015,"Ray, bat","18,529","0","0","0","18,529"
"1005",2015,"Ray, unspecified","5","0","0","0","5"
"1006",2015,"Rockfish, Mexican","61","0","0","0","61"
"1007",2015,"Rockfish, Pacific ocean perch","234","0","0","0","234"
"1008",2015,"Rockfish, aurora","8,096","0","0","0","8,096"
"1009",2015,"Rockfish, bank","103,176","0","0","0","103,176"
"1010",2015,"Rockfish, black-and-yellow","30,838","0","0","0","30,838"
"1011",2015,"Rockfish, black","224,663","0","0","0","224,663"
"1012",2015,"Rockfish, blackgill","87,421","0","0","0","87,421"
"1013",2015,"Rockfish, blue","21,047","0","0","0","21,047"
"1014",2015,"Rockfish, bocaccio","102,775","0","0","0","102,775"
"1015",2015,"Rockfish, bronzespotted","13","0","0","0","13"
"1016",2015,"Rockfish, brown","55,966","0","0","0","55,966"
"1017",2015,"Rockfish, calico","29","0","0","0","29"
"1018",2015,"Rockfish, canary","14,207","0","0","0","14,207"
"1019",2015,"Rockfish, chilipepper","391,062","0","0","0","391,062"
"1020",2015,"Rockfish, copper","19,794","0","0","0","19,794"
"1021",2015,"Rockfish, cowcod","935","0","0","0","935"
"1022",2015,"Rockfish, darkblotched","17,188","0","0","0","17,188"
"1023",2015,"Rockfish, flag","1,323","0","0","0","1,323"
"1024",2015,"Rockfish, gopher","64,894","0","0","0","64,894"
"1025",2015,"Rockfish, grass","29,862","0","0","0","29,862"
"1026",2015,"Rockfish, greenblotched","58","0","0","0","58"
"1027",2015,"Rockfish, greenspotted","3,225","0","0","0","3,225"
"1028",2015,"Rockfish, greenstriped","732","0","0","0","732"
"1029",2015,"Rockfish, group bolina","440","0","0","0","440"
"1030",2015,"Rockfish, group deep nearshore","56","0","0","0","56"
"1031",2015,"Rockfish, group red","5,533","0","0","0","5,533"
"1032",2015,"Rockfish, group rosefish","260","0","0","0","260"
"1033",2015,"Rockfish, group shelf","11,555","0","0","0","11,555"
"1034",2015,"Rockfish, group slope","45,328","0","0","0","45,328"
"1035",2015,"Rockfish, group small","75","0","0","0","75"
"1036",2015,"Rockfish, honeycomb","13","0","0","0","13"
"1037",2015,"Rockfish, kelp","2,089","0","0","0","2,089"
"1038",2015,"Rockfish, olive","2,366","0","0","0","2,366"
"1039",2015,"Rockfish, quillback","2,409","0","0","0","2,409"
"1040",2015,"Rockfish, redbanded","695","0","0","0","695"
"1041",2015,"Rockfish, rosethorn","106","0","0","0","106"
"1042",2015,"Rockfish, rosy","436","0","0","0","436"
"1043",2015,"Rockfish, rougheye","273","0","0","0","273"
"1044",2015,"Rockfish, shortbelly","30","0","0","0","30"
"1045",2015,"Rockfish, shortraker","251","0","0","0","251"
"1046",2015,"Rockfish, speckled","1,035","0","0","0","1,035"
"1047",2015,"Rockfish, splitnose","13,179","0","0","0","13,179"
"1048",2015,"Rockfish, squarespot","141","0","0","0","141"
"1049",2015,"Rockfish, starry","2,896","0","0","0","2,896"
"1050",2015,"Rockfish, stripetail","33","0","0","0","33"
"1051",2015,"Rockfish, treefish","5,799","0","0","0","5,799"
"1052",2015,"Rockfish, unspecified","1,279","0","0","0","1,279"
"1053",2015,"Rockfish, vermilion","86,651","0","0","0","86,651"
"1054",2015,"Rockfish, widow","5,271","0","0","0","5,271"
"1055",2015,"Rockfish, yelloweye","7","0","0","0","7"
"1056",2015,"Rockfish, yellowtail","16,939","0","0","0","16,939"
"1057",2015,"Salmon, Chinook","1,176,730","0","0","0","1,176,730"
"1058",2015,"Salmon, Roe (Chinook, Coho)","981","0","0","0","981"
"1059",2015,"Sanddab, Pacific","4,960","0","0","0","4,960"
"1060",2015,"Sanddab, speckled","11","0","0","0","11"
"1061",2015,"Sanddab","125,918","0","0","0","125,918"
"1062",2015,"Sardine, Pacific","3,751,035","0","0","0","3,751,035"
"1063",2015,"Sargo","24","0","0","0","24"
"1064",2015,"Scorpionfish, California","5,230","0","0","0","5,230"
"1065",2015,"Sculpin, staghorn","165","0","0","0","165"
"1066",2015,"Seabass, white","205,706","0","0","0","205,706"
"1067",2015,"Seaperch, striped","3,915","0","0","0","3,915"
"1068",2015,"Shad, American","122","0","0","0","122"
"1069",2015,"Shad, threadfin","17,286","0","0","0","17,286"
"1070",2015,"Shark, Pacific angel","15,042","0","0","0","15,042"
"1071",2015,"Shark, bigeye thresher","1,466","0","0","0","1,466"
"1072",2015,"Shark, blue","22","0","0","0","22"
"1073",2015,"Shark, brown smoothhound","4,825","0","0","0","4,825"
"1074",2015,"Shark, gray smoothhound","150","0","0","0","150"
"1075",2015,"Shark, horn","67","0","0","0","67"
"1076",2015,"Shark, leopard","8,898","0","0","0","8,898"
"1077",2015,"Shark, pelagic thresher","3,393","0","0","0","3,393"
"1078",2015,"Shark, sevengill","513","0","0","0","513"
"1079",2015,"Shark, shortfin mako","16,654","30","0","13,384","30,068"
"1080",2015,"Shark, smooth hammerhead","3,731","0","0","0","3,731"
"1081",2015,"Shark, soupfin","5,310","0","0","0","5,310"
"1082",2015,"Shark, spiny dogfish","15,666","0","0","0","15,666"
"1083",2015,"Shark, thresher","64,402","5,111","0","4,878","74,391"
"1084",2015,"Shark, unspecified","3,558","0","0","0","3,558"
"1085",2015,"Sharks, cow","633","0","0","0","633"
"1086",2015,"Sheephead, California","76,735","0","0","0","76,735"
"1087",2015,"Skate, California","482","0","0","0","482"
"1088",2015,"Skate, big","74,369","0","0","0","74,369"
"1089",2015,"Skate, longnose","378,393","0","0","0","378,393"
"1090",2015,"Skate, unspecified","31,874","0","0","0","31,874"
"1091",2015,"Smelt, night","388,175","0","0","0","388,175"
"1092",2015,"Smelt, surf","104,281","0","0","0","104,281"
"1093",2015,"Sole, Dover","4,175,668","0","0","0","4,175,668"
"1094",2015,"Sole, English","151,107","0","0","0","151,107"
"1095",2015,"Sole, butter","30","0","0","0","30"
"1096",2015,"Sole, fantail","68","0","0","0","68"
"1097",2015,"Sole, petrale","1,271,578","0","0","0","1,271,578"
"1098",2015,"Sole, rex","100,837","0","0","0","100,837"
"1099",2015,"Sole, rock","1,344","0","0","0","1,344"
"1100",2015,"Sole, sand","18,169","0","0","0","18,169"
"1101",2015,"Sole, unspecified","44,515","0","0","0","44,515"
"1102",2015,"Splittail","2,278","0","0","0","2,278"
"1103",2015,"Stingray","996","0","0","0","996"
"1104",2015,"Surfperch, barred","25,273","0","0","0","25,273"
"1105",2015,"Surfperch, black","2,237","0","0","0","2,237"
"1106",2015,"Surfperch, calico","971","0","0","0","971"
"1107",2015,"Surfperch, pile","82","0","0","0","82"
"1108",2015,"Surfperch, redtail","9,180","0","0","0","9,180"
"1109",2015,"Surfperch, rubberlip","229","0","0","0","229"
"1110",2015,"Surfperch, shiner","588","0","0","0","588"
"1111",2015,"Surfperch, unspecified","4,165","0","0","0","4,165"
"1112",2015,"Surfperch, walleye","217","0","0","0","217"
"1113",2015,"Swordfish","284,939","8,335","0","650,173","943,447"
"1114",2015,"Thornyhead, longspine","1,108,693","0","0","0","1,108,693"
"1115",2015,"Thornyhead, shortspine","764,164","0","0","0","764,164"
"1116",2015,"Thornyheads","7,009","0","0","0","7,009"
"1117",2015,"Tomcod, Pacific","573","0","0","0","573"
"1118",2015,"Trawled fish, unspecified","9,999","0","0","0","9,999"
"1119",2015,"Triggerfish","13","0","0","0","13"
"1120",2015,"Tuna, albacore","57,869","37,958","0","31,104","126,931"
"1121",2015,"Tuna, bigeye","83,384","0","0","866,568","949,952"
"1122",2015,"Tuna, bluefin","210,780","5,052","0","150","215,982"
"1123",2015,"Tuna, skipjack","236,747","91","0","4,878","241,716"
"1124",2015,"Tuna, unspecified","779","0","0","0","779"
"1125",2015,"Tuna, yellowfin","1,281,987","0","0","27,984","1,309,971"
"1126",2015,"Turbot, curlfin","5,114","0","0","0","5,114"
"1127",2015,"Turbot, hornyhead","86","0","0","0","86"
"1128",2015,"Turbot","1,864","0","0","0","1,864"
"1129",2015,"Wahoo","2,102","0","0","25,493","27,595"
"1130",2015,"Whitefish, ocean","6,581","0","0","336","6,917"
"1131",2015,"Whiting, Pacific","7,212","0","0","0","7,212"
"1132",2015,"Yellowtail","106,576","0","456","0","107,032"
"1133",2015,"Crab, Dungeness","3,113,024","0","0","0","3,113,024"
"1134",2015,"Crab, armed box","64","0","0","0","64"
"1135",2015,"Crab, box","7,563","0","0","0","7,563"
"1136",2015,"Crab, brown rock","254,859","0","0","0","254,859"
"1137",2015,"Crab, claws","987","0","0","0","987"
"1138",2015,"Crab, hermit","48","0","0","0","48"
"1139",2015,"Crab, king","14,830","0","0","0","14,830"
"1140",2015,"Crab, pelagic red","20","0","0","0","20"
"1141",2015,"Crab, red rock","1,193,845","0","0","0","1,193,845"
"1142",2015,"Crab, rock unspecified","380,837","0","0","0","380,837"
"1143",2015,"Crab, spider","97,913","0","0","0","97,913"
"1144",2015,"Crab, spider/sheep claws","1,213","0","0","0","1,213"
"1145",2015,"Crab, tanner","613","0","0","0","613"
"1146",2015,"Crab, yellow rock","396,856","0","0","0","396,856"
"1147",2015,"Crayfish, red swamp","13,027","0","0","920","13,947"
"1148",2015,"Crayfish, unspecified","93,612","0","0","0","93,612"
"1149",2015,"Crustacean, unspecified","11","0","0","0","11"
"1150",2015,"Lobster, California spiny","767,577","0","0","0","767,577"
"1151",2015,"Prawn, ridgeback","767,180","0","0","0","767,180"
"1152",2015,"Prawn, spot","492,272","0","450","0","492,722"
"1153",2015,"Shrimp, bay","12,969","0","0","0","12,969"
"1154",2015,"Shrimp, brine","461,907","0","0","99,761","561,668"
"1155",2015,"Shrimp, coonstriped","37,276","0","0","0","37,276"
"1156",2015,"Shrimp, ghost","1,687","0","0","0","1,687"
"1157",2015,"Shrimp, ocean (pink)","7,646,530","0","0","0","7,646,530"
"1158",2015,"Shrimp, unspecified","560","0","0","0","560"
"1159",2015,"Sea cucumber, giant red","111,316","0","0","292","111,608"
"1160",2015,"Sea cucumber, unspecified","7,213","0","0","0","7,213"
"1161",2015,"Sea cucumber, warty","143,707","0","0","0","143,707"
"1162",2015,"Sea stars","3,426","0","0","0","3,426"
"1163",2015,"Sea urchin, purple","14,766","0","0","0","14,766"
"1164",2015,"Sea urchin, red","8,090,138","0","0","0","8,090,138"
"1165",2015,"Sea urchin, white","21","0","0","0","21"
"1166",2015,"Clam, unspecified","76","0","0","0","76"
"1167",2015,"Limpet, keyhole","1,018","0","0","0","1,018"
"1168",2015,"Mollusk, unspecified","44","0","0","0","44"
"1169",2015,"Octopus, unspecified","5,560","0","0","0","5,560"
"1170",2015,"Sea hare","1,951","0","0","0","1,951"
"1171",2015,"Snail, sea","3,116","0","0","0","3,116"
"1172",2015,"Snail, tegula","1,757","0","0","0","1,757"
"1173",2015,"Snail, top","4,144","0","0","0","4,144"
"1174",2015,"Snails, moon","35","0","0","0","35"
"1175",2015,"Squid, jumbo","20","0","0","0","20"
"1176",2015,"Squid, market","81,143,758","0","0","150","81,143,908"
"1177",2015,"Whelk, Kellet's","80,968","0","0","0","80,968"
"1178",2015,"Algae, marine","12","0","0","0","12"
"1179",2015,"Kelp","4","0","0","0","4"
"1180",2015,"Invertebrate Unspecified","201","0","0","0","201"
"1181",2015,"Total Pounds:","183,839,961","56,964","906","2,441,879","186,339,709"
"1182",2014,"Anchovy, northern","23,172,146","0","0","0","23,172,146"
"1183",2014,"Barracuda, California","8,341","0","0","0","8,341"
"1184",2014,"Bass, giant sea","2,679","0","0","0","2,679"
"1185",2014,"Bass, kelp","5","0","0","0","5"
"1186",2014,"Blacksmith","17","0","0","0","17"
"1187",2014,"Bonito, Pacific","70,982","0","0","0","70,982"
"1188",2014,"Bullhead, brown","1,182","0","0","0","1,182"
"1189",2014,"Butterfish (Pacific pompano)","11,603","0","0","49","11,652"
"1190",2014,"Cabezon","67,871","0","501","0","68,372"
"1191",2014,"Cod, Pacific","8","0","0","0","8"
"1192",2014,"Corvina, shortfin","16","0","0","0","16"
"1193",2014,"Croaker, white","16,077","0","0","0","16,077"
"1194",2014,"Croaker, yellowfin","2","0","0","0","2"
"1195",2014,"Dolphin (fish)","13,778","0","0","23,379","37,157"
"1196",2014,"Eel, California moray","6,097","0","0","0","6,097"
"1197",2014,"Eel, monkeyface (prickleback)","251","0","0","0","251"
"1198",2014,"Eel","52","0","0","0","52"
"1199",2014,"Escolar","6,668","0","0","5,465","12,133"
"1200",2014,"Fish, unspecified","7,612","0","0","1,693","9,305"
"1201",2014,"Flounder, arrowtooth","166,733","0","0","0","166,733"
"1202",2014,"Flounder, starry","25,649","0","0","0","25,649"
"1203",2014,"Flounder, unspecified","46","0","0","0","46"
"1204",2014,"Flyingfish","1","0","0","0","1"
"1205",2014,"Goby, bluebanded","1","0","0","0","1"
"1206",2014,"Goby, yellowfin","3","0","0","88","91"
"1207",2014,"Greenling, kelp","10,132","0","141","0","10,273"
"1208",2014,"Greenling, rock","498","0","0","0","498"
"1209",2014,"Grunion, California","1","0","0","0","1"
"1210",2014,"Guitarfish, shovelnose","287","0","0","0","287"
"1211",2014,"Hagfishes","1,485,905","0","863","1,282","1,488,050"
"1212",2014,"Halfmoon","29","0","0","0","29"
"1213",2014,"Halibut, California","386,611","0","43","17","386,671"
"1214",2014,"Herring, Pacific - roe","6,506,418","0","0","0","6,506,418"
"1215",2014,"Jacksmelt","28,720","0","0","0","28,720"
"1216",2014,"Lingcod","233,150","0","270","0","233,420"
"1217",2014,"Lizardfish, California","56,413","0","0","0","56,413"
"1218",2014,"Louvar","2,167","0","0","0","2,167"
"1219",2014,"Mackerel, Pacific","11,958,434","0","0","0","11,958,434"
"1220",2014,"Mackerel, jack","1,729,120","0","0","0","1,729,120"
"1221",2014,"Mackerel, unspecified","12,812","0","0","0","12,812"
"1222",2014,"Midshipman, plainfin","323","0","0","0","323"
"1223",2014,"Mudsucker, longjaw","24","0","0","0","24"
"1224",2014,"Oilfish","6,578","0","0","609","7,187"
"1225",2014,"Opah","135,717","0","0","166,209","301,926"
"1226",2014,"Opaleye","2,247","0","0","0","2,247"
"1227",2014,"Pomfret, Pacific","11,951","0","0","6,972","18,923"
"1228",2014,"Queenfish","25","0","0","0","25"
"1229",2014,"Ratfish, spotted","4,624","0","0","0","4,624"
"1230",2014,"Ray, Pacific electric","214","0","0","0","214"
"1231",2014,"Ray, bat","7,442","0","0","0","7,442"
"1232",2014,"Ray, unspecified","315","0","0","0","315"
"1233",2014,"Rockfish, China","4,193","0","0","0","4,193"
"1234",2014,"Rockfish, Mexican","173","0","0","0","173"
"1235",2014,"Rockfish, aurora","5,557","0","0","0","5,557"
