"FMP_AREA","GEAR","SUBAREA","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2014",17040,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2015",16800,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2016",12040,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2017",10502,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2018",1325,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2019",1449,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pacific Cod","2020",41,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2003",210,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2004",35,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2005",7,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2006",180,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2007",275,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2008",704,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2009",155,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2010",238,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2011",348,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2012",807,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2013",429,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2014",1236,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2015",880,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2016",218,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2017",384,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2018",43,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Pollock","2020",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2003",59,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2004",55,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2005",13,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2006",10,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2007",75,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2008",102,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2009",25,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2010",5,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2011",7,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2012",116,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2013",99,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2014",71,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2015",103,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2016",138,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2017",14,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rex Sole","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2003",21,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2004",60,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2006",6,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2007",38,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2008",84,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2009",61,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2010",32,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2011",38,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2012",77,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2013",77,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2014",127,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2015",114,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2016",41,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2017",50,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Rockfish","2020",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2003",2,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2004",10,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2005",1,"50-75%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2007",32,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2008",56,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2010",68,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2011",56,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2012",14,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2013",14,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2014",23,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2015",23,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2016",17,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2017",7,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Sablefish","2020",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2003",453,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2004",573,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2005",281,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2006",232,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2007",847,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2008",877,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2009",192,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2010",506,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2011",812,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2012",644,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2013",793,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2014",581,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2015",662,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2016",559,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2017",561,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2019",38,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pacific Cod","Shallow-Water Flatfish","2020",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2003",3369,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2004",10441,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2005",16771,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2006",33679,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2007",13805,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2008",11989,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2009",10351,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2010",25660,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2011",20455,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2012",16815,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2013",16069,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2014",26246,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2015",15513,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2016",13783,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2017",11415,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2018",18167,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2019",12543,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","All Groundfish","2020",13897,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2003",215,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2004",625,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2005",1461,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2006",2047,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2007",841,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2008",795,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2009",261,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2010",1569,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2011",1180,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2012",801,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2013",877,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2014",1447,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2015",734,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2016",766,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2017",1116,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2018",2167,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2019",1707,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Arrowtooth Flounder","2020",1640,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2004",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2005",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2006",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2007",24,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2008",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2009",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2010",0,"75-99%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2011",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2012",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2013",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2014",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2015",1,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2016",202,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2017",26,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2018",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2019",85,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Atka Mackerel","2020",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2003",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2006",10,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2007",5,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2008",2,"25-50%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2009",2,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2010",3,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2011",14,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2012",2,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2013",13,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2014",37,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2015",9,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2016",9,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2017",2,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2018",6,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2019",4,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Deep-Water Flatfish","2020",11,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2003",66,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2004",167,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2005",101,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2006",492,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2007",256,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2008",280,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2009",149,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2010",293,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2011",170,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2012",139,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2013",251,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2014",318,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2015",238,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2016",225,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2017",176,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2018",270,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2019",158,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Flathead Sole","2020",169,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2003",20,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2004",28,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2005",368,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2006",1287,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2007",346,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2008",98,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2009",225,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2010",101,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2011",143,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2012",80,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2013",201,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2014",394,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2015",269,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2016",149,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2017",166,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2018",151,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2019",96,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Other Groundfish","2020",102,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2003",109,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2004",219,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2005",169,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2006",569,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2007",208,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2008",331,"10-25%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2009",375,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2010",1276,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2011",1403,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2012",1416,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2013",852,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2014",2878,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2015",1432,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2016",855,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2017",818,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2018",777,"<1%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2019",585,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pacific Cod","2020",685,"0%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pollock","2003",2915,"5-10%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pollock","2004",9363,"1-5%"
"Gulf of Alaska","Trawl","All Subareas","Pollock, Bottom","Pollock","2005",14646,"10-25%"
