"FMP_AREA","GEAR","SUBAREA","GROUNDFISH_TARGET_SPECIES","SPECIES","YEAR","RETCATCH_MT","PERCENT_CATCH_SUPPRESSED"
"Gulf of Alaska","Trawl","Western Gulf","All Target Species","Shallow-Water Flatfish","2020",2,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2003",5676,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2004",617,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2005",924,"5-10%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2006",824,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2007",1622,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2008",1717,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2009",339,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2011",892,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2012",506,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2015",174,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","All Groundfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2003",4909,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2004",512,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2005",710,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2006",611,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2007",1095,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2008",1311,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2009",218,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2011",724,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2012",265,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2015",123,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Arrowtooth Flounder","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2003",36,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2007",24,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2009",2,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2011",16,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Atka Mackerel","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2011",5,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Deep-Water Flatfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2003",43,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2005",19,"<1%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2006",16,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2007",94,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2008",78,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2009",12,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2011",60,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2012",54,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2015",8,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Flathead Sole","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2003",31,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2005",14,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2007",34,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2008",18,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Other Groundfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2003",79,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2004",21,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2005",27,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2006",33,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2007",91,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2008",108,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2009",24,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2011",36,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2012",31,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2015",19,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pacific Cod","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2003",93,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2005",64,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2006",34,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2007",56,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2008",57,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2009",22,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2011",9,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2012",9,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2015",5,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Pollock","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2003",307,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2004",51,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2005",89,"1-5%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2006",129,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2007",193,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2008",102,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2009",46,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2011",31,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2012",128,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2015",10,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rex Sole","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2003",130,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2004",33,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2007",15,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2008",39,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2009",6,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2011",11,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2012",16,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2015",9,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Rockfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2003",32,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2006",0,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2007",6,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2008",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2009",4,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2011",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2012",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2015",1,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Sablefish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2003",14,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2005",3,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2007",14,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2008",4,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2009",7,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2010",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2011",1,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2012",1,"0%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2016",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Arrowtooth","Shallow-Water Flatfish","2019",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","All Groundfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","All Groundfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","All Groundfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Arrowtooth Flounder","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Arrowtooth Flounder","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Arrowtooth Flounder","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Atka Mackerel","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Atka Mackerel","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Atka Mackerel","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Flathead Sole","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Flathead Sole","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Flathead Sole","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Other Groundfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Pacific Cod","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Pacific Cod","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Pacific Cod","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Pollock","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Pollock","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Pollock","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Rex Sole","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Rex Sole","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Rex Sole","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Rockfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Rockfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Sablefish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Sablefish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Shallow-Water Flatfish","2013",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Shallow-Water Flatfish","2017",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Atka Mackerel","Shallow-Water Flatfish","2018",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","All Groundfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","All Groundfish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","Arrowtooth Flounder","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","Arrowtooth Flounder","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","Deep-Water Flatfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","Deep-Water Flatfish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","Pacific Cod","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","Pollock","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","Pollock","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","Rex Sole","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","Rex Sole","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","Rockfish","2014",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Deep","Rockfish","2015",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","All Groundfish","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","All Groundfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","All Groundfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","All Groundfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","All Groundfish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","All Groundfish","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Arrowtooth Flounder","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Arrowtooth Flounder","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Arrowtooth Flounder","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Atka Mackerel","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Atka Mackerel","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Atka Mackerel","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Atka Mackerel","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Atka Mackerel","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Flathead Sole","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Flathead Sole","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Flathead Sole","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Flathead Sole","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Flathead Sole","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Flathead Sole","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Other Groundfish","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Other Groundfish","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Other Groundfish","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Other Groundfish","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Other Groundfish","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Pacific Cod","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Pacific Cod","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Pacific Cod","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Pacific Cod","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Pacific Cod","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Pacific Cod","2009",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Pollock","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Pollock","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Pollock","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Pollock","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Pollock","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Rex Sole","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Rex Sole","2004",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Rex Sole","2005",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Rex Sole","2006",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Rex Sole","2007",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Rockfish","2003",-9999,"100%"
"Gulf of Alaska","Trawl","Western Gulf","Flatfish, Shallow","Rockfish","2005",-9999,"100%"
