"FMP_AREA","GEAR","SECTOR","SPECIES","YEAR","EXVES_VAL","PERCENT_VAL_SUPPRESSED"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2013",19116800,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2014",27175132,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2015",22527780,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2016",29048201,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2017",36010621,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2018",42284544,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2019",46532305,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Pacific Cod","2020",38136849,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2003",3338617,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2004",3224881,"<1%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2005",5593815,"<1%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2006",5284103,"1-5%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2007",6836024,"5-10%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2008",5793406,"1-5%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2009",3593223,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2010",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2011",5902245,"1-5%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2013",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2014",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2015",984212,"0%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2016",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2017",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2018",1590195,"25-50%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2019",2186930,"10-25%"
"Bering Sea and Aleutian Islands","Pot","All Sectors","Sablefish","2020",1889844,"25-50%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2003",1046284,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2004",1926559,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2006",3040422,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2007",2296405,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2008",4457744,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2009",2536155,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2010",3481037,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2011",1784084,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2012",3026847,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2013",4365978,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2014",4991914,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2015",5218469,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2016",4889039,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2017",4383578,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2018",4120437,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2019",4493154,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Pacific Cod","2020",5212324,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","2004",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","2005",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","2006",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","2007",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","2008",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","2011",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","2017",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","2018",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","2019",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Processors","Sablefish","2020",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2003",11675581,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2004",7780089,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2005",8803471,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2006",15968540,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2007",16696383,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2008",21216620,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2009",6610119,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2010",11182198,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2011",18073062,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2012",19602319,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2013",14750822,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2014",22183218,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2015",17309311,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2016",24159162,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2017",31627042,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2018",38164107,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2019",42039152,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Pacific Cod","2020",32924525,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2003",3338617,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2004",3224881,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2005",5593815,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2006",5284103,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2007",6836024,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2008",5793406,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2009",3593223,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2010",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2011",5902245,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2012",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2013",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2014",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2015",984212,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2016",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2017",-9999,"100%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2018",1590195,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2019",2186930,"0%"
"Bering Sea and Aleutian Islands","Pot","Catcher Vessels","Sablefish","2020",1889844,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2003",392566391,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2004",408327976,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2005",519703326,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2006",533370965,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2007",541258037,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2008",600050431,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2009",436022851,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2010",442175354,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2011",636325956,"<1%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2012",699713386,"<1%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2013",596671041,"<1%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2014",596528159,"<1%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2015",557885151,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2016",539406674,"<1%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2017",556753245,"<1%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2018",631877462,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2019",641870824,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","All Groundfish","2020",556449937,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2003",987823,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2004",1003678,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2005",2411072,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2006",1502440,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2007",1066031,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2008",5278547,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2009",6104973,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2010",8239118,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2011",6090402,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2012",8826592,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2013",5698848,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2014",7399677,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2015",3761300,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2016",4209029,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2017",3858922,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2018",2781110,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2019",4242541,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Arrowtooth Flounder","2020",3841448,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2003",9966132,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2004",12358421,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2005",16042227,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2006",14811947,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2007",17362768,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2008",21297881,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2009",28862245,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2010",29465757,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2011",29545154,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2012",29984013,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2013",16195987,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2014",23752305,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2015",29692618,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2016",30140089,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2017",50246309,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2018",53415291,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2019",35499611,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Atka Mackerel","2020",32889964,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2003",3624808,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2004",5018630,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2005",6046735,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2006",7766361,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2007",6593561,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2008",9588829,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2009",5748776,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2010",6812188,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2011",5228813,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2012",4373123,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2013",7704452,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2014",5869766,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2015",3277368,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2016",3848141,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2017",3950107,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2018",5712025,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2019",7305831,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Flathead Sole","2020",3003745,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2011",3684355,"<1%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2012",4764641,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2013",2108311,"<1%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2014",2384538,"<1%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2015",1679163,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2016",2055200,"<1%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2017",3412145,"<1%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2018",1987427,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2019",2279719,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Kamchatka Flounder (BSAI)","2020",3470968,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2003",65302,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2004",137926,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2005",342718,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2006",392547,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2007",440426,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2008",412043,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2009",546547,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2010",1272696,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2011",1676260,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2012",1038904,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2013",557046,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2014",866657,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2015",2218176,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2016",1190784,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2017",1466075,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2018",1807183,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2019",2605329,"0%"
"Bering Sea and Aleutian Islands","Trawl","All Sectors","Northern Rockfish","2020",1526733,"0%"
