"CRAB_YEAR","AGENCY_CODE","PACFIN_GROUP_PORT_CODE","PORT_DESCRIPTION","NOV_ROUND_WEIGHT_MTONS","NOV_ROUND_WEIGHT_PPP","NOV_EXVESSEL_REVENUE","NOV_CONFIDENTIAL_FLAG","DEC_ROUND_WEIGHT_MTONS","DEC_ROUND_WEIGHT_PPP","DEC_EXVESSEL_REVENUE","DEC_CONFIDENTIAL_FLAG","JAN_ROUND_WEIGHT_MTONS","JAN_ROUND_WEIGHT_PPP","JAN_EXVESSEL_REVENUE","JAN_CONFIDENTIAL_FLAG","FEB_ROUND_WEIGHT_MTONS","FEB_ROUND_WEIGHT_PPP","FEB_EXVESSEL_REVENUE","FEB_CONFIDENTIAL_FLAG","MAR_ROUND_WEIGHT_MTONS","MAR_ROUND_WEIGHT_PPP","MAR_EXVESSEL_REVENUE","MAR_CONFIDENTIAL_FLAG","APR_ROUND_WEIGHT_MTONS","APR_ROUND_WEIGHT_PPP","APR_EXVESSEL_REVENUE","APR_CONFIDENTIAL_FLAG","MAY_ROUND_WEIGHT_MTONS","MAY_ROUND_WEIGHT_PPP","MAY_EXVESSEL_REVENUE","MAY_CONFIDENTIAL_FLAG","JUN_ROUND_WEIGHT_MTONS","JUN_ROUND_WEIGHT_PPP","JUN_EXVESSEL_REVENUE","JUN_CONFIDENTIAL_FLAG","JUL_ROUND_WEIGHT_MTONS","JUL_ROUND_WEIGHT_PPP","JUL_EXVESSEL_REVENUE","JUL_CONFIDENTIAL_FLAG","AUG_ROUND_WEIGHT_MTONS","AUG_ROUND_WEIGHT_PPP","AUG_EXVESSEL_REVENUE","AUG_CONFIDENTIAL_FLAG","SEP_ROUND_WEIGHT_MTONS","SEP_ROUND_WEIGHT_PPP","SEP_EXVESSEL_REVENUE","SEP_CONFIDENTIAL_FLAG","OCT_ROUND_WEIGHT_MTONS","OCT_ROUND_WEIGHT_PPP","OCT_EXVESSEL_REVENUE","OCT_CONFIDENTIAL_FLAG","TOTAL_ROUND_WEIGHT_MTONS","TOTAL_ROUND_WEIGHT_PPP","TOTAL_EXVESSEL_REVENUE","TOTAL_CONFIDENTIAL_FLAG"
"1990","W","SPS","SOUTH PUGET SOUND PORTS",18.43,1.54,62607,"",9.18,1.51,30540,"",147.31,1.29,418632,"",103.13,1.53,348075,"",39.51,1.72,149411,"",14.64,1.82,58693,"",16.33,1.53,54990,"",7.86,1.96,33951,"",,,,"*",,,,"*",,,,"*",29.63,1.88,123080,"",386.02,1.5,1279979,"*"
"1990","W","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"*"
"1991","C","BDA","BODEGA BAY AREA PORTS",151.95,2.08,696676,"",38.23,1.61,135982,"",20.7,1.74,79622,"",23.69,1.81,94496,"",8.13,1.97,35246,"",7.49,2.27,37406,"",5.91,2.32,30263,"",12.51,2.16,59539,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",268.61,1.97,1169230,"*"
"1991","C","BGA","FORT BRAGG AREA PORTS",0,0,0,"",75.58,1.48,246631,"",42.71,1.54,145297,"",3.83,1.66,14045,"",2.96,1.71,11177,"",2.13,2.04,9584,"",2.57,2.22,12554,"",.81,2.15,3819,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",130.59,1.54,443107,"*"
"1991","C","CA2","OTHER OR UNKNOWN CALIFORNIA PORTS",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"1991","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",2076.68,1.5,6854765,"",329.04,1.57,1139265,"",54.34,1.71,205455,"",25.06,1.87,103185,"",8.18,2.12,38221,"",4.39,2.15,20776,"",1.07,2.15,5059,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",2498.76,1.52,8366725,"*"
"1991","C","ERA","EUREKA AREA PORTS",0,0,0,"",1801.02,1.49,5900084,"",278.85,1.53,942034,"",46.83,1.7,175396,"",15.78,1.81,62961,"",19.4,2.04,87299,"",11.9,2.24,58658,"",3.57,2.1,16564,"",2.82,2.12,13140,"",,,,"*",0,0,0,"",0,0,0,"",2180.17,1.51,7256136,"*"
"1991","C","LAA","LOS ANGELES AREA PORTS",,,,"*",.41,2.71,2471,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",.41,2.71,2471,"*"
"1991","C","MNA","MONTEREY AREA PORTS",8.57,2.24,42400,"",3.37,1.95,14514,"",2.61,2.15,12393,"",3.01,2.13,14174,"",1.5,2.26,7478,"",1.85,2.4,9799,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",20.91,2.19,100759,"*"
"1991","C","MRA","MORRO BAY AREA PORTS",2.3,2.13,10831,"",5.21,2.27,26047,"",6.03,2.25,29970,"",3.82,2.34,19700,"",3.57,2.36,18629,"",4.1,2.44,22112,"",3,2.59,17128,"",1.74,2.25,8617,"",,,,"*",.07,.99,148,"",,,,"*",,,,"*",29.84,2.33,153181,"*"
"1991","C","SBA","SANTA BARBARA AREA PORTS",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"*"
"1991","C","SDA","SAN DIEGO AREA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"1991","C","SFA","SAN FRANCISCO AREA PORTS",159.22,2.13,747494,"",30.87,1.76,119740,"",23.77,1.93,101323,"",24.83,2.07,113594,"",15.83,2.37,82782,"",16.69,2.59,95332,"",15.55,2.74,93910,"",12.47,2.52,69399,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",299.24,2.16,1423574,"*"
"1991","C","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",.49,2.61,2848,"",.6,2.76,3623,"",.72,2.05,3254,"",.48,1.83,1955,"",,,,"*",.11,.84,197,"",2.4,2.24,11876,"*"
"1991","O","BRA","BROOKINGS AREA PORTS",0,0,0,"",696.2,1.5,2304389,"",69.24,1.6,243812,"",27.04,1.69,100835,"",15.81,1.81,63106,"",9.96,2.09,45979,"",6.12,2.17,29251,"",3.15,2.18,15149,"",2.78,2.25,13746,"",2.86,2.02,12759,"",0,0,0,"",0,0,0,"",833.15,1.54,2829025,""
"1991","O","CBA","COOS BAY AREA PORTS",5.28,1.76,20500,"",524.71,1.51,1743861,"",101.46,1.62,362899,"",40.52,1.68,149934,"",23.12,1.8,91713,"",17.61,2.14,82930,"",19.93,2.13,93523,"",20.58,1.94,88096,"",49.19,1.52,164429,"",36.14,1.42,113065,"",10.31,1.45,32999,"",13.67,1.54,46549,"",862.52,1.57,2990498,""
"1991","O","CLO","COLUMBIA RIVER PORTS (OREGON)",0,0,0,"",618.65,1.51,2059504,"",288.88,1.6,1018888,"",53.95,1.66,197488,"",31.81,1.85,129570,"",18.71,2,82357,"",18.46,1.99,80857,"",13.59,1.89,56627,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",1044.05,1.58,3625292,"*"
"1991","O","NPA","NEWPORT AREA PORTS",1.57,2.15,7471,"",603.3,1.52,2015043,"",110.16,1.63,394642,"",32.82,1.69,122516,"",26.12,1.89,108617,"",18.91,2,83447,"",22.54,2.04,101320,"",35.98,2.02,160233,"",25.4,1.9,106204,"",14.37,1.91,60380,"",.5,2.17,2383,"",3.5,2.16,16641,"",895.17,1.61,3178898,""
"1991","O","TLA","TILLAMOOK AREA PORTS",0,0,0,"",29.44,1.52,98851,"",26.72,1.61,95105,"",11.1,1.69,41448,"",8.75,1.83,35308,"",6.89,1.98,30028,"",11.21,2,49414,"",10.33,1.95,44447,"",8.17,1.73,31180,"",3.37,1.67,12407,"",0,0,0,"",,,,"*",115.98,1.71,438188,"*"
"1991","O","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",,,,"*",0,0,0,"*"
"1991","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",0,0,0,"",317.82,1.51,1059767,"",148.27,1.6,522980,"",28.11,1.67,103460,"",14.63,1.81,58500,"",12.65,1.94,53974,"",7.49,1.94,32108,"",4.08,1.81,16258,"",,,,"*",11.52,1.3,32915,"",15.78,1.43,49794,"",0,0,0,"",560.33,1.56,1929756,"*"
"1991","W","CWA","WASHINGTON COASTAL PORTS",0,0,0,"",1146.53,1.52,3841533,"",678.91,1.61,2402932,"",212.89,1.72,804977,"",95.32,1.96,411628,"",79,2.13,371516,"",68.34,2.1,315807,"",50.18,1.89,208877,"",59.53,1.65,216226,"",38.33,1.84,155192,"",18.44,1.96,79517,"",0,0,0,"",2447.45,1.63,8808205,""
"1991","W","NPS","NORTH PUGET SOUND PORTS",81.29,1.82,326520,"",45.3,1.6,159780,"",34.08,1.62,121359,"",29.47,1.68,108899,"",29.87,1.8,118768,"",15.94,1.9,66764,"",,,,"*",,,,"*",12.35,1.25,34137,"",11.45,1.48,37430,"",18.24,1.98,79635,"",351,1.41,1090408,"",629,1.55,2143698,"*"
"1991","W","SPS","SOUTH PUGET SOUND PORTS",9.74,1.93,41361,"",19.28,1.65,70044,"",9.38,1.83,37902,"",9.76,1.91,41073,"",4.37,2.08,20088,"",3.75,2.44,20194,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",43.97,1.53,148343,"",100.25,1.71,379005,"*"
"1991","W","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"*"
"1992","C","BDA","BODEGA BAY AREA PORTS",78.96,1.84,320615,"",47.43,1.93,202237,"",19.79,1.38,60116,"",20.69,1.44,65650,"",7.72,1.62,27612,"",9.67,1.72,36686,"",10.71,1.81,42826,"",5.78,1.76,22485,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",200.74,1.76,778227,"*"
"1992","C","BGA","FORT BRAGG AREA PORTS",,,,"*",2.87,1.49,9425,"",40.98,1.18,106794,"",9.42,1.27,26381,"",4.14,1.34,12189,"",2.35,1.43,7406,"",1.12,1.48,3645,"",1.31,1.53,4426,"",2.71,1.45,8686,"",0,0,0,"",0,0,0,"",0,0,0,"",64.9,1.25,178952,"*"
"1992","C","CA2","OTHER OR UNKNOWN CALIFORNIA PORTS",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"1992","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",246.63,1.2,651122,"",1595.34,1.2,4216638,"",240.32,1.27,675379,"",31.47,1.38,95717,"",20.89,1.59,73296,"",3.79,1.69,14159,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",2138.44,1.21,5726310,"*"
"1992","C","ERA","EUREKA AREA PORTS",,,,"*",343.89,1.19,900060,"",1094.82,1.19,2860634,"",163.52,1.3,470116,"",36.88,1.42,115422,"",70.27,1.59,247040,"",14.83,1.58,51733,"",7.56,1.58,26389,"",1,1.61,3543,"",,,,"*",0,0,0,"",0,0,0,"",1732.76,1.22,4674936,"*"
"1992","C","LAA","LOS ANGELES AREA PORTS",,,,"*",,,,"*",,,,"*",.88,2.25,4364,"",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",.88,2.25,4364,"*"
"1992","C","MNA","MONTEREY AREA PORTS",5.79,2.17,27648,"",8.69,2.31,44219,"",3.82,1.98,16654,"",3.94,1.91,16561,"",2.89,2.17,13822,"",2.91,2.29,14686,"",.8,2.64,4675,"",.16,2.04,729,"",,,,"*",0,0,0,"",,,,"*",,,,"*",29,2.17,138992,"*"
"1992","C","MRA","MORRO BAY AREA PORTS",4.63,2.35,23945,"",3.96,2.51,21928,"",5.04,2.1,23369,"",4.64,2.01,20549,"",5.12,2.18,24639,"",6.3,2.28,31755,"",3.42,2.11,15892,"",1.97,2.44,10605,"",,,,"*",,,,"*",0,0,0,"",0,0,0,"",35.08,2.23,172682,"*"
"1992","C","SBA","SANTA BARBARA AREA PORTS",,,,"*",,,,"*",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"1992","C","SFA","SAN FRANCISCO AREA PORTS",38.53,1.92,163328,"",60.88,2.11,282748,"",23.44,1.52,78702,"",52.13,1.65,189256,"",23.56,2.06,106959,"",30.25,2.27,151183,"",14.85,2.33,76143,"",7.08,2.22,34710,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",250.73,1.96,1083030,""
"1992","C","XXX","WITHHELD FOR CONFIDENTIALITY**",4.46,1.61,15813,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",.64,2.08,2920,"",1.22,1.71,4612,"",,,,"*",,,,"*",,,,"*",6.32,1.68,23345,"*"
"1992","O","BRA","BROOKINGS AREA PORTS",0,0,0,"",80.46,1.2,213520,"",448.86,1.2,1188110,"",95.9,1.27,268125,"",20.45,1.35,60733,"",16.88,1.57,58501,"",6.96,1.55,23748,"",9.38,1.54,31797,"",10.48,1.38,31921,"",4.36,1.37,13204,"",,,,"*",,,,"*",693.74,1.24,1889658,"*"
"1992","O","CBA","COOS BAY AREA PORTS",6.22,1.5,20521,"",264.68,1.23,720573,"",171.14,1.21,456887,"",76.1,1.28,214344,"",28.32,1.35,84427,"",19.76,1.55,67438,"",14.01,1.6,49346,"",17.61,1.47,57260,"",62.32,1.33,182347,"",55.71,1.18,145449,"",15.28,1.29,43392,"",12.85,1.32,37335,"",744,1.27,2079317,""
"1992","O","CLO","COLUMBIA RIVER PORTS (OREGON)",0,0,0,"",180.22,1.2,475735,"",522.01,1.2,1380330,"",137.81,1.22,370879,"",56.3,1.33,165361,"",20.02,1.64,72349,"",21.73,1.6,76635,"",,,,"*",18.72,1.28,52810,"",12.44,1.27,34772,"",0,0,0,"",0,0,0,"",969.25,1.23,2628870,"*"
"1992","O","NPA","NEWPORT AREA PORTS",3.58,2,15793,"",374.13,1.25,1031318,"",210.84,1.2,558546,"",93.81,1.21,250981,"",45.17,1.3,129943,"",26.35,1.52,88175,"",25.06,1.5,82921,"",34.26,1.36,102377,"",43.79,1.39,133729,"",34.43,1.3,99051,"",2.32,1.99,10184,"",6.82,1.65,24748,"",900.55,1.27,2527764,""
"1992","O","TLA","TILLAMOOK AREA PORTS",0,0,0,"",26.1,1.24,71390,"",23.11,1.19,60512,"",24.35,1.21,64963,"",,,,"*",5.56,1.48,18150,"",13.93,1.51,46220,"",19.62,1.42,61326,"",21.99,1.35,65363,"",12.38,1.29,35344,"",,,,"*",0,0,0,"",147.03,1.31,423268,"*"
"1992","O","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",,,,"*",0,0,0,"*"
"1992","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",0,0,0,"",118.95,1.21,316109,"",221.52,1.2,583698,"",88.89,1.22,238661,"",27.08,1.39,83157,"",11.12,1.82,44513,"",16.1,1.62,57452,"",2.28,1.39,6963,"",3.72,1.04,8510,"",72.52,1.17,187867,"",77.73,1.07,183881,"",0,0,0,"",639.91,1.21,1710811,""
"1992","W","CWA","WASHINGTON COASTAL PORTS",0,0,0,"",304.95,1.2,805313,"",1095.25,1.19,2873223,"",496.38,1.23,1344058,"",198.27,1.42,621668,"",69.36,1.75,267334,"",73.12,1.44,231508,"",52.62,1.46,169164,"",67.45,1.32,196793,"",127.09,1.27,354654,"",142.05,1.29,402929,"",0,0,0,"",2626.55,1.25,7266645,""
"1992","W","NPS","NORTH PUGET SOUND PORTS",46.03,1.48,150090,"",39.55,1.52,132396,"",37.15,1.34,109784,"",39.57,1.35,117820,"",44.15,1.45,141605,"",38.76,1.74,148534,"",,,,"*",,,,"*",27.82,1.07,65631,"",19.56,1.53,65977,"",41.72,1.55,142185,"",548.64,1.12,1354302,"",882.95,1.25,2428325,"*"
"1992","W","SPS","SOUTH PUGET SOUND PORTS",17.04,1.58,59497,"",35.45,1.46,113917,"",23.74,1.24,64867,"",25.88,1.4,79710,"",18.45,1.69,68868,"",14.64,1.97,63536,"",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",30.59,1.28,86647,"",165.8,1.47,537044,"*"
"1992","W","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"*"
"1993","C","BDA","BODEGA BAY AREA PORTS",22.43,1.85,91580,"",4.43,1.62,15770,"",2.97,1.37,8955,"",3.27,1.15,8288,"",2.67,1.31,7704,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",35.77,1.68,132298,"*"
"1993","C","BGA","FORT BRAGG AREA PORTS",,,,"*",,,,"*",0,0,0,"",47.43,1.03,107941,"",13.74,1.02,30910,"",2.88,1.32,8360,"",2.07,1.47,6723,"",1.45,1.48,4759,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",67.57,1.07,158692,"*"
"1993","C","CA2","OTHER OR UNKNOWN CALIFORNIA PORTS",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"1993","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",61.13,1.25,167977,"",52.37,1.25,144139,"",2024.41,1.05,4685406,"",288.72,1.11,706156,"",43.17,1.6,152677,"",26.67,1.73,101734,"",3.16,1.52,10629,"",.48,1.51,1604,"",0,0,0,"",0,0,0,"",0,0,0,"",2500.11,1.08,5970322,""
"1993","C","ERA","EUREKA AREA PORTS",0,0,0,"",1.83,1.03,4176,"",2.23,1.15,5647,"",1488.38,1.03,3396139,"",209.8,1.16,534660,"",34.52,1.57,119860,"",42.06,1.5,139133,"",8.75,1.44,27850,"",.65,1.49,2122,"",0,0,0,"",0,0,0,"",,,,"*",1788.22,1.07,4229587,"*"
"1993","C","LAA","LOS ANGELES AREA PORTS",,,,"*",,,,"*",.39,2.29,1960,"",.85,2.09,3922,"",2.25,1.99,9901,"",1.42,2.27,7114,"",1.84,2.42,9794,"",.85,2.4,4486,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",7.6,2.22,37178,"*"
"1993","C","MNA","MONTEREY AREA PORTS",5.32,2.26,26491,"",3.18,2.07,14482,"",1.15,2.04,5164,"",1.55,1.74,5934,"",1.05,1.85,4309,"",.36,2.2,1754,"",.91,2.33,4674,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",,,,"*",13.51,2.11,62808,"*"
"1993","C","MRA","MORRO BAY AREA PORTS",7.98,2,35258,"",7.36,1.65,26789,"",9.8,1.75,37735,"",11.45,1.64,41412,"",10.91,1.77,42625,"",8.67,2.16,41279,"",7.42,2.3,37547,"",2.89,2.34,14905,"",,,,"*",,,,"*",,,,"*",,,,"*",66.48,1.89,277551,"*"
"1993","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"1993","C","SFA","SAN FRANCISCO AREA PORTS",37.66,2.01,166680,"",10.01,1.59,35038,"",11.1,1.59,38798,"",16.98,1.43,53495,"",5.88,1.45,18859,"",1.55,1.91,6504,"",.96,2.07,4368,"",.25,2.22,1208,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",84.39,1.75,324950,""
"1993","C","XXX","WITHHELD FOR CONFIDENTIALITY**",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",1.64,1.49,5398,"",,,,"*",,,,"*",2.16,1.09,5185,"",3.8,1.26,10583,"*"
"1993","O","BRA","BROOKINGS AREA PORTS",0,0,0,"",744.49,1,1642788,"",396.46,1,877751,"",251.43,1.05,584198,"",37.44,1.11,92003,"",9.51,1.46,30647,"",11.79,1.48,38601,"",4.9,1.33,14404,"",8.53,1.28,24144,"",15.78,1.11,38724,"",0,0,0,"",0,0,0,"",1480.34,1.02,3343260,""
"1993","O","CBA","COOS BAY AREA PORTS",5,1.35,14872,"",477.72,1.01,1065923,"",96.33,1.05,222022,"",43.94,1.05,101948,"",16.46,1.12,40592,"",13,1.37,39304,"",15.13,1.5,49914,"",26.99,1.36,81203,"",69.7,1.34,205590,"",64.17,1.22,172986,"",2.31,1.5,7626,"",6.69,1.38,20287,"",837.44,1.1,2022267,""
"1993","O","CLO","COLUMBIA RIVER PORTS (OREGON)",0,0,0,"",877.97,1,1935255,"",184.83,1,407522,"",76.69,1.04,175930,"",30.17,1.23,81558,"",16.51,1.3,47266,"",15.75,1.44,50165,"",12.43,1.28,35225,"",9.33,1.24,25500,"",9.66,1.11,23585,"",,,,"*",0,0,0,"",1233.34,1.02,2782007,"*"
"1993","O","NPA","NEWPORT AREA PORTS",1.48,1.71,5556,"",697.43,1,1532924,"",190.1,1,417897,"",64.06,1.05,148955,"",24.65,1.13,61581,"",20.29,1.27,56708,"",24.06,1.29,68235,"",41.5,1.3,119344,"",66.34,1.31,191203,"",63.99,1.26,177642,"",2.83,1.98,12314,"",6.23,1.89,25937,"",1202.96,1.06,2818294,""
"1993","O","TLA","TILLAMOOK AREA PORTS",0,0,0,"",54.77,1,120751,"",31.7,1,69755,"",23.24,1.02,52030,"",12.96,1.12,32002,"",10.59,1.25,29252,"",26.58,1.28,74779,"",16.17,1.27,45263,"",18.23,1.24,50028,"",8.11,1.27,22648,"",0,0,0,"",0,0,0,"",202.36,1.11,496509,""
"1993","O","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"*"
"1993","W","CLW","COLUMBIA RIVER PORTS (WASHINGTON)",0,0,0,"",591.7,1,1299819,"",201.9,1.02,452122,"",95.91,1.05,222050,"",48.45,1.24,131983,"",20.29,1.31,58423,"",13.95,1.42,43642,"",7.29,1.37,22052,"",11.21,1.21,30021,"",74.81,1.09,179825,"",52.47,1.09,125755,"",0,0,0,"",1117.98,1.04,2565693,""
"1993","W","CWA","WASHINGTON COASTAL PORTS",0,0,0,"",2408.92,1,5305789,"",1329.64,1.01,2948875,"",528.02,1.04,1215753,"",163.42,1.27,456192,"",95.21,1.48,309794,"",141.35,1.47,457813,"",68.73,1.27,193029,"",74.35,1.29,210886,"",49.97,1.32,145201,"",15.85,1.31,45805,"",0,0,0,"",4875.46,1.05,11289137,""
"1993","W","NPS","NORTH PUGET SOUND PORTS",112.73,1.25,310539,"",54.01,1.14,135983,"",37.17,1.15,94395,"",28.86,1.19,75624,"",29.61,1.31,85324,"",16.04,1.32,46743,"",1.84,1.51,6120,"",10.79,.92,21870,"",26.41,1.06,61716,"",18.58,1.24,50676,"",37.74,1.62,135092,"",645.96,1.26,1800563,"",1019.74,1.26,2824645,""
"1993","W","SPS","SOUTH PUGET SOUND PORTS",14.89,1.43,47060,"",18.52,1.12,45560,"",23.02,1.09,55168,"",20.7,1.23,56102,"",12.33,1.49,40526,"",9.36,1.61,33290,"",2.13,1.53,7210,"",,,,"*",,,,"*",,,,"*",0,0,0,"",55.95,1.34,164987,"",156.9,1.3,449901,"*"
"1993","W","XXX","WITHHELD FOR CONFIDENTIALITY**",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"*"
"1994","C","BDA","BODEGA BAY AREA PORTS",44.44,1.88,184007,"",9.94,1.46,31938,"",10.51,1.33,30760,"",10.55,1.44,33472,"",1.7,1.78,6679,"",3.11,1.92,13132,"",3.15,1.87,12986,"",2.29,1.88,9521,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",85.69,1.71,322494,"*"
"1994","C","BGA","FORT BRAGG AREA PORTS",0,0,0,"",2.31,1.62,8263,"",28.26,1.26,78256,"",9.39,1.51,31300,"",5.16,1.73,19706,"",2.09,1.82,8365,"",2.59,1.77,10127,"",1.85,1.78,7240,"",.79,2.04,3557,"",0,0,0,"",,,,"*",0,0,0,"",52.45,1.44,166815,"*"
"1994","C","CA2","OTHER OR UNKNOWN CALIFORNIA PORTS",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",,,,"*",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"1994","C","CCA","CRESCENT CITY AREA PORTS",0,0,0,"",538.56,1.06,1252748,"",941.89,1.11,2298093,"",75.03,1.45,240253,"",38.48,1.87,158855,"",6.83,1.83,27595,"",4.59,1.85,18677,"",3.36,1.98,14716,"",.85,2.01,3780,"",0,0,0,"",0,0,0,"",0,0,0,"",1609.6,1.13,4014717,""
"1994","C","ERA","EUREKA AREA PORTS",0,0,0,"",393.82,.99,857533,"",363.07,1.07,858955,"",45.58,1.48,148618,"",23.44,1.82,94252,"",11.78,1.82,47377,"",10.91,1.77,42629,"",3.57,1.84,14525,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",852.18,1.1,2063888,"*"
"1994","C","LAA","LOS ANGELES AREA PORTS",,,,"*",,,,"*",,,,"*",,,,"*",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"*"
"1994","C","MNA","MONTEREY AREA PORTS",3.72,2.08,17037,"",4.86,1.85,19877,"",3.86,1.72,14608,"",4.45,1.74,17019,"",3.81,1.96,16433,"",1.57,2.15,7439,"",.16,2.39,864,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",22.44,1.89,93276,"*"
"1994","C","MRA","MORRO BAY AREA PORTS",10.15,2.03,45479,"",12.37,1.88,51242,"",14.59,1.87,60043,"",20.51,1.8,81405,"",24.26,2,106938,"",21.39,2.09,98402,"",8.28,2.27,41511,"",2.96,2.62,17132,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",114.52,1.99,502152,"*"
"1994","C","SBA","SANTA BARBARA AREA PORTS",0,0,0,"",0,0,0,"",,,,"*",,,,"*",,,,"*",.96,2.29,4858,"",0,0,0,"",,,,"*",0,0,0,"",0,0,0,"",0,0,0,"",0,0,0,"",.96,2.29,4858,"*"
