year,filename,area,port,species,landings_lb,revenues_usd
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Shad, American.................................................................",17,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Mackerel, Pacific..............................................................",2,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Octopus, unspecified......................................................",56,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Ray, Pacific electric........................................................",268,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,Eel.......................................................................................,13,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, darkblotched...................................................",4,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Flounder, arrowtooth........................................................",547,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Whiting, Pacific.................................................................","4,201",$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, shortbelly.........................................................",32,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Crab, box.............................................................................",30,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,"Rockfish, yelloweye.........................................................",1,$0 
2017,Table 17PUB.pdf,San Francisco,San Francisco,Grenadier............................................................................,100,$0 
