"year","filename","species","type","January","Feburary","March","April","May","June","July","August","September","October","November","December","Total"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, black","landings","5,259","3,739","7,312","8,657","16,365","11,372","9,265","21,201","12,228","5,214","5,791","18,389","124,792"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","13,817","9,555","19,672","23,178","41,878","26,827","22,139","44,287","25,407","11,374","12,999","42,737","293,870"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, black&yellow","landings","","","","","1","","","","1","","","3","5"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","7","","","","7","","","20","34"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, blue","landings","247","105","479","512","418","423","99","900","1,112","580","659","694","6,228"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","364","150","805","1,311","718","817","167","1,108","1,336","930","922","904","9,532"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, brown","landings","","","","","","1","","","4","","3","","8"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","5","","","19","","14","","38"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, canary","landings","79","39","129","164","504","323","423","786","686","307","147","512","4,099"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","221","78","248","417","1,173","736","737","1,709","1,602","618","287","1,177","9,003"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, china","landings","277","296","477","310","466","551","357","1,726","957","758","530","1,278","7,983"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","1,764","2,304","2,945","1,956","2,843","3,429","2,163","10,030","5,669","4,498","2,888","7,932","48,421"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, copper","landings","104","95","65","168","288","324","299","524","466","191","152","285","2,961"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","404","442","268","673","1,168","1,544","1,336","2,029","1,733","588","526","930","11,641"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, darkblotched","landings","","25","88","569","415","171","18","337","504","202","26","650","3,005"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","39","148","751","596","224","23","451","655","261","34","845","4,027"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, gopher","landings","2","2","2","","","2","2","18","8","2","3","8","49"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","3","10","10","","","10","10","86","43","10","14","35","231"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, grass","landings","5","","","16","5","","","","3","2","2","6","39"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","38","","","112","35","","","","21","14","13","42","275"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, olive","landings","","","","","","3","","","","","7","","10"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","10","","","","","12","","22"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, quillback","landings","149","63","90","134","373","262","280","613","554","221","116","399","3,254"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","632","310","353","604","1,635","1,085","1,172","2,353","2,087","796","511","1,548","13,086"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, Rougheye/blacks","landings","54","35","336","294","208","177","174","771","129","347","392","588","3,505"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","81","57","548","456","331","266","261","1,157","194","519","588","882","5,340"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, Shelf","landings","","","1","3","","7","14","5","13","8","","2","53"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","1","5","","10","15","6","14","9","","2","62"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, Slope","landings","8","98","94","352","395","186","241","366","599","326","158","588","3,411"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","12","147","153","558","649","280","358","553","898","461","236","873","5,178"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, tiger","landings","5","5","43","18","19","56","2","113","69","97","81","57","565"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","17","14","192","86","90","117","4","394","280","307","339","164","2,004"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, vermillion","landings","119","132","380","219","426","437","365","1,265","935","483","207","681","5,649"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","321","417","747","564","1,046","1,380","1,272","3,203","2,351","765","447","1,432","13,945"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, widow","landings","5","","","","","1","","","7","","1","2","16"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","8","","","","","1","","","11","","1","2","23"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, yelloweye","landings","","","","","","2","","","","","","","2"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","7","","","","","","","7"
"2017","BANDON AND PORT ORFORD 2017.pdf","Rockfish, yellowtail","landings","9","5","10","38","41","32","54","103","34","46","27","32","431"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","14","5","13","71","81","66","81","119","66","72","88","59","735"
"2017","BANDON AND PORT ORFORD 2017.pdf","Sablefish","landings","2,716","2,151","6,516","34,854","20,991","19,060","18,229","16,101","23,984","22,564","24,765","30,866","222,797"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","6,930","6,264","18,429","99,563","59,420","58,341","63,887","51,991","89,014","80,844","80,020","94,307","709,010"
"2017","BANDON AND PORT ORFORD 2017.pdf","Salmon eggs","landings","","","","","","","","","","300","30","","330"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","","","","","1,200","120","","1,320"
"2017","BANDON AND PORT ORFORD 2017.pdf","Salmon, chinook","landings","","","","","","","","","","9,599","894","","10,493"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","","","","","76,473","7,058","","83,531"
"2017","BANDON AND PORT ORFORD 2017.pdf","Sanddab, Pacific","landings","","","","","","","","3","","","","","3"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","","","3","","","","","3"
"2017","BANDON AND PORT ORFORD 2017.pdf","Shark, Brown Cat","landings","","","","","","","","","","","1","","1"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","","","","","","0","","0"
"2017","BANDON AND PORT ORFORD 2017.pdf","Shark, sixgill","landings","","","","","","","","","","","","24","24"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","","","","","","","2","2"
"2017","BANDON AND PORT ORFORD 2017.pdf","Shark, soupfin","landings","","","","","","","","","","","","34","34"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","","","","","","","34","34"
"2017","BANDON AND PORT ORFORD 2017.pdf","Shark, spiny dogfish","landings","18","27","4","13","","10","","31","106","26","92","3,463","3,790"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","2","3","0","1","","1","","3","15","3","9","346","383"
"2017","BANDON AND PORT ORFORD 2017.pdf","Skate, Big","landings","9","","243","24","","24","259","232","286","171","77","68","1,393"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","3","","74","8","","8","178","163","100","62","27","24","647"
"2017","BANDON AND PORT ORFORD 2017.pdf","Skate, Longnose","landings","72","59","192","340","377","151","529","258","431","335","277","650","3,671"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","20","18","52","77","107","41","131","72","111","89","75","161","954"
"2017","BANDON AND PORT ORFORD 2017.pdf","Skates unsp.","landings","","","","","5","55","","","28","10","","115","213"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","24","17","","","7","1","","40","89"
"2017","BANDON AND PORT ORFORD 2017.pdf","Sole, Dover","landings","","","","16","50","4","40","12","27","44","33","11","237"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","8","20","2","18","7","12","20","15","5","107"
"2017","BANDON AND PORT ORFORD 2017.pdf","Sole, petrale","landings","8","10","6","","","","","5","2","8","8","54","101"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","8","10","6","","","","","5","2","8","8","54","101"
"2017","BANDON AND PORT ORFORD 2017.pdf","Sole, rock","landings","","","","","","2","","","3","4","10","","19"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","6","","","12","0","4","","22"
"2017","BANDON AND PORT ORFORD 2017.pdf","Sole, sand","landings","","","","","","","","","","2","","","2"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","","","","","1","","","1"
"2017","BANDON AND PORT ORFORD 2017.pdf","Surfperch spp","landings","3","","","","2","","","","","","","","5"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","15","","","","4","","","","","","","","19"
"2017","BANDON AND PORT ORFORD 2017.pdf","Thornyhead, shortspine","landings","2","","32","17","4","","18","","","5","17","11","106"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","3","","56","22","4","","8","","","1","16","7","117"
"2017","BANDON AND PORT ORFORD 2017.pdf","Tuna, albacore","landings","","","","","","","395","17,149","16,380","2,668","","","36,592"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","","1,086","35,553","34,351","5,393","","","76,383"
"2017","BANDON AND PORT ORFORD 2017.pdf","Whiting, Pac. (hake)","landings","","","","","","6","52","50","7","15","","10","140"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","6","3","3","0","1","","1","14"
"2017","BANDON AND PORT ORFORD 2017.pdf","Wolf-eel","landings","","","","12","24","49","33","180","116","54","","12","480"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","13","49","132","99","244","169","69","","32","807"
"2017","BANDON AND PORT ORFORD 2017.pdf","Crustaceans","landings","200,733","80,974","38,714","32,757","28,368","18,645","18,494","17,344","98","","1,205","587","437,919"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","580,329","238,133","127,454","131,898","129,727","86,716","73,976","69,272","576","","0","0","1,438,081"
"2017","BANDON AND PORT ORFORD 2017.pdf","Crab, Dungeness, bay","landings","","","","","","","","","98","","","","98"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","","","","","","576","","","","576"
"2017","BANDON AND PORT ORFORD 2017.pdf","","landings","200,733","80,974","38,714","32,752","28,368","18,645","18,494","17,344","","","1,205","587","437,816"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","580,329","238,133","127,454","131,873","129,727","86,716","73,976","69,272","","","0","0","1,437,480"
"2017","BANDON AND PORT ORFORD 2017.pdf","","landings","","","","5","","","","","","","","","5"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","","","","25","","","","","","","","","25"
"2017","BANDON AND PORT ORFORD 2017.pdf","","landings","49","319","120","90","180","84","","102","51","","","","995"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","25","160","180","109","233","42","","51","26","","","","826"
"2017","BANDON AND PORT ORFORD 2017.pdf","","landings","49","319","120","90","180","84","","102","51","","","","995"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","25","160","180","109","233","42","","51","26","","","","826"
"2017","BANDON AND PORT ORFORD 2017.pdf","","landings","24,805","19,304","13,893","16,841","5,010","2,955","3,795","8,420","1,232","3,499","6,047","22,286","128,087"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","15,302","11,556","17,690","26,143","8,768","5,171","6,641","14,063","2,156","6,123","10,331","39,001","162,945"
"2017","BANDON AND PORT ORFORD 2017.pdf","","landings","5,617","","","","","","","","","","","","5,617"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","2,809","","","","","","","","","","","","2,809"
"2017","BANDON AND PORT ORFORD 2017.pdf","","landings","19,188","19,304","13,893","16,841","5,010","2,955","3,795","8,420","1,232","3,499","6,047","22,286","122,470"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","12,493","11,556","17,690","26,143","8,768","5,171","6,641","14,063","2,156","6,123","10,331","39,001","160,136"
"2017","BANDON AND PORT ORFORD 2017.pdf","Total","landings","239,195","110,602","73,075","101,510","90,928","72,655","89,101","111,661","80,977","59,670","54,956","101,996","1,186,326"
"2017","BANDON AND PORT ORFORD 2017.pdf","","value","637,342","281,348","204,698","307,282","303,184","254,026","346,471","308,430","227,524","226,645","158,325","259,755","3,515,030"
"2017","CHARLESTON 2017.pdf","","landings","339,279","427,839","326,955","518,668","563,997","312,878","739,169","867,830","906,890","550,342","713,852","656,830","6,924,529"
"2017","CHARLESTON 2017.pdf","","value","288,035","289,564","228,593","394,166","432,582","658,759","1,756,859","1,835,684","1,661,478","995,189","534,340","520,188","9,595,437"
"2017","CHARLESTON 2017.pdf","Cabezon","landings","","","","","","155","","","39","","","64","258"
"2017","CHARLESTON 2017.pdf","","value","","","","","","775","","","195","","","104","1,074"
"2017","CHARLESTON 2017.pdf","Cod, Pacific","landings","","","","","","","8","","","","","","8"
"2017","CHARLESTON 2017.pdf","","value","","","","","","","4","","","","","","4"
"2017","CHARLESTON 2017.pdf","Eel Pout","landings","","","","","","5","","","","","47","","52"
"2017","CHARLESTON 2017.pdf","","value","","","","","","0","","","","","0","","0"
"2017","CHARLESTON 2017.pdf","Flounder, arrowtooth","landings","6,729","15,592","21,216","40,031","20,588","2,784","5,019","965","7,709","4,175","30,482","12,013","167,303"
"2017","CHARLESTON 2017.pdf","","value","641","1,527","2,070","3,846","2,018","278","485","96","720","414","2,888","1,141","16,124"
"2017","CHARLESTON 2017.pdf","Flounder, starry","landings","","","","","","21","64","","","","","","85"
"2017","CHARLESTON 2017.pdf","","value","","","","","","8","6","","","","","","14"
"2017","CHARLESTON 2017.pdf","Greenling sp.","landings","","","","","","1","","","6","","","9","16"
"2017","CHARLESTON 2017.pdf","","value","","","","","","6","","","30","","","5","41"
"2017","CHARLESTON 2017.pdf","Grenadier, Pacific","landings","490","","534","67","9,125","894","","762","2,979","","7","2","14,860"
"2017","CHARLESTON 2017.pdf","","value","44","","48","0","858","89","","76","284","","0","0","1,399"
"2017","CHARLESTON 2017.pdf","Grenadier, Unsp.","landings","","","","10","","","","","","","","","10"
"2017","CHARLESTON 2017.pdf","","value","","","","0","","","","","","","","","0"
"2017","CHARLESTON 2017.pdf","Hagfish sp","landings","79,652","81,956","100,574","66,482","86,454","72,826","75,212","81,473","118,646","75,318","64,549","77,534","980,676"
"2017","CHARLESTON 2017.pdf","","value","77,653","83,292","97,773","62,385","85,997","72,141","74,184","81,132","118,855","75,105","59,387","72,887","960,791"
"2017","CHARLESTON 2017.pdf","Halibut, Pacific","landings","","","","127","101","54,512","69,507","","","","","","124,247"
"2017","CHARLESTON 2017.pdf","","value","","","","880","558","249,831","358,415","","","","","","609,684"
"2017","CHARLESTON 2017.pdf","Irish Lord, red","landings","","","","8","","","","","","","","","8"
"2017","CHARLESTON 2017.pdf","","value","","","","32","","","","","","","","","32"
"2017","CHARLESTON 2017.pdf","Lingcod","landings","832","468","530","1,156","6,594","6,261","7,617","4,522","8,335","3,108","6,374","4,132","49,929"
"2017","CHARLESTON 2017.pdf","","value","1,562","767","1,120","2,402","12,686","11,925","11,221","10,351","15,285","6,652","11,595","6,998","92,564"
"2017","CHARLESTON 2017.pdf","Mackerel, jack","landings","","","","","","","","","529","","","","529"
"2017","CHARLESTON 2017.pdf","","value","","","","","","","","","132","","","","132"
"2017","CHARLESTON 2017.pdf","Pacific Ocean perch","landings","390","408","600","140","127","21","76","","21","475","4,461","3,524","10,243"
"2017","CHARLESTON 2017.pdf","","value","171","176","285","92","64","4","64","","11","155","1,497","1,646","4,165"
"2017","CHARLESTON 2017.pdf","Ratfish","landings","46","5","3","","","","","","","","4","6","64"
"2017","CHARLESTON 2017.pdf","","value","0","0","0","","","","","","","","0","0","0"
"2017","CHARLESTON 2017.pdf","Rockfish, black","landings","","","139","66","70","375","11","231","111","90","","50","1,143"
"2017","CHARLESTON 2017.pdf","","value","","","274","126","122","785","15","454","213","158","","92","2,239"
"2017","CHARLESTON 2017.pdf","Rockfish, blue","landings","","","","36","","","","","","","","","36"
"2017","CHARLESTON 2017.pdf","","value","","","","72","","","","","","","","","72"
"2017","CHARLESTON 2017.pdf","Rockfish, canary","landings","14","27","","32","318","2,433","2,251","356","7,472","61","22","799","13,785"
"2017","CHARLESTON 2017.pdf","","value","21","47","","59","427","1,356","1,707","275","5,191","41","11","517","9,652"
"2017","CHARLESTON 2017.pdf","Rockfish, china","landings","","","","","","4","","","","","","3","7"
"2017","CHARLESTON 2017.pdf","","value","","","","","","4","","","","","","5","9"
"2017","CHARLESTON 2017.pdf","Rockfish, copper","landings","","","","","","68","","2","28","","","8","106"
"2017","CHARLESTON 2017.pdf","","value","","","","","","362","","4","113","","","12","491"
"2017","CHARLESTON 2017.pdf","Rockfish, darkblotched","landings","3,381","991","2,515","5,522","751","713","2,073","117","9,265","12,530","32,828","41,673","112,359"
"2017","CHARLESTON 2017.pdf","","value","1,432","579","1,197","3,111","762","874","1,363","202","3,940","5,655","14,033","19,225","52,373"
"2017","CHARLESTON 2017.pdf","Rockfish, quillback","landings","","","4","","","71","","","5","3","","","83"
"2017","CHARLESTON 2017.pdf","","value","","","8","","","339","","","28","5","","","380"
"2017","CHARLESTON 2017.pdf","Rockfish, Rougheye/blacks","landings","14","16","167","1,080","1,278","412","430","247","4","56","131","354","4,189"
"2017","CHARLESTON 2017.pdf","","value","11","8","84","782","795","488","448","254","2","83","113","203","3,271"
"2017","CHARLESTON 2017.pdf","Rockfish, Shelf","landings","1","3","13","70","235","574","1,907","392","5,809","771","70","250","10,095"
"2017","CHARLESTON 2017.pdf","","value","0","5","4","45","64","45","672","291","2,119","254","22","113","3,634"
"2017","CHARLESTON 2017.pdf","Rockfish, shortraker","landings","","","","","9","","","","","","","19","28"
"2017","CHARLESTON 2017.pdf","","value","","","","","5","","","","","","","10","15"
"2017","CHARLESTON 2017.pdf","Rockfish, Slope","landings","1,185","477","4,041","2,870","758","549","1,139","463","397","674","2,529","1,938","17,020"
"2017","CHARLESTON 2017.pdf","","value","265","144","1,082","810","290","484","1,152","587","406","782","654","815","7,471"
"2017","CHARLESTON 2017.pdf","Rockfish, tiger","landings","","","","","","15","","","","","","11","26"
"2017","CHARLESTON 2017.pdf","","value","","","","","","23","","","","","","22","45"
"2017","CHARLESTON 2017.pdf","Rockfish, vermillion","landings","","","","23","16","107","6","6","66","13","15","46","298"
"2017","CHARLESTON 2017.pdf","","value","","","","46","31","273","9","11","178","23","23","80","674"
"2017","CHARLESTON 2017.pdf","Rockfish, widow","landings","","","3","","","119","359","","135","2","8","77","703"
"2017","CHARLESTON 2017.pdf","","value","","","2","","","5","178","","68","1","4","39","297"
"2017","CHARLESTON 2017.pdf","Rockfish, yelloweye","landings","","","","","","93","","","66","","","18","177"
"2017","CHARLESTON 2017.pdf","","value","","","","","","0","","","69","","","9","78"
"2017","CHARLESTON 2017.pdf","Rockfish, yellowtail","landings","","","","10","118","256","6,335","500","4,568","3","14","2,258","14,062"
"2017","CHARLESTON 2017.pdf","","value","","","","20","90","40","3,552","429","2,284","2","7","1,129","7,553"
"2017","CHARLESTON 2017.pdf","Sablefish","landings","32,509","28,471","19,403","102,629","87,619","66,071","135,922","123,564","126,019","133,644","78,600","67,293","1,001,744"
"2017","CHARLESTON 2017.pdf","","value","61,145","47,088","31,202","190,543","158,747","196,868","511,982","487,499","405,697","436,880","150,816","151,241","2,829,708"
"2017","CHARLESTON 2017.pdf","Salmon, chinook","landings","","","","196","946","4,011","32,995","1,026","","","","","39,174"
"2017","CHARLESTON 2017.pdf","","value","","","","1,360","9,047","33,539","204,603","6,454","","","","","255,003"
"2017","CHARLESTON 2017.pdf","Sanddab, Pacific","landings","","","","","3,889","1,346","3,362","4,077","13,331","5,271","994","15,519","47,789"
"2017","CHARLESTON 2017.pdf","","value","","","","","1,951","781","2,048","2,888","8,385","3,553","607","6,771","26,984"
"2017","CHARLESTON 2017.pdf","Shark, Brown Cat","landings","28","24","5","64","63","4","","","","4","12","21","225"
"2017","CHARLESTON 2017.pdf","","value","0","0","0","0","0","0","","","","0","0","0","0"
"2017","CHARLESTON 2017.pdf","Shark, shortfin mako","landings","","","","","","","","","48","","","","48"
"2017","CHARLESTON 2017.pdf","","value","","","","","","","","","144","","","","144"
"2017","CHARLESTON 2017.pdf","Shark, spiny dogfish","landings","","","","1","","119","44","","52","47","25","58","346"
"2017","CHARLESTON 2017.pdf","","value","","","","0","","12","4","","5","5","1","5","32"
"2017","CHARLESTON 2017.pdf","Skate, Big","landings","","","","62","13,827","5,611","8,743","1,554","2,198","1,174","351","566","34,086"
"2017","CHARLESTON 2017.pdf","","value","","","","22","4,379","1,871","2,994","467","761","409","124","191","11,218"
"2017","CHARLESTON 2017.pdf","Skate, Longnose","landings","4,398","9,394","5,876","12,636","13,063","4,253","13,978","6,115","6,577","7,414","17,958","10,875","112,537"
"2017","CHARLESTON 2017.pdf","","value","1,477","2,940","1,670","3,708","3,561","1,003","3,826","1,732","1,738","2,118","5,581","3,595","32,949"
"2017","CHARLESTON 2017.pdf","Skates unsp.","landings","123","97","44","67","56","30","11","7","38","20","433","371","1,297"
"2017","CHARLESTON 2017.pdf","","value","0","0","0","0","0","0","0","0","0","0","0","0","0"
"2017","CHARLESTON 2017.pdf","Sole, curlfin (turbot)","landings","","","","","","9","","","","","","","9"
"2017","CHARLESTON 2017.pdf","","value","","","","","","0","","","","","","","0"
"2017","CHARLESTON 2017.pdf","Sole, deepsea","landings","","","","10","","3","","","","","","","13"
"2017","CHARLESTON 2017.pdf","","value","","","","0","","0","","","","","","","0"
"2017","CHARLESTON 2017.pdf","Sole, Dover","landings","78,595","188,890","118,665","160,965","90,353","17,746","22,433","4,566","61,747","43,201","251,213","220,303","1,258,677"
"2017","CHARLESTON 2017.pdf","","value","34,101","76,659","48,924","67,090","38,282","5,636","8,023","1,990","25,842","17,387","107,749","89,001","520,684"
"2017","CHARLESTON 2017.pdf","Sole, English","landings","5,809","4,873","2,918","1,062","7,542","6,138","2,972","2,147","3,030","4,734","12,716","8,550","62,491"
"2017","CHARLESTON 2017.pdf","","value","1,546","1,318","630","202","1,342","1,096","602","474","643","956","3,043","1,895","13,747"
"2017","CHARLESTON 2017.pdf","Sole, flathead","landings","","","","","","","","109","548","","","","657"
"2017","CHARLESTON 2017.pdf","","value","","","","","","","","55","274","","","","329"
"2017","CHARLESTON 2017.pdf","Sole, petrale","landings","105,933","68,832","28,542","3,017","33,915","32,519","38,210","24,301","17,244","29,887","135,013","150,550","667,963"
"2017","CHARLESTON 2017.pdf","","value","98,701","61,457","31,731","3,526","40,079","38,460","43,618","27,166","20,043","33,763","139,215","144,840","682,599"
"2017","CHARLESTON 2017.pdf","Sole, rex","landings","10,403","13,438","9,870","17,600","15,010","2,043","2,969","1,209","5,812","2,985","18,769","20,672","120,780"
"2017","CHARLESTON 2017.pdf","","value","3,979","4,844","3,552","6,280","5,282","580","1,080","346","1,868","812","5,248","7,284","41,155"
"2017","CHARLESTON 2017.pdf","Sole, rock","landings","","","","","","19","","1","","","","4","24"
"2017","CHARLESTON 2017.pdf","","value","","","","","","0","","1","","","","1","2"
"2017","CHARLESTON 2017.pdf","Sole, sand","landings","","","","","","35","4","","","","","","39"
"2017","CHARLESTON 2017.pdf","","value","","","","","","23","3","","","","","","26"
"2017","CHARLESTON 2017.pdf","Sole, slender","landings","","","","","","1","","","","","","","1"
"2017","CHARLESTON 2017.pdf","","value","","","","","","0","","","","","","","0"
"2017","CHARLESTON 2017.pdf","Surfperch","landings","","","","","21","10","","","","","","","31"
"2017","CHARLESTON 2017.pdf","","value","","","","","42","20","","","","","","","62"
"2017","CHARLESTON 2017.pdf","Surfperch spp","landings","","","33","24","","","","","","","","","57"
"2017","CHARLESTON 2017.pdf","","value","","","58","24","","","","","","","","","82"
"2017","CHARLESTON 2017.pdf","Thornyhead, longspine","landings","2,249","2,835","387","70,274","137,878","4,667","6,106","38,960","31,030","11,102","30,139","4,121","339,748"
"2017","CHARLESTON 2017.pdf","","value","1,032","1,336","142","25,996","43,430","1,338","1,423","7,474","7,330","3,769","9,537","1,256","104,063"
"2017","CHARLESTON 2017.pdf","Thornyhead, shortspine","landings","6,319","10,974","10,827","31,504","32,928","3,599","3,205","2,040","10,766","7,315","22,781","12,714","154,972"
"2017","CHARLESTON 2017.pdf","","value","4,254","7,377","6,737","20,629","21,658","2,692","2,331","1,969","9,545","6,543","16,783","9,056","109,574"
"2017","CHARLESTON 2017.pdf","Tuna, albacore","landings","","","","","","21,346","296,185","568,118","462,240","206,153","2,530","","1,556,572"
"2017","CHARLESTON 2017.pdf","","value","","","","","","34,618","520,835","1,203,007","1,028,994","399,512","5,376","","3,192,342"
"2017","CHARLESTON 2017.pdf","Tuna, bluefin","landings","","","","","","","","","13","","","","13"
"2017","CHARLESTON 2017.pdf","","value","","","","","","","","","65","","","","65"
"2017","CHARLESTON 2017.pdf","Tuna, yellowfin","landings","","","","","","","","","","38","","","38"
"2017","CHARLESTON 2017.pdf","","value","","","","","","","","","","152","","","152"
"2017","CHARLESTON 2017.pdf","Whiting, Pac. (hake)","landings","179","68","46","827","345","","","","","74","777","425","2,741"
"2017","CHARLESTON 2017.pdf","","value","0","0","0","78","15","","","","","0","26","0","119"
"2017","CHARLESTON 2017.pdf","Wolf-eel","landings","","","","","","29","16","","7","","","","52"
"2017","CHARLESTON 2017.pdf","","value","","","","","","87","12","","21","","","","120"
"2017","CHARLESTON 2017.pdf","Crustaceans","landings","2,735,199","979,724","255,313","134,172","1,186,115","2,534,506","2,043,423","1,538,275","964,365","150,332","7,867","1,556","12,530,847"
"2017","CHARLESTON 2017.pdf","","value","7,866,926","2,876,530","889,850","695,557","1,070,299","1,323,133","1,124,659","1,012,699","768,731","178,142","24,616","918","17,832,060"
"2017","CHARLESTON 2017.pdf","Crab, Dungeness, bay","landings","","","","","","","","","10,438","22,399","6,452","215","39,504"
"2017","CHARLESTON 2017.pdf","","value","","","","","","","","","39,332","75,144","24,112","780","139,368"
"2017","CHARLESTON 2017.pdf","Crab, Dungeness, ocean","landings","2,735,124","979,636","255,195","133,785","63,743","15,375","15,896","8,853","","","1,163","1,272","4,210,042"
"2017","CHARLESTON 2017.pdf","","value","7,866,776","2,876,354","889,614","692,303","370,774","67,875","66,828","40,231","","","0","0","12,870,755"
"2017","CHARLESTON 2017.pdf","Shrimp, ghost","landings","75","88","118","139","194","474","290","159","202","166","252","69","2,226"
"2017","CHARLESTON 2017.pdf","","value","150","176","236","278","388","948","580","318","404","332","504","138","4,452"
"2017","CHARLESTON 2017.pdf","Shrimp, pink","landings","","","","","1,120,574","2,516,315","2,027,014","1,529,263","953,725","127,767","","","8,274,658"
"2017","CHARLESTON 2017.pdf","","value","","","","","678,889","1,223,064","1,054,575","972,150","728,995","102,666","","","4,760,339"
"2017","CHARLESTON 2017.pdf","Shrimp, spot","landings","","","","248","1,604","2,342","223","","","","","","4,417"
"2017","CHARLESTON 2017.pdf","","value","","","","2,976","20,248","31,246","2,676","","","","","","57,146"
"2017","CHARLESTON 2017.pdf","Molluscs","landings","1,204","1,538","628","1,235","1,393","1,623","341","1,308","356","92","494","1,537","11,749"
"2017","CHARLESTON 2017.pdf","","value","1,281","1,765","715","1,346","1,655","1,804","400","1,470","413","115","569","1,448","12,981"
"2017","CHARLESTON 2017.pdf","Clams, butter","landings","74","574","159","215","246","319","237","386","141","92","54","218","2,715"
"2017","CHARLESTON 2017.pdf","","value","74","705","199","261","308","399","296","469","176","115","68","273","3,343"
"2017","CHARLESTON 2017.pdf","Clams, cockle","landings","1,097","964","469","958","876","1,010","","505","215","","401","1,278","7,773"
"2017","CHARLESTON 2017.pdf","","value","1,207","1,060","516","1,054","964","1,111","","626","237","","501","1,175","8,451"
"2017","CHARLESTON 2017.pdf","Clams, gaper","landings","","","","","","","","417","","","","","417"
"2017","CHARLESTON 2017.pdf","","value","","","","","","","","375","","","","","375"
