"row_id","species","metric","year","table","category","Eureka","Fort.Bragg","Bodega.Bay","San.Francisco","Monterey","Morro.Bay","Santa.Barbara","Los.Angeles","San.Diego"
1720,"Total","Value",1991,"Table 5e","Fish:","$28,888,734","$11,266,455","$7,953,932","$21,317,512","$9,810,824","$8,000,945","$22,585,550","$45,246,769","$6,055,681"
1722,"Anchovy, northern","Landings",1991,"Table 5e","Fish:","","","","1,012,332","5,570,477","","427,291","957,025","881,680"
1723,"Anchovy, northern","Value",1991,"Table 5e","Fish:","","","","$108,085","$212,045","","$59,935","$53,964","$881,680"
1724,"Barracuda, California","Landings",1991,"Table 5e","Fish:","","","","","","8,185","3,014","326,840","3,603"
1725,"Barracuda, California","Value",1991,"Table 5e","Fish:","","","","","","$7,440","$2,501","$131,701","$2,455"
1726,"Bass, giant sea","Landings",1991,"Table 5e","Fish:","","1,369","","","","290","4,068","2,785","3,222"
1727,"Bass, giant sea","Value",1991,"Table 5e","Fish:","","$1,164","","","","$714","$5,228","$3,850","$5,061"
1728,"Bass, rock","Landings",1991,"Table 5e","Fish:","","","","","","20","","",""
1729,"Bass, rock","Value",1991,"Table 5e","Fish:","","","","","","$10","","",""
1730,"Bass, spotted sand","Landings",1991,"Table 5e","Fish:","","","","","","","","","25"
1731,"Bass, spotted sand","Value",1991,"Table 5e","Fish:","","","","","","","","","$12"
1732,"Blacksmith","Landings",1991,"Table 5e","Fish:","","","","","","","","164",""
1733,"Blacksmith","Value",1991,"Table 5e","Fish:","","","","","","","","$41",""
1734,"Bonito, Pacific","Landings",1991,"Table 5e","Fish:","","","","","","46","568","560,118","1,325"
1735,"Bonito, Pacific","Value",1991,"Table 5e","Fish:","","","","","","$16","$284","$106,744","$671"
1736,"Butterfish (Pacific pompano)","Landings",1991,"Table 5e","Fish:","","","","3,263","11,022","76","7,550","809",""
1737,"Butterfish (Pacific pompano)","Value",1991,"Table 5e","Fish:","","","","$3,146","$15,868","$36","$3,711","$758",""
1738,"Cabezon","Landings",1991,"Table 5e","Fish:","7,706","361","","1,633","110","2,956","2,915","452","149"
1739,"Cabezon","Value",1991,"Table 5e","Fish:","$2,544","$128","","$888","$53","$2,879","$6,634","$399","$112"
1741,"Cod, Pacific","Landings",1991,"Table 5e","Fish:","357","","","","8","","","94",""
1742,"Cod, Pacific","Value",1991,"Table 5e","Fish:","$90","","","","$5","","","$107",""
1743,"Croaker, black","Landings",1991,"Table 5e","Fish:","","","","","","","","","525"
1744,"Croaker, black","Value",1991,"Table 5e","Fish:","","","","","","","","","$367"
1745,"Croaker, unspecified","Landings",1991,"Table 5e","Fish:","","","","","","","37","",""
1746,"Croaker, unspecified","Value",1991,"Table 5e","Fish:","","","","","","","$15","",""
1747,"Croaker, white","Landings",1991,"Table 5e","Fish:","","","11,160","171,139","252,177","81,170","262,812","214,291","3,566"
1748,"Croaker, white","Value",1991,"Table 5e","Fish:","","","$3,943","$72,843","$83,805","$30,707","$129,367","$116,080","$2,470"
1749,"Dolphin (fish)","Landings",1991,"Table 5e","Fish:","","","","","12","","","216","485"
1750,"Dolphin (fish)","Value",1991,"Table 5e","Fish:","","","","","$19","","","$204","$933"
1751,"Eel","Landings",1991,"Table 5e","Fish:","","","","252","84","","","948",""
1752,"Eel","Value",1991,"Table 5e","Fish:","","","","$384","$45","","","$2,843",""
1753,"Eel, California moray","Landings",1991,"Table 5e","Fish:","","","","","","","","","1,110"
1754,"Eel, California moray","Value",1991,"Table 5e","Fish:","","","","","","","","","$3,329"
1755,"Eel, wolf (wolf-eel)","Landings",1991,"Table 5e","Fish:","855","1","","131","53","5","","",""
1756,"Eel, wolf (wolf-eel)","Value",1991,"Table 5e","Fish:","$376","$1","","$241","$32","$6","","",""
1757,"Fish, unspecified","Landings",1991,"Table 5e","Fish:","11","350","231","91","140","485","10,446","12,158","45"
1758,"Fish, unspecified","Value",1991,"Table 5e","Fish:","$3","$86","$69","$32","$188","$194","$3,348","$2,064","$68"
1759,"Flounder, arrowtooth","Landings",1991,"Table 5e","Fish:","344,837","225","","25","3","","","",""
1760,"Flounder, arrowtooth","Value",1991,"Table 5e","Fish:","$41,429","$27","","$6","$1","","","",""
1761,"Flounder, starry","Landings",1991,"Table 5e","Fish:","20,439","","1,902","58,859","5,547","11,903","726","3,558",""
1762,"Flounder, starry","Value",1991,"Table 5e","Fish:","$7,284","","$863","$27,041","$3,309","$5,490","$1,199","$6,047",""
1763,"Flounder, unspecified","Landings",1991,"Table 5e","Fish:","","137","311","2,441","5,077","3,948","113","","26"
1764,"Flounder, unspecified","Value",1991,"Table 5e","Fish:","","$41","$151","$1,052","$3,089","$2,117","$92","","$8"
1765,"Flyingfish","Landings",1991,"Table 5e","Fish:","","","","","","","","77,638",""
1766,"Flyingfish","Value",1991,"Table 5e","Fish:","","","","","","","","$34,496",""
1767,"Goby, yellowfin","Landings",1991,"Table 5e","Fish:","","","","379","","","","",""
1768,"Goby, yellowfin","Value",1991,"Table 5e","Fish:","","","","$2,052","","","","",""
1769,"Greenling, kelp","Landings",1991,"Table 5e","Fish:","178","","13","766","9","","","679",""
1770,"Greenling, kelp","Value",1991,"Table 5e","Fish:","$45","","$26","$520","$5","","","$525",""
1771,"Grenadiers","Landings",1991,"Table 5e","Fish:","110,170","43,027","1,777","750","","566","","",""
1772,"Grenadiers","Value",1991,"Table 5e","Fish:","$13,736","$5,616","$213","$225","","$137","","",""
1773,"Grouper","Landings",1991,"Table 5e","Fish:","","","","","30","","","","19"
1774,"Grouper","Value",1991,"Table 5e","Fish:","","","","","$30","","","","$24"
1775,"Guitarfish, shovelnose","Landings",1991,"Table 5e","Fish:","","","","","","293","36,769","15,027","615"
1776,"Guitarfish, shovelnose","Value",1991,"Table 5e","Fish:","","","","","","$156","$14,398","$5,845","$385"
1777,"Hagfish","Landings",1991,"Table 5e","Fish:","72,990","","","180,241","","49,476","521","",""
1778,"Hagfish","Value",1991,"Table 5e","Fish:","$18,248","","","$126,169","","$14,420","$156","",""
1780,"Halfmoon","Landings",1991,"Table 5e","Fish:","","","","","","","180","2,705","498"
1781,"Halfmoon","Value",1991,"Table 5e","Fish:","","","","","","","$90","$2,540","$322"
1782,"Halibut, California","Landings",1991,"Table 5e","Fish:","753","8,517","12,904","248,211","56,743","128,772","343,790","165,031","76,145"
1783,"Halibut, California","Value",1991,"Table 5e","Fish:","$1,789","$21,157","$30,809","$597,563","$144,234","$298,092","$803,439","$404,170","$177,555"
1784,"Halibut, Pacific","Landings",1991,"Table 5e","Fish:","4,456","","","","","","","","127"
1785,"Halibut, Pacific","Value",1991,"Table 5e","Fish:","$11,321","","","","","","","","$318"
1786,"Halibut, unspecified","Landings",1991,"Table 5e","Fish:","","168","","67","11","","9","39",""
1787,"Halibut, unspecified","Value",1991,"Table 5e","Fish:","","$504","","$226","$31","","$23","$49",""
1788,"Herring roe on kelp","Landings",1991,"Table 5e","Fish:","","","","143,971","","","","",""
1789,"Herring roe on kelp","Value",1991,"Table 5e","Fish:","","","","$1,247,241","","","","",""
1790,"Herring, Pacific","Landings",1991,"Table 5e","Fish:","194,596","","172,403","15,567,837","243,392","","","18,180",""
1791,"Herring, Pacific","Value",1991,"Table 5e","Fish:","$94,653","","$86,202","$8,123,884","$17,451","","","$1,182",""
1792,"Jacksmelt","Landings",1991,"Table 5e","Fish:","","","77","428","4,037","73","1","122","48"
1793,"Jacksmelt","Value",1991,"Table 5e","Fish:","","","$69","$222","$1,292","$25","$1","$66","$24"
1794,"Lingcod","Landings",1991,"Table 5e","Fish:","340,865","381,203","150,105","492,341","201,859","96,727","26,314","35,472","11,194"
1795,"Lingcod","Value",1991,"Table 5e","Fish:","$132,787","$141,103","$52,224","$203,823","$94,811","$48,103","$11,008","$16,867","$9,124"
1796,"Lizardfish, California","Landings",1991,"Table 5e","Fish:","","","","","","","4,748","14,598",""
1797,"Lizardfish, California","Value",1991,"Table 5e","Fish:","","","","","","","$937","$2,663",""
1798,"Louvar","Landings",1991,"Table 5e","Fish:","","","128","924","1,910","1,231","369","512","1,073"
1799,"Louvar","Value",1991,"Table 5e","Fish:","","","$159","$2,200","$4,740","$3,472","$1,138","$1,057","$3,606"
1800,"Mackerel, jack","Landings",1991,"Table 5e","Fish:","","","","348","96,138","30","19,044","3,616,352","199"
1801,"Mackerel, jack","Value",1991,"Table 5e","Fish:","","","","$70","$23,727","$8","$952","$229,143","$79"
1802,"Mackerel, Pacific","Landings",1991,"Table 5e","Fish:","","","","244","296,250","377","300,501","69,219,366","23,476"
1803,"Mackerel, Pacific","Value",1991,"Table 5e","Fish:","","","","$81","$14,980","$100","$14,724","$5,266,429","$7,148"
1804,"Mackerel, unspecified","Landings",1991,"Table 5e","Fish:","","175","113","5,535","360,806","1,810","4,322","372,309","1,345"
1805,"Mackerel, unspecified","Value",1991,"Table 5e","Fish:","","$45","$23","$1,398","$26,683","$373","$342","$40,747","$629"
1806,"Midshipman, plainfin","Landings",1991,"Table 5e","Fish:","","","","","","17","6","",""
1807,"Midshipman, plainfin","Value",1991,"Table 5e","Fish:","","","","","","$8","$3","",""
1808,"Mullet, striped","Landings",1991,"Table 5e","Fish:","","","","","","","","","16,826"
1809,"Mullet, striped","Value",1991,"Table 5e","Fish:","","","","","","","","","$12,610"
1810,"Opah","Landings",1991,"Table 5e","Fish:","789","317","1,935","3,286","10,595","8,903","3,295","11,252","41,297"
1811,"Opah","Value",1991,"Table 5e","Fish:","$251","$133","$1,097","$1,581","$4,887","$4,541","$1,642","$4,447","$26,567"
1812,"Opaleye","Landings",1991,"Table 5e","Fish:","","","","","","36","","688","554"
1813,"Opaleye","Value",1991,"Table 5e","Fish:","","","","","","$22","","$575","$315"
1814,"Prickleback, monkeyface","Landings",1991,"Table 5e","Fish:","","","","70","","","","","865"
1815,"Prickleback, monkeyface","Value",1991,"Table 5e","Fish:","","","","$139","","","","","$2,594"
1816,"Queenfish","Landings",1991,"Table 5e","Fish:","","","","","","","","31",""
1817,"Queenfish","Value",1991,"Table 5e","Fish:","","","","","","","","$8",""
1819,"Sablefish","Landings",1991,"Table 5e","Fish:","2,826,703","1,338,883","527,716","1,245,097","485,313","451,520","26,059","442,139","10,074"
1820,"Sablefish","Value",1991,"Table 5e","Fish:","$1,362,159","$798,043","$197,329","$629,862","$220,001","$148,099","$20,025","$308,432","$5,228"
1821,"Salmon","Landings",1991,"Table 5e","Fish:","","858","43","2,455","3,134","1,014","451","178","2,692"
1822,"Salmon","Value",1991,"Table 5e","Fish:","","$2,190","$43","$7,302","$8,415","$2,511","$1,452","$490","$7,840"
1823,"Salmon, Chinook","Landings",1991,"Table 5e","Fish:","82,370","466,708","811,339","870,516","694,073","297,856","4,825","305","42"
1824,"Salmon, Chinook","Value",1991,"Table 5e","Fish:","$196,367","$1,142,526","$2,015,401","$2,315,186","$1,798,155","$835,954","$15,466","$750","$60"
1825,"Salmon, coho","Landings",1991,"Table 5e","Fish:","19,524","54,700","141,866","128,399","52,422","63,301","1,457","52",""
1826,"Salmon, coho","Value",1991,"Table 5e","Fish:","$27,162","$74,860","$205,353","$201,897","$81,127","$108,394","$3,505","$155",""
1827,"Salmon, pink","Landings",1991,"Table 5e","Fish:","","102","47","36","","","","",""
1828,"Salmon, pink","Value",1991,"Table 5e","Fish:","","$67","$34","$19","","","","",""
1829,"Sanddab","Landings",1991,"Table 5e","Fish:","171,720","9,393","8,732","870,797","153,364","10,245","233","6,640","934"
1830,"Sanddab","Value",1991,"Table 5e","Fish:","$54,683","$2,979","$2,830","$301,083","$60,308","$2,714","$183","$13,950","$886"
1831,"Sanddab, Pacific","Landings",1991,"Table 5e","Fish:","","","","","","17","","",""
1832,"Sanddab, Pacific","Value",1991,"Table 5e","Fish:","","","","","","$17","","",""
1833,"Sardine, Pacific","Landings",1991,"Table 5e","Fish:","","","","","2,173,619","","410,896","14,142,636",""
1834,"Sardine, Pacific","Value",1991,"Table 5e","Fish:","","","","","$108,229","","$21,399","$763,142",""
1835,"Sargo","Landings",1991,"Table 5e","Fish:","","","","","","","","43","247"
1836,"Sargo","Value",1991,"Table 5e","Fish:","","","","","","","","$30","$173"
1837,"Scorpionfish, California","Landings",1991,"Table 5e","Fish:","","","","","","40","2,855","50,534","10,398"
1838,"Scorpionfish, California","Value",1991,"Table 5e","Fish:","","","","","","$26","$2,065","$90,389","$12,330"
1839,"Sculpin, staghorn","Landings",1991,"Table 5e","Fish:","","","451","4,624","3","","","","9"
1840,"Sculpin, staghorn","Value",1991,"Table 5e","Fish:","","","$1,862","$15,322","$10","","","","$10"
1841,"Seabass, white","Landings",1991,"Table 5e","Fish:","","","","2,314","333","1,926","92,434","48,794","17,983"
1842,"Seabass, white","Value",1991,"Table 5e","Fish:","","","","$4,744","$715","$4,667","$190,967","$104,877","$35,829"
1843,"Shad, American","Landings",1991,"Table 5e","Fish:","","","","70,392","117","43","45","49","13"
1844,"Shad, American","Value",1991,"Table 5e","Fish:","","","","$121,477","$150","$11","$30","$27","$7"
1845,"Shad, threadfin","Landings",1991,"Table 5e","Fish:","","","","11,521","","","","",""
1846,"Shad, threadfin","Value",1991,"Table 5e","Fish:","","","","$24,384","","","","",""
1847,"Shark, basking","Landings",1991,"Table 5e","Fish:","81","","","","","","","",""
1848,"Shark, basking","Value",1991,"Table 5e","Fish:","$49","","","","","","","",""
1849,"Shark, bigeye thresher","Landings",1991,"Table 5e","Fish:","367","248","396","6,309","16,655","6,515","2,324","2,999","5,098"
1850,"Shark, bigeye thresher","Value",1991,"Table 5e","Fish:","$373","$74","$119","$2,136","$10,402","$4,395","$1,018","$2,418","$3,847"
1851,"Shark, blue","Landings",1991,"Table 5e","Fish:","","","","95","83","83","38","838","63"
1852,"Shark, blue","Value",1991,"Table 5e","Fish:","","","","$95","$125","$42","$15","$210","$30"
1853,"Shark, brown smoothhound","Landings",1991,"Table 5e","Fish:","416","","","","1,212","261","5,667","2,276","613"
1854,"Shark, brown smoothhound","Value",1991,"Table 5e","Fish:","$312","","","","$201","$188","$2,211","$1,947","$440"
1855,"Shark, gray smoothhound","Landings",1991,"Table 5e","Fish:","","","","2","","","6","60",""
1856,"Shark, gray smoothhound","Value",1991,"Table 5e","Fish:","","","","$1","","","$3","$120",""
1858,"Shark, leopard","Landings",1991,"Table 5e","Fish:","1,706","","","12,027","453","295","12,263","14,971","6,020"
1859,"Shark, leopard","Value",1991,"Table 5e","Fish:","$1,582","","","$4,933","$389","$179","$7,881","$13,651","$6,163"
1860,"Shark, Pacific angel","Landings",1991,"Table 5e","Fish:","","","","","212","15,820","154,030","6,837","4,849"
1861,"Shark, Pacific angel","Value",1991,"Table 5e","Fish:","","","","","$33","$8,680","$105,638","$3,004","$2,212"
1862,"Shark, salmon","Landings",1991,"Table 5e","Fish:","","","","","22","","","",""
1863,"Shark, salmon","Value",1991,"Table 5e","Fish:","","","","","$11","","","",""
1864,"Shark, sevengill","Landings",1991,"Table 5e","Fish:","","","","15","","","","",""
1865,"Shark, sevengill","Value",1991,"Table 5e","Fish:","","","","$15","","","","",""
1866,"Shark, shortfin mako","Landings",1991,"Table 5e","Fish:","1,211","923","6,347","11,520","29,625","11,021","49,834","117,382","105,193"
1867,"Shark, shortfin mako","Value",1991,"Table 5e","Fish:","$1,250","$1,119","$6,731","$12,392","$33,176","$13,474","$62,967","$148,461","$136,894"
1868,"Shark, sixgill","Landings",1991,"Table 5e","Fish:","","","","","","","17","",""
1869,"Shark, sixgill","Value",1991,"Table 5e","Fish:","","","","","","","$8","",""
1870,"Shark, smooth hammerhead","Landings",1991,"Table 5e","Fish:","","","","","","5","","","46"
1871,"Shark, smooth hammerhead","Value",1991,"Table 5e","Fish:","","","","","","$2","","","$40"
1872,"Shark, soupfin","Landings",1991,"Table 5e","Fish:","1,041","1,411","173","7,029","10,540","11,545","37,845","12,714","22,551"
1873,"Shark, soupfin","Value",1991,"Table 5e","Fish:","$1,028","$1,392","$162","$5,338","$8,599","$7,051","$23,163","$10,726","$22,232"
1874,"Shark, spiny dogfish","Landings",1991,"Table 5e","Fish:","","","","7","","","1,515","","1"
1875,"Shark, spiny dogfish","Value",1991,"Table 5e","Fish:","","","","$5","","","$227","","$0.2"
1876,"Shark, thresher","Landings",1991,"Table 5e","Fish:","66,172","1,533","1,321","32,171","56,520","132,300","164,460","109,278","194,483"
1877,"Shark, thresher","Value",1991,"Table 5e","Fish:","$55,354","$366","$1,372","$29,658","$63,575","$149,422","$220,703","$148,512","$299,694"
1878,"Shark, unspecified","Landings",1991,"Table 5e","Fish:","291","","11","2,363","2,186","","1,828","3,815","210"
1879,"Shark, unspecified","Value",1991,"Table 5e","Fish:","$262","","$6","$1,416","$1,617","","$564","$1,952","$100"
1880,"Shark, white","Landings",1991,"Table 5e","Fish:","","","","","","","29","66","26"
1881,"Shark, white","Value",1991,"Table 5e","Fish:","","","","","","","$36","$66","$26"
1882,"Sheephead, California","Landings",1991,"Table 5e","Fish:","","","","","3","720","102,351","72,603","16,029"
1883,"Sheephead, California","Value",1991,"Table 5e","Fish:","","","","","$2","$539","$231,468","$221,504","$50,345"
1884,"Silversides","Landings",1991,"Table 5e","Fish:","","","","","","6","","7,540",""
1885,"Silversides","Value",1991,"Table 5e","Fish:","","","","","","$2","","$1,938",""
1886,"Skate, unspecified","Landings",1991,"Table 5e","Fish:","4,180","167","780","36,657","52,391","2,852","1,993","13,066","1,057"
1887,"Skate, unspecified","Value",1991,"Table 5e","Fish:","$1,197","$58","$312","$10,313","$14,671","$662","$612","$4,679","$371"
1888,"Smelt, night","Landings",1991,"Table 5e","Fish:","894,582","5,917","798","","","","","70",""
1889,"Smelt, night","Value",1991,"Table 5e","Fish:","$260,202","$1,847","$187","","","","","$35",""
1890,"Smelt, surf","Landings",1991,"Table 5e","Fish:","410,745","7,749","651","143","","","","",""
1891,"Smelt, surf","Value",1991,"Table 5e","Fish:","$64,783","$2,704","$279","$127","","","","",""
1892,"Smelt, whitebait","Landings",1991,"Table 5e","Fish:","4,163","15,865","5,220","1,059","313","141","","",""
1893,"Smelt, whitebait","Value",1991,"Table 5e","Fish:","$1,288","$4,957","$1,669","$415","$185","$35","","",""
1894,"Smelts, true","Landings",1991,"Table 5e","Fish:","2,922","722","543","232","257","37","","",""
1895,"Smelts, true","Value",1991,"Table 5e","Fish:","$412","$253","$436","$139","$123","$10","","",""
1897,"Sole, bigmouth","Landings",1991,"Table 5e","Fish:","","","198","","","4","","",""
1898,"Sole, bigmouth","Value",1991,"Table 5e","Fish:","","","$75","","","$2","","",""
1899,"Sole, butter","Landings",1991,"Table 5e","Fish:","1,741","","","","","","","33",""
1900,"Sole, butter","Value",1991,"Table 5e","Fish:","$507","","","","","","","$30",""
1901,"Sole, Dover","Landings",1991,"Table 5e","Fish:","6,565,231","2,517,851","2,699,082","1,391,215","590,807","3,257,042","","",""
1902,"Sole, Dover","Value",1991,"Table 5e","Fish:","$2,017,721","$781,515","$833,384","$393,008","$172,766","$860,920","","",""
1903,"Sole, English","Landings",1991,"Table 5e","Fish:","264,851","290,890","125,003","691,782","324,382","92,030","832","",""
1904,"Sole, English","Value",1991,"Table 5e","Fish:","$100,071","$109,931","$46,148","$252,288","$116,704","$38,807","$347","",""
1905,"Sole, fantail","Landings",1991,"Table 5e","Fish:","963","1,758","","","","","8","",""
1906,"Sole, fantail","Value",1991,"Table 5e","Fish:","$722","$905","","","","","$3","",""
1907,"Sole, petrale","Landings",1991,"Table 5e","Fish:","483,772","245,350","75,840","443,455","218,751","150,656","1,797","404","100"
1908,"Sole, petrale","Value",1991,"Table 5e","Fish:","$368,525","$199,489","$59,649","$371,340","$184,567","$145,432","$1,610","$653","$138"
1909,"Sole, rex","Landings",1991,"Table 5e","Fish:","330,745","250,608","199,394","163,350","59,162","366,299","","",""
1910,"Sole, rex","Value",1991,"Table 5e","Fish:","$118,191","$89,306","$71,269","$53,585","$20,783","$136,223","","",""
1911,"Sole, rock","Landings",1991,"Table 5e","Fish:","","1,097","114","13,332","75","","","",""
1912,"Sole, rock","Value",1991,"Table 5e","Fish:","","$380","$56","$4,854","$39","","","",""
1913,"Sole, sand","Landings",1991,"Table 5e","Fish:","62,053","81","1,652","70,056","7,662","3,199","","",""
1914,"Sole, sand","Value",1991,"Table 5e","Fish:","$45,690","$61","$1,196","$52,735","$5,927","$2,063","","",""
1915,"Sole, unspecified","Landings",1991,"Table 5e","Fish:","","","97","3,452","978","1,259","23,926","29,358","573"
1916,"Sole, unspecified","Value",1991,"Table 5e","Fish:","","","$60","$1,416","$503","$523","$9,851","$21,196","$519"
1917,"Stickleback, threespine","Landings",1991,"Table 5e","Fish:","","","","121","","","","",""
1918,"Stickleback, threespine","Value",1991,"Table 5e","Fish:","","","","$2,653","","","","",""
1919,"Surfperch, barred","Landings",1991,"Table 5e","Fish:","37","","","","","22,597","","99","179"
1920,"Surfperch, barred","Value",1991,"Table 5e","Fish:","$37","","","","","$34,001","","$65","$179"
1921,"Surfperch, black","Landings",1991,"Table 5e","Fish:","","","","","","23","","1,695","233"
1922,"Surfperch, black","Value",1991,"Table 5e","Fish:","","","","","","$14","","$588","$155"
1923,"Surfperch, calico","Landings",1991,"Table 5e","Fish:","","","","","","157","","",""
1924,"Surfperch, calico","Value",1991,"Table 5e","Fish:","","","","","","$236","","",""
1925,"Surfperch, rainbow","Landings",1991,"Table 5e","Fish:","","","50","492","","98","","",""
1926,"Surfperch, rainbow","Value",1991,"Table 5e","Fish:","","","$47","$492","","$59","","",""
1927,"Surfperch, redtail","Landings",1991,"Table 5e","Fish:","26,323","","73","","179","15","","",""
1928,"Surfperch, redtail","Value",1991,"Table 5e","Fish:","$26,342","","$73","","$394","$9","","",""
1929,"Surfperch, rubberlip","Landings",1991,"Table 5e","Fish:","50","","","","","18","","",""
1930,"Surfperch, rubberlip","Value",1991,"Table 5e","Fish:","$50","","","","","$11","","",""
1931,"Surfperch, shiner","Landings",1991,"Table 5e","Fish:","","","","","","455","","",""
1932,"Surfperch, shiner","Value",1991,"Table 5e","Fish:","","","","","","$250","","",""
1933,"Surfperch, unspecified","Landings",1991,"Table 5e","Fish:","1,378","","546","6,156","705","29,717","833","7,376","2,816"
1934,"Surfperch, unspecified","Value",1991,"Table 5e","Fish:","$1,144","","$783","$6,580","$366","$43,070","$427","$6,343","$2,094"
1936,"Surfperch, walleye","Landings",1991,"Table 5e","Rockfish:","46","","","","254","94","","","40"
1937,"Surfperch, walleye","Value",1991,"Table 5e","Rockfish:","$46","","","","$177","$52","","","$28"
1938,"Surfperch, white","Landings",1991,"Table 5e","Rockfish:","1,888","","","","","1","","125",""
1939,"Surfperch, white","Value",1991,"Table 5e","Rockfish:","$1,120","","","","","$1","","$68",""
1940,"Swordfish","Landings",1991,"Table 5e","Rockfish:","50,789","111,097","46,694","269,099","294,239","153,775","61,176","244,322","333,734"
1941,"Swordfish","Value",1991,"Table 5e","Rockfish:","$186,311","$450,280","$178,268","$1,104,086","$1,140,413","$576,979","$265,963","$1,033,985","$1,409,009"
1942,"Thornyheads (unspecified)","Landings",1991,"Table 5e","Rockfish:","3,732,573","597,276","421,611","364,085","48,004","1,143,444","1,781","4,577",""
1943,"Thornyheads (unspecified)","Value",1991,"Table 5e","Rockfish:","$1,727,739","$275,935","$196,257","$150,363","$22,091","$513,272","$1,288","$5,430",""
1944,"Tomcod, Pacific","Landings",1991,"Table 5e","Rockfish:","","","","","","","","11",""
1945,"Tomcod, Pacific","Value",1991,"Table 5e","Rockfish:","","","","","","","","$22",""
1946,"Trawled fish for animal food","Landings",1991,"Table 5e","Rockfish:","16,204","","2,609","","","4,846","","",""
1947,"Trawled fish for animal food","Value",1991,"Table 5e","Rockfish:","$9,884","","$1,591","","","$2,956","","",""
1948,"Tuna, albacore","Landings",1991,"Table 5e","Rockfish:","86,102","18,464","5,002","555,228","58,904","76,328","12,908","676,160","4,705"
1949,"Tuna, albacore","Value",1991,"Table 5e","Rockfish:","$72,085","$13,248","$4,835","$406,118","$34,425","$53,740","$19,015","$557,213","$5,138"
1950,"Tuna, bigeye","Landings",1991,"Table 5e","Rockfish:","","","97","778","1,063","2,785","541","7,952","2,876"
1951,"Tuna, bigeye","Value",1991,"Table 5e","Rockfish:","","","$291","$778","$1,595","$4,337","$669","$31,526","$6,520"
1952,"Tuna, bluefin","Landings",1991,"Table 5e","Rockfish:","","101","","72","1,190","1,587","2,114","221,041","2,790"
1953,"Tuna, bluefin","Value",1991,"Table 5e","Rockfish:","","$591","","$144","$2,018","$2,713","$3,616","$101,544","$4,887"
1954,"Tuna, skipjack","Landings",1991,"Table 5e","Rockfish:","","","","547","1,328","2,247","163","7,506,840","676"
1955,"Tuna, skipjack","Value",1991,"Table 5e","Rockfish:","","","","$166","$314","$562","$75","$2,271,572","$292"
1956,"Tuna, unspecified","Landings",1991,"Table 5e","Rockfish:","","","353","864","2,414","545","485","17,726","2,903"
1957,"Tuna, unspecified","Value",1991,"Table 5e","Rockfish:","","","$318","$1,079","$4,605","$818","$799","$10,926","$2,450"
1958,"Tuna, yellowfin","Landings",1991,"Table 5e","Rockfish:","","","233","","1,517","","","9,207,413","585"
1959,"Tuna, yellowfin","Value",1991,"Table 5e","Rockfish:","","","$461","","$4,347","","","$9,586,736","$1,093"
1960,"Turbot","Landings",1991,"Table 5e","Rockfish:","7,493","617","","9,649","443","2,234","68","70",""
1961,"Turbot","Value",1991,"Table 5e","Rockfish:","$1,788","$463","","$3,194","$148","$870","$35","$35",""
1962,"Wahoo","Landings",1991,"Table 5e","Rockfish:","","","","","","","","7,582","28"
1963,"Wahoo","Value",1991,"Table 5e","Rockfish:","","","","","","","","$3,412","$42"
1964,"Whitefish, ocean","Landings",1991,"Table 5e","Rockfish:","","","","","","","949","3,201","864"
1965,"Whitefish, ocean","Value",1991,"Table 5e","Rockfish:","","","","","","","$507","$2,227","$662"
1966,"Whiting, Pacific","Landings",1991,"Table 5e","Rockfish:","15,188,565","","","1,586","710","","","5,512","571"
1967,"Whiting, Pacific","Value",1991,"Table 5e","Rockfish:","$880,513","","","$832","$79","","","$5,290","$230"
1968,"Yellowtail","Landings",1991,"Table 5e","Rockfish:","","","","","","","7,749","7,805","5,995"
1969,"Yellowtail","Value",1991,"Table 5e","Rockfish:","","","","","","","$7,675","$8,688","$6,194"
1970,"Zebraperch","Landings",1991,"Table 5e","Rockfish:","","","","","","11","","",""
1971,"Zebraperch","Value",1991,"Table 5e","Rockfish:","","","","","","$13","","",""
1973,"Rockfish, bank","Landings",1991,"Table 5e","Rockfish:","","","","85,976","4,958","480","","",""
1974,"Rockfish, bank","Value",1991,"Table 5e","Rockfish:","","","","$29,849","$1,983","$168","","",""
1975,"Rockfish, black","Landings",1991,"Table 5e","Rockfish:","258,917","1,440","1,563","14,586","75","20","80","372",""
1976,"Rockfish, black","Value",1991,"Table 5e","Rockfish:","$99,879","$504","$430","$8,231","$30","$8","$40","$260",""
1977,"Rockfish, black-and-yellow","Landings",1991,"Table 5e","Rockfish:","","41","","","","","","",""
1978,"Rockfish, black-and-yellow","Value",1991,"Table 5e","Rockfish:","","$35","","","","","","",""
1979,"Rockfish, blackgill","Landings",1991,"Table 5e","Rockfish:","","","","870","","122,430","269,461","171,555","54,380"
1980,"Rockfish, blackgill","Value",1991,"Table 5e","Rockfish:","","","","$331","","$48,446","$176,060","$107,741","$44,635"
1981,"Rockfish, blue","Landings",1991,"Table 5e","Rockfish:","400","684","1,149","1,412","7,008","7,487","43","423","834"
1982,"Rockfish, blue","Value",1991,"Table 5e","Rockfish:","$280","$338","$287","$885","$3,374","$2,062","$22","$275","$834"
1983,"Rockfish, bocaccio","Landings",1991,"Table 5e","Rockfish:","103,757","324,001","111,348","699,673","454,434","340,893","97,460","29,727","1,820"
