"row_id","species","metric","year","table","category","Eureka","Fort.Bragg","Bodega.Bay","San.Francisco","Monterey","Morro.Bay","Santa.Barbara","Los.Angeles","San.Diego"
270,"Rockfish, bank","Landings",1987,"Table 5a","Rockfish:","","","","66,427","2,000","","","","12,230"
271,"Rockfish, bank","Value",1987,"Table 5a","Rockfish:","","","","$27,002","$800","","","","$5,741"
272,"Rockfish, black","Landings",1987,"Table 5a","Rockfish:","24,786","3,227","55","14,278","56","","","",""
273,"Rockfish, black","Value",1987,"Table 5a","Rockfish:","$10,073","$2,105","$55","$3,201","$18","","","",""
274,"Rockfish, black-and-yellow","Landings",1987,"Table 5a","Rockfish:","","","","","162","","60","",""
275,"Rockfish, black-and-yellow","Value",1987,"Table 5a","Rockfish:","","","","","$67","","$36","",""
276,"Rockfish, blackgill","Landings",1987,"Table 5a","Rockfish:","","","","150","","11,992","231,810","157,298","54,461"
277,"Rockfish, blackgill","Value",1987,"Table 5a","Rockfish:","","","","$15","","$5,532","$122,159","$79,247","$30,228"
278,"Rockfish, blue","Landings",1987,"Table 5a","Rockfish:","","","","21","17,698","479","198","44","3,295"
279,"Rockfish, blue","Value",1987,"Table 5a","Rockfish:","","","","$9","$5,758","$203","$79","$11","$1,549"
280,"Rockfish, brown","Landings",1987,"Table 5a","Rockfish:","79","","","3","9,051","120","4","",""
281,"Rockfish, brown","Value",1987,"Table 5a","Rockfish:","$32","","","$1","$3,643","$102","$4","",""
282,"Rockfish, canary","Landings",1987,"Table 5a","Rockfish:","542","3,094","","232","","","","",""
283,"Rockfish, canary","Value",1987,"Table 5a","Rockfish:","$271","$1,982","","$137","","","","",""
284,"Rockfish, chilipepper","Landings",1987,"Table 5a","Rockfish:","","","","2,348","3,394","1,820","","42",""
285,"Rockfish, chilipepper","Value",1987,"Table 5a","Rockfish:","","","","$1,325","$1,171","$605","","$23",""
286,"Rockfish, China","Landings",1987,"Table 5a","Rockfish:","","","","6,247","6,517","2","","",""
287,"Rockfish, China","Value",1987,"Table 5a","Rockfish:","","","","$4,976","$3,108","$2","","",""
288,"Rockfish, copper","Landings",1987,"Table 5a","Rockfish:","","942","3,457","1,383","","","6","","560"
289,"Rockfish, copper","Value",1987,"Table 5a","Rockfish:","","$377","$2,272","$898","","","$3","","$588"
290,"Rockfish, copper (whitebelly)","Landings",1987,"Table 5a","Rockfish:","","","","","","689","","",""
291,"Rockfish, copper (whitebelly)","Value",1987,"Table 5a","Rockfish:","","","","","","$646","","",""
292,"Rockfish, cowcod","Landings",1987,"Table 5a","Rockfish:","","","","652","1,425","6,998","42,758","10,692","40,324"
293,"Rockfish, cowcod","Value",1987,"Table 5a","Rockfish:","","","","$183","$702","$5,548","$34,976","$11,212","$39,468"
294,"Rockfish, group bocaccio/chilipepper","Landings",1987,"Table 5a","Rockfish:","","25,936","90,817","489,665","2,471,971","569,821","803,279","468,144","109,667"
295,"Rockfish, group bocaccio/chilipepper","Value",1987,"Table 5a","Rockfish:","","$8,976","$45,004","$198,430","$890,112","$253,246","$329,471","$207,565","$61,913"
296,"Rockfish, group bolina","Landings",1987,"Table 5a","Rockfish:","","80","23,405","45,634","10,277","15,537","1,454","69","258"
297,"Rockfish, group bolina","Value",1987,"Table 5a","Rockfish:","","$72","$16,287","$49,276","$8,868","$7,933","$1,846","$41","$193"
298,"Rockfish, group deepwater reds","Landings",1987,"Table 5a","Rockfish:","","","","","1,876","","","",""
299,"Rockfish, group deepwater reds","Value",1987,"Table 5a","Rockfish:","","","","","$814","","","",""
300,"Rockfish, group gopher","Landings",1987,"Table 5a","Rockfish:","","14","3,230","7,536","51,529","33,162","223","9",""
301,"Rockfish, group gopher","Value",1987,"Table 5a","Rockfish:","","$17","$1,506","$4,328","$75,271","$32,030","$89","$10",""
302,"Rockfish, group red","Landings",1987,"Table 5a","Rockfish:","250,228","480,007","81,595","144,832","158,781","153,579","197,594","129,649","73,968"
303,"Rockfish, group red","Value",1987,"Table 5a","Rockfish:","$130,680","$170,945","$54,404","$75,197","$84,927","$125,076","$231,872","$134,747","$57,308"
304,"Rockfish, group rosefish","Landings",1987,"Table 5a","Rockfish:","176,083","73,974","65,423","254,812","297,960","228,954","18,763","","27,615"
305,"Rockfish, group rosefish","Value",1987,"Table 5a","Rockfish:","$53,979","$22,344","$16,400","$74,999","$71,209","$53,747","$6,036","","$8,387"
306,"Rockfish, group small","Landings",1987,"Table 5a","Rockfish:","405,529","5,066","12,411","49,142","61,294","85,246","1,666","181",""
307,"Rockfish, group small","Value",1987,"Table 5a","Rockfish:","$119,328","$1,578","$3,996","$12,003","$12,982","$27,321","$1,438","$181",""
309,"Rockfish, olive","Landings",1987,"Table 5a","Crustaceans:","","","","","","12","","",""
310,"Rockfish, olive","Value",1987,"Table 5a","Crustaceans:","","","","","","$5","","",""
311,"Rockfish, Pacific ocean perch","Landings",1987,"Table 5a","Crustaceans:","","","13","","","127","32","217",""
312,"Rockfish, Pacific ocean perch","Value",1987,"Table 5a","Crustaceans:","","","$7","","","$158","$13","$161",""
313,"Rockfish, pink","Landings",1987,"Table 5a","Crustaceans:","","","","","","","","","13"
314,"Rockfish, pink","Value",1987,"Table 5a","Crustaceans:","","","","","","","","","$10"
315,"Rockfish, rosy","Landings",1987,"Table 5a","Crustaceans:","","","","","","","1,930","","3,083"
316,"Rockfish, rosy","Value",1987,"Table 5a","Crustaceans:","","","","","","","$550","","$1,038"
317,"Rockfish, speckled","Landings",1987,"Table 5a","Crustaceans:","","307","","","","","","",""
318,"Rockfish, speckled","Value",1987,"Table 5a","Crustaceans:","","$184","","","","","","",""
319,"Rockfish, splitnose","Landings",1987,"Table 5a","Crustaceans:","","","","","","760","2,103","","841"
320,"Rockfish, splitnose","Value",1987,"Table 5a","Crustaceans:","","","","","","$304","$3,090","","$252"
321,"Rockfish, unspecified","Landings",1987,"Table 5a","Crustaceans:","4,990,081","1,919,965","1,254,687","2,046,797","2,459,749","1,106,290","1,028,451","115,626","895,073"
322,"Rockfish, unspecified","Value",1987,"Table 5a","Crustaceans:","$1,656,019","$612,886","$422,682","$766,434","$816,764","$484,167","$528,560","$93,359","$514,355"
323,"Rockfish, vermilion","Landings",1987,"Table 5a","Crustaceans:","","","","10","32","","","",""
324,"Rockfish, vermilion","Value",1987,"Table 5a","Crustaceans:","","","","$6","$19","","","",""
325,"Rockfish, widow","Landings",1987,"Table 5a","Crustaceans:","2,961,948","666,970","278,272","514,107","250,090","13,181","","",""
326,"Rockfish, widow","Value",1987,"Table 5a","Crustaceans:","$953,628","$212,098","$83,294","$196,068","$89,728","$5,931","","",""
327,"Rockfish, yelloweye","Landings",1987,"Table 5a","Crustaceans:","15,725","33,044","507","1,174","","","63","778",""
328,"Rockfish, yelloweye","Value",1987,"Table 5a","Crustaceans:","$7,979","$22,851","$456","$1,001","","","$40","$389",""
329,"Rockfish, yellowtail","Landings",1987,"Table 5a","Crustaceans:","1,978","5,756","196","171,928","3,380","47","","",""
330,"Rockfish, yellowtail","Value",1987,"Table 5a","Crustaceans:","$701","$3,970","$70","$83,599","$1,617","$39","","",""
333,"Crab, box","Landings",1987,"Table 5a","Crustaceans:","","","","","","","55","","75"
334,"Crab, box","Value",1987,"Table 5a","Crustaceans:","","","","","","","$28","","$60"
335,"Crab, claws","Landings",1987,"Table 5a","Crustaceans:","549","","21","1,447","7,413","30,676","31,862","6,907","4,057"
336,"Crab, claws","Value",1987,"Table 5a","Crustaceans:","$791","","$16","$1,274","$10,807","$21,562","$9,771","$2,267","$1,047"
337,"Crab, Dungeness","Landings",1987,"Table 5a","Crustaceans:","4,143,626","374,461","907,506","1,401,375","18,276","3,726","4,649","3,431","20"
338,"Crab, Dungeness","Value",1987,"Table 5a","Crustaceans:","$5,606,092","$526,430","$1,310,311","$2,244,755","$19,456","$3,660","$853","$3,791","$5"
339,"Crab, king","Landings",1987,"Table 5a","Crustaceans:","","","","","","","35","","103"
340,"Crab, king","Value",1987,"Table 5a","Crustaceans:","","","","","","","$13","","$103"
341,"Crab, rock unspecified","Landings",1987,"Table 5a","Crustaceans:","1,373","2,303","3,885","25,510","4,823","193,757","239,944","847,345","248,162"
342,"Crab, rock unspecified","Value",1987,"Table 5a","Crustaceans:","$2,147","$2,851","$3,454","$45,934","$4,063","$179,477","$227,251","$773,664","$241,646"
343,"Crab, sand","Landings",1987,"Table 5a","Crustaceans:","50","","","","","","","",""
344,"Crab, sand","Value",1987,"Table 5a","Crustaceans:","$60","","","","","","","",""
346,"Crab, shore","Landings",1987,"Table 5a","Echinoderms:","","","","","","","","8",""
347,"Crab, shore","Value",1987,"Table 5a","Echinoderms:","","","","","","","","$140",""
348,"Crab, spider","Landings",1987,"Table 5a","Echinoderms:","","","","","","115","45,039","45,241","9,152"
349,"Crab, spider","Value",1987,"Table 5a","Echinoderms:","","","","","","$79","$24,614","$21,020","$4,285"
350,"Crab, tanner","Landings",1987,"Table 5a","Echinoderms:","","","","3","","","","","3"
351,"Crab, tanner","Value",1987,"Table 5a","Echinoderms:","","","","$2","","","","","$2"
352,"Crustacean, unspecified","Landings",1987,"Table 5a","Echinoderms:","","","","40","","","","27",""
353,"Crustacean, unspecified","Value",1987,"Table 5a","Echinoderms:","","","","$3,257","","","","$533",""
354,"Lobster, California spiny","Landings",1987,"Table 5a","Echinoderms:","","","","","220","2,858","112,277","146,849","187,284"
355,"Lobster, California spiny","Value",1987,"Table 5a","Echinoderms:","","","","","$535","$14,197","$527,027","$711,688","$878,525"
356,"Prawn, ridgeback","Landings",1987,"Table 5a","Echinoderms:","","","","","","916","219,947","18,824","2,170"
357,"Prawn, ridgeback","Value",1987,"Table 5a","Echinoderms:","","","","","","$1,131","$262,563","$19,261","$13,264"
358,"Prawn, spot","Landings",1987,"Table 5a","Echinoderms:","","","","120","11,147","8,371","42,868","13,992","12,001"
359,"Prawn, spot","Value",1987,"Table 5a","Echinoderms:","","","","$369","$58,175","$27,362","$173,650","$73,666","$84,293"
360,"Shrimp, bay","Landings",1987,"Table 5a","Echinoderms:","","","13,622","91,546","","","","",""
361,"Shrimp, bay","Value",1987,"Table 5a","Echinoderms:","","","$45,087","$211,956","","","","",""
362,"Shrimp, brine","Landings",1987,"Table 5a","Echinoderms:","","","","96,906","","","","",""
363,"Shrimp, brine","Value",1987,"Table 5a","Echinoderms:","","","","$1,431","","","","",""
364,"Shrimp, coonstriped","Landings",1987,"Table 5a","Echinoderms:","","","","","","","343","1,483","475"
365,"Shrimp, coonstriped","Value",1987,"Table 5a","Echinoderms:","","","","","","","$1,115","$5,647","$716"
366,"Shrimp, ghost","Landings",1987,"Table 5a","Echinoderms:","","","","","","39","","","16"
367,"Shrimp, ghost","Value",1987,"Table 5a","Echinoderms:","","","","","","$314","","","$32"
368,"Shrimp, Pacific Ocean","Landings",1987,"Table 5a","Echinoderms:","6,662,708","658,162","6,861","18,952","179","658,293","18,012","","221"
369,"Shrimp, Pacific Ocean","Value",1987,"Table 5a","Echinoderms:","$4,652,400","$488,344","$4,249","$5,472","$126","$277,905","$12,460","","$198"
370,"Shrimp, red rock","Landings",1987,"Table 5a","Echinoderms:","","","","","","","","12","242"
371,"Shrimp, red rock","Value",1987,"Table 5a","Echinoderms:","","","","","","","","$124","$1,755"
372,"Shrimp, unspecified","Landings",1987,"Table 5a","Echinoderms:","","","","15,990","906","","1,685","160","1,125"
373,"Shrimp, unspecified","Value",1987,"Table 5a","Echinoderms:","","","","$78,428","$5,292","","$4,609","$750","$8,381"
376,"Sea cucumber, unspecified","Landings",1987,"Table 5a","Echinoderms:","","","","","","","102,700","4,878","100"
377,"Sea cucumber, unspecified","Value",1987,"Table 5a","Echinoderms:","","","","","","","$19,921","$2,920","$80"
378,"Sea stars","Landings",1987,"Table 5a","Echinoderms:","","","","","","","","7",""
379,"Sea stars","Value",1987,"Table 5a","Echinoderms:","","","","","","","","$66",""
380,"Urchin, red","Landings",1987,"Table 5a","Echinoderms:","1,180","17,808,808","5,713,676","36,551","970","2,565","12,555,845","9,099,099","842,956"
381,"Urchin, red","Value",1987,"Table 5a","Echinoderms:","$295","$3,666,550","$1,069,198","$7,009","$134","$1,127","$3,915,168","$2,720,450","$414,530"
383,"Urchin, white","Landings",1987,"Table 5a","Mollusks:","","","","","","","","8",""
384,"Urchin, white","Value",1987,"Table 5a","Mollusks:","","","","","","","","$1",""
387,"Abalone","Landings",1987,"Table 5a","Mollusks:","","","","721","","","575","254",""
388,"Abalone","Value",1987,"Table 5a","Mollusks:","","","","$3,631","","","$3,312","$1,825",""
389,"Abalone, black","Landings",1987,"Table 5a","Mollusks:","","","3,180","","","31","235,356","70,507","712"
390,"Abalone, black","Value",1987,"Table 5a","Mollusks:","","","$8,903","","","$75","$594,782","$168,447","$1,831"
391,"Abalone, green","Landings",1987,"Table 5a","Mollusks:","","","","","","","756","27,737","492"
392,"Abalone, green","Value",1987,"Table 5a","Mollusks:","","","","","","","$3,248","$130,866","$1,274"
393,"Abalone, pink","Landings",1987,"Table 5a","Mollusks:","","","","","","","10,535","20,654","408"
394,"Abalone, pink","Value",1987,"Table 5a","Mollusks:","","","","","","","$41,245","$95,404","$1,571"
395,"Abalone, red","Landings",1987,"Table 5a","Mollusks:","","","11","110,002","161","1,946","257,557","9,746","11,606"
396,"Abalone, red","Value",1987,"Table 5a","Mollusks:","","","$42","$369,074","$392","$6,313","$941,940","$35,801","$43,257"
397,"Abalone, threaded","Landings",1987,"Table 5a","Mollusks:","","","","","","","8","",""
398,"Abalone, threaded","Value",1987,"Table 5a","Mollusks:","","","","","","","$15","",""
399,"Abalone, white","Landings",1987,"Table 5a","Mollusks:","","","","","","","","2",""
400,"Abalone, white","Value",1987,"Table 5a","Mollusks:","","","","","","","","$15",""
401,"Clam, California jackknife","Landings",1987,"Table 5a","Mollusks:","","","","","","","","252",""
402,"Clam, California jackknife","Value",1987,"Table 5a","Mollusks:","","","","","","","","$510",""
403,"Clam, rosy razor","Landings",1987,"Table 5a","Mollusks:","","","","","","","","81",""
404,"Clam, rosy razor","Value",1987,"Table 5a","Mollusks:","","","","","","","","$40",""
405,"Clam, unspecified","Landings",1987,"Table 5a","Mollusks:","","","19","92,081","","6,750","","6,311",""
406,"Clam, unspecified","Value",1987,"Table 5a","Mollusks:","","","$19","$22,709","","$4,725","","$4,639",""
407,"Limpet, unspecified","Landings",1987,"Table 5a","Mollusks:","","","318","311","","1,978","47","",""
408,"Limpet, unspecified","Value",1987,"Table 5a","Mollusks:","","","$318","$311","","$1,978","$47","",""
409,"Mollusk, unspecified","Landings",1987,"Table 5a","Mollusks:","","","","","","","","2",""
410,"Mollusk, unspecified","Value",1987,"Table 5a","Mollusks:","","","","","","","","$12",""
411,"Mussel","Landings",1987,"Table 5a","Mollusks:","","","","418","","","","1,114","45"
412,"Mussel","Value",1987,"Table 5a","Mollusks:","","","","$232","","","","$668","$34"
413,"Octopus, unspecified","Landings",1987,"Table 5a","Mollusks:","11,326","708","278","1,050","828","405","1,467","320","60"
414,"Octopus, unspecified","Value",1987,"Table 5a","Mollusks:","$10,068","$546","$295","$887","$933","$377","$802","$4,200","$64"
415,"Sea hare","Landings",1987,"Table 5a","Mollusks:","","","","","","","",".3",""
416,"Sea hare","Value",1987,"Table 5a","Mollusks:","","","","","","","","$5",""
417,"Sea slug","Landings",1987,"Table 5a","Mollusks:","","","","","","","","1,384",""
418,"Sea slug","Value",1987,"Table 5a","Mollusks:","","","","","","","","$30,222",""
420,"Snail, sea","Landings",1988,"Table 5b","Fish:","","","","300","","2,054","6,591","20,667","110"
421,"Snail, sea","Value",1988,"Table 5b","Fish:","","","","$150","","$2,564","$2,567","$9,114","$37"
422,"Snails, moon","Landings",1988,"Table 5b","Fish:","","","","27","","","","",""
423,"Snails, moon","Value",1988,"Table 5b","Fish:","","","","$14","","","","",""
424,"Squid, jumbo","Landings",1988,"Table 5b","Fish:","","","","","","","26","",""
425,"Squid, jumbo","Value",1988,"Table 5b","Fish:","","","","","","","$6","",""
426,"Squid, market","Landings",1988,"Table 5b","Fish:","","160","","755,629","12,369,609","790","18,972,407","11,952,280","6,025"
427,"Squid, market","Value",1988,"Table 5b","Fish:","","$15","","$24,782","$1,205,917","$40","$1,447,615","$1,112,033","$1,436"
428,"Whelk, Kellet's","Landings",1988,"Table 5b","Fish:","","","","","","","684","532",""
429,"Whelk, Kellet's","Value",1988,"Table 5b","Fish:","","","","","","","$211","$171",""
432,"Algae, marine","Landings",1988,"Table 5b","Fish:","43","","","","","","","",""
433,"Algae, marine","Value",1988,"Table 5b","Fish:","$28","","","","","","","",""
434,"Kelp","Landings",1988,"Table 5b","Fish:","","","","","29","","6","","1,080"
435,"Kelp","Value",1988,"Table 5b","Fish:","","","","","$22","","$5","","$810"
438,"Invertebrates, colonial","Landings",1988,"Table 5b","Fish:","","","","","","","","18",""
439,"Invertebrates, colonial","Value",1988,"Table 5b","Fish:","","","","","","","","$509",""
440,"Worms, marine","Landings",1988,"Table 5b","Fish:","1,224","","","","","","","",""
441,"Worms, marine","Value",1988,"Table 5b","Fish:","$790","","","","","","","",""
443,"Total","Landings",1988,"Table 5b","Fish:","52,903,818","32,256,245","16,597,929","33,347,973","29,105,533","13,958,522","52,691,559","204,358,365","7,544,756"
444,"Total","Value",1988,"Table 5b","Fish:","$25,856,760","$15,710,917","$11,937,051","$17,049,482","$9,523,186","$6,726,268","$13,645,652","$20,729,660","$6,891,439"
446,"Anchovy, northern","Landings",1988,"Table 5b","Fish:","","","","1,085,448","1,535,002","","419,035","206,543","12,026"
