"year","filename","port","species","month","landings","value"
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Pacific Ocean perch","August",10,11
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Pacific Ocean perch","September",7,7
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Pacific Ocean perch","October",4,4
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Pacific Ocean perch","November",10,11
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Pacific Ocean perch","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","January",5421,15255
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","February",3939,10551
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","March",5268,14000
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","April",14704,36909
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","May",18281,41666
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","June",7227,16814
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","July",9965,21891
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","August",8670,18524
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","September",11371,25031
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","October",7516,16011
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","November",10785,23965
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black","December",4297,10747
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","February",2,14
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","April",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","May",3,20
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","June",2,14
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","July",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","August",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","September",5,24
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","October",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","November",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, black&yellow","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","January",31,33
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","February",247,273
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","March",127,137
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","April",376,407
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","May",617,657
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","June",116,122
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","July",273,296
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","August",332,380
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","September",895,1020
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","October",186,248
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","November",480,643
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, blue","December",102,132
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","April",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","May",3,14
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","June",10,48
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","July",9,43
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","August",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","September",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","October",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","November",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, brown","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","January",480,3235
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","February",556,3616
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","March",195,1294
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","April",464,3051
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","May",1225,7384
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","June",564,3193
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","July",647,3732
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","August",898,4047
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","September",769,4417
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","October",598,3479
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","November",679,3768
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, china","December",185,1228
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","January",12,59
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","February",15,54
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","April",8,38
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","May",227,775
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","June",56,161
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","July",152,529
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","August",49,189
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","September",116,368
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","October",43,151
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","November",70,261
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, copper","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","February",58,72
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","March",2,2
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","April",299,317
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","May",194,206
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","June",45,52
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","July",139,160
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","August",29,38
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","September",55,72
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","October",118,153
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","November",40,52
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, darkblotched","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","April",2,2
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","May",12,50
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","June",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","July",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","August",4,19
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","September",3,11
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","October",2,10
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","November",5,5
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Gopher","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","January",4,28
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","February",3,21
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","April",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","May",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","June",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","July",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","August",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","September",2,14
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","October",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","November",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, grass","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","April",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","May",1,1
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","June",4,19
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","July",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","August",2,10
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","September",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","October",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","November",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Olive","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","January",39,187
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","February",16,54
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","March",8,40
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","April",57,196
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","May",268,1048
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","June",110,390
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","July",259,1150
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","August",128,485
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","September",267,1050
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","October",102,377
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","November",375,1618
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, quillback","December",23,111
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","April",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","May",4,4
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","June",23,27
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","July",10,11
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","August",3,4
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","September",57,72
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","October",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","November",7,7
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Shelf","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","January",291,364
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","February",282,352
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","March",1478,1552
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","April",1625,1909
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","May",1726,1953
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","June",776,906
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","July",391,461
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","August",187,240
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","September",123,159
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","October",433,561
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","November",617,799
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, Slope","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","February",18,86
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","April",16,58
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","May",122,438
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","June",46,164
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","July",5,13
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","August",90,258
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","September",81,316
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","October",55,194
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","November",53,188
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, tiger","December",11,75
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","January",75,285
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","February",80,96
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","March",41,162
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","April",64,143
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","May",339,521
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","June",76,167
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","July",449,546
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","August",328,496
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","September",310,582
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","October",399,588
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","November",466,1100
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, vermillion","December",47,229
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","April",21,22
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","May",13,14
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","June",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","July",15,16
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","August",25,27
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","September",28,30
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","October",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","November",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, widow","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","February",4,4
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","March",12,52
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","April",138,150
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","May",224,236
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","June",22,23
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","July",228,251
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","August",193,210
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","September",191,233
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","October",96,95
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","November",52,78
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Rockfish, yellowtail","December",7,10
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","January",1677,3222
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","February",3500,8168
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","March",4953,11278
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","April",35523,74612
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","May",18989,40865
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","June",17489,46295
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","July",19636,55407
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","August",27413,77607
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","September",30286,87899
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","October",13232,39503
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","November",19181,57356
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sablefish","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","April",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","May",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","June",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","July",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","August",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","September",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","October",288,857
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","November",174,522
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon eggs","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","April",5826,41277
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","May",21267,121064
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","June",4185,21684
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","July",15856,64508
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","August",33822,122977
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","September",4447,19626
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","October",13162,72169
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","November",8269,50648
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, chinook","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","April",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","May",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","June",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","July",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","August",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","September",1274,3096
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","October",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","November",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Salmon, coho","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","April",2,1
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","May",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","June",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","July",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","August",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","September",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","October",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","November",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sculpin, buffalo","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","January",36238,21532
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","February",54288,30830
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","March",16142,8837
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","April",67196,38009
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","May",80364,42673
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","June",50484,28226
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","July",11532,8138
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","August",5870,4493
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","September",4814,5536
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","October",23662,12228
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","November",61958,34137
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sea urchin, red","December",36816,20734
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","April",108,17
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","May",265,27
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","June",63,7
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","July",28,3
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","August",89,11
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","September",370,37
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","October",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","November",137,14
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Shark, spiny dogfish","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","March",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","April",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","May",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","June",90,27
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","July",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","August",84,25
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","September",538,186
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","October",48,14
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","November",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Skates unsp.","December",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sole, Dover","January",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sole, Dover","February",0,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sole, Dover","March",1,0
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sole, Dover","April",20,8
2014,"Commercial food fish landings by port 2014.pdf","Port Orford","Sole, Dover","May",52,21
