"source","table","year","port_complex","category","type","comm_name_orig","comm_name","sci_name","landings_lb","landings_kg","value_usd"
"FB 173","Table 4",1977,"San Francisco","Crustaceans","Landings","Shrimp, Pacific ocean","Ocean (pink) shrimp","Pandalus jordani",2002159,908164.162030582,458598
"FB 173","Table 4",1977,"San Francisco","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",26281,11920.8625999862,6058
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Anchovy, northern","Northern anchovy","Engraulis mordax",508772,230775.12677296,52918
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Bonito, Pacific","Pacific bonito","Sarda chiliensis",72,32.6586548152279,7
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Cabezon","Cabezon","Scorpaenichthys marmoratus",1836,832.795697788311,366
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",28320,12845.7375606563,8584
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Fish, miscellaneous","Fish","Osteichthyes spp.",451,204.570185023164,125
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Flounder, miscellaneous","Flounder","Pleuronectidae spp.",461288,209236.743922317,70478
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Grenadier","Grenadier","Macrouridae spp.",3701,1678.74557598831,269
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Hake, Pacific","Pacific hake (whiting)","Merluccius productus",10,4.53592427989276,5
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Halibut, California","California halibut","Paralichthys californicus",40517,18378.2044048415,31124
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Herring, Pacific","Pacific herring","Clupea pallasii pallasii",11440822,5189470.22917313,1745206
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Lingcod","Lingcod","Ophiodon elongatus",491468,222926.163399034,86647
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Mackerel","Mackerel","Scombridae spp.",125,56.6990534986595,23
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Rockfish","Rockfish","Sebastes spp.",1819528,825324.123314472,380652
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Sablefish","Sablefish","Anoplopoma fimbria",1365167,619229.414140836,254306
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Salmon","Salmon","Oncorhynchus spp.",1748007,792882.739272251,3594888
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",353473,160332.676298653,86178
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Seabass, white","White seabass","Atractoscion nobilis",229,103.872666009544,251
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Shark, common thresher","Common thresher shark","Alopias vulpinus",35,15.8757349796247,11
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Shark, miscellaneous","Shark","Selachimorpha spp.",103382,46893.2923903874,21773
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Shark, soupfin","Soupfin shark","Galeorhinus galeus",91232,41382.1443903177,17805
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Skate","Skate","Rajidae spp.",22358,10141.4195049842,4063
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Smelt, top or jack","Top or jack smelt","Atherinops affinis, Atherinopsis californiensis",937,425.016105025952,98
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Smelt, true","True smelt","Osmeridae spp.",28948,13130.5936054336,6905
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Smelt, whitebait","Whitebait smelt","Allosmerus elongatus",23053,10456.6662424368,4128
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Sole, Dover","Dover sole","Microstomus pacificus",4092255,1856215.88140126,662025
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Sole, English","English sole","Parophrys vetulus",1054893,478491.477138892,255917
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Sole, miscellaneous","Sole","Pleuronectiformes spp.",6827,3096.67550588279,1527
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Sole, petrale","Petrale sole","Eopsetta jordani",524808,238048.934948196,171670
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Sole, rex","Rex sole","Glyptocephalus zachirus",308399,139887.451199465,72712
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Sole, sand","Sand sole","Psettichthys melanostictus",176667,80134.8134755815,51227
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Surfperch","Surfperch","Embiotocidae spp.",29030,13167.7881845287,14860
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Swordfish","Swordfish","Xiphias gladius",392,177.808231771796,1176
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Thornyhead","Thornyhead","Sebastolobus spp.",507091,230012.63790151,79374
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Tuna, albacore","Albacore tuna","Thunnus alalunga",1722307,781225.413872927,988466
"FB 173","Table 4",1977,"San Francisco","Fish","Landings","Turbot","Turbot","Pleuronectidae spp.",5930,2689.80309797641,1623
"FB 173","Table 4",1977,"San Francisco","Mollusks","Landings","Abalone, red","Red abalone","Haliotis rufescens",97672,44303.2796265686,114667
"FB 173","Table 4",1977,"San Francisco","Mollusks","Landings","Abalone, threaded","Threaded abalone","Haliotis assimilis",30,13.6077728396783,32
"FB 173","Table 4",1977,"San Francisco","Mollusks","Landings","Mollusk, miscellaneous","Mollusk","Mollusca spp.",288,130.634619260912,173
"FB 173","Table 4",1977,"San Francisco","Mollusks","Landings","Mussel","Mussel","Mytilidae spp.",4245,1925.49985681448,3305
"FB 173","Table 4",1977,"San Francisco","Mollusks","Landings","Octopus","Octopus","Octopoda spp.",3583,1625.22166948558,1197
"FB 173","Table 4",1977,"San Francisco","Mollusks","Landings","Oyster, eastern","Eastern oyster","Crassostrea virginica",2992,1357.14854454391,12417
"FB 173","Table 4",1977,"San Francisco","Mollusks","Landings","Oyster, giant Pacific","Pacific oyster","Crassostrea gigas",275616,125017.330632692,300421
"FB 173","Table 4",1977,"San Francisco","Mollusks","Landings","Snail, sea","Sea snail","Gastropoda spp.",51,23.1332138274531,14
"FB 173","Table 4",1977,"Santa Barbara","Crustaceans","Landings","Crab, Dungeness","Dungeness crab","Metacarcinus magister",14956,6783.92835300762,13716
"FB 173","Table 4",1977,"Santa Barbara","Crustaceans","Landings","Crab, rock","Rock crab","Cancer spp.",492860,223557.564058795,118185
"FB 173","Table 4",1977,"Santa Barbara","Crustaceans","Landings","Crustacean, miscellaneous","Crustacean","Crustacea spp.",200,90.7184855978553,50
"FB 173","Table 4",1977,"Santa Barbara","Crustaceans","Landings","Lobster, California spiny","California spiny lobster","Panulirus interruptus",48853,22159.3508845601,116045
"FB 173","Table 4",1977,"Santa Barbara","Crustaceans","Landings","Prawn, ridgeback","Ridgeback prawn","Sicyonia ingentis",2972,1348.07669598413,1487
"FB 173","Table 4",1977,"Santa Barbara","Crustaceans","Landings","Prawn, spot","California spot prawn","Pandalus platyceros",40332,18294.2898056635,59533
"FB 173","Table 4",1977,"Santa Barbara","Crustaceans","Landings","Shrimp, Pacific ocean","Ocean (pink) shrimp","Pandalus jordani",3588,1627.48963162552,958
"FB 173","Table 4",1977,"Santa Barbara","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",13065912,5926598.74797422,1290301
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Anchovy, northern","Northern anchovy","Engraulis mordax",29562600,13409371.5116758,630909
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Barracuda, California","California barracuda","Sphyraena argentea",5033,2282.93069007003,2498
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Bass, giant sea","Giant sea bass","Stereolepis gigas",1133,513.92022091185,550
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Bonito, Pacific","Pacific bonito","Sarda chiliensis",7697,3491.30091823346,1307
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Butterfish, Pacific","Pacific pompano (butterfish)","Peprilus simillimus",13213,5993.31675102231,5542
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Cabezon","Cabezon","Scorpaenichthys marmoratus",6430,2916.59931197105,782
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",161650,73323.2159844665,49082
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Dolphinfish","Common dolphinfish","Coryphaena hippurus",342,155.128610372333,158
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Fish, miscellaneous","Fish","Osteichthyes spp.",530,240.403986834316,124
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Flounder, miscellaneous","Flounder","Pleuronectidae spp.",44631,20244.2836535894,7641
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Hake, Pacific","Pacific hake (whiting)","Merluccius productus",4704,2133.69878126156,835
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Halfmoon","Halfmoon","Medialuna californiensis",10,4.53592427989276,1
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Halibut, California","California halibut","Paralichthys californicus",296072,134296.017339641,305975
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Lingcod","Lingcod","Ophiodon elongatus",176623,80114.85540875,31312
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Mackerel","Mackerel","Scombridae spp.",11338880,5143230.10987905,538324
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Queenfish","Queenfish","Seriphus politus",104,47.1736125108847,10
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Rockfish","Rockfish","Sebastes spp.",5540330,2513051.73656183,1020589
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Sablefish","Sablefish","Anoplopoma fimbria",848561,384900.844287008,107322
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Salmon","Salmon","Oncorhynchus spp.",196024,88915.0021041699,442356
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",2239,1015.59344626799,519
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Seabass, white","White seabass","Atractoscion nobilis",49642,22517.2353102437,45904
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Shark, bonito","Shortfin mako shark","Isurus oxyrinchus",4618,2094.68983245448,1058
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Shark, common thresher","Common thresher shark","Alopias vulpinus",36108,16378.3153898368,12373
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Shark, miscellaneous","Shark","Selachimorpha spp.",420131,190568.240363563,61993
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Shark, Pacific angel","Pacific angel shark","Squatina californica",329,149.231908808472,105
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Shark, soupfin","Soupfin shark","Galeorhinus galeus",13230,6001.02782229813,4550
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Sheephead, California","California sheephead","Semicossyphus pulcher",1291,585.587824534156,238
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Skate","Skate","Rajidae spp.",5809,2634.91841418971,1090
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Smelt, true","True smelt","Osmeridae spp.",8,3.62873942391421,1
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Sole, Dover","Dover sole","Microstomus pacificus",146341,66379.1695043787,20116
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Sole, English","English sole","Parophrys vetulus",474626,215286.759726838,104133
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Sole, miscellaneous","Sole","Pleuronectiformes spp.",4329,1963.60162076558,1029
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Sole, petrale","Petrale sole","Eopsetta jordani",488511,221584.890589469,152243
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Sole, rex","Rex sole","Glyptocephalus zachirus",70256,31867.5896208146,15562
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Sole, sand","Sand sole","Psettichthys melanostictus",10684,4846.18150063743,3022
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Surfperch","Surfperch","Embiotocidae spp.",13727,6226.4632590088,6521
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Swordfish","Swordfish","Xiphias gladius",72404,32841.9061561356,173905
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Thornyhead","Thornyhead","Sebastolobus spp.",19345,8774.74551945255,3018
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Tuna, albacore","Albacore tuna","Thunnus alalunga",1084117,491747.26225445,627780
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",194,87.9969310299196,61
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",873,395.986189634638,263
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Turbot","Turbot","Pleuronectidae spp.",7266,3295.80258177008,954
"FB 173","Table 4",1977,"Santa Barbara","Fish","Landings","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",422,191.416004611475,86
"FB 173","Table 4",1977,"Santa Barbara","Mollusks","Landings","Abalone, black","Black abalone","Haliotis cracherodii",360718,163618.953439436,213597
"FB 173","Table 4",1977,"Santa Barbara","Mollusks","Landings","Abalone, green","Green abalone","Haliotis fulgens",3409,1546.29658701544,4280
"FB 173","Table 4",1977,"Santa Barbara","Mollusks","Landings","Abalone, miscellaneous","Abalone","Haliotis spp.",921,417.758626178124,668
"FB 173","Table 4",1977,"Santa Barbara","Mollusks","Landings","Abalone, pink","Pink abalone","Haliotis corrugata",151220,68592.2469605384,174139
"FB 173","Table 4",1977,"Santa Barbara","Mollusks","Landings","Abalone, red","Red abalone","Haliotis rufescens",382756,173615.223367463,425608
"FB 173","Table 4",1977,"Santa Barbara","Mollusks","Landings","Abalone, threaded","Threaded abalone","Haliotis assimilis",804,364.688312103378,508
"FB 173","Table 4",1977,"Santa Barbara","Mollusks","Landings","Abalone, white","White abalone","Haliotis sorenseni",1532,694.903599679571,2680
"FB 173","Table 4",1977,"Santa Barbara","Mollusks","Landings","Octopus","Octopus","Octopoda spp.",1198,543.403728731153,304
"FB 173","Table 4",1977,"Santa Barbara","Mollusks","Landings","Oyster, giant Pacific","Pacific oyster","Crassostrea gigas",82126,37251.7317410473,89517
"FB 173","Table 4",1977,"Santa Barbara","Mollusks","Landings","Snail, sea","Sea snail","Gastropoda spp.",89,40.3697260910456,50
"FB 173","Table 4",1977,"Santa Barbara","Mollusks","Landings","Squid, market","Market squid","Doryteuthis opalescens",5365607,2433798.70676626,191821
"FB 173","Table 4",1977,"Los Angeles","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",15767490,7152014.07239664,12225593
"FB 173","Table 4",1977,"Los Angeles","Fish","Shipments","Tuna, bigeye","Bigeye tuna","Thunnus obesus",464773,210817.51353386,243179
"FB 173","Table 4",1977,"Los Angeles","Fish","Shipments","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",557022,252660.961423443,226652
"FB 173","Table 4",1977,"Los Angeles","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",104394086,47352366.9364613,43414024
"FB 173","Table 4",1977,"Los Angeles","Fish","Shipments","Tuna, skipjack, black","Black skipjack tuna","Euthynnus lineatus",286966,130165.604690371,21957
"FB 173","Table 4",1977,"Los Angeles","Fish","Shipments","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",14119866,6404664.30182323,6650331
"FB 173","Table 4",1977,"San Diego","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",1402803,636300.818760641,1045557
"FB 173","Table 4",1977,"San Diego","Fish","Shipments","Tuna, bigeye","Bigeye tuna","Thunnus obesus",207383,94067.3584937001,92168
"FB 173","Table 4",1977,"San Diego","Fish","Shipments","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",1708516,774969.920698527,682133
"FB 173","Table 4",1977,"San Diego","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",30533080,13849573.8911908,13117337
"FB 173","Table 4",1977,"San Diego","Fish","Shipments","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",19560520,8872503.7595328,7729280
"FB 173","Table 5",1978,"Eureka","Crustaceans","Landings","Crab, Dungeness","Dungeness crab","Metacarcinus magister",8335616,3780972.30022626,6353637
"FB 173","Table 5",1978,"Eureka","Crustaceans","Landings","Crab, rock","Rock crab","Cancer spp.",34327,15570.4672755879,7735
"FB 173","Table 5",1978,"Eureka","Crustaceans","Landings","Prawn, spot","California spot prawn","Pandalus platyceros",1263,572.887236550456,NA
"FB 173","Table 5",1978,"Eureka","Crustaceans","Landings","Shrimp, Pacific ocean","Ocean (pink) shrimp","Pandalus jordani",13879587,6295675.5668184,3643429
"FB 173","Table 5",1978,"Eureka","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",7542,3420.99409189512,880
