"source","table","year","port_complex","category","type","comm_name_orig","comm_name","sci_name","landings_lb","landings_kg","value_usd"
"FB 173","Table 6",1979,"San Diego","Mollusks","Landings","Mollusk, miscellaneous","Mollusk","Mollusca spp.",533,241.764764118284,130
"FB 173","Table 6",1979,"San Diego","Mollusks","Landings","Octopus","Octopus","Octopoda spp.",90,40.8233185190349,84
"FB 173","Table 6",1979,"San Diego","Mollusks","Landings","Squid, market","Market squid","Doryteuthis opalescens",1440,653.173096304558,344
"FB 173","Table 6",1979,"San Francisco","Crustaceans","Landings","Crab, Dungeness","Dungeness crab","Metacarcinus magister",670891,304311.077606154,696444
"FB 173","Table 6",1979,"San Francisco","Crustaceans","Landings","Crab, rock","Rock crab","Cancer spp.",4594,2083.80361418274,2747
"FB 173","Table 6",1979,"San Francisco","Crustaceans","Landings","Crustacean, miscellaneous","Crustacean","Crustacea spp.",340,154.221425516354,122
"FB 173","Table 6",1979,"San Francisco","Crustaceans","Landings","Lobster, California spiny","California spiny lobster","Panulirus interruptus",123,55.791868642681,368
"FB 173","Table 6",1979,"San Francisco","Crustaceans","Landings","Prawn, spot","California spot prawn","Pandalus platyceros",130,58.9670156386059,219
"FB 173","Table 6",1979,"San Francisco","Crustaceans","Landings","Shrimp, miscellaneous","Shrimp","Decapoda spp.",42137,19113.0241381841,2605
"FB 173","Table 6",1979,"San Francisco","Crustaceans","Landings","Shrimp, Pacific ocean","Ocean (pink) shrimp","Pandalus jordani",8745,3966.66578276622,4548
"FB 173","Table 6",1979,"San Francisco","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",42608,19326.6661717671,8541
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Anchovy, northern","Northern anchovy","Engraulis mordax",949466,430670.588233266,112632
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Bass, giant sea","Giant sea bass","Stereolepis gigas",79,35.8338018111528,84
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Butterfish, Pacific","Pacific pompano (butterfish)","Peprilus simillimus",538,244.032726258231,619
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Cabezon","Cabezon","Scorpaenichthys marmoratus",6369,2888.9301738637,1477
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",69954,31730.6047075618,33935
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Eel","Eel","Anarrhichthys ocellatus, Gymnothorax mordax",87,39.462541235067,8
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Fish, miscellaneous","Fish","Osteichthyes spp.",6926,3141.58115625373,2238
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Flounder, arrowtooth","Arrowtooth flounder","Atheresthes stomias",155,70.3068263383378,28
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Flounder, miscellaneous","Flounder","Pleuronectidae spp.",355623,161307.90001883,88397
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Grenadier","Grenadier","Macrouridae spp.",8745,3966.66578276622,875
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Hake, Pacific","Pacific hake (whiting)","Merluccius productus",4705,2134.15237368955,326
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Halibut, California","California halibut","Paralichthys californicus",89637,40658.6644676748,105302
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Herring, Pacific","Pacific herring","Clupea pallasii pallasii",9139910,4145793.96850347,6885770
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Lingcod","Lingcod","Ophiodon elongatus",1050400,476453.486359936,252383
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Mackerel","Mackerel","Scombridae spp.",9062,4110.45458243882,1036
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Rockfish group, boccaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",2551045,1157134.6954599,512080
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Rockfish, miscellaneous","Rockfish","Sebastes spp.",2186996,992004.825642835,533491
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Sablefish","Sablefish","Anoplopoma fimbria",2150480,975441.444542379,530886
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Salmon","Salmon","Oncorhynchus spp.",2234562,1013580.40307257,5811079
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",421042,190981.463065461,139109
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Shark, common thresher","Common thresher shark","Alopias vulpinus",4546,2062.03117763925,2039
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Shark, miscellaneous","Shark","Selachimorpha spp.",129777,58865.8645271643,35536
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Shark, Pacific angel","Pacific angel shark","Squatina californica",73,33.1122472432172,18
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Shark, soupfin","Soupfin shark","Galeorhinus galeus",58002,26309.268008234,15953
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Skate","Skate","Rajidae spp.",48625,22055.9318109786,11802
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Smelt, top or jack","Top or jack smelt","Atherinops affinis, Atherinopsis californiensis",26476,12009.3131234441,4168
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Smelt, true","True smelt","Osmeridae spp.",11583,5253.96109339979,3542
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Smelt, whitebait","Whitebait smelt","Allosmerus elongatus",36324,16476.2913542825,10824
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Sole, butter","Butter sole","Isopsetta isolepis",1425,646.369209884719,242
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Sole, Dover","Dover sole","Microstomus pacificus",2394430,1086095.31735036,512381
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Sole, English","English sole","Parophrys vetulus",1411500,640245.712106864,426104
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Sole, miscellaneous","Sole","Pleuronectiformes spp.",2811,1275.04831507786,1142
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Sole, petrale","Petrale sole","Eopsetta jordani",735778,333743.329481094,328612
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Sole, rex","Rex sole","Glyptocephalus zachirus",296805,134628.500589357,97487
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Sole, sand","Sand sole","Psettichthys melanostictus",199202,90356.5188403198,74372
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Surfperch","Surfperch","Embiotocidae spp.",15295,6937.69618609598,11711
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Swordfish","Swordfish","Xiphias gladius",NA,NA,NA
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Thornyhead","Thornyhead","Sebastolobus spp.",337099,152905.553882757,71339
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Tuna, albacore","Albacore tuna","Thunnus alalunga",881914,400029.512537735,592109
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",558,253.104574818016,1339
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",42,19.0508819755496,15
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Turbot","Turbot","Pleuronectidae spp.",6934,3145.20989567764,2427
"FB 173","Table 6",1979,"San Francisco","Fish","Landings","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",140,63.5029399184987,78
"FB 173","Table 6",1979,"San Francisco","Mollusks","Landings","Abalone, miscellaneous","Abalone","Haliotis spp.",2517,1141.69214124901,4266
"FB 173","Table 6",1979,"San Francisco","Mollusks","Landings","Abalone, red","Red abalone","Haliotis rufescens",47251,21432.6958149213,81594
"FB 173","Table 6",1979,"San Francisco","Mollusks","Landings","Mollusk, miscellaneous","Mollusk","Mollusca spp.",544,246.754280826166,119
"FB 173","Table 6",1979,"San Francisco","Mollusks","Landings","Mussel","Mussel","Mytilidae spp.",4198,1904.18101269898,4053
"FB 173","Table 6",1979,"San Francisco","Mollusks","Landings","Octopus","Octopus","Octopoda spp.",11068,5020.36099298531,4800
"FB 173","Table 6",1979,"San Francisco","Mollusks","Landings","Oyster, eastern","Eastern oyster","Crassostrea virginica",81,36.7409866671314,426
"FB 173","Table 6",1979,"San Francisco","Mollusks","Landings","Oyster, European flat","European flat oyster","Ostrea edulis",435,197.312706175335,4845
"FB 173","Table 6",1979,"San Francisco","Mollusks","Landings","Oyster, giant Pacific","Pacific oyster","Crassostrea gigas",404412,183438.220987999,697427
"FB 173","Table 6",1979,"San Francisco","Mollusks","Landings","Squid, market","Market squid","Doryteuthis opalescens",48,21.7724365434853,5
"FB 173","Table 6",1979,"Santa Barbara","Crustaceans","Landings","Crab, Dungeness","Dungeness crab","Metacarcinus magister",63679,28884.3122219291,44670
"FB 173","Table 6",1979,"Santa Barbara","Crustaceans","Landings","Crab, rock","Rock crab","Cancer spp.",617973,280307.873501817,343695
"FB 173","Table 6",1979,"Santa Barbara","Crustaceans","Landings","Crab, spider","Sheep crab","Loxorhynchus grandis",2244,1017.86140840794,953
"FB 173","Table 6",1979,"Santa Barbara","Crustaceans","Landings","Crustacean, miscellaneous","Crustacean","Crustacea spp.",346,156.94298008429,346
"FB 173","Table 6",1979,"Santa Barbara","Crustaceans","Landings","Lobster, California spiny","California spiny lobster","Panulirus interruptus",109828,49817.1491812062,308508
"FB 173","Table 6",1979,"Santa Barbara","Crustaceans","Landings","Prawn, ridgeback","Ridgeback prawn","Sicyonia ingentis",356715,161803.222950195,228161
"FB 173","Table 6",1979,"Santa Barbara","Crustaceans","Landings","Prawn, spot","California spot prawn","Pandalus platyceros",77167,35002.3668906485,172427
"FB 173","Table 6",1979,"Santa Barbara","Crustaceans","Landings","Shrimp, miscellaneous","Shrimp","Decapoda spp.",10616,4815.33721553416,6308
"FB 173","Table 6",1979,"Santa Barbara","Crustaceans","Landings","Shrimp, Pacific ocean","Ocean (pink) shrimp","Pandalus jordani",857001,388729.164379238,366802
"FB 173","Table 6",1979,"Santa Barbara","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",13822600,6269826.69512457,2167220
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Anchovy, northern","Northern anchovy","Engraulis mordax",17247400,7823290.04250224,418519
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Barracuda, California","California barracuda","Sphyraena argentea",1952,885.412419435067,1342
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Bass, giant sea","Giant sea bass","Stereolepis gigas",4407,1998.98183014874,3372
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Bonito, Pacific","Pacific bonito","Sarda chiliensis",21993,9975.85826876815,5109
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Butterfish, Pacific","Pacific pompano (butterfish)","Peprilus simillimus",25554,11591.100904838,12836
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Cabezon","Cabezon","Scorpaenichthys marmoratus",40046,18164.5623712586,5880
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",124874,56641.9008527329,37760
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Eel","Eel","Anarrhichthys ocellatus, Gymnothorax mordax",1805,818.734332520644,1134
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Fish, miscellaneous","Fish","Osteichthyes spp.",62007,28125.9056823311,21483
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Flounder, miscellaneous","Flounder","Pleuronectidae spp.",52918,24003.2041043365,17808
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Grouper","Grouper","Epinephelinae spp.",4714,2138.23470554145,1882
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Halfmoon","Halfmoon","Medialuna californiensis",65,29.483507819303,13
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Halibut, California","California halibut","Paralichthys californicus",371663,168583.522563778,540707
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Herring, Pacific","Pacific herring","Clupea pallasii pallasii",154,69.8532339103486,53
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Lingcod","Lingcod","Ophiodon elongatus",402752,182685.257557537,93570
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Mackerel","Mackerel","Scombridae spp.",10979400,4980172.70386546,766472
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Opaleye","Opaleye","Girella nigricans",115,52.1631292187668,49
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Queenfish","Queenfish","Seriphus politus",774,351.0805392637,196
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Rockfish group, boccaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",2630808,1193314.58829361,593191
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Rockfish, miscellaneous","Rockfish","Sebastes spp.",3211366,1456651.30110221,1200216
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Sablefish","Sablefish","Anoplopoma fimbria",1893650,858945.301261893,430124
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Salmon","Salmon","Oncorhynchus spp.",101282,45940.7482916099,292134
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",8413,3816.07309667378,2778
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Sculpin","California scorpionfish","Scorpaena guttata",43,19.5044744035389,7
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Seabass, white","White seabass","Atractoscion nobilis",48028,21785.137131469,69025
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Shark, bonito","Shortfin mako shark","Isurus oxyrinchus",301,136.531320824772,107
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Shark, common thresher","Common thresher shark","Alopias vulpinus",175365,79544.2361343395,101083
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Shark, miscellaneous","Shark","Selachimorpha spp.",308143,139771.3315379,114542
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Shark, Pacific angel","Pacific angel shark","Squatina californica",127478,57823.055535217,30711
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Shark, soupfin","Soupfin shark","Galeorhinus galeus",65633,29770.6318262202,33221
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Sheephead, California","California sheephead","Semicossyphus pulcher",3862,1751.77395689459,1217
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Skate","Skate","Rajidae spp.",79561,36088.2671632548,13244
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Smelt, top or jack","Top or jack smelt","Atherinops affinis, Atherinopsis californiensis",1138,516.188183051796,138
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Smelt, true","True smelt","Osmeridae spp.",53,24.0403986834316,7
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Smelt, whitebait","Whitebait smelt","Allosmerus elongatus",879,398.707744202574,253
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Sole, butter","Butter sole","Isopsetta isolepis",20,9.07184855978553,7
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Sole, Dover","Dover sole","Microstomus pacificus",73781,33466.5029294768,15658
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Sole, English","English sole","Parophrys vetulus",534847,242602.54933278,157804
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Sole, miscellaneous","Sole","Pleuronectiformes spp.",12321,5588.71230525587,4446
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Sole, petrale","Petrale sole","Eopsetta jordani",534552,242468.739566524,242351
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Sole, rex","Rex sole","Glyptocephalus zachirus",72782,33013.3640939155,22134
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Sole, sand","Sand sole","Psettichthys melanostictus",6226,2824.06645666123,2283
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Surfperch","Surfperch","Embiotocidae spp.",47861,21709.3871959948,35912
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Swordfish","Swordfish","Xiphias gladius",59824,27135.7134120305,187754
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Thornyhead","Thornyhead","Sebastolobus spp.",21590,9793.06052028848,4898
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Tuna, albacore","Albacore tuna","Thunnus alalunga",2070150,939004.364802,1337530
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",775,351.534131691689,536
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Tuna, miscellaneous","Tuna","Scombridae spp.",1308,593.298895809973,1322
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",610,276.691381073459,257
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",1733,786.075677705416,887
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Turbot","Turbot","Pleuronectidae spp.",6833,3099.39706045073,1487
"FB 173","Table 6",1979,"Santa Barbara","Fish","Landings","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",1752,794.693933837212,598
"FB 173","Table 6",1979,"Santa Barbara","Mollusks","Landings","Abalone, black","Black abalone","Haliotis cracherodii",196722,89231.6096189064,173672
"FB 173","Table 6",1979,"Santa Barbara","Mollusks","Landings","Abalone, green","Green abalone","Haliotis fulgens",4249,1927.31422652644,7969
"FB 173","Table 6",1979,"Santa Barbara","Mollusks","Landings","Abalone, miscellaneous","Abalone","Haliotis spp.",669,303.453334324826,1046
"FB 173","Table 6",1979,"Santa Barbara","Mollusks","Landings","Abalone, pink","Pink abalone","Haliotis corrugata",84137,38163.9061137337,133597
"FB 173","Table 6",1979,"Santa Barbara","Mollusks","Landings","Abalone, red","Red abalone","Haliotis rufescens",364608,165383.427984314,523183
"FB 173","Table 6",1979,"Santa Barbara","Mollusks","Landings","Abalone, white","White abalone","Haliotis sorenseni",265,120.201993417158,468
"FB 173","Table 6",1979,"Santa Barbara","Mollusks","Landings","Clam","Clam","Bivalvia spp.",257035,116589.129728224,21094
"FB 173","Table 6",1979,"Santa Barbara","Mollusks","Landings","Mollusk, miscellaneous","Mollusk","Mollusca spp.",8569,3886.83351544011,3632
"FB 173","Table 6",1979,"Santa Barbara","Mollusks","Landings","Octopus","Octopus","Octopoda spp.",5845,2651.24774159732,2259
"FB 173","Table 6",1979,"Santa Barbara","Mollusks","Landings","Oyster, giant Pacific","Pacific oyster","Crassostrea gigas",148628,67416.5353871902,156059
"FB 173","Table 6",1979,"Santa Barbara","Mollusks","Landings","Squid, market","Market squid","Doryteuthis opalescens",329574,149492.270862138,13962
"FB 173","Table 6",1979,"Los Angeles","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",17481100,7929294.59292334,14600600
"FB 173","Table 6",1979,"Los Angeles","Fish","Shipments","Tuna, bigeye","Bigeye tuna","Thunnus obesus",427920,194101.271785171,279292
"FB 173","Table 6",1979,"Los Angeles","Fish","Shipments","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",6060,2748.77011361501,2682
"FB 173","Table 6",1979,"Los Angeles","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",49052200,22249706.4962156,21799100
"FB 173","Table 6",1979,"Los Angeles","Fish","Shipments","Tuna, skipjack, black","Black skipjack tuna","Euthynnus lineatus",30810,13975.1827063496,3081
"FB 173","Table 6",1979,"Los Angeles","Fish","Shipments","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",11753300,5331207.88388636,6238110
"FB 173","Table 6",1979,"San Diego","Fish","Shipments","Tuna, albacore","Albacore tuna","Thunnus alalunga",3179860,1442360.41806598,2606730
"FB 173","Table 6",1979,"San Diego","Fish","Shipments","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",108017,48995.6932941177,50228
"FB 173","Table 6",1979,"San Diego","Fish","Shipments","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",44645000,20250633.9475812,21038400
"FB 173","Table 6",1979,"San Diego","Fish","Shipments","Tuna, skipjack, black","Black skipjack tuna","Euthynnus lineatus",44250,20071.4649385255,4206
"FB 173","Table 6",1979,"San Diego","Fish","Shipments","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",20583000,9336292.94530327,9690960
"FB 173","Table 7",1980,"Eureka","Crustaceans","Landings","Crab, Dungeness","Dungeness crab","Metacarcinus magister",15247600,6916195.90500929,9127240
"FB 173","Table 7",1980,"Eureka","Crustaceans","Landings","Crab, rock","Rock crab","Cancer spp.",16176,7337.31111515453,8728
"FB 173","Table 7",1980,"Eureka","Crustaceans","Landings","Shrimp, Pacific ocean","Ocean (pink) shrimp","Pandalus jordani",2417250,1096446.29655708,1336440
"FB 173","Table 7",1980,"Eureka","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",196661,89203.9404807991,24975
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Cabezon","Cabezon","Scorpaenichthys marmoratus",102,46.2664276549062,19
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",45,20.4116592595174,17
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Fish, miscellaneous","Fish","Osteichthyes spp.",2941,1334.01533071646,75
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Flounder, arrowtooth","Arrowtooth flounder","Atheresthes stomias",122744,55675.7489811157,12396
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Flounder, miscellaneous","Flounder","Pleuronectidae spp.",153292,69532.0904713322,38751
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Grenadier","Grenadier","Macrouridae spp.",98528,44691.5547449274,9712
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Hake, Pacific","Pacific hake (whiting)","Merluccius productus",1527740,692971.295936337,108794
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Halibut, California","California halibut","Paralichthys californicus",136,61.6885702065416,66
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Herring, Pacific","Pacific herring","Clupea pallasii pallasii",151173,68570.9281164229,155500
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Lingcod","Lingcod","Ophiodon elongatus",1063890,482572.448213511,267018
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Mackerel","Mackerel","Scombridae spp.",13337,6049.56221209298,1421
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Rockfish group, boccaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",698442,316808.002589686,127726
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Rockfish, miscellaneous","Rockfish","Sebastes spp.",16157247,7328804.89635245,2480568
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Sablefish","Sablefish","Anoplopoma fimbria",5469350,2480855.74602315,905593
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Salmon","Salmon","Oncorhynchus spp.",3148475,1428124.41971354,6862046
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",662786,300634.710977301,215700
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Shark, bonito","Shortfin mako shark","Isurus oxyrinchus",58,26.308360823378,11
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Shark, miscellaneous","Shark","Selachimorpha spp.",784,355.616463543593,237
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Shark, soupfin","Soupfin shark","Galeorhinus galeus",19000,8618.25613179625,7012
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Skate","Skate","Rajidae spp.",65160,29556.0826077812,16192
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Smelt, top or jack","Top or jack smelt","Atherinops affinis, Atherinopsis californiensis",367,166.468421072064,38
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Smelt, true","True smelt","Osmeridae spp.",110210,49990.4214886981,13027
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Smelt, whitebait","Whitebait smelt","Allosmerus elongatus",388548,176242.430710377,104066
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Sole, Dover","Dover sole","Microstomus pacificus",14929500,6771908.1536659,2963440
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Sole, English","English sole","Parophrys vetulus",2049810,929778.294816699,604674
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Sole, miscellaneous","Sole","Pleuronectiformes spp.",59088,26801.8693850304,12327
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Sole, petrale","Petrale sole","Eopsetta jordani",1184340,537207.65616482,539445
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Sole, rex","Rex sole","Glyptocephalus zachirus",1336860,606389.573281744,444222
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Sole, sand","Sand sole","Psettichthys melanostictus",146571,66483.4957628162,55352
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Surfperch","Surfperch","Embiotocidae spp.",39531,17930.9622708441,20299
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Thornyhead","Thornyhead","Sebastolobus spp.",2958890,1342130.09925319,677417
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Tuna, albacore","Albacore tuna","Thunnus alalunga",1510110,684974.461430886,1211900
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",412,186.880080331582,227
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",140,63.5029399184987,76
"FB 173","Table 7",1980,"Eureka","Fish","Landings","Turbot","Turbot","Pleuronectidae spp.",12800,5805.98307826274,4249
"FB 173","Table 7",1980,"Eureka","Mollusks","Landings","Clam","Clam","Bivalvia spp.",7866,3567.95803856365,2441
"FB 173","Table 7",1980,"Eureka","Mollusks","Landings","Mollusk, miscellaneous","Mollusk","Mollusca spp.",87,39.462541235067,44
"FB 173","Table 7",1980,"Eureka","Mollusks","Landings","Octopus","Octopus","Octopoda spp.",83818,38019.2101292052,37806
"FB 173","Table 7",1980,"Eureka","Mollusks","Landings","Oyster, giant Pacific","Pacific oyster","Crassostrea gigas",559665,253859.806210618,593327
"FB 173","Table 7",1980,"Eureka","Mollusks","Landings","Squid, market","Market squid","Doryteuthis opalescens",731,331.576064860161,203
"FB 173","Table 7",1980,"Los Angeles","Crustaceans","Landings","Crab, Dungeness","Dungeness crab","Metacarcinus magister",537,243.579133830241,314
"FB 173","Table 7",1980,"Los Angeles","Crustaceans","Landings","Crab, rock","Rock crab","Cancer spp.",314017,142435.733459909,224194
"FB 173","Table 7",1980,"Los Angeles","Crustaceans","Landings","Crab, spider","Sheep crab","Loxorhynchus grandis",7336,3327.55405172933,3271
"FB 173","Table 7",1980,"Los Angeles","Crustaceans","Landings","Lobster, California spiny","California spiny lobster","Panulirus interruptus",149385,67759.904855178,509130
"FB 173","Table 7",1980,"Los Angeles","Crustaceans","Landings","Shrimp, miscellaneous","Shrimp","Decapoda spp.",112,50.8023519347989,124
"FB 173","Table 7",1980,"Los Angeles","Echinoderms","Landings","Sea cucumber","Sea cucumber","Holothuroidea spp.",13845,6279.98716551153,3530
"FB 173","Table 7",1980,"Los Angeles","Echinoderms","Landings","Sea urchin","Sea urchin","Strongylocentrotus spp.",2859010,1296825.28754562,485481
