"waters","comm_name","comm_name_orig","sci_name","year","landings_n"
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2002,22
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2003,79
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2004,363
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2005,669
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2006,37
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2007,601
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2008,0
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2009,679
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2010,42
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2011,288
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2012,0
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2013,5
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2014,2
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2015,0
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2016,0
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2017,0
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2018,0
"Mexico","Invertebrate","Invertebrates, unspecified","Invertebrate spp.",2019,0
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2000,9987
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2001,13042
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2002,2025
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2003,10122
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2004,22561
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2005,7191
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2006,9104
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2007,8749
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2008,6206
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2009,6346
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2010,3482
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2011,5594
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2012,3656
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2013,2898
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2014,3730
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2015,1538
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2016,931
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2017,1812
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2018,5150
"Mexico","Kelp bass","Bass, kelp (calico)","Paralabrax clathratus",2019,5162
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2000,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2002,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2003,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2004,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2005,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2006,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2007,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2008,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2009,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2010,29
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2011,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2012,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2013,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2014,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2015,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2016,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2017,0
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2018,9
"Mexico","Kelp greenling","Greenling, kelp","Hexagrammos decagrammus",2019,9
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2000,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2001,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2002,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2003,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2004,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2005,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2006,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2007,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2008,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2009,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2010,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2011,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2012,1
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2013,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2014,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2015,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2016,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2017,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2018,0
"Mexico","Leopard shark","Shark, leopard","Triakis semifasciata",2019,0
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2000,149
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2001,575
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2002,3612
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2003,6025
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2004,1745
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2005,2318
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2006,1740
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2007,3530
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2008,2022
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2009,1430
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2010,2411
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2011,2319
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2012,2371
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2013,2842
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2014,2262
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2015,1815
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2016,680
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2017,596
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2018,518
"Mexico","Lingcod","Lingcod","Ophiodon elongatus",2019,521
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2000,13906
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2001,12750
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2002,7558
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2003,8843
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2004,7667
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2005,10857
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2006,6563
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2007,7169
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2008,5289
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2009,6206
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2010,6581
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2011,8345
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2012,2346
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2013,8299
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2014,3397
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2015,2765
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2016,1616
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2017,1063
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2018,4431
"Mexico","Ocean whitefish","Whitefish, ocean","Caulolatilus princeps",2019,4431
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2000,4691
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2001,2454
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2002,3643
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2003,1136
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2004,8925
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2005,3320
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2006,27259
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2007,12157
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2008,10751
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2009,7927
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2010,603
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2011,243
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2012,75
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2013,375
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2014,6186
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2015,2955
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2016,2330
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2017,5506
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2018,6668
"Mexico","Pacific bonito","Bonito, Pacific","Sarda chiliensis",2019,6723
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2000,213
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2001,894
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2002,114
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2003,112
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2004,13
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2005,23
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2006,7
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2007,4
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2008,1
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2009,0
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2010,164
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2011,39
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2012,0
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2013,87
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2014,54
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2015,0
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2016,0
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2017,0
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2018,0
"Mexico","Pacific jack mackerel","Mackerel, jack","Trachurus symmetricus",2019,0
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2000,245
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2001,454
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2002,189
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2003,206
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2004,1246
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2005,693
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2006,452
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2007,153
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2008,379
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2009,241
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2010,74
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2011,265
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2012,37
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2013,116
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2014,157
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2015,2
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2016,0
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2017,23
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2018,68
"Mexico","Pacific mackerel","Mackerel, Pacific","Scomber japonicus",2019,68
"Mexico","Queenfish","Queenfish","Seriphus politus",2001,0
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2000,17790
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2001,20260
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2002,21207
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2003,23224
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2004,26601
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2005,38046
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2006,32054
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2007,50925
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2008,41525
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2009,31935
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2010,44945
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2011,52894
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2012,18600
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2013,46871
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2014,25339
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2015,18312
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2016,13047
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2017,10752
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2018,16799
"Mexico","Rockfish","Rockfishes, unspecified","Sebastes spp.",2019,16986
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2000,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2001,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2002,1
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2003,1
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2004,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2005,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2006,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2007,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2008,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2009,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2010,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2011,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2012,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2013,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2014,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2015,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2016,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2017,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2018,0
"Mexico","Salmon","Salmon, unspecified","Oncorhynchus spp.",2019,0
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2000,30
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2002,12
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2003,75
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2004,35
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2005,184
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2006,1055
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2007,216
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2008,663
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2009,483
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2010,667
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2011,862
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2012,35
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2013,445
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2014,80
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2015,37
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2016,3
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2017,1
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2018,14
"Mexico","Sanddab","Sanddab","Citharichthys spp.",2019,15
"Mexico","Sevengill shark","Shark, sevengill","Notorynchus cepedianus",2001,0
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2000,1
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2001,47
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2002,3
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2003,0
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2004,5
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2005,72
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2006,2
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2007,0
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2008,150
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2009,0
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2010,2
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2011,4
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2012,2
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2013,1
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2014,0
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2015,0
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2016,1
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2017,0
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2018,0
"Mexico","Shark","Shark, unspecified","Selachimorpha spp.",2019,0
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2000,36
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2001,45
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2002,24
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2003,34
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2004,54
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2005,41
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2006,63
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2007,27
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2008,52
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2009,8
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2010,12
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2011,12
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2012,82
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2013,8
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2014,3
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2015,0
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2016,4
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2017,4
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2018,7
"Mexico","Shortfin mako shark","Shark, bonito (mako)","Isurus oxyrinchus",2019,7
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2000,2840
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2001,4428
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2002,1113
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2003,21889
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2004,3740
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2005,3682
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2006,2894
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2007,375
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2008,3419
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2009,6724
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2010,356
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2011,490
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2012,767
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2013,993
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2014,3396
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2015,8601
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2016,267
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2017,2969
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2018,34876
"Mexico","Skipjack tuna","Tuna, skipjack","Katsuwonus pelamis",2019,35447
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2000,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2001,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2002,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2003,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2004,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2005,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2006,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2007,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2008,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2009,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2010,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2011,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2012,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2013,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2014,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2015,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2016,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2017,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2018,0
"Mexico","Striped bass","Bass, striped","Morone saxatilis",2019,0
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2000,1
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2001,0
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2002,1
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2003,4
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2004,3
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2005,14
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2006,13
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2007,1
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2008,4
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2009,3
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2010,0
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2011,3
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2012,3
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2013,5
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2014,6
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2015,7
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2016,4
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2017,3
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2018,3
"Mexico","Striped marlin","Marlin, striped","Kajikia audax",2019,3
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2000,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2001,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2002,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2003,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2004,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2005,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2006,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2007,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2008,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2009,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2010,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2011,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2012,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2013,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2014,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2015,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2016,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2017,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2018,0
"Mexico","Sturgeon","Sturgeon, unspecified","Acipenser spp.",2019,0
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2000,5080
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2001,2750
"Mexico","Wahoo","Wahoo","Acanthocybium solandri",2002,3012
