"state","port","port_long","year","landing_lb_mil","value_usd_mil"
"AK","Sitka","Sitka, AK",2013,126.2,84.3
"AK","Sitka","Sitka, AK",2014,88.5,71.3
"AK","Sitka","Sitka, AK",2015,87.4,59.4
"AK","Sitka","Sitka, AK",2016,56,55
"AK","Sitka","Sitka, AK",2017,91.3,75.4
"AK","Sitka","Sitka, AK",2018,45.5,61
"AK","Sitka","Sitka, AK",2019,49.9,53.6
"AK","Southeast Alaska (Other)","Southeast Alaska (Other), AK",2019,6.5,10.1
"AK","St. Michael","St. Michael, AK",1990,9,2.7
"AK","St. Paul","St. Paul, AK",1990,6.3,1.1
"AK","Upper Southeast (Other)","Upper Southeast (Other), AK",2011,8.6,11.6
"AK","Upper Southeast (Other)","Upper Southeast (Other), AK",2012,8.7,11.1
"AK","Upper Southeast (Other)","Upper Southeast (Other), AK",2013,14.1,12.8
"AK","Upper Southeast (Other)","Upper Southeast (Other), AK",2014,4.9,4.2
"AK","Upper Southeast (Other)","Upper Southeast (Other), AK",2015,5.2,4.8
"AK","Upper Southeast (Other)","Upper Southeast (Other), AK",2016,5,7
"AK","Upper Southeast (Other)","Upper Southeast (Other), AK",2017,6.9,8.9
"AK","Upper Southeast (Other)","Upper Southeast (Other), AK",2018,3.8,6.3
"AK","Upper Southeast (Other)","Upper Southeast (Other), AK",2019,11.9,9.6
"AK","Valdez","Valdez, AK",1990,46.1,20.5
"AK","Valdez","Valdez, AK",1991,40.4,14.9
"AK","Valdez","Valdez, AK",1992,22,16
"AK","Valdez","Valdez, AK",1993,18,10.4
"AK","Valdez","Valdez, AK",1994,9.5,2.3
"AK","Valdez","Valdez, AK",1995,29.5,10.7
"AK","Valdez","Valdez, AK",1996,41.6,11.8
"AK","Valdez","Valdez, AK",2013,60.9,28.7
"AK","Wrangell","Wrangell, AK",1988,3.3,7.3
"AK","Wrangell","Wrangell, AK",1989,9.3,5.4
"AK","Wrangell","Wrangell, AK",1990,15.6,8.4
"AK","Wrangell","Wrangell, AK",1991,11.9,4.7
"AK","Wrangell","Wrangell, AK",1992,8.8,4.6
"AK","Wrangell","Wrangell, AK",1993,10.2,2.7
"AK","Wrangell","Wrangell, AK",1994,18.4,6.2
"AK","Wrangell","Wrangell, AK",1995,17.2,6.9
"AK","Wrangell","Wrangell, AK",1996,25.1,7.9
"AK","Wrangell","Wrangell, AK",1997,13.4,7.3
"AK","Wrangell","Wrangell, AK",1998,17.9,5.7
"AK","Wrangell","Wrangell, AK",1999,23.2,8.5
"AK","Wrangell","Wrangell, AK",2000,8.3,5.9
"AK","Wrangell","Wrangell, AK",2001,9.9,6.4
"AK","Wrangell","Wrangell, AK",2002,12,7.5
"AK","Wrangell","Wrangell, AK",2003,10.7,6.4
"AK","Wrangell","Wrangell, AK",2004,7.7,8.5
"AK","Wrangell","Wrangell, AK",2005,4.4,6.2
"AK","Wrangell","Wrangell, AK",2006,7.6,9.9
"AK","Wrangell","Wrangell, AK",2007,10.2,12.7
"AK","Wrangell","Wrangell, AK",2008,5,7.1
"AK","Wrangell","Wrangell, AK",2009,3.6,5.5
"AK","Wrangell","Wrangell, AK",2010,4.4,7.9
"AK","Wrangell","Wrangell, AK",2011,4.7,8.4
"AK","Wrangell","Wrangell, AK",2013,5.8,10.7
"AK","Wrangell","Wrangell, AK",2014,5.8,13.5
"AK","Wrangell","Wrangell, AK",2015,5.2,10.7
"AK","Wrangell","Wrangell, AK",2016,5,10
"AK","Wrangell","Wrangell, AK",2017,5,10.3
"AK","Wrangell","Wrangell, AK",2018,4.9,10.4
"AK","Yakutat","Yakutat, AK",1988,8.9,14
"AK","Yakutat","Yakutat, AK",1989,11.9,11.2
"AK","Yakutat","Yakutat, AK",1990,7.9,8.7
"AK","Yakutat","Yakutat, AK",2004,3.2,3.3
"AK","Yakutat","Yakutat, AK",2005,3.9,6.6
"AK","Yakutat","Yakutat, AK",2006,6.1,13.6
"AK","Yakutat","Yakutat, AK",2007,6.2,13.5
"AK","Yakutat","Yakutat, AK",2008,4.4,9.3
"AK","Yakutat","Yakutat, AK",2009,5.5,10.8
"AK","Yakutat","Yakutat, AK",2010,6.8,14.9
"AK","Yakutat","Yakutat, AK",2011,6.1,17.7
"AK","Yakutat","Yakutat, AK",2012,5,14.6
"AK","Yakutat","Yakutat, AK",2013,6.2,14
"AK","Yakutat","Yakutat, AK",2014,5.2,12.7
"AK","Yakutat","Yakutat, AK",2015,4.4,12.2
"AK","Yakutat","Yakutat, AK",2016,5,13
"AK","Yakutat","Yakutat, AK",2017,3.5,7.5
"AK","Yakutat","Yakutat, AK",2018,4.1,12.4
"AK","Yakutat","Yakutat, AK",2019,4.3,12.3
"AK","Yukon Delta (Other)","Yukon Delta (Other), AK",2011,7.6,10.3
"AK","Yukon Delta (Other)","Yukon Delta (Other), AK",2012,9.7,14.2
"AK","Yukon Delta (Other)","Yukon Delta (Other), AK",2013,11.7,15.1
"AL","Bayou La Batre","Bayou La Batre, AL",1981,25,31.4
"AL","Bayou La Batre","Bayou La Batre, AL",1982,17.8,33.8
"AL","Bayou La Batre","Bayou La Batre, AL",1983,13.6,28.5
"AL","Bayou La Batre","Bayou La Batre, AL",1984,18.2,31.5
"AL","Bayou La Batre","Bayou La Batre, AL",1985,21,30.4
"AL","Bayou La Batre","Bayou La Batre, AL",1986,25.6,43.3
"AL","Bayou La Batre","Bayou La Batre, AL",1987,15.1,29.8
"AL","Bayou La Batre","Bayou La Batre, AL",1988,12.4,23.8
"AL","Bayou La Batre","Bayou La Batre, AL",1989,14.9,24.7
"AL","Bayou La Batre","Bayou La Batre, AL",1990,13.7,20.7
"AL","Bayou La Batre","Bayou La Batre, AL",1991,14.9,24.6
"AL","Bayou La Batre","Bayou La Batre, AL",1992,16.2,24
"AL","Bayou La Batre","Bayou La Batre, AL",1993,16,24.3
"AL","Bayou La Batre","Bayou La Batre, AL",1994,18.3,36.7
"AL","Bayou La Batre","Bayou La Batre, AL",1995,22.1,37.5
"AL","Bayou La Batre","Bayou La Batre, AL",1996,20.4,28.6
"AL","Bayou La Batre","Bayou La Batre, AL",1997,12.1,25.8
"AL","Bayou La Batre","Bayou La Batre, AL",1998,23.6,36.4
"AL","Bayou La Batre","Bayou La Batre, AL",1999,17.8,40
"AL","Bayou La Batre","Bayou La Batre, AL",2000,23,48.9
"AL","Bayou La Batre","Bayou La Batre, AL",2001,18,38.9
"AL","Bayou La Batre","Bayou La Batre, AL",2002,17.1,27.4
"AL","Bayou La Batre","Bayou La Batre, AL",2003,18.5,30.8
"AL","Bayou La Batre","Bayou La Batre, AL",2004,19.1,28.4
"AL","Bayou La Batre","Bayou La Batre, AL",2005,17.3,28.4
"AL","Bayou La Batre","Bayou La Batre, AL",2006,28,41
"AL","Bayou La Batre","Bayou La Batre, AL",2007,23,39
"AL","Bayou La Batre","Bayou La Batre, AL",2008,19,36
"AL","Bayou La Batre","Bayou La Batre, AL",2009,21,30
"AL","Bayou La Batre","Bayou La Batre, AL",2010,3.1,4.7
"AL","Bayou La Batre","Bayou La Batre, AL",2011,21.6,43.1
"AL","Bayou La Batre","Bayou La Batre, AL",2012,20.8,37.5
"AL","Bayou La Batre","Bayou La Batre, AL",2013,15.3,37.7
"AL","Bayou La Batre","Bayou La Batre, AL",2014,20.8,58.1
"AL","Bayou La Batre","Bayou La Batre, AL",2015,20.2,37.2
"AL","Bayou La Batre","Bayou La Batre, AL",2016,22,45
"AL","Bayou La Batre","Bayou La Batre, AL",2017,28.2,58.5
"AL","Bayou La Batre","Bayou La Batre, AL",2018,32.4,62.5
"AL","Bayou La Batre","Bayou La Batre, AL",2019,23.4,52.5
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1981,7,11.6
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1982,5.9,12.4
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1983,5,11.8
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1984,5.9,11.5
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1985,5.8,10.2
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1986,6.3,13.5
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1987,4.8,13
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1988,6.1,12.5
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1989,6,9.7
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1990,5.7,11.1
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1991,5.7,11.4
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1992,5.7,10.6
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1993,5.3,9.4
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1994,5,10.8
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1995,5.5,10.4
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1996,5.1,8.9
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1997,3.9,9.1
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1998,4.9,9.6
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",1999,4.7,9.1
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2000,5.5,12.5
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2001,6,8.9
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2002,3.8,7
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2003,4.1,7.9
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2004,6,7
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2005,5.1,7.9
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2006,6,8
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2007,6,8
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2008,5,7
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2009,5,6
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2010,11.3,22.5
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2011,4.5,7.7
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2012,3.9,5.5
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2013,2.8,5
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2014,3.4,6.1
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2015,3.2,5.1
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2016,3,6
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2017,3.2,6.1
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2018,3.1,5.3
"AL","Bon Secour-Gulf Shores","Bon Secour-Gulf Shores, AL",2019,3.2,6
"AS","Pago Pago","Pago Pago, AS",2018,186.7,132
"AS","Pago Pago","Pago Pago, AS",2019,164.6,92.6
"Belle Rose-Pierre Part","Belle Rose-Pierre Part","Belle Rose-Pierre Part",2005,6.8,3.8
"CA","Avila Beach","Avila Beach, CA",2003,2.9,1.7
"CA","Bodega Bay","Bodega Bay, CA",1985,6.9,5.4
"CA","Bodega Bay","Bodega Bay, CA",1986,8.5,6.1
"CA","Bodega Bay","Bodega Bay, CA",1987,12.9,13.4
"CA","Bodega Bay","Bodega Bay, CA",1988,14,17
"CA","Bodega Bay","Bodega Bay, CA",1989,11.2,8.4
"CA","Bodega Bay","Bodega Bay, CA",1990,12.6,8.4
"CA","Bodega Bay","Bodega Bay, CA",1991,13.6,9.4
"CA","Bodega Bay","Bodega Bay, CA",1992,11.4,6.8
"CA","Bodega Bay","Bodega Bay, CA",1993,7.1,4.2
"CA","Bodega Bay","Bodega Bay, CA",1994,5.6,4.7
"CA","Bodega Bay","Bodega Bay, CA",1995,6.4,5.8
"CA","Bodega Bay","Bodega Bay, CA",1997,6,5.3
"CA","Bodega Bay","Bodega Bay, CA",1998,4.6,5.4
"CA","Bodega Bay","Bodega Bay, CA",2003,3.3,4.9
"CA","Bodega Bay","Bodega Bay, CA",2011,5.8,14.3
"CA","Bodega Bay","Bodega Bay, CA",2012,3.6,11.8
"CA","Bodega Bay","Bodega Bay, CA",2013,3.7,12.3
"CA","Bodega Bay","Bodega Bay, CA",2014,4.2,12.9
"CA","Bodega Bay","Bodega Bay, CA",2015,2.1,3.7
"CA","Bodega Bay","Bodega Bay, CA",2016,4.5,13.8
"CA","Bodega Bay","Bodega Bay, CA",2017,3.5,13
"CA","Bodega Bay","Bodega Bay, CA",2018,1.8,6.8
"CA","Bodega Bay","Bodega Bay, CA",2019,2.8,9.4
"CA","Crescent City","Crescent City, CA",1981,15,8.2
"CA","Crescent City","Crescent City, CA",1982,17.7,9.8
"CA","Crescent City","Crescent City, CA",1983,14.5,8.1
"CA","Crescent City","Crescent City, CA",1984,15.9,7
"CA","Crescent City","Crescent City, CA",1985,19.8,8.1
"CA","Crescent City","Crescent City, CA",1986,20.9,10.6
"CA","Crescent City","Crescent City, CA",1987,23.1,12.1
"CA","Crescent City","Crescent City, CA",1988,36,16
"CA","Crescent City","Crescent City, CA",1989,39.4,15
"CA","Crescent City","Crescent City, CA",1990,31.1,16.8
"CA","Crescent City","Crescent City, CA",1991,30.2,11.5
"CA","Crescent City","Crescent City, CA",1992,39.2,15.9
"CA","Crescent City","Crescent City, CA",1993,24.3,12.4
"CA","Crescent City","Crescent City, CA",1994,28.4,18.4
"CA","Crescent City","Crescent City, CA",1995,21.8,11.5
"CA","Crescent City","Crescent City, CA",1996,26.4,16.8
"CA","Crescent City","Crescent City, CA",1997,32.7,14.3
"CA","Crescent City","Crescent City, CA",1998,22.9,11
"CA","Crescent City","Crescent City, CA",1999,14.3,11.6
"CA","Crescent City","Crescent City, CA",2000,15.6,10.5
"CA","Crescent City","Crescent City, CA",2001,11.3,6.2
"CA","Crescent City","Crescent City, CA",2002,6.4,5.5
"CA","Crescent City","Crescent City, CA",2003,12.3,16.8
"CA","Crescent City","Crescent City, CA",2004,17,20.1
"CA","Crescent City","Crescent City, CA",2005,7,6.5
"CA","Crescent City","Crescent City, CA",2006,17.8,22.8
"CA","Crescent City","Crescent City, CA",2007,8.5,12.5
"CA","Crescent City","Crescent City, CA",2008,13.6,9.3
"CA","Crescent City","Crescent City, CA",2009,16,17.6
"CA","Crescent City","Crescent City, CA",2010,13.3,10.6
"CA","Crescent City","Crescent City, CA",2011,7.5,8.5
"CA","Crescent City","Crescent City, CA",2012,12.8,28.3
"CA","Crescent City","Crescent City, CA",2013,18.2,34.4
"CA","Crescent City","Crescent City, CA",2014,9.3,12.8
"CA","Crescent City","Crescent City, CA",2015,7,6.5
"CA","Crescent City","Crescent City, CA",2016,9.5,22.9
"CA","Crescent City","Crescent City, CA",2017,5.1,7.4
"CA","Crescent City","Crescent City, CA",2018,12.6,28.2
"CA","Crescent City","Crescent City, CA",2019,8.4,22.3
"CA","Eureka","Eureka, CA",1981,35,13.5
"CA","Eureka","Eureka, CA",1982,36,12.4
"CA","Eureka","Eureka, CA",1983,21.9,7
"CA","Eureka","Eureka, CA",1984,22.5,8.6
"CA","Eureka","Eureka, CA",1985,28.5,10.7
"CA","Eureka","Eureka, CA",1986,19.4,8.3
"CA","Eureka","Eureka, CA",1987,28.5,12.6
"CA","Eureka","Eureka, CA",1988,27,12
"CA","Eureka","Eureka, CA",1989,21.2,8.4
"CA","Eureka","Eureka, CA",1990,24.4,12.8
"CA","Eureka","Eureka, CA",1991,20,8
"CA","Eureka","Eureka, CA",1992,21.2,10.1
"CA","Eureka","Eureka, CA",1993,18.3,9.1
"CA","Eureka","Eureka, CA",1994,18.4,13
"CA","Eureka","Eureka, CA",1995,15.1,10.3
"CA","Eureka","Eureka, CA",1996,18,12.3
"CA","Eureka","Eureka, CA",1997,19.7,12.7
"CA","Eureka","Eureka, CA",1998,12.8,9
"CA","Eureka","Eureka, CA",1999,12.1,9.7
"CA","Eureka","Eureka, CA",2000,13.7,7.7
"CA","Eureka","Eureka, CA",2001,9.5,5.7
"CA","Eureka","Eureka, CA",2002,16.4,7.2
"CA","Eureka","Eureka, CA",2003,16.4,12.8
"CA","Eureka","Eureka, CA",2004,19.4,13.1
"CA","Eureka","Eureka, CA",2005,14.9,7
"CA","Eureka","Eureka, CA",2006,18.7,11.7
"CA","Eureka","Eureka, CA",2007,16.6,12
"CA","Eureka","Eureka, CA",2008,14.1,9.9
"CA","Eureka","Eureka, CA",2009,12.1,12.3
"CA","Eureka","Eureka, CA",2010,10.2,9.7
"CA","Eureka","Eureka, CA",2011,9.5,8.9
"CA","Eureka","Eureka, CA",2012,13,24.7
"CA","Eureka","Eureka, CA",2013,15.4,25.1
"CA","Eureka","Eureka, CA",2014,15,14.8
"CA","Eureka","Eureka, CA",2015,8.4,7.3
"CA","Eureka","Eureka, CA",2016,8.9,12.7
"CA","Eureka","Eureka, CA",2017,9.3,10.4
"CA","Eureka","Eureka, CA",2018,13.3,20.5
"CA","Eureka","Eureka, CA",2019,10.9,14.3
"CA","Fort Bragg","Fort Bragg, CA",1981,15,6.3
"CA","Fort Bragg","Fort Bragg, CA",1982,16.8,6.4
"CA","Fort Bragg","Fort Bragg, CA",1983,14.4,4.2
"CA","Fort Bragg","Fort Bragg, CA",1984,12.7,4.3
"CA","Fort Bragg","Fort Bragg, CA",1985,16,7.8
"CA","Fort Bragg","Fort Bragg, CA",1986,17.8,8.5
"CA","Fort Bragg","Fort Bragg, CA",1987,25.9,12.5
"CA","Fort Bragg","Fort Bragg, CA",1988,31,21
"CA","Fort Bragg","Fort Bragg, CA",1989,25.7,10.4
"CA","Fort Bragg","Fort Bragg, CA",1990,17.5,8.5
"CA","Fort Bragg","Fort Bragg, CA",1991,14.9,8.4
"CA","Fort Bragg","Fort Bragg, CA",1992,11.2,6.1
"CA","Fort Bragg","Fort Bragg, CA",1993,8.4,4.8
"CA","Fort Bragg","Fort Bragg, CA",1994,10.2,6.2
"CA","Fort Bragg","Fort Bragg, CA",1995,11.8,9
"CA","Fort Bragg","Fort Bragg, CA",1996,10.9,7.3
"CA","Fort Bragg","Fort Bragg, CA",1997,13.8,9.5
"CA","Fort Bragg","Fort Bragg, CA",1998,8.2,5.2
"CA","Fort Bragg","Fort Bragg, CA",1999,7.9,5.9
"CA","Fort Bragg","Fort Bragg, CA",2000,7.4,6.7
"CA","Fort Bragg","Fort Bragg, CA",2001,7,6.1
"CA","Fort Bragg","Fort Bragg, CA",2002,8.4,6.6
"CA","Fort Bragg","Fort Bragg, CA",2003,8.8,10.1
"CA","Fort Bragg","Fort Bragg, CA",2004,6.4,7.2
"CA","Fort Bragg","Fort Bragg, CA",2005,6.1,6.1
"CA","Fort Bragg","Fort Bragg, CA",2006,4.9,5.3
"CA","Fort Bragg","Fort Bragg, CA",2009,6.7,6.3
"CA","Fort Bragg","Fort Bragg, CA",2010,6.6,6.8
"CA","Fort Bragg","Fort Bragg, CA",2011,7.3,11.3
"CA","Fort Bragg","Fort Bragg, CA",2012,8.1,14.5
"CA","Fort Bragg","Fort Bragg, CA",2013,8.6,15.1
"CA","Fort Bragg","Fort Bragg, CA",2014,7.7,12.4
"CA","Fort Bragg","Fort Bragg, CA",2015,6.5,10.6
"CA","Fort Bragg","Fort Bragg, CA",2016,4.3,7.3
"CA","Fort Bragg","Fort Bragg, CA",2017,5.3,9.2
"CA","Fort Bragg","Fort Bragg, CA",2018,4.6,8.5
"CA","Fort Bragg","Fort Bragg, CA",2019,4.1,6.4
"CA","Los Angeles","Los Angeles, CA",1981,373,110.5
"CA","Los Angeles","Los Angeles, CA",1982,334.8,92.9
"CA","Los Angeles","Los Angeles, CA",1983,262.3,85.1
"CA","Los Angeles","Los Angeles, CA",1984,237,84.6
"CA","Los Angeles","Los Angeles, CA",1985,150.3,32.5
"CA","Los Angeles","Los Angeles, CA",1986,187.4,29.5
"CA","Los Angeles","Los Angeles, CA",1987,203.1,55.6
"CA","Los Angeles","Los Angeles, CA",1988,232,34
"CA","Los Angeles","Los Angeles, CA",1989,217.2,25.5
"CA","Los Angeles","Los Angeles, CA",1990,158.5,21.3
"CA","Los Angeles","Los Angeles, CA",1991,141.5,17.4
"CA","Los Angeles","Los Angeles, CA",1992,94.9,14.6
"CA","Los Angeles","Los Angeles, CA",1993,99.8,13.7
"CA","Los Angeles","Los Angeles, CA",1994,98.2,24.5
"CA","Los Angeles","Los Angeles, CA",1995,168.5,27
"CA","Los Angeles","Los Angeles, CA",1996,156.9,36.6
"CA","Los Angeles","Los Angeles, CA",1997,168.2,31.4
"CA","Los Angeles","Los Angeles, CA",1998,150.9,26.3
"CA","Los Angeles","Los Angeles, CA",1999,194.7,36.1
"CA","Los Angeles","Los Angeles, CA",2000,254.7,38.1
"CA","Los Angeles","Los Angeles, CA",2001,219.1,29.8
"CA","Los Angeles","Los Angeles, CA",2002,170.1,20.9
"CA","Los Angeles","Los Angeles, CA",2003,88.7,16.5
"CA","Los Angeles","Los Angeles, CA",2004,92.1,16.3
"CA","Los Angeles","Los Angeles, CA",2005,139.7,26.6
"CA","Los Angeles","Los Angeles, CA",2006,164.5,30.2
"CA","Los Angeles","Los Angeles, CA",2007,141.3,18.7
"CA","Los Angeles","Los Angeles, CA",2008,123.6,22.7
"CA","Los Angeles","Los Angeles, CA",2009,113.6,28.7
"CA","Los Angeles","Los Angeles, CA",2010,186.8,37.8
"CA","Los Angeles","Los Angeles, CA",2011,157.2,36.8
"CA","Los Angeles","Los Angeles, CA",2012,161.9,43.6
"CA","Los Angeles","Los Angeles, CA",2013,113.1,34.2
"CA","Los Angeles","Los Angeles, CA",2014,55.2,20.3
"CA","Los Angeles","Los Angeles, CA",2015,14.7,8.4
"CA","Los Angeles","Los Angeles, CA",2016,36.5,18.6
"CA","Los Angeles","Los Angeles, CA",2017,43.2,26.1
"CA","Los Angeles","Los Angeles, CA",2018,28.8,18.6
"CA","Los Angeles","Los Angeles, CA",2019,23.8,15.4
"CA","Monterey","Monterey, CA",1981,49,10.4
"CA","Monterey","Monterey, CA",1982,44.5,9.3
"CA","Monterey","Monterey, CA",1983,17.6,3.4
"CA","Monterey","Monterey, CA",1984,30.3,3.6
"CA","Monterey","Monterey, CA",1985,18.2,4
"CA","Monterey","Monterey, CA",1986,16.4,3.7
"CA","Monterey","Monterey, CA",1987,16.1,4.2
"CA","Monterey","Monterey, CA",1988,14,4
"CA","Monterey","Monterey, CA",1989,17.3,5.6
"CA","Monterey","Monterey, CA",1990,22.8,4.4
"CA","Monterey","Monterey, CA",1991,19.3,4.7
"CA","Monterey","Monterey, CA",1992,17.6,4.1
"CA","Monterey","Monterey, CA",1993,15.3,4
"CA","Monterey","Monterey, CA",1994,27.6,6.4
"CA","Monterey","Monterey, CA",1995,18.6,4.6
"CA","Monterey","Monterey, CA",1996,24.9,4.6
"CA","Monterey","Monterey, CA",1997,30.7,5.1
"CA","Monterey","Monterey, CA",1998,6.9,2.3
"CA","Monterey","Monterey, CA",1999,5.7,2.2
"CA","Monterey","Monterey, CA",2000,10.9,2.4
"CA","Monterey","Monterey, CA",2001,7.5,1.7
"CA","Monterey","Monterey, CA",2002,14.8,3.1
"CA","Monterey","Monterey, CA",2003,10,3.1
"CA","Monterey","Monterey, CA",2004,3.7,1.9
"CA","Monterey","Monterey, CA",2005,1.7,1.5
"CA","Monterey","Monterey, CA",2008,13.4,1.5
"CA","Monterey","Monterey, CA",2009,12.9,1.6
"CA","Monterey","Monterey, CA",2010,17.1,4.7
"CA","Monterey","Monterey, CA",2011,25,6.4
"CA","Monterey","Monterey, CA",2012,6.9,3.1
"CA","Monterey","Monterey, CA",2013,22.5,7.6
"CA","Monterey","Monterey, CA",2014,67.7,21.5
"CA","Monterey","Monterey, CA",2015,28.4,8
"CA","Monterey","Monterey, CA",2016,10.4,5.8
"CA","Monterey","Monterey, CA",2017,13.6,6.9
"CA","Monterey","Monterey, CA",2018,25.3,9.6
"CA","Monterey","Monterey, CA",2019,8.3,2.6
"CA","Morro Bay","Morro Bay, CA",1981,5,3.1
"CA","Morro Bay","Morro Bay, CA",1982,4.2,2.6
"CA","Morro Bay","Morro Bay, CA",1985,12.1,7.4
"CA","Morro Bay","Morro Bay, CA",1986,8.1,6
"CA","Morro Bay","Morro Bay, CA",1987,11.9,7.1
"CA","Morro Bay","Morro Bay, CA",1988,10,6
"CA","Morro Bay","Morro Bay, CA",1989,10.2,5.3
"CA","Morro Bay","Morro Bay, CA",1990,9.7,5
"CA","Morro Bay","Morro Bay, CA",1991,6.6,4
"CA","Morro Bay","Morro Bay, CA",1992,8,4.9
"CA","Morro Bay","Morro Bay, CA",1993,9.6,5
"CA","Morro Bay","Morro Bay, CA",1994,6.3,4.2
"CA","Morro Bay","Morro Bay, CA",1995,6.2,6.5
"CA","Morro Bay","Morro Bay, CA",1996,5.4,4.9
"CA","Morro Bay","Morro Bay, CA",1997,6.1,5.1
"CA","Morro Bay","Morro Bay, CA",2003,2.2,1.7
"CA","Morro Bay","Morro Bay, CA",2012,5.2,6.2
"CA","Morro Bay","Morro Bay, CA",2013,6.7,7
"CA","Morro Bay","Morro Bay, CA",2014,6.9,8.4
"CA","Morro Bay","Morro Bay, CA",2015,3.6,7.8
"CA","Morro Bay","Morro Bay, CA",2016,4.3,7.1
"CA","Morro Bay","Morro Bay, CA",2017,4.1,6.5
"CA","Morro Bay","Morro Bay, CA",2018,1.3,3.1
"CA","Morro Bay","Morro Bay, CA",2019,1.1,3.9
"CA","Moss Landing","Moss Landing, CA",1985,9.6,3.3
"CA","Moss Landing","Moss Landing, CA",1986,12.1,3.6
"CA","Moss Landing","Moss Landing, CA",1987,11.3,4.7
"CA","Moss Landing","Moss Landing, CA",1988,8,5
"CA","Moss Landing","Moss Landing, CA",1989,7.8,3.2
"CA","Moss Landing","Moss Landing, CA",1990,10.3,3.6
"CA","Moss Landing","Moss Landing, CA",1991,8.2,2.7
"CA","Moss Landing","Moss Landing, CA",1992,11.3,2.9
"CA","Moss Landing","Moss Landing, CA",1993,6.9,3.1
"CA","Moss Landing","Moss Landing, CA",1994,14.3,4.4
"CA","Moss Landing","Moss Landing, CA",1995,13.4,6.6
"CA","Moss Landing","Moss Landing, CA",1996,25.3,7.7
"CA","Moss Landing","Moss Landing, CA",1997,44.6,9.4
"CA","Moss Landing","Moss Landing, CA",1998,27.6,4.2
"CA","Moss Landing","Moss Landing, CA",1999,40.7,6.1
"CA","Moss Landing","Moss Landing, CA",2000,50.5,7.3
"CA","Moss Landing","Moss Landing, CA",2001,56.1,6.5
"CA","Moss Landing","Moss Landing, CA",2002,80.9,9.7
"CA","Moss Landing","Moss Landing, CA",2003,44.1,9.6
"CA","Moss Landing","Moss Landing, CA",2004,55.5,6.9
"CA","Moss Landing","Moss Landing, CA",2005,37.8,5.5
"CA","Moss Landing","Moss Landing, CA",2006,59.3,4.9
"CA","Moss Landing","Moss Landing, CA",2007,96.3,6.2
"CA","Moss Landing","Moss Landing, CA",2008,73.5,5.9
"CA","Moss Landing","Moss Landing, CA",2009,46.2,4.8
"CA","Moss Landing","Moss Landing, CA",2010,38.4,9.4
"CA","Moss Landing","Moss Landing, CA",2011,33.6,7.5
"CA","Moss Landing","Moss Landing, CA",2012,29.4,9.3
"CA","Moss Landing","Moss Landing, CA",2013,23,7.5
