"state","port","port_long","year","landing_lb_mil","value_usd_mil"
"CA","San Francisco Area","San Francisco Area, CA",1991,26,16.1
"CA","San Francisco Area","San Francisco Area, CA",1992,19.6,13.3
"CA","San Francisco Area","San Francisco Area, CA",1993,12.9,9.3
"CA","San Francisco Area","San Francisco Area, CA",1994,10.9,7.4
"CA","San Francisco Area","San Francisco Area, CA",1995,15.7,15.4
"CA","San Francisco Area","San Francisco Area, CA",1996,19.2,20.4
"CA","San Francisco Area","San Francisco Area, CA",1997,29.4,23.7
"CA","San Francisco Area","San Francisco Area, CA",1998,9.1,6.2
"CA","San Francisco Area","San Francisco Area, CA",1999,9.5,7.7
"CA","San Francisco Area","San Francisco Area, CA",2000,11.2,8.5
"CA","San Francisco Area","San Francisco Area, CA",2001,9,8
"CA","San Francisco Area","San Francisco Area, CA",2002,12.1,9.7
"CA","San Francisco Area","San Francisco Area, CA",2003,11.4,9.1
"CA","San Francisco Area","San Francisco Area, CA",2004,10.4,12.9
"CA","San Francisco Area","San Francisco Area, CA",2005,5.1,8.3
"CA","San Francisco Area","San Francisco Area, CA",2006,5.1,7.1
"CA","San Francisco Area","San Francisco Area, CA",2009,5.8,5.6
"CA","San Francisco Area","San Francisco Area, CA",2010,8.9,15.1
"CA","San Francisco Area","San Francisco Area, CA",2011,12.4,21.5
"CA","San Francisco Area","San Francisco Area, CA",2012,8.1,14.7
"CA","San Francisco Area","San Francisco Area, CA",2013,11.4,18
"CA","San Francisco Area","San Francisco Area, CA",2014,19.5,26.7
"CA","San Francisco Area","San Francisco Area, CA",2015,5.2,9.2
"CA","San Francisco Area","San Francisco Area, CA",2016,12.9,23.2
"CA","San Francisco Area","San Francisco Area, CA",2017,5.3,14.5
"CA","San Francisco Area","San Francisco Area, CA",2018,5.1,10.8
"CA","San Francisco Area","San Francisco Area, CA",2019,3.8,12.4
"CA","Santa Barbara","Santa Barbara, CA",1981,14,5.9
"CA","Santa Barbara","Santa Barbara, CA",1982,11,4.9
"CA","Santa Barbara","Santa Barbara, CA",1983,9.3,4.3
"CA","Santa Barbara","Santa Barbara, CA",1984,10.1,5.6
"CA","Santa Barbara","Santa Barbara, CA",1985,10.7,5.5
"CA","Santa Barbara","Santa Barbara, CA",1986,13.7,7.7
"CA","Santa Barbara","Santa Barbara, CA",1987,9.9,7.2
"CA","Santa Barbara","Santa Barbara, CA",1988,7,6
"CA","Santa Barbara","Santa Barbara, CA",1989,9.9,9.4
"CA","Santa Barbara","Santa Barbara, CA",1990,11.6,11.2
"CA","Santa Barbara","Santa Barbara, CA",1991,12.9,17.1
"CA","Santa Barbara","Santa Barbara, CA",1992,10.4,15.6
"CA","Santa Barbara","Santa Barbara, CA",1993,9.2,15.8
"CA","Santa Barbara","Santa Barbara, CA",1994,9.9,13.4
"CA","Santa Barbara","Santa Barbara, CA",1995,6.9,10.1
"CA","Santa Barbara","Santa Barbara, CA",1996,10.9,9.9
"CA","Santa Barbara","Santa Barbara, CA",1997,9.4,8.8
"CA","Santa Barbara","Santa Barbara, CA",1998,5.1,6.4
"CA","Santa Barbara","Santa Barbara, CA",1999,7,8.7
"CA","Santa Barbara","Santa Barbara, CA",2000,7.1,6.7
"CA","Santa Barbara","Santa Barbara, CA",2001,5.3,5.4
"CA","Santa Barbara","Santa Barbara, CA",2002,6.1,6.6
"CA","Santa Barbara","Santa Barbara, CA",2003,5.5,5.7
"CA","Santa Barbara","Santa Barbara, CA",2004,7.9,6.5
"CA","Santa Barbara","Santa Barbara, CA",2005,7.9,6.7
"CA","Santa Barbara","Santa Barbara, CA",2006,6.9,6.5
"CA","Santa Barbara","Santa Barbara, CA",2008,5.6,7
"CA","Santa Barbara","Santa Barbara, CA",2009,6.1,7.1
"CA","Santa Barbara","Santa Barbara, CA",2010,5.7,8.2
"CA","Santa Barbara","Santa Barbara, CA",2011,6.3,9.9
"CA","Santa Barbara","Santa Barbara, CA",2012,6.7,10.4
"CA","Santa Barbara","Santa Barbara, CA",2013,6.4,10.4
"CA","Santa Barbara","Santa Barbara, CA",2014,6.6,13
"CA","Santa Barbara","Santa Barbara, CA",2015,6.2,13.9
"CA","Santa Barbara","Santa Barbara, CA",2016,5.2,13.6
"CA","Santa Barbara","Santa Barbara, CA",2017,3.9,12.8
"CA","Santa Barbara","Santa Barbara, CA",2018,3.3,12.4
"CA","Santa Barbara","Santa Barbara, CA",2019,2.6,10.8
"CT","New London","New London, CT",1996,13.8,10.7
"CT","New London","New London, CT",1997,5.7,3
"CT","New London","New London, CT",1998,5.3,2.6
"CT","New London","New London, CT",1999,5.4,3.9
"CT","New London","New London, CT",2000,4,3.5
"CT","New London","New London, CT",2001,4.7,3.9
"CT","New London","New London, CT",2002,5.9,4.9
"CT","New London","New London, CT",2003,6.5,5
"CT","New London","New London, CT",2009,1.7,5.2
"CT","New London","New London, CT",2010,3.2,10.6
"CT","New London","New London, CT",2011,2.9,9
"CT","New London","New London, CT",2012,5,9.5
"CT","New London","New London, CT",2013,4.9,6.1
"CT","New London","New London, CT",2014,4.3,5.8
"CT","New London","New London, CT",2015,6.1,6.5
"CT","New London","New London, CT",2016,9,5.1
"CT","New London","New London, CT",2017,5.6,2.7
"CT","New London","New London, CT",2018,7.2,4.2
"CT","New London","New London, CT",2019,4,3.6
"CT","Stonington","Stonington, CT",1997,5.4,6.6
"CT","Stonington","Stonington, CT",1998,5.6,6.9
"CT","Stonington","Stonington, CT",1999,7.6,8.7
"CT","Stonington","Stonington, CT",2000,9.5,9.7
"CT","Stonington","Stonington, CT",2001,8.8,9.9
"CT","Stonington","Stonington, CT",2002,5.1,8.5
"CT","Stonington","Stonington, CT",2003,4.5,9.4
"CT","Stonington","Stonington, CT",2006,3,8.2
"CT","Stonington","Stonington, CT",2007,2.9,9.2
"CT","Stonington","Stonington, CT",2008,2.2,7.9
"CT","Stonington","Stonington, CT",2009,2.8,6.6
"CT","Stonington","Stonington, CT",2010,6,18.5
"CT","Stonington","Stonington, CT",2011,3.1,8.8
"CT","Stonington","Stonington, CT",2013,2.7,7.8
"CT","Stonington","Stonington, CT",2014,1.9,6.8
"CT","Stonington","Stonington, CT",2015,1.7,5.2
"CT","Stonington","Stonington, CT",2016,2.1,5.9
"CT","Stonington","Stonington, CT",2017,1.8,6.2
"CT","Stonington","Stonington, CT",2019,2.8,4.4
"FL","Apalachicola","Apalachicola, FL",1981,12,12.3
"FL","Apalachicola","Apalachicola, FL",1982,9,10.2
"FL","Apalachicola","Apalachicola, FL",1983,10.8,14.1
"FL","Apalachicola","Apalachicola, FL",1984,10.8,13.2
"FL","Apalachicola","Apalachicola, FL",1985,10,12.4
"FL","Apalachicola","Apalachicola, FL",1986,9,12.4
"FL","Apalachicola","Apalachicola, FL",1987,10.5,13.8
"FL","Apalachicola","Apalachicola, FL",1988,5.4,7
"FL","Apalachicola","Apalachicola, FL",1989,5.8,7.8
"FL","Apalachicola","Apalachicola, FL",1990,5,7.5
"FL","Apalachicola","Apalachicola, FL",1991,5.8,11.6
"FL","Apalachicola","Apalachicola, FL",1993,12.6,7.9
"FL","Apalachicola","Apalachicola, FL",1994,8.3,22.4
"FL","Apalachicola","Apalachicola, FL",1995,4.7,10.2
"FL","Apalachicola","Apalachicola, FL",1996,6.5,14.1
"FL","Apalachicola","Apalachicola, FL",1997,5.6,12.3
"FL","Apalachicola","Apalachicola, FL",1998,6.4,10.7
"FL","Apalachicola","Apalachicola, FL",1999,6.8,10.3
"FL","Apalachicola","Apalachicola, FL",2000,10.3,11.4
"FL","Apalachicola","Apalachicola, FL",2001,6.2,10.9
"FL","Apalachicola","Apalachicola, FL",2002,5.6,9.2
"FL","Apalachicola","Apalachicola, FL",2003,5.1,8.8
"FL","Apalachicola","Apalachicola, FL",2004,8.6,5.2
"FL","Apalachicola","Apalachicola, FL",2005,4.9,8.7
"FL","Apalachicola","Apalachicola, FL",2006,5.7,33
"FL","Apalachicola","Apalachicola, FL",2007,6.1,10.4
"FL","Apalachicola","Apalachicola, FL",2008,4.3,29.8
"FL","Apalachicola","Apalachicola, FL",2009,4.7,9.9
"FL","Apalachicola","Apalachicola, FL",2010,3.8,9
"FL","Apalachicola","Apalachicola, FL",2011,7.8,11.7
"FL","Apalachicola","Apalachicola, FL",2012,5,11.2
"FL","Apalachicola","Apalachicola, FL",2013,2.2,6.5
"FL","Apalachicola","Apalachicola, FL",2014,7.5,8.5
"FL","Apalachicola","Apalachicola, FL",2015,3.1,9.1
"FL","Apalachicola","Apalachicola, FL",2016,3,7
"FL","Apalachicola","Apalachicola, FL",2017,2.4,7.7
"FL","Apalachicola","Apalachicola, FL",2018,2.2,6.3
"FL","Apalachicola","Apalachicola, FL",2019,1.9,5.3
"FL","Cape Canaveral","Cape Canaveral, FL",1981,17,15.9
"FL","Cape Canaveral","Cape Canaveral, FL",1982,12.5,12.8
"FL","Cape Canaveral","Cape Canaveral, FL",1983,15.4,16
"FL","Cape Canaveral","Cape Canaveral, FL",1984,45.1,26.2
"FL","Cape Canaveral","Cape Canaveral, FL",1985,20.3,21.2
"FL","Cape Canaveral","Cape Canaveral, FL",1986,8.1,15.9
"FL","Cape Canaveral","Cape Canaveral, FL",1987,14.6,21.7
"FL","Cape Canaveral","Cape Canaveral, FL",1988,16.4,24.3
"FL","Cape Canaveral","Cape Canaveral, FL",1989,10.5,15.8
"FL","Cape Canaveral","Cape Canaveral, FL",1990,8.8,13.2
"FL","Cape Canaveral","Cape Canaveral, FL",1991,7.8,9.9
"FL","Cape Canaveral","Cape Canaveral, FL",1992,10.8,10.4
"FL","Cape Canaveral","Cape Canaveral, FL",1993,13.4,17.2
"FL","Cape Canaveral","Cape Canaveral, FL",1994,19.5,30.6
"FL","Cape Canaveral","Cape Canaveral, FL",1995,10.1,16.9
"FL","Cape Canaveral","Cape Canaveral, FL",1996,21.2,17.7
"FL","Cape Canaveral","Cape Canaveral, FL",1997,10.3,15.6
"FL","Cape Canaveral","Cape Canaveral, FL",1998,8.9,10.6
"FL","Cape Canaveral","Cape Canaveral, FL",1999,8.9,11.9
"FL","Cape Canaveral","Cape Canaveral, FL",2000,10.9,15.3
"FL","Cape Canaveral","Cape Canaveral, FL",2001,8.2,11.3
"FL","Cape Canaveral","Cape Canaveral, FL",2002,4.4,6.2
"FL","Cape Canaveral","Cape Canaveral, FL",2003,5.2,6.8
"FL","Cape Canaveral","Cape Canaveral, FL",2004,6,9.3
"FL","Cape Canaveral","Cape Canaveral, FL",2005,4.7,6.1
"FL","Cape Canaveral","Cape Canaveral, FL",2006,4.7,6.1
"FL","Cape Canaveral","Cape Canaveral, FL",2007,4.3,5.1
"FL","Cape Canaveral","Cape Canaveral, FL",2008,4.7,8.4
"FL","Cape Canaveral","Cape Canaveral, FL",2009,4.9,6.2
"FL","Cape Canaveral","Cape Canaveral, FL",2010,4.2,6.5
"FL","Cape Canaveral","Cape Canaveral, FL",2011,4.6,8.3
"FL","Cape Canaveral","Cape Canaveral, FL",2012,4.3,7.7
"FL","Cape Canaveral","Cape Canaveral, FL",2014,3,5.7
"FL","Cape Canaveral","Cape Canaveral, FL",2015,4,7.4
"FL","Cape Canaveral","Cape Canaveral, FL",2016,3,7
"FL","Cape Canaveral","Cape Canaveral, FL",2017,6.6,11.2
"FL","Cape Canaveral","Cape Canaveral, FL",2018,4.1,7.4
"FL","Cape Canaveral","Cape Canaveral, FL",2019,10.6,13
"FL","Cortez","Cortez, FL",1994,6.8,2.9
"FL","Cortez","Cortez, FL",2013,3.6,3.6
"FL","Cortez","Cortez, FL",2016,6,5
"FL","Cortez","Cortez, FL",2019,5.7,4.9
"FL","Crystal River","Crystal River, FL",2018,1.4,5.7
"FL","Crystal River","Crystal River, FL",2019,1.3,5.1
"FL","Everglades City","Everglades City, FL",2000,3.5,9
"FL","Everglades City","Everglades City, FL",2017,1.4,6.2
"FL","Everglades City","Everglades City, FL",2018,1.6,7
"FL","Everglades City","Everglades City, FL",2019,1.1,6.4
"FL","Fernandina Beach","Fernandina Beach, FL",1982,16.5,4.7
"FL","Fernandina Beach","Fernandina Beach, FL",2016,2,5
"FL","Fernandina Beach","Fernandina Beach, FL",2017,2.3,5.7
"FL","Fort Myers","Fort Myers, FL",1981,15,18
"FL","Fort Myers","Fort Myers, FL",1982,9.2,11.9
"FL","Fort Myers","Fort Myers, FL",1983,7.3,8.6
"FL","Fort Myers","Fort Myers, FL",1984,8.2,13.9
"FL","Fort Myers","Fort Myers, FL",1985,8.7,15.4
"FL","Fort Myers","Fort Myers, FL",1986,10.4,11.5
"FL","Fort Myers","Fort Myers, FL",1987,8.3,10.4
"FL","Fort Myers","Fort Myers, FL",1988,10.2,12.7
"FL","Fort Myers","Fort Myers, FL",1989,10.9,13.1
"FL","Fort Myers","Fort Myers, FL",1990,8.7,10.9
"FL","Fort Myers","Fort Myers, FL",1991,9.9,11.5
"FL","Fort Myers","Fort Myers, FL",1994,11.1,23.5
"FL","Fort Myers","Fort Myers, FL",1995,8.5,15.9
"FL","Fort Myers","Fort Myers, FL",1996,11,19.3
"FL","Fort Myers","Fort Myers, FL",1997,7.7,16
"FL","Fort Myers","Fort Myers, FL",1998,10.9,20.5
"FL","Fort Myers","Fort Myers, FL",1999,9.7,18.9
"FL","Fort Myers","Fort Myers, FL",2000,7.9,16.5
"FL","Fort Myers","Fort Myers, FL",2001,8.7,18.7
"FL","Fort Myers","Fort Myers, FL",2002,9.2,16.7
"FL","Fort Myers","Fort Myers, FL",2003,8.2,13.8
"FL","Fort Myers","Fort Myers, FL",2004,9.4,15.9
"FL","Fort Myers","Fort Myers, FL",2005,8.6,15.3
"FL","Fort Myers","Fort Myers, FL",2006,9.9,21
"FL","Fort Myers","Fort Myers, FL",2007,6.2,9.5
"FL","Fort Myers","Fort Myers, FL",2008,5.7,10.7
"FL","Fort Myers","Fort Myers, FL",2009,6,9.6
"FL","Fort Myers","Fort Myers, FL",2010,7.2,12.4
"FL","Fort Myers","Fort Myers, FL",2011,8.2,14.1
"FL","Fort Myers","Fort Myers, FL",2012,6.5,12.3
"FL","Fort Myers","Fort Myers, FL",2013,2.8,8.2
"FL","Fort Myers","Fort Myers, FL",2014,6.6,18.7
"FL","Fort Myers","Fort Myers, FL",2015,7.3,16.8
"FL","Fort Myers","Fort Myers, FL",2016,8,17
"FL","Fort Myers","Fort Myers, FL",2017,10,23
"FL","Fort Myers","Fort Myers, FL",2018,9.5,20.1
"FL","Fort Myers","Fort Myers, FL",2019,6.8,14.3
"FL","Ft. Pierce-St.Lucie","Ft. Pierce-St.Lucie, FL",2000,3.2,4.5
"FL","Ft. Pierce-St.Lucie","Ft. Pierce-St.Lucie, FL",2001,3.7,4.5
"FL","Ft. Pierce-St.Lucie","Ft. Pierce-St.Lucie, FL",2002,2.9,3.5
"FL","Ft. Pierce-St.Lucie","Ft. Pierce-St.Lucie, FL",2003,3.2,3.5
"FL","Ft. Pierce-St.Lucie","Ft. Pierce-St.Lucie, FL",2004,2.3,2.6
"FL","Ft. Pierce-St.Lucie","Ft. Pierce-St.Lucie, FL",2011,3.4,6.6
"FL","Ft. Pierce-St.Lucie","Ft. Pierce-St.Lucie, FL",2014,2.9,6.5
"FL","Ft. Pierce-St.Lucie","Ft. Pierce-St.Lucie, FL",2015,2.2,5.2
"FL","Ft. Pierce-St.Lucie","Ft. Pierce-St.Lucie, FL",2016,2,5
"FL","Ft. Pierce-St.Lucie","Ft. Pierce-St.Lucie, FL",2017,2.6,5.5
"FL","Ft. Pierce-St.Lucie","Ft. Pierce-St.Lucie, FL",2018,2.3,5.1
"FL","Hernando","Hernando, FL",2018,2.9,8.7
"FL","Hernando","Hernando, FL",2019,2.5,8.2
"FL","Key West","Key West, FL",1981,18,27
"FL","Key West","Key West, FL",1982,10,19
"FL","Key West","Key West, FL",1983,11.7,18.6
"FL","Key West","Key West, FL",1984,17.7,21.8
"FL","Key West","Key West, FL",1985,15.3,23.3
"FL","Key West","Key West, FL",1986,15.4,27.4
"FL","Key West","Key West, FL",1987,12.3,22.4
"FL","Key West","Key West, FL",1988,9.2,16.8
"FL","Key West","Key West, FL",1989,9.6,17.3
"FL","Key West","Key West, FL",1990,11.4,21.7
"FL","Key West","Key West, FL",1991,14.1,35.1
"FL","Key West","Key West, FL",1992,9.4,17.4
"FL","Key West","Key West, FL",1993,20.3,35.2
"FL","Key West","Key West, FL",1994,21.5,53
"FL","Key West","Key West, FL",1995,23.4,66.7
"FL","Key West","Key West, FL",1996,23.7,62.8
"FL","Key West","Key West, FL",1997,18.8,54.9
"FL","Key West","Key West, FL",1998,18.9,44.8
"FL","Key West","Key West, FL",1999,19.8,51.9
"FL","Key West","Key West, FL",2000,16.9,50.6
"FL","Key West","Key West, FL",2001,16.4,40
"FL","Key West","Key West, FL",2002,17.5,43.2
"FL","Key West","Key West, FL",2003,15.8,38.4
"FL","Key West","Key West, FL",2004,16,43.2
"FL","Key West","Key West, FL",2005,14,35.1
"FL","Key West","Key West, FL",2006,13.2,54.4
"FL","Key West","Key West, FL",2007,10.1,40.5
"FL","Key West","Key West, FL",2008,10.3,38.7
"FL","Key West","Key West, FL",2009,11.5,26.1
"FL","Key West","Key West, FL",2010,13.3,50
"FL","Key West","Key West, FL",2011,13.7,56.3
"FL","Key West","Key West, FL",2012,11.8,43
"FL","Key West","Key West, FL",2013,7.5,39.8
"FL","Key West","Key West, FL",2014,13.4,60.8
"FL","Key West","Key West, FL",2015,17.3,71.2
"FL","Key West","Key West, FL",2016,16,67
"FL","Key West","Key West, FL",2017,14.6,58.2
"FL","Key West","Key West, FL",2018,15.9,72.5
"FL","Key West","Key West, FL",2019,14.2,54.5
"FL","Mayport","Mayport, FL",1993,4.8,6.2
"FL","Mayport","Mayport, FL",1994,6.4,13.5
"FL","Mayport","Mayport, FL",1995,4.3,8
"FL","Mayport","Mayport, FL",1997,3.9,6.1
"FL","Mayport","Mayport, FL",1998,3.5,7.3
"FL","Mayport","Mayport, FL",1999,3.9,7.7
"FL","Mayport","Mayport, FL",2000,4.5,9.9
"FL","Mayport","Mayport, FL",2001,4,8.3
"FL","Mayport","Mayport, FL",2002,4.5,8.4
"FL","Mayport","Mayport, FL",2003,4,7.4
"FL","Mayport","Mayport, FL",2004,7.2,7.9
"FL","Mayport","Mayport, FL",2005,4.7,8.1
"FL","Mayport","Mayport, FL",2006,6.4,12.8
"FL","Mayport","Mayport, FL",2007,6.3,12
"FL","Mayport","Mayport, FL",2008,6.1,13.2
"FL","Mayport","Mayport, FL",2009,6.4,9.1
"FL","Mayport","Mayport, FL",2010,6,11
"FL","Mayport","Mayport, FL",2011,7.9,16.1
"FL","Mayport","Mayport, FL",2012,7.2,15.4
"FL","Mayport","Mayport, FL",2013,2.6,6.9
"FL","Mayport","Mayport, FL",2014,5,14.1
"FL","Mayport","Mayport, FL",2015,5.7,12.1
"FL","Mayport","Mayport, FL",2016,5,12
"FL","Mayport","Mayport, FL",2017,6.4,15.2
"FL","Mayport","Mayport, FL",2018,4.7,11
"FL","Mayport","Mayport, FL",2019,7,15.7
"FL","Naples","Naples, FL",1996,NA,9.7
"FL","Naples","Naples, FL",1997,3.4,NA
"FL","Naples","Naples, FL",2009,3.6,6.3
"FL","Naples","Naples, FL",2010,2.1,7.3
"FL","Naples","Naples, FL",2011,2,6.5
"FL","Naples","Naples, FL",2013,1.2,6
"FL","Naples","Naples, FL",2014,1.5,7.9
"FL","Naples","Naples, FL",2015,1.7,9.2
"FL","Naples","Naples, FL",2016,2,7
"FL","Panama City","Panama City, FL",1985,10.9,8.5
"FL","Panama City","Panama City, FL",1986,11,7.9
"FL","Panama City","Panama City, FL",1987,8.2,6.3
"FL","Panama City","Panama City, FL",1988,8.1,6.3
"FL","Panama City","Panama City, FL",1989,7.5,6
"FL","Panama City","Panama City, FL",1990,13.2,10.6
"FL","Panama City","Panama City, FL",1991,9.7,7.8
"FL","Panama City","Panama City, FL",1995,5.4,2.4
"FL","Panama City","Panama City, FL",1997,3.6,5.5
"FL","Panama City","Panama City, FL",1999,4.1,5.2
"FL","Panama City","Panama City, FL",2005,2.8,6.5
"FL","Panama City","Panama City, FL",2006,3,7.9
"FL","Panama City","Panama City, FL",2007,3.1,8.1
"FL","Panama City","Panama City, FL",2008,3.7,11
"FL","Panama City","Panama City, FL",2009,3.8,8.4
"FL","Panama City","Panama City, FL",2010,2.5,6.1
"FL","Panama City","Panama City, FL",2011,3.7,9.5
"FL","Panama City","Panama City, FL",2012,3.8,10.1
"FL","Panama City","Panama City, FL",2013,0.9,2.7
"FL","Panama City","Panama City, FL",2014,3.3,8.6
"FL","Panama City","Panama City, FL",2015,3.6,9.8
"FL","Panama City","Panama City, FL",2016,4,10
"FL","Panama City","Panama City, FL",2017,3.5,9.7
"FL","Panama City","Panama City, FL",2018,2.7,8.1
"FL","Panama City","Panama City, FL",2019,2.1,6.5
"FL","Port St. Joe","Port St. Joe, FL",1993,15.6,5.4
"FL","Port St. Joe","Port St. Joe, FL",1994,15.1,4
"FL","Port St. Joe","Port St. Joe, FL",1998,7.3,5.7
"FL","Port St. Joe","Port St. Joe, FL",1999,8.3,6.3
"FL","Port St. Joe","Port St. Joe, FL",2001,7.6,5
"FL","Port St. Joe","Port St. Joe, FL",2002,7.7,3.7
"FL","Port St. Joe","Port St. Joe, FL",2003,8.3,4.8
"FL","Port St. Joe","Port St. Joe, FL",2004,7.5,8.4
"FL","Port St. Joe","Port St. Joe, FL",2005,6.2,5.8
"FL","Port St. Joe","Port St. Joe, FL",2006,6.7,4.1
"FL","Port St. Joe","Port St. Joe, FL",2009,5.9,2.8
"FL","Port St. Joe","Port St. Joe, FL",2010,6.3,3.4
"FL","Port St. Joe","Port St. Joe, FL",2011,7.3,3.3
"FL","Port St. Joe","Port St. Joe, FL",2012,4.8,2.7
"FL","Port St. Joe","Port St. Joe, FL",2015,5.4,5.2
"FL","Port St. Joe","Port St. Joe, FL",2016,6,5
"FL","St. Augustine","St. Augustine, FL",2017,7,27.6
"FL","St. Augustine","St. Augustine, FL",2018,18,19.4
"FL","St. Augustine","St. Augustine, FL",2019,17,31.3
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",1993,12.4,19.6
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",1994,11.3,20.9
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",1995,10.9,18.2
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",1996,11.8,20
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",1997,9.4,17.6
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",1998,14.4,28.7
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",1999,11.1,19.2
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2000,11.7,20.4
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2001,12.7,20.2
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2002,12.4,19.2
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2003,12.5,20.9
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2004,12.3,21.6
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2005,10,17.8
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2006,11.9,27.6
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2007,6.2,13.9
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2008,7.3,19.1
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2009,6,12.3
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2010,5.5,12.6
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2011,8.1,17.4
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2012,9.1,21.6
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2013,7.1,19.5
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2014,12.5,33.1
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2015,13.6,24.7
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2016,10,23
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2017,13.9,39.2
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2018,15.3,31.3
"FL","Tampa Bay-St. Petersburg","Tampa Bay-St. Petersburg, FL",2019,12.9,35.8
"GA","Brunswick","Brunswick, GA",2000,1.9,5.1
"GA","Brunswick","Brunswick, GA",2013,1,2.3
"GA","Brunswick","Brunswick, GA",2014,1.1,3.5
"GA","Brunswick","Brunswick, GA",2015,1.5,3.7
"GA","Brunswick","Brunswick, GA",2016,0.7,1.5
"GA","Brunswick","Brunswick, GA",2017,1,2.4
"GA","Brunswick","Brunswick, GA",2019,1.4,3.9
"GA","Darien-Bellville","Darien-Bellville, GA",1981,6,4.6
"GA","Darien-Bellville","Darien-Bellville, GA",1982,7.1,7.9
"GA","Darien-Bellville","Darien-Bellville, GA",1983,6.9,9.2
"GA","Darien-Bellville","Darien-Bellville, GA",1984,6.5,4.9
"GA","Darien-Bellville","Darien-Bellville, GA",1985,6.4,8.1
"GA","Darien-Bellville","Darien-Bellville, GA",1986,5,8.3
"GA","Darien-Bellville","Darien-Bellville, GA",1987,5,7
"GA","Darien-Bellville","Darien-Bellville, GA",1988,6,7
"GA","Darien-Bellville","Darien-Bellville, GA",1989,6,4
"GA","Darien-Bellville","Darien-Bellville, GA",1990,6,9
"GA","Darien-Bellville","Darien-Bellville, GA",1991,5,9
"GA","Darien-Bellville","Darien-Bellville, GA",1992,6.4,9.2
"GA","Darien-Bellville","Darien-Bellville, GA",1993,6.1,9
"GA","Darien-Bellville","Darien-Bellville, GA",1994,6,8
"GA","Darien-Bellville","Darien-Bellville, GA",1995,6,11
"GA","Darien-Bellville","Darien-Bellville, GA",1996,5.5,8.7
"GA","Darien-Bellville","Darien-Bellville, GA",1997,5.7,10.7
"GA","Darien-Bellville","Darien-Bellville, GA",1998,5.6,10
"GA","Darien-Bellville","Darien-Bellville, GA",1999,4.9,9.2
"GA","Darien-Bellville","Darien-Bellville, GA",2000,4.2,9.4
"GA","Darien-Bellville","Darien-Bellville, GA",2001,4.2,5.8
"GA","Darien-Bellville","Darien-Bellville, GA",2002,4.9,6.9
"GA","Darien-Bellville","Darien-Bellville, GA",2003,5,6
"GA","Darien-Bellville","Darien-Bellville, GA",2004,3.3,5
"GA","Darien-Bellville","Darien-Bellville, GA",2005,3.9,5.7
"GA","Darien-Bellville","Darien-Bellville, GA",2008,3.8,5.2
"GA","Darien-Bellville","Darien-Bellville, GA",2011,7.2,6.4
"GA","Darien-Bellville","Darien-Bellville, GA",2012,4.8,6.8
"GA","Darien-Bellville","Darien-Bellville, GA",2013,6.2,5.4
"GA","Darien-Bellville","Darien-Bellville, GA",2014,7.3,7.2
"GA","Darien-Bellville","Darien-Bellville, GA",2015,3.1,8.7
"GA","Darien-Bellville","Darien-Bellville, GA",2016,2.9,5.9
"GA","Darien-Bellville","Darien-Bellville, GA",2017,5.1,8.5
"GA","Darien-Bellville","Darien-Bellville, GA",2018,3.2,8.8
"GA","Darien-Bellville","Darien-Bellville, GA",2019,3.9,12.5
"GA","Savannah","Savannah, GA",1992,4.2,6
"GA","Savannah","Savannah, GA",1994,4,5
"GA","Savannah","Savannah, GA",1995,4,6
"GA","Savannah","Savannah, GA",1996,3,5
