"tsn","level","sci_name","kingdom","phylum","class","order","family","genus","species"
"161706","Species","Alosa pseudoharengus","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa","Alosa pseudoharengus"
"161707","Species","Alosa chrysochloris","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Alosa","Alosa chrysochloris"
"161722","Species","Clupea harengus","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Clupea","Clupea harengus"
"161729","Species","Sardinops sagax","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Sardinops","Sardinops sagax"
"161731","Genus","Brevoortia","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Brevoortia",NA
"161732","Species","Brevoortia tyrannus","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Brevoortia","Brevoortia tyrannus"
"161733","Species","Brevoortia gunteri","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Brevoortia","Brevoortia gunteri"
"161734","Species","Brevoortia patronus","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Brevoortia","Brevoortia patronus"
"161735","Species","Brevoortia smithi","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Brevoortia","Brevoortia smithi"
"161737","Species","Dorosoma cepedianum","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Dorosoma","Dorosoma cepedianum"
"161738","Species","Dorosoma petenense","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Dorosoma","Dorosoma petenense"
"161743","Species","Etrumeus teres","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Etrumeus","Etrumeus teres"
"161748","Species","Opisthonema oglinum","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Opisthonema","Opisthonema oglinum"
"161753","Species","Harengula clupeola","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Harengula","Harengula clupeola"
"161754","Species","Harengula humeralis","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Harengula","Harengula humeralis"
"161755","Species","Harengula jaguana","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Harengula","Harengula jaguana"
"161763","Species","Sardinella aurita","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Sardinella","Sardinella aurita"
"161785","Species","Spratelloides delicatulus","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Spratelloides","Spratelloides delicatulus"
"161825","Species","Herklotsichthys quadrimaculatus","Animalia","Chordata","Teleostei","Clupeiformes","Clupeidae","Herklotsichthys","Herklotsichthys quadrimaculatus"
"161828","Species","Engraulis mordax","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Engraulis","Engraulis mordax"
"161830","Species","Engraulis eurystole","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Engraulis","Engraulis eurystole"
"161837","Genus","Anchoa","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Anchoa",NA
"161838","Species","Anchoa hepsetus","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Anchoa","Anchoa hepsetus"
"161839","Species","Anchoa mitchilli","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Anchoa","Anchoa mitchilli"
"161841","Species","Anchoa lamprotaenia","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Anchoa","Anchoa lamprotaenia"
"161842","Species","Anchoa lyolepis","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Anchoa","Anchoa lyolepis"
"161846","Species","Anchoa cayorum","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Anchoa","Anchoa cayorum"
"161847","Species","Anchoa compressa","Animalia","Chordata","Teleostei","Clupeiformes","Engraulidae","Anchoa","Anchoa compressa"
"161903","Family","Hiodontidae","Animalia","Chordata","Teleostei","Osteoglossiformes","Hiodontidae",NA,NA
"161931","Family","Salmonidae","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae",NA,NA
"161932","Genus","Coregonus","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus",NA
"161941","Species","Coregonus clupeaformis","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Coregonus","Coregonus clupeaformis"
"161974","Genus","Oncorhynchus","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus",NA
"161975","Species","Oncorhynchus gorbuscha","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus gorbuscha"
"161976","Species","Oncorhynchus keta","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus keta"
"161977","Species","Oncorhynchus kisutch","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus kisutch"
"161979","Species","Oncorhynchus nerka","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus nerka"
"161980","Species","Oncorhynchus tshawytscha","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus tshawytscha"
"161983","Species","Oncorhynchus clarkii","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus clarkii"
"161989","Species","Oncorhynchus mykiss","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Oncorhynchus","Oncorhynchus mykiss"
"161994","Genus","Salmo","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo",NA
"161996","Species","Salmo salar","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo","Salmo salar"
"161997","Species","Salmo trutta","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salmo","Salmo trutta"
"162000","Species","Salvelinus malma","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salvelinus","Salvelinus malma"
"162001","Species","Salvelinus alpinus","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salvelinus","Salvelinus alpinus"
"162002","Species","Salvelinus namaycush","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salvelinus","Salvelinus namaycush"
"162003","Species","Salvelinus fontinalis","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Salvelinus","Salvelinus fontinalis"
"162006","Species","Stenodus leucichthys","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Stenodus","Stenodus leucichthys"
"162008","Species","Prosopium cylindraceum","Animalia","Chordata","Teleostei","Salmoniformes","Salmonidae","Prosopium","Prosopium cylindraceum"
"162028","Family","Osmeridae","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae",NA,NA
"162030","Species","Hypomesus pretiosus","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Hypomesus","Hypomesus pretiosus"
"162035","Species","Mallotus villosus","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Mallotus","Mallotus villosus"
"162041","Species","Osmerus mordax","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Osmerus","Osmerus mordax"
"162048","Species","Spirinchus starksi","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Spirinchus","Spirinchus starksi"
"162049","Species","Spirinchus thaleichthys","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Spirinchus","Spirinchus thaleichthys"
"162051","Species","Thaleichthys pacificus","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Thaleichthys","Thaleichthys pacificus"
"162053","Species","Allosmerus elongatus","Animalia","Chordata","Teleostei","Osmeriformes","Osmeridae","Allosmerus","Allosmerus elongatus"
"162057","Family","Argentinidae","Animalia","Chordata","Teleostei","Osmeriformes","Argentinidae",NA,NA
"162068","Species","Argentina sialis","Animalia","Chordata","Teleostei","Osmeriformes","Argentinidae","Argentina","Argentina sialis"
"162137","Family","Esocidae","Animalia","Chordata","Teleostei","Esociformes","Esocidae",NA,NA
"162143","Species","Esox niger","Animalia","Chordata","Teleostei","Esociformes","Esocidae","Esox","Esox niger"
"162374","Family","Synodontidae","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae",NA,NA
"162375","Genus","Synodus","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Synodus",NA
"162376","Species","Synodus foetens","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Synodus","Synodus foetens"
"162377","Species","Synodus intermedius","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Synodus","Synodus intermedius"
"162378","Species","Synodus lucioceps","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Synodus","Synodus lucioceps"
"162379","Species","Synodus poeyi","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Synodus","Synodus poeyi"
"162382","Species","Synodus synodus","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Synodus","Synodus synodus"
"162413","Species","Saurida gracilis","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Saurida","Saurida gracilis"
"162420","Species","Trachinocephalus myops","Animalia","Chordata","Teleostei","Aulopiformes","Synodontidae","Trachinocephalus","Trachinocephalus myops"
"162527","Species","Alepisaurus ferox","Animalia","Chordata","Teleostei","Aulopiformes","Alepisauridae","Alepisaurus","Alepisaurus ferox"
"162534","Species","Anotopterus pharao","Animalia","Chordata","Teleostei","Aulopiformes","Paralepididae","Anotopterus","Anotopterus pharao"
"162838","Species","Chanos chanos","Animalia","Chordata","Teleostei","Gonorynchiformes","Chanidae","Chanos","Chanos chanos"
"163342","Family","Cyprinidae","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae",NA,NA
"163344","Species","Cyprinus carpio","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Cyprinus","Cyprinus carpio"
"163350","Species","Carassius auratus","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Carassius","Carassius auratus"
"163368","Species","Notemigonus crysoleucas","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Notemigonus","Notemigonus crysoleucas"
"163522","Genus","Ptychocheilus","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Ptychocheilus",NA
"163537","Species","Ctenopharyngodon idella","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Ctenopharyngodon","Ctenopharyngodon idella"
"163589","Species","Orthodon microlepidotus","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Orthodon","Orthodon microlepidotus"
"163603","Species","Pogonichthys macrolepidotus","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Pogonichthys","Pogonichthys macrolepidotus"
"163691","Species","Hypophthalmichthys molitrix","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Hypophthalmichthys","Hypophthalmichthys molitrix"
"163692","Species","Hypophthalmichthys nobilis","Animalia","Chordata","Teleostei","Cypriniformes","Cyprinidae","Hypophthalmichthys","Hypophthalmichthys nobilis"
"163892","Family","Catostomidae","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae",NA,NA
"163917","Species","Carpiodes cyprinus","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Carpiodes","Carpiodes cyprinus"
"163954","Genus","Ictiobus","Animalia","Chordata","Teleostei","Cypriniformes","Catostomidae","Ictiobus",NA
"163992","Order","Siluriformes","Animalia","Chordata","Teleostei","Siluriformes",NA,NA,NA
"163995","Family","Ictaluridae","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae",NA,NA
"163996","Genus","Ictalurus","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ictalurus",NA
"163997","Species","Ictalurus furcatus","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ictalurus","Ictalurus furcatus"
"163998","Species","Ictalurus punctatus","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ictalurus","Ictalurus punctatus"
"164029","Species","Pylodictis olivaris","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Pylodictis","Pylodictis olivaris"
"164034","Genus","Ameiurus","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ameiurus",NA
"164037","Species","Ameiurus catus","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ameiurus","Ameiurus catus"
"164039","Species","Ameiurus melas","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ameiurus","Ameiurus melas"
"164041","Species","Ameiurus natalis","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ameiurus","Ameiurus natalis"
"164043","Species","Ameiurus nebulosus","Animalia","Chordata","Teleostei","Siluriformes","Ictaluridae","Ameiurus","Ameiurus nebulosus"
"164066","Family","Siluridae","Animalia","Chordata","Teleostei","Siluriformes","Siluridae",NA,NA
"164157","Family","Ariidae","Animalia","Chordata","Teleostei","Siluriformes","Ariidae",NA,NA
"164159","Species","Bagre marinus","Animalia","Chordata","Teleostei","Siluriformes","Ariidae","Bagre","Bagre marinus"
"164412","Family","Batrachoididae","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae",NA,NA
"164413","Genus","Porichthys","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys",NA
"164414","Species","Porichthys notatus","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys notatus"
"164420","Species","Porichthys myriaster","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys myriaster"
"164421","Species","Porichthys plectrodon","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Porichthys","Porichthys plectrodon"
"164422","Genus","Opsanus","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Opsanus",NA
"164423","Species","Opsanus tau","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Opsanus","Opsanus tau"
"164424","Species","Opsanus beta","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Opsanus","Opsanus beta"
"164425","Species","Opsanus pardus","Animalia","Chordata","Teleostei","Batrachoidiformes","Batrachoididae","Opsanus","Opsanus pardus"
"164457","Family","Gobiesocidae","Animalia","Chordata","Teleostei","Perciformes","Gobiesocidae",NA,NA
"164459","Species","Gobiesox maeandricus","Animalia","Chordata","Teleostei","Perciformes","Gobiesocidae","Gobiesox","Gobiesox maeandricus"
"164460","Species","Gobiesox strumosus","Animalia","Chordata","Teleostei","Perciformes","Gobiesocidae","Gobiesox","Gobiesox strumosus"
"164499","Species","Lophius americanus","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","Lophius americanus"
"164500","Species","Lophius gastrophysus","Animalia","Chordata","Teleostei","Lophiiformes","Lophiidae","Lophius","Lophius gastrophysus"
"164518","Family","Antennariidae","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae",NA,NA
"164520","Species","Histrio histrio","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Histrio","Histrio histrio"
"164522","Genus","Antennarius","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Antennarius",NA
"164524","Species","Antennarius ocellatus","Animalia","Chordata","Teleostei","Lophiiformes","Antennariidae","Antennarius","Antennarius ocellatus"
"164593","Genus","Halieutichthys","Animalia","Chordata","Teleostei","Lophiiformes","Ogcocephalidae","Halieutichthys",NA
"164701","Family","Gadidae","Animalia","Chordata","Teleostei","Gadiformes","Gadidae",NA,NA
"164703","Species","Arctogadus borisovi","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Arctogadus","Arctogadus borisovi"
"164706","Species","Boreogadus saida","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Boreogadus","Boreogadus saida"
"164711","Species","Gadus macrocephalus","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus","Gadus macrocephalus"
"164712","Species","Gadus morhua","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Gadus","Gadus morhua"
"164719","Species","Microgadus proximus","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Microgadus","Microgadus proximus"
"164720","Species","Microgadus tomcod","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Microgadus","Microgadus tomcod"
"164725","Species","Lota lota","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Lota","Lota lota"
"164727","Species","Pollachius virens","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Pollachius","Pollachius virens"
"164729","Genus","Urophycis","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Urophycis",NA
"164730","Species","Urophycis chuss","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Urophycis","Urophycis chuss"
"164731","Species","Urophycis regia","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Urophycis","Urophycis regia"
"164732","Species","Urophycis tenuis","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Urophycis","Urophycis tenuis"
"164735","Species","Urophycis cirrata","Animalia","Chordata","Teleostei","Gadiformes","Gadidae","Urophycis","Urophycis cirrata"
