"source","table","year","port_complex","category","comm_name_orig","presentation","landings_lb","landings_kg","value_usd"
"FB 181","Table 5a",1987,"Los Angeles","Rockfish","Rockfish, group red","whole",129649,58807.8046963817,134747
"FB 181","Table 5a",1987,"Los Angeles","Rockfish","Rockfish, group small","whole",181,82.100229466059,181
"FB 181","Table 5a",1987,"Los Angeles","Rockfish","Rockfish, Pacific ocean perch","whole",217,98.429556873673,161
"FB 181","Table 5a",1987,"Los Angeles","Rockfish","Rockfish, unspecified","whole",115626,52447.0780786881,93359
"FB 181","Table 5a",1987,"Los Angeles","Rockfish","Rockfish, yelloweye","whole",778,352.894908975657,389
"FB 181","Table 5a",1987,"Monterey","Crustaceans","Crab, claws","claws",7413,3362.48066868451,10807
"FB 181","Table 5a",1987,"Monterey","Crustaceans","Crab, Dungeness","whole",18276,8289.85521393201,19456
"FB 181","Table 5a",1987,"Monterey","Crustaceans","Crab, rock unspecified","whole",4823,2187.67628019228,4063
"FB 181","Table 5a",1987,"Monterey","Crustaceans","Lobster, California spiny","whole",220,99.7903341576408,535
"FB 181","Table 5a",1987,"Monterey","Crustaceans","Prawn, spot","whole",11147,5056.19479479646,58175
"FB 181","Table 5a",1987,"Monterey","Crustaceans","Shrimp, Pacific Ocean","whole",179,81.1930446100805,126
"FB 181","Table 5a",1987,"Monterey","Crustaceans","Shrimp, unspecified","whole",906,410.954739758284,5292
"FB 181","Table 5a",1987,"Monterey","Echinoderms","Urchin, red","whole",970,439.984655149598,134
"FB 181","Table 5a",1987,"Monterey","Fish","Anchovy, northern","whole",1491055,676331.25771555,64486
"FB 181","Table 5a",1987,"Monterey","Fish","Bass, giant sea","whole",78,35.3802093831636,153
"FB 181","Table 5a",1987,"Monterey","Fish","Bass, kelp","whole",23,10.4326258437534,18
"FB 181","Table 5a",1987,"Monterey","Fish","Bonito, Pacific","whole",18756,8507.57957936687,4532
"FB 181","Table 5a",1987,"Monterey","Fish","Butterfish (Pacific pompano)","whole",9898,4489.65785223786,9154
"FB 181","Table 5a",1987,"Monterey","Fish","Cabezon","whole",1275,578.330345686327,413
"FB 181","Table 5a",1987,"Monterey","Fish","Cod, Pacific","whole",270,122.469955557105,75
"FB 181","Table 5a",1987,"Monterey","Fish","Croaker, white","whole",301620,136812.548130126,90801
"FB 181","Table 5a",1987,"Monterey","Fish","Eel","whole",221,100.24392658563,25
"FB 181","Table 5a",1987,"Monterey","Fish","Eel, wolf (wolf-eel)","whole",53,24.0403986834316,15
"FB 181","Table 5a",1987,"Monterey","Fish","Fish, unspecified","whole",128330,58209.5162838638,3067
"FB 181","Table 5a",1987,"Monterey","Fish","Flounder, starry","whole",23588,10699.3381914111,12607
"FB 181","Table 5a",1987,"Monterey","Fish","Flounder, unspecified","whole",21993,9975.85826876815,12082
"FB 181","Table 5a",1987,"Monterey","Fish","Greenling, kelp","whole",245,111.130144857373,80
"FB 181","Table 5a",1987,"Monterey","Fish","Guitarfish, shovelnose","whole",153,69.3996414823593,113
"FB 181","Table 5a",1987,"Monterey","Fish","Halibut, California","whole",94318,42781.9306230926,208178
"FB 181","Table 5a",1987,"Monterey","Fish","Herring, Pacific","whole",49727,22555.7906666227,577
"FB 181","Table 5a",1987,"Monterey","Fish","Jacksmelt","whole",391,177.354639343807,51
"FB 181","Table 5a",1987,"Monterey","Fish","Lingcod","whole",322082,146093.956391642,117503
"FB 181","Table 5a",1987,"Monterey","Fish","Louvar","whole",1987,901.288154414692,2512
"FB 181","Table 5a",1987,"Monterey","Fish","Mackerel, jack","whole",462329,209708.933639854,31600
"FB 181","Table 5a",1987,"Monterey","Fish","Mackerel, Pacific","whole",708621,321425.119914189,37774
"FB 181","Table 5a",1987,"Monterey","Fish","Mackerel, unspecified","whole",1400549,635278.421427953,72755
"FB 181","Table 5a",1987,"Monterey","Fish","Opah","whole",7361,3338.89386242906,2633
"FB 181","Table 5a",1987,"Monterey","Fish","Queenfish","whole",9,4.08233185190349,4
"FB 181","Table 5a",1987,"Monterey","Fish","Sablefish","whole",876453,397552.444288485,240051
"FB 181","Table 5a",1987,"Monterey","Fish","Salmon","whole",3454,1566.70824627496,10597
"FB 181","Table 5a",1987,"Monterey","Fish","Salmon, Chinook","whole",701313,318110.266450443,1998996
"FB 181","Table 5a",1987,"Monterey","Fish","Salmon, coho","whole",794,360.152387823485,1967
"FB 181","Table 5a",1987,"Monterey","Fish","Sanddab","whole",82292,37327.0280840935,25394
"FB 181","Table 5a",1987,"Monterey","Fish","Sardine, Pacific","whole",104843,47555.9909276797,5197
"FB 181","Table 5a",1987,"Monterey","Fish","Seabass, white","whole",204,92.5328553098124,425
"FB 181","Table 5a",1987,"Monterey","Fish","Shad, American","whole",25,11.3398106997319,3
"FB 181","Table 5a",1987,"Monterey","Fish","Shark, bigeye thresher","whole",3095,1403.86856462681,2867
"FB 181","Table 5a",1987,"Monterey","Fish","Shark, blue","whole",190,86.1825613179625,77
"FB 181","Table 5a",1987,"Monterey","Fish","Shark, brown smoothhound","whole",3,1.36077728396783,3
"FB 181","Table 5a",1987,"Monterey","Fish","Shark, leopard","whole",7758,3518.97005634081,5555
"FB 181","Table 5a",1987,"Monterey","Fish","Shark, Pacific angel","whole",6961,3157.45689123335,3240
"FB 181","Table 5a",1987,"Monterey","Fish","Shark, shortfin mako","whole",12160,5515.6839243496,14193
"FB 181","Table 5a",1987,"Monterey","Fish","Shark, soupfin","whole",12901,5851.79591348965,8420
"FB 181","Table 5a",1987,"Monterey","Fish","Shark, spiny dogfish","whole",283,128.366657120965,75
"FB 181","Table 5a",1987,"Monterey","Fish","Shark, thresher","whole",49986,22673.271105472,76764
"FB 181","Table 5a",1987,"Monterey","Fish","Shark, unspecified","whole",8683,3938.54305223089,4968
"FB 181","Table 5a",1987,"Monterey","Fish","Sheephead, California","whole",15,6.80388641983915,7
"FB 181","Table 5a",1987,"Monterey","Fish","Skate, unspecified","whole",26864,12185.3069855039,7199
"FB 181","Table 5a",1987,"Monterey","Fish","Smelt, surf","whole",545,247.207873254156,300
"FB 181","Table 5a",1987,"Monterey","Fish","Smelt, whitebait","whole",1841,835.063659928258,919
"FB 181","Table 5a",1987,"Monterey","Fish","Smelts, true","whole",915,415.037071610188,298
"FB 181","Table 5a",1987,"Monterey","Fish","Sole, butter","whole",14111,6400.64275135668,2430
"FB 181","Table 5a",1987,"Monterey","Fish","Sole, Dover","whole",1236920,561057.546028496,296017
"FB 181","Table 5a",1987,"Monterey","Fish","Sole, English","whole",372760,169081.113457283,120508
"FB 181","Table 5a",1987,"Monterey","Fish","Sole, petrale","whole",218552,99133.5323219123,153863
"FB 181","Table 5a",1987,"Monterey","Fish","Sole, rex","whole",128456,58266.6689297905,45373
"FB 181","Table 5a",1987,"Monterey","Fish","Sole, rock","whole",15,6.80388641983915,6
"FB 181","Table 5a",1987,"Monterey","Fish","Sole, sand","whole",5573,2527.87060118424,3231
"FB 181","Table 5a",1987,"Monterey","Fish","Sole, unspecified","whole",6591,2989.62769287732,1349
"FB 181","Table 5a",1987,"Monterey","Fish","Stingray","whole",265,120.201993417158,2650
"FB 181","Table 5a",1987,"Monterey","Fish","Surfperch, redtail","whole",171,77.5643051861663,145
"FB 181","Table 5a",1987,"Monterey","Fish","Surfperch, unspecified","whole",2905,1317.68600330885,581
"FB 181","Table 5a",1987,"Monterey","Fish","Swordfish","whole",393127,178319.43043814,1412986
"FB 181","Table 5a",1987,"Monterey","Fish","Thornyheads (unspecified)","whole",209734,95133.7542919029,53816
"FB 181","Table 5a",1987,"Monterey","Fish","Tuna, albacore","whole",1343265,609294.832783015,974002
"FB 181","Table 5a",1987,"Monterey","Fish","Tuna, bigeye","whole",1278,579.691122970295,1783
"FB 181","Table 5a",1987,"Monterey","Fish","Tuna, bluefin","whole",140,63.5029399184987,76
"FB 181","Table 5a",1987,"Monterey","Fish","Tuna, unspecified","whole",1183,536.599842311314,1477
"FB 181","Table 5a",1987,"Monterey","Fish","Tuna, yellowfin","whole",405,183.704933335657,257
"FB 181","Table 5a",1987,"Monterey","Fish","Turbot","whole",53,24.0403986834316,26
"FB 181","Table 5a",1987,"Monterey","Fish","Whiting, Pacific","whole",1517,688.099713259732,144
"FB 181","Table 5a",1987,"Monterey","Fish","Yellowtail","whole",208,94.3472250217695,312
"FB 181","Table 5a",1987,"Monterey","Mollusks","Abalone, red","whole",161,73.0283809062735,392
"FB 181","Table 5a",1987,"Monterey","Mollusks","Octopus, unspecified","whole",828,375.574530375121,933
"FB 181","Table 5a",1987,"Monterey","Mollusks","Squid, market","whole",12369609,5610760.979588,1205917
"FB 181","Table 5a",1987,"Monterey","Plants","Kelp","whole",29,13.154180411689,22
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, bank","whole",2000,907.184855978553,800
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, black","whole",56,25.4011759673995,18
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, black-and-yellow","whole",162,73.4819733342628,67
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, blue","whole",17698,8027.67879055421,5758
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, brown","whole",9051,4105.46506573094,3643
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, chilipepper","whole",3394,1539.4927005956,1171
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, China","whole",6517,2956.06185320611,3108
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, cowcod","whole",1425,646.369209884719,702
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group bocaccio/chilipepper","whole",2471971,1121267.32780908,890112
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group bolina","whole",10277,4661.56938244579,8868
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group deepwater reds","whole",1876,850.939394907883,814
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group gopher","whole",51529,23373.1642218594,75271
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group red","whole",158781,72021.8593085653,84927
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group rosefish","whole",297960,135152.399843685,71209
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, group small","whole",61294,27802.4942811747,12982
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, unspecified","whole",2459749,1115723.52115419,816764
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, vermilion","whole",32,14.5149576956568,19
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, widow","whole",250090,113438.930315838,89728
"FB 181","Table 5a",1987,"Monterey","Rockfish","Rockfish, yellowtail","whole",3380,1533.14240660375,1617
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Crab, claws","claws",30676,13914.401320999,21562
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Crab, Dungeness","whole",3726,1690.08538668804,3660
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Crab, rock unspecified","whole",193757,87886.7080699182,179477
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Crab, spider","whole",115,52.1631292187668,79
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Lobster, California spiny","whole",2858,1296.36715919335,14197
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Prawn, ridgeback","whole",916,415.490664038177,1131
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Prawn, spot","whole",8371,3797.02221469823,27362
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Shrimp, ghost","whole",39,17.6901046915818,314
"FB 181","Table 5a",1987,"Morro Bay","Crustaceans","Shrimp, Pacific Ocean","whole",658293,298596.720198345,277905
"FB 181","Table 5a",1987,"Morro Bay","Echinoderms","Urchin, red","whole",2565,1163.46457779249,1127
"FB 181","Table 5a",1987,"Morro Bay","Fish","Anchovy, northern","whole",5225,2370.02043624397,627
"FB 181","Table 5a",1987,"Morro Bay","Fish","Barracuda, California","whole",538,244.032726258231,313
"FB 181","Table 5a",1987,"Morro Bay","Fish","Bass, barred sand","whole",404,183.251340907668,141
"FB 181","Table 5a",1987,"Morro Bay","Fish","Bass, giant sea","whole",672,304.814111608794,1046
"FB 181","Table 5a",1987,"Morro Bay","Fish","Bonito, Pacific","whole",655073,297136.152580219,150048
"FB 181","Table 5a",1987,"Morro Bay","Fish","Butterfish (Pacific pompano)","whole",860,390.089488070778,216
"FB 181","Table 5a",1987,"Morro Bay","Fish","Cabezon","whole",1533,695.357192107561,449
"FB 181","Table 5a",1987,"Morro Bay","Fish","Cod, Pacific","whole",13,5.89670156386059,7
"FB 181","Table 5a",1987,"Morro Bay","Fish","Croaker, white","whole",33684,15278.8073443908,19801
"FB 181","Table 5a",1987,"Morro Bay","Fish","Eel, wolf (wolf-eel)","whole",106,48.0807973668633,46
"FB 181","Table 5a",1987,"Morro Bay","Fish","Fish, unspecified","whole",88,39.9161336630563,80
"FB 181","Table 5a",1987,"Morro Bay","Fish","Flounder, starry","whole",7085,3213.70235230402,3218
"FB 181","Table 5a",1987,"Morro Bay","Fish","Flounder, unspecified","whole",17650,8005.90635401073,8160
"FB 181","Table 5a",1987,"Morro Bay","Fish","Greenling, kelp","whole",18,8.16466370380697,8
"FB 181","Table 5a",1987,"Morro Bay","Fish","Guitarfish, shovelnose","whole",2914,1321.76833516075,1816
"FB 181","Table 5a",1987,"Morro Bay","Fish","Halibut, California","whole",227151,103033.973610192,480576
"FB 181","Table 5a",1987,"Morro Bay","Fish","Halibut, unspecified","whole",24,10.8862182717426,49
"FB 181","Table 5a",1987,"Morro Bay","Fish","Lingcod","whole",68445,31046.133733726,31487
"FB 181","Table 5a",1987,"Morro Bay","Fish","Louvar","whole",2489,1128.99155326531,3619
"FB 181","Table 5a",1987,"Morro Bay","Fish","Mackerel, unspecified","whole",1836,832.795697788311,458
"FB 181","Table 5a",1987,"Morro Bay","Fish","Opah","whole",11752,5330.61821372998,3544
"FB 181","Table 5a",1987,"Morro Bay","Fish","Opaleye","whole",14,6.35029399184987,12
"FB 181","Table 5a",1987,"Morro Bay","Fish","Ray, bat","whole",130,58.9670156386059,39
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sablefish","whole",780004,353803.908201348,147023
"FB 181","Table 5a",1987,"Morro Bay","Fish","Salmon","whole",19924,9037.37553525834,62713
"FB 181","Table 5a",1987,"Morro Bay","Fish","Salmon, Chinook","whole",358068,162416.933505264,1110978
"FB 181","Table 5a",1987,"Morro Bay","Fish","Salmon, coho","whole",98,44.4520579429491,319
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sanddab","whole",7044,3195.10506275646,2094
"FB 181","Table 5a",1987,"Morro Bay","Fish","Scorpionfish, California","whole",133,60.3277929225738,93
"FB 181","Table 5a",1987,"Morro Bay","Fish","Seabass, white","whole",1075,487.611860088472,2298
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, bigeye thresher","whole",4206,1907.8097521229,2519
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, blue","whole",286,129.727434404933,32
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, brown smoothhound","whole",50,22.6796213994638,28
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, leopard","whole",2519,1142.59932610499,1712
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, Pacific angel","whole",64318,29174.1577834143,30241
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, shortfin mako","whole",27021,12256.5209966982,26498
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, soupfin","whole",14458,6558.03932386896,10374
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, spiny dogfish","whole",6,2.72155456793566,2
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, thresher","whole",87816,39832.6726563063,127606
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, unspecified","whole",1308,593.298895809973,954
"FB 181","Table 5a",1987,"Morro Bay","Fish","Shark, white","whole",325,147.417539096515,154
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sheephead, California","whole",151,68.4924566263807,90
"FB 181","Table 5a",1987,"Morro Bay","Fish","Skate, unspecified","whole",6150,2789.59343213405,1464
"FB 181","Table 5a",1987,"Morro Bay","Fish","Smelts, true","whole",139,63.0493474905094,42
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, bigmouth","whole",178,80.7394521820912,45
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, Dover","whole",5477187,2484410.5498813,956741
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, English","whole",63851,28962.3301195433,26360
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, fantail","whole",17,7.7110712758177,7
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, petrale","whole",152008,68949.6777937939,143328
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, rex","whole",353871,160513.206084993,119907
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, rock","whole",12,5.44310913587132,11
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, sand","whole",1229,557.465093998821,640
"FB 181","Table 5a",1987,"Morro Bay","Fish","Sole, unspecified","whole",1641,744.345174330403,611
"FB 181","Table 5a",1987,"Morro Bay","Fish","Surfperch, barred","whole",22213,10075.6486029258,27487
"FB 181","Table 5a",1987,"Morro Bay","Fish","Surfperch, black","whole",41,18.5972895475603,26
"FB 181","Table 5a",1987,"Morro Bay","Fish","Surfperch, redtail","whole",5,2.26796213994638,5
"FB 181","Table 5a",1987,"Morro Bay","Fish","Surfperch, shiner","whole",45,20.4116592595174,17
"FB 181","Table 5a",1987,"Morro Bay","Fish","Surfperch, unspecified","whole",19858,9007.43843501105,23995
"FB 181","Table 5a",1987,"Morro Bay","Fish","Swordfish","whole",412216,186978.056296028,1055535
"FB 181","Table 5a",1987,"Morro Bay","Fish","Thornyheads (unspecified)","whole",1465830,664889.388719521,269426
"FB 181","Table 5a",1987,"Morro Bay","Fish","Trawled fish for animal food","whole",90,40.8233185190349,55
"FB 181","Table 5a",1987,"Morro Bay","Fish","Tuna, albacore","whole",423823,192242.903607699,316767
"FB 181","Table 5a",1987,"Morro Bay","Fish","Tuna, bigeye","whole",1735,786.982862561394,1711
"FB 181","Table 5a",1987,"Morro Bay","Fish","Tuna, bluefin","whole",567,257.18690666992,423
"FB 181","Table 5a",1987,"Morro Bay","Fish","Tuna, unspecified","whole",2361,1070.93172248268,2251
"FB 181","Table 5a",1987,"Morro Bay","Fish","Tuna, yellowfin","whole",1845,836.878029640215,1983
"FB 181","Table 5a",1987,"Morro Bay","Fish","Turbot","whole",864,391.903857782735,325
"FB 181","Table 5a",1987,"Morro Bay","Fish","Whitefish, ocean","whole",6,2.72155456793566,3
"FB 181","Table 5a",1987,"Morro Bay","Fish","Whiting, Pacific","whole",15,6.80388641983915,4
"FB 181","Table 5a",1987,"Morro Bay","Fish","Yellowtail","whole",129,58.5134232106166,129
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Abalone, black","whole",31,14.0613652676676,75
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Abalone, red","whole",1946,882.690864867132,6313
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Clam, unspecified","whole",6750,3061.74888892762,4725
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Limpet, unspecified","whole",1978,897.205822562789,1978
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Octopus, unspecified","whole",405,183.704933335657,377
"FB 181","Table 5a",1987,"Morro Bay","Mollusks","Snail, sea","whole",2054,931.678847089974,2564
