"source","table","year","port_complex","category","comm_name_orig","presentation","landings_lb","landings_kg","value_usd"
"FB 181","Table 5b",1988,"San Diego","Fish","Cabezon","whole",168,76.2035279021984,69
"FB 181","Table 5b",1988,"San Diego","Fish","Croaker, white","whole",3280,1487.78316380483,2156
"FB 181","Table 5b",1988,"San Diego","Fish","Dolphin (fish)","whole",377,171.004345351957,510
"FB 181","Table 5b",1988,"San Diego","Fish","Fish, unspecified","whole",978,443.613394573512,934
"FB 181","Table 5b",1988,"San Diego","Fish","Flounder, unspecified","whole",145,65.7709020584451,36
"FB 181","Table 5b",1988,"San Diego","Fish","Guitarfish, shovelnose","whole",4171,1891.93401714327,1762
"FB 181","Table 5b",1988,"San Diego","Fish","Halfmoon","whole",1760,798.322673261126,1348
"FB 181","Table 5b",1988,"San Diego","Fish","Halibut, California","whole",77918,35343.0148040684,167671
"FB 181","Table 5b",1988,"San Diego","Fish","Herring, Pacific","whole",13,5.89670156386059,6
"FB 181","Table 5b",1988,"San Diego","Fish","Lingcod","whole",16690,7570.45762314102,10568
"FB 181","Table 5b",1988,"San Diego","Fish","Louvar","whole",692,313.885960168579,1460
"FB 181","Table 5b",1988,"San Diego","Fish","Mackerel, jack","whole",5,2.26796213994638,0.4
"FB 181","Table 5b",1988,"San Diego","Fish","Mackerel, Pacific","whole",14167,6426.04392732408,4799
"FB 181","Table 5b",1988,"San Diego","Fish","Mackerel, unspecified","whole",24298,11021.3888152834,7149
"FB 181","Table 5b",1988,"San Diego","Fish","Mullet, striped","whole",14089,6390.66371794091,10593
"FB 181","Table 5b",1988,"San Diego","Fish","Opah","whole",29010,13158.7163359689,16679
"FB 181","Table 5b",1988,"San Diego","Fish","Opaleye","whole",2877,1304.98541532515,1498
"FB 181","Table 5b",1988,"San Diego","Fish","Sablefish","whole",7455,3381.53155066006,4414
"FB 181","Table 5b",1988,"San Diego","Fish","Salmon","whole",750,340.194320991957,2813
"FB 181","Table 5b",1988,"San Diego","Fish","Salmon, Chinook","whole",3354,1521.34900347603,11840
"FB 181","Table 5b",1988,"San Diego","Fish","Sanddab","whole",19862,9009.25280472301,19714
"FB 181","Table 5b",1988,"San Diego","Fish","Sardine, Pacific","whole",137,62.1421626345309,55
"FB 181","Table 5b",1988,"San Diego","Fish","Scorpionfish, California","whole",12128,5501.16896665394,13526
"FB 181","Table 5b",1988,"San Diego","Fish","Sculpin, staghorn","whole",1650,748.427506182306,1983
"FB 181","Table 5b",1988,"San Diego","Fish","Seabass, white","whole",16921,7675.23747400655,33906
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, bigeye thresher","whole",4232,1919.60315525062,2963
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, blue","whole",2591,1175.25798092022,770
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, brown smoothhound","whole",4201,1905.54178998295,2804
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, gray smoothhound","whole",10,4.53592427989276,7
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, leopard","whole",9585,4347.68342227721,10065
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, Pacific angel","whole",13278,6022.80025884161,6842
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, pelagic thresher","whole",773,350.626946835711,822
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, shortfin mako","whole",115742,52499.6948003348,145319
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, soupfin","whole",46021,20874.7771284945,49026
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, spiny dogfish","whole",1379,625.503958197212,426
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, thresher","whole",171213,77660.920373328,276186
"FB 181","Table 5b",1988,"San Diego","Fish","Shark, unspecified","whole",217,98.429556873673,180
"FB 181","Table 5b",1988,"San Diego","Fish","Sharks, cow","whole",7,3.17514699592493,8
"FB 181","Table 5b",1988,"San Diego","Fish","Sheephead, California","whole",1959,888.587566430992,1050
"FB 181","Table 5b",1988,"San Diego","Fish","Silversides","whole",28,12.7005879836997,14
"FB 181","Table 5b",1988,"San Diego","Fish","Skate, unspecified","whole",411,186.426487903593,124
"FB 181","Table 5b",1988,"San Diego","Fish","Sole, butter","whole",40,18.1436971195711,40
"FB 181","Table 5b",1988,"San Diego","Fish","Sole, petrale","whole",28,12.7005879836997,17
"FB 181","Table 5b",1988,"San Diego","Fish","Sole, rock","whole",4,1.81436971195711,2
"FB 181","Table 5b",1988,"San Diego","Fish","Sole, sand","whole",32,14.5149576956568,17
"FB 181","Table 5b",1988,"San Diego","Fish","Sole, unspecified","whole",3125,1417.47633746649,2518
"FB 181","Table 5b",1988,"San Diego","Fish","Sunfish, ocean","whole",334,151.499870948418,333
"FB 181","Table 5b",1988,"San Diego","Fish","Surfperch, unspecified","whole",10381,4708.74299495668,6234
"FB 181","Table 5b",1988,"San Diego","Fish","Swordfish","whole",776354,352148.295839187,3209986
"FB 181","Table 5b",1988,"San Diego","Fish","Tuna, albacore","whole",28096,12744.1328567867,24050
"FB 181","Table 5b",1988,"San Diego","Fish","Tuna, bigeye","whole",5020,2277.03398850617,8866
"FB 181","Table 5b",1988,"San Diego","Fish","Tuna, bluefin","whole",18465,8375.58418282199,29083
"FB 181","Table 5b",1988,"San Diego","Fish","Tuna, skipjack","whole",444215,201492.560399256,3451
"FB 181","Table 5b",1988,"San Diego","Fish","Tuna, unspecified","whole",3263,1480.07209252901,4742
"FB 181","Table 5b",1988,"San Diego","Fish","Tuna, yellowfin","whole",554757,251633.574574047,46820
"FB 181","Table 5b",1988,"San Diego","Fish","Turbot","whole",2,0.907184855978553,2
"FB 181","Table 5b",1988,"San Diego","Fish","Wahoo","whole",2714,1231.0498495629,4642
"FB 181","Table 5b",1988,"San Diego","Fish","Whitefish, ocean","whole",394,178.715416627775,177
"FB 181","Table 5b",1988,"San Diego","Fish","Whiting, Pacific","whole",25,11.3398106997319,13
"FB 181","Table 5b",1988,"San Diego","Fish","Yellowtail","whole",51960,23568.6625583228,47945
"FB 181","Table 5b",1988,"San Diego","Mollusks","Abalone, black","whole",815,369.67782881126,1848
"FB 181","Table 5b",1988,"San Diego","Mollusks","Abalone, green","whole",675,306.174888892762,3519
"FB 181","Table 5b",1988,"San Diego","Mollusks","Abalone, pink","whole",956,433.634361157748,4750
"FB 181","Table 5b",1988,"San Diego","Mollusks","Abalone, red","whole",6698,3038.16208267217,26472
"FB 181","Table 5b",1988,"San Diego","Mollusks","Abalone, white","whole",2,0.907184855978553,15
"FB 181","Table 5b",1988,"San Diego","Mollusks","Octopus, unspecified","whole",970,439.984655149598,798
"FB 181","Table 5b",1988,"San Diego","Mollusks","Snail, sea","whole",1077,488.519044944451,412
"FB 181","Table 5b",1988,"San Diego","Mollusks","Squid, market","whole",41049,18619.5155765318,7120
"FB 181","Table 5b",1988,"San Diego","Plants","Kelp","whole",780,353.802093831636,172
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, blackgill","whole",37128,16840.9796663859,22314
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, blue","whole",174,78.9250824701341,347
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, brown","whole",4,1.81436971195711,2
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, chilipepper","whole",323,146.510354240536,162
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, cowcod","whole",13775,6248.23569555228,17174
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, group bocaccio/chilipepper","whole",80926,36707.4208274602,51678
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, group bolina","whole",31,14.0613652676676,20
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, group red","whole",44490,20180.3271212429,42770
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, group rosefish","whole",1205,546.578875727078,653
"FB 181","Table 5b",1988,"San Diego","Rockfish","Rockfish, unspecified","whole",325157,147488.753107709,235267
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Crab, claws","claws",4575,2075.18535805094,1599
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Crab, Dungeness","whole",1553396,704608.66326883,2416240
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Crab, rock unspecified","whole",22523,10216.2622556025,34632
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Prawn, spot","whole",250,113.398106997319,589
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Shrimp, bay","whole",121399,55065.6671654702,246978
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Shrimp, brine","whole",123253,55906.6275269623,3464
"FB 181","Table 5b",1988,"San Francisco","Crustaceans","Shrimp, unspecified","whole",30,13.6077728396783,113
"FB 181","Table 5b",1988,"San Francisco","Echinoderms","Urchin, red","whole",261146,118453.848199688,62950
"FB 181","Table 5b",1988,"San Francisco","Fish","Anchovy, northern","whole",1085448,492350.993776104,122551
"FB 181","Table 5b",1988,"San Francisco","Fish","Bonito, Pacific","whole",120,54.4310913587132,45
"FB 181","Table 5b",1988,"San Francisco","Fish","Butterfish (Pacific pompano)","whole",4370,1982.19891031314,4833
"FB 181","Table 5b",1988,"San Francisco","Fish","Cabezon","whole",4960,2249.81844282681,2560
"FB 181","Table 5b",1988,"San Francisco","Fish","Cod, Pacific","whole",116,52.6167216467561,27
"FB 181","Table 5b",1988,"San Francisco","Fish","Croaker, white","whole",305460,138554.343053604,109676
"FB 181","Table 5b",1988,"San Francisco","Fish","Eel, wolf (wolf-eel)","whole",162,73.4819733342628,63
"FB 181","Table 5b",1988,"San Francisco","Fish","Fish, unspecified","whole",1549,702.614670955389,563
"FB 181","Table 5b",1988,"San Francisco","Fish","Flounder, arrowtooth","whole",4250,1927.76781895442,1573
"FB 181","Table 5b",1988,"San Francisco","Fish","Flounder, starry","whole",95572,43350.7355277911,42815
"FB 181","Table 5b",1988,"San Francisco","Fish","Flounder, unspecified","whole",9719,4408.46480762778,3823
"FB 181","Table 5b",1988,"San Francisco","Fish","Greenling, kelp","whole",279,126.552287409008,61
"FB 181","Table 5b",1988,"San Francisco","Fish","Grenadiers","whole",310,140.613652676676,50
"FB 181","Table 5b",1988,"San Francisco","Fish","Guitarfish, shovelnose","whole",86,39.0089488070778,65
"FB 181","Table 5b",1988,"San Francisco","Fish","Hagfish","whole",466573,211633.979904241,204368
"FB 181","Table 5b",1988,"San Francisco","Fish","Halibut, California","whole",126873,57548.6321162835,291259
"FB 181","Table 5b",1988,"San Francisco","Fish","Herring roe on kelp","roe on kelp",15877,7201.68697918574,31755
"FB 181","Table 5b",1988,"San Francisco","Fish","Herring, Pacific","whole",17363541,7875970.72068135,4652576
"FB 181","Table 5b",1988,"San Francisco","Fish","Jacksmelt","whole",255,115.666069137265,94
"FB 181","Table 5b",1988,"San Francisco","Fish","Lingcod","whole",333858,151435.460823644,134513
"FB 181","Table 5b",1988,"San Francisco","Fish","Mackerel, jack","whole",900,408.233185190349,329
"FB 181","Table 5b",1988,"San Francisco","Fish","Mackerel, Pacific","whole",65,29.483507819303,27
"FB 181","Table 5b",1988,"San Francisco","Fish","Mackerel, unspecified","whole",11874,5385.95648994467,3197
"FB 181","Table 5b",1988,"San Francisco","Fish","Mudsucker, longjaw","whole",115,52.1631292187668,262
"FB 181","Table 5b",1988,"San Francisco","Fish","Opah","whole",265,120.201993417158,133
"FB 181","Table 5b",1988,"San Francisco","Fish","Queenfish","whole",1,0.453592427989276,0.4
"FB 181","Table 5b",1988,"San Francisco","Fish","Sablefish","whole",1933042,876813.214185247,945331
"FB 181","Table 5b",1988,"San Francisco","Fish","Salmon","whole",26097,11837.4015932361,70227
"FB 181","Table 5b",1988,"San Francisco","Fish","Salmon, Chinook","whole",3403801,1543938.35998233,9597759
"FB 181","Table 5b",1988,"San Francisco","Fish","Salmon, coho","whole",17935,8135.18019598767,37648
"FB 181","Table 5b",1988,"San Francisco","Fish","Sanddab","whole",591184,268156.585948412,203924
"FB 181","Table 5b",1988,"San Francisco","Fish","Sardine, Pacific","whole",6,2.72155456793566,0.4
"FB 181","Table 5b",1988,"San Francisco","Fish","Scorpionfish, California","whole",111,50.3487595068097,67
"FB 181","Table 5b",1988,"San Francisco","Fish","Sculpin, staghorn","whole",4,1.81436971195711,31
"FB 181","Table 5b",1988,"San Francisco","Fish","Seabass, white","whole",3,1.36077728396783,6
"FB 181","Table 5b",1988,"San Francisco","Fish","Shad, American","whole",26130,11852.3701433598,45289
"FB 181","Table 5b",1988,"San Francisco","Fish","Shad, threadfin","whole",4308,1954.0761797778,7641
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, blue","whole",16,7.25747884782842,12
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, brown smoothhound","whole",2,0.907184855978553,3
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, leopard","whole",5213,2364.5773271081,2630
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, salmon","whole",265,120.201993417158,201
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, sevengill","whole",5,2.26796213994638,10
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, shortfin mako","whole",601,272.609049221555,653
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, sixgill","whole",20,9.07184855978553,40
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, soupfin","whole",5584,2532.86011789212,6330
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, spiny dogfish","whole",223,101.151111441609,22
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, thresher","whole",5227,2370.92762109995,8661
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, unspecified","whole",12320,5588.25871282788,6205
"FB 181","Table 5b",1988,"San Francisco","Fish","Shark, white","whole",1750,793.786748981234,626
"FB 181","Table 5b",1988,"San Francisco","Fish","Skate, unspecified","whole",30395,13786.9418487341,9623
"FB 181","Table 5b",1988,"San Francisco","Fish","Smelt, night","whole",41,18.5972895475603,31
"FB 181","Table 5b",1988,"San Francisco","Fish","Smelt, surf","whole",1801,816.919962808687,940
"FB 181","Table 5b",1988,"San Francisco","Fish","Smelt, whitebait","whole",5529,2507.91253435271,2880
"FB 181","Table 5b",1988,"San Francisco","Fish","Smelts, true","whole",1666,755.684985030134,939
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, butter","whole",7849,3560.24696728783,1579
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, Dover","whole",1395842,633143.361869407,430444
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, English","whole",445633,202135.754462145,182259
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, fantail","whole",20811,9439.71201888483,8530
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, petrale","whole",458286,207875.059453494,331787
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, rex","whole",157956,71647.6455554741,59931
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, rock","whole",7668,3478.14673782177,3264
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, sand","whole",137384,62316.3421268787,102976
"FB 181","Table 5b",1988,"San Francisco","Fish","Sole, unspecified","whole",5373,2437.15211558638,2215
"FB 181","Table 5b",1988,"San Francisco","Fish","Stickleback, threespine","whole",176,79.8322673261126,5332
"FB 181","Table 5b",1988,"San Francisco","Fish","Surfperch, redtail","whole",41,18.5972895475603,41
"FB 181","Table 5b",1988,"San Francisco","Fish","Surfperch, shiner","whole",4,1.81436971195711,2
"FB 181","Table 5b",1988,"San Francisco","Fish","Surfperch, unspecified","whole",11899,5397.2963006444,13092
"FB 181","Table 5b",1988,"San Francisco","Fish","Swordfish","whole",39148,17757.2363709242,159187
"FB 181","Table 5b",1988,"San Francisco","Fish","Thornyheads (unspecified)","whole",215685,97833.0828308671,75418
"FB 181","Table 5b",1988,"San Francisco","Fish","Topsmelt","whole",119,53.9774989307239,105
"FB 181","Table 5b",1988,"San Francisco","Fish","Trawled fish for animal food","whole",844,382.832009222949,692
"FB 181","Table 5b",1988,"San Francisco","Fish","Tuna, albacore","whole",274301,124420.856589886,234374
"FB 181","Table 5b",1988,"San Francisco","Fish","Tuna, unspecified","whole",142,64.4101247744772,142
"FB 181","Table 5b",1988,"San Francisco","Fish","Tuna, yellowfin","whole",91,41.2769109470241,159
"FB 181","Table 5b",1988,"San Francisco","Fish","Turbot","whole",3453,1566.25465384697,1165
"FB 181","Table 5b",1988,"San Francisco","Fish","Whiting, Pacific","whole",1470,666.780869144236,317
"FB 181","Table 5b",1988,"San Francisco","Miscellaneous invertebrates","Tunicates","whole",8,3.62873942391421,14
"FB 181","Table 5b",1988,"San Francisco","Miscellaneous invertebrates","Worms, marine","whole",0.3,0.136077728396783,0.1
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Abalone, black","whole",372,168.736383212011,74
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Abalone, pink","whole",50,22.6796213994638,264
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Abalone, red","whole",117866,53463.1251173841,447879
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Clam, unspecified","whole",15254,6919.09889654842,4255
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Mussel","whole",193,87.5433386019303,112
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Octopus, unspecified","whole",2208,1001.53208100032,2016
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Sea slug","whole",1,0.453592427989276,31
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Snail, sea","whole",28,12.7005879836997,11
"FB 181","Table 5b",1988,"San Francisco","Mollusks","Squid, market","whole",659524,299155.0924772,67944
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, bank","whole",106537,48324.3765006935,25019
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, black","whole",363,164.654051360107,134
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, blackgill","whole",50,22.6796213994638,88
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, blue","whole",1188,538.86780445126,594
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, bocaccio","whole",27,12.2469955557105,13
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, brown","whole",2000,907.184855978553,660
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, canary","whole",11,4.98951670788204,8
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, chilipepper","whole",703,318.875476876461,413
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, China","whole",4929,2235.75707755914,4681
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, copper","whole",373,169.18997564,285
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, cowcod","whole",1027,465.839423544987,390
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group bocaccio/chilipepper","whole",490644,222552.403238371,190452
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group bolina","whole",92807,42096.5524644008,102313
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group gopher","whole",2742,1243.7504375466,2253
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group red","whole",129496,58738.4050548993,76903
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group rosefish","whole",221380,100416.291708266,59699
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, group small","whole",22733,10311.5166654802,6420
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, unspecified","whole",1606739,728804.644155062,581992
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, vermilion","whole",16,7.25747884782842,12
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, widow","whole",275876,125135.26466397,88663
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, yelloweye","whole",902,409.140370046327,724
"FB 181","Table 5b",1988,"San Francisco","Rockfish","Rockfish, yellowtail","whole",197398,89538.2381002272,88127
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, box","whole",56,25.4011759673995,27
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, claws","claws",48978,22216.0499380588,12721
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, Dungeness","whole",644,292.113523625094,1026
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, king","whole",503,228.156991278606,331
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, rock unspecified","whole",225034,102073.718440139,220092
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Crab, spider","whole",55532,25188.8947111005,32751
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Lobster, California spiny","whole",131416,59609.3025166387,671495
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Prawn, ridgeback","whole",135230,61339.3040369898,170943
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Prawn, spot","whole",57924,26273.8877988508,239924
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Shrimp, Pacific Ocean","whole",3468,1573.05854026681,1825
"FB 181","Table 5b",1988,"Santa Barbara","Crustaceans","Shrimp, unspecified","whole",546,247.661465682145,677
"FB 181","Table 5b",1988,"Santa Barbara","Echinoderms","Sea cucumber, unspecified","whole",156825,71134.6325194183,30948
"FB 181","Table 5b",1988,"Santa Barbara","Echinoderms","Sea stars","whole",12485,5663.10146344612,2485
"FB 181","Table 5b",1988,"Santa Barbara","Echinoderms","Urchin, red","whole",11163391,5063629.62828364,5189991
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Anchovy, northern","whole",419035,190071.103062486,55980
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Barracuda, California","whole",4022,1824.34874537287,3764
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Bass, giant sea","whole",3893,1765.83532216225,5019
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Bonito, Pacific","whole",22657,10277.043640953,3315
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Butterfish (Pacific pompano)","whole",11305,5127.86239841877,6543
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Cabezon","whole",719,326.13295572429,315
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Croaker, white","whole",157706,71534.2474484768,73641
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Fish, unspecified","whole",2986,1354.42698997598,1239
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Flounder, starry","whole",18,8.16466370380697,5
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Flounder, unspecified","whole",115,52.1631292187668,72
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Guitarfish, shovelnose","whole",28082,12737.7825627949,11038
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Halibut, California","whole",295616,134089.179192478,631334
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Jacksmelt","whole",92,41.7305033750134,55
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Lingcod","whole",17966,8149.24156125534,7533
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Louvar","whole",353,160.118127080215,469
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Mackerel, jack","whole",14370,6518.1231902059,1115
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Mackerel, Pacific","whole",1324548,600804.94330834,87943
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Mackerel, unspecified","whole",5557173,2520691.59382645,114627
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Opah","whole",2878,1305.43900775314,1725
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Opaleye","whole",36,16.3293274076139,8
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sablefish","whole",14003,6351.65476913384,6233
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Salmon","whole",7056,3200.54817189233,22449
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Salmon, Chinook","whole",5144,2333.27944957684,16426
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Salmon, pink","whole",269,122.016363129115,135
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sanddab","whole",1815,823.270256800537,748
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sardine, Pacific","whole",29345,13310.6697993453,2957
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Scorpionfish, California","whole",1234,559.733056138767,1131
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sculpin, staghorn","whole",413,187.333672759571,560
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Seabass, white","whole",66432,30133.0521761836,130829
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shad, American","whole",139,63.0493474905094,67
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, blue","whole",2867,1300.44949104526,741
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, brown smoothhound","whole",4375,1984.46687245308,1376
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, leopard","whole",8379,3800.65095412215,5375
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, Pacific angel","whole",409792,185878.548250582,266687
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, sevengill","whole",16,7.25747884782842,10
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, shortfin mako","whole",152076,68980.5220788972,210433
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, smooth hammerhead","whole",8,3.62873942391421,4
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, soupfin","whole",25925,11759.383695622,16835
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, spiny dogfish","whole",1565,709.872149803218,154
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, thresher","whole",85580,38818.4399873223,123095
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, unspecified","whole",3364,1525.88492775593,3108
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Shark, white","whole",40,18.1436971195711,44
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sheephead, California","whole",10801,4899.25181471217,4994
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Silversides","whole",101,45.8128352269169,48
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Skate, unspecified","whole",5766,2615.41393978617,2140
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, Dover","whole",17157,7782.28528701202,4857
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, English","whole",57454,26060.6993576959,24727
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, fantail","whole",6,2.72155456793566,5
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, petrale","whole",17005,7713.33923795764,15765
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, rex","whole",4927,2234.84989270316,1961
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, sand","whole",123,55.791868642681,55
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Sole, unspecified","whole",25530,11580.2146865662,11003
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Surfperch, barred","whole",15,6.80388641983915,12
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Surfperch, unspecified","whole",143,64.8637172024665,62
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Swordfish","whole",146534,66466.7128429806,576728
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Thornyheads (unspecified)","whole",4538,2058.40243821534,1285
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Triggerfish","whole",5,2.26796213994638,5
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Tuna, albacore","whole",15668,7106.88616173598,57532
"FB 181","Table 5b",1988,"Santa Barbara","Fish","Tuna, bluefin","whole",81,36.7409866671314,81
