"source","table","category","comm_name_orig","comm_name","sci_name","year","presentation","landings_lb","landings_kg","value_usd"
"FB 181","Table 4a","Fish","Surfperch, white","White surfperch","Phanerodon furcatus",1990,"not specified",157,71.2140111943164,94
"FB 181","Table 4a","Fish","Smelt, whitebait","Whitebait smelt","Allosmerus elongatus",1990,"not specified",52675,23892.9811443351,19039
"FB 181","Table 4a","Fish","Eel, wolf (wolf-eel)","Wolf eel","Anarrhichthys ocellatus",1990,"not specified",2270,1029.65481153566,905
"FB 181","Table 4a","Fish","Goby, yellowfin","Yellowfin goby","Acanthogobius flavimanus",1990,"not specified",3869,1754.94910389051,16897
"FB 181","Table 4a","Fish","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",1990,"not specified",18759198,8509030.16795158,21291712
"FB 181","Table 4a","Fish","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",1990,"not specified",40312,18285.2179571037,42660
"FB 181","Table 4a","Fish","Zebraperch","Zebraperch","Kyphosus azureus",1990,"not specified",1519,689.006898115711,1095
"FB 181","Table 4g","Miscellaneous species","Invertebrates, colonial","Colonial invertebrate","Cnidaria spp.",1990,"not specified",330,149.685501236461,3300
"FB 181","Table 4g","Miscellaneous species","Unspecified species","Fish","Osteichthyes spp.",1990,"not specified",3639,1650.62284545298,2141
"FB 181","Table 4e","Mollusks","Abalone","Abalone","Haliotis spp.",1990,"not specified",217,98.429556873673,1872
"FB 181","Table 4e","Mollusks","Abalone, black","Black abalone","Haliotis cracherodii",1990,"not specified",94193,42725.2315695939,393683
"FB 181","Table 4e","Mollusks","Clam, California jackknife","California jackknife clam","Ensis myrae",1990,"not specified",3820,1732.72307491904,7733
"FB 181","Table 4e","Mollusks","Oyster, European flat","European flat oyster","Ostrea edulis",1990,"not specified",114,51.7095367907775,46
"FB 181","Table 4e","Mollusks","Abalone, green","Green abalone","Haliotis fulgens",1990,"not specified",27333,12398.0418342309,179466
"FB 181","Table 4e","Mollusks","Squid, jumbo","Jumbo squid","Dosidicus gigas",1990,"not specified",3370,1528.60648232386,236
"FB 181","Table 4e","Mollusks","Whelk, Kellet's","Kellet's whelk","Kelletia kelletii",1990,"not specified",1621,735.273325770617,725
"FB 181","Table 4e","Mollusks","Limpet, unspecified","Limpet","Archaeogastropoda spp.",1990,"not specified",1062,481.715158524612,1170
"FB 181","Table 4e","Mollusks","Squid, market","Market squid","Doryteuthis opalescens",1990,"not specified",62714435,28446792.8416257,5188339
"FB 181","Table 4e","Mollusks","Mussel","Mussel","Mytilidae spp.",1990,"not specified",17928,8132.00504899175,10757
"FB 181","Table 4e","Mollusks","Octopus, unspecified","Octopus","Octopoda spp.",1990,"not specified",35140,15939.2379195432,27367
"FB 181","Table 4e","Mollusks","Abalone, pink","Pink abalone","Haliotis corrugata",1990,"not specified",23268,10554.1886144545,139980
"FB 181","Table 4e","Mollusks","Abalone, red","Red abalone","Haliotis rufescens",1990,"not specified",378914,171872.521259129,1820021
"FB 181","Table 4e","Mollusks","Clam, rosy razor","Rosy razor clam","Solecurtus strigilatus",1990,"not specified",52,23.5868062554424,52
"FB 181","Table 4e","Mollusks","Sea slug","Sea slug","Opisthobranchia spp.",1990,"not specified",1,0.453592427989276,24
"FB 181","Table 4e","Mollusks","Snail, sea","Sea snail","Gastropoda spp.",1990,"not specified",24762,11231.8557018705,9714
"FB 181","Table 4e","Mollusks","Abalone, white","White abalone","Haliotis sorenseni",1990,"not specified",17,7.7110712758177,10
"FB 181","Table 4f","Plants","Kelp","Kelp","Macrocystis spp.",1990,"not specified",29,13.154180411689,13
"FB 181","Table 4f","Plants","Algae, marine","Marine algae","Algae spp.",1990,"not specified",36,16.3293274076139,52
"FB 181","Table 4b","Rockfish","Rockfish, bank","Bank rockfish","Sebastes rufus",1990,"not specified",35317,16019.5237792973,11630
"FB 181","Table 4b","Rockfish","Rockfish, black","Black rockfish","Sebastes melanops",1990,"not specified",284390,128997.15059587,119876
"FB 181","Table 4b","Rockfish","Rockfish, blackgill","Blackgill rockfish","Sebastes melanostomus",1990,"not specified",510549,231581.160517497,323936
"FB 181","Table 4b","Rockfish","Rockfish, blue","Blue rockfish","Sebastes mystinus",1990,"not specified",45029,20424.8134399291,20348
"FB 181","Table 4b","Rockfish","Rockfish, bocaccio","Bocaccio rockfish","Sebastes paucispinis",1990,"not specified",5741,2604.07412908644,1630
"FB 181","Table 4b","Rockfish","Rockfish, group bocaccio/chilipepper","Bocaccio/chilipepper rockfish group","Sebastes spp.",1990,"not specified",3851594,1747053.87408893,1409842
"FB 181","Table 4b","Rockfish","Rockfish, group bolina","Bolina rockfish group","Sebastes spp.",1990,"not specified",135187,61319.7995625863,141807
"FB 181","Table 4b","Rockfish","Rockfish, brown","Brown rockfish","Sebastes auriculatus",1990,"not specified",28239,12808.9965739892,13307
"FB 181","Table 4b","Rockfish","Rockfish, canary","Canary rockfish","Sebastes pinniger",1990,"not specified",104073,47206.724758128,73028
"FB 181","Table 4b","Rockfish","Rockfish, chilipepper","Chilipepper rockfish","Sebastes goodei",1990,"not specified",9204,4174.8647072133,3836
"FB 181","Table 4b","Rockfish","Rockfish, China","China rockfish","Sebastes nebulosus",1990,"not specified",13331,6046.84065752504,11858
"FB 181","Table 4b","Rockfish","Rockfish, copper","Copper rockfish","Sebastes caurinus",1990,"not specified",56812,25769.4930189268,30265
"FB 181","Table 4b","Rockfish","Rockfish, copper (whitebelly)","Copper rockfish","Sebastes caurinus",1990,"not specified",2615,1186.14419919196,1836
"FB 181","Table 4b","Rockfish","Rockfish, cowcod","Cowcod rockfish","Sebastes levis",1990,"not specified",35733,16208.2182293408,36540
"FB 181","Table 4b","Rockfish","Rockfish, group deepwater reds","Deepwater reds rockfish group","Sebastes spp.",1990,"not specified",578,262.176423377802,282
"FB 181","Table 4b","Rockfish","Rockfish, gopher","Gopher rockfish","Sebastes carnatus",1990,"not specified",91,41.2769109470241,91
"FB 181","Table 4b","Rockfish","Rockfish, group gopher","Gopher rockfish group","Sebastes spp.",1990,"not specified",134073,60814.4975978062,154259
"FB 181","Table 4b","Rockfish","Rockfish, greenblotched","Greenblotched rockfish","Sebastes rosenblatti",1990,"not specified",5,2.26796213994638,2
"FB 181","Table 4b","Rockfish","Rockfish, greenspotted","Greenspotted rockfish","Sebastes chlorostictus",1990,"not specified",104,47.1736125108847,81
"FB 181","Table 4b","Rockfish","Rockfish, olive","Olive rockfish","Sebastes serranoides",1990,"not specified",627,284.402452349276,358
"FB 181","Table 4b","Rockfish","Rockfish, group red","Red rockfish group","Sebastes spp.",1990,"not specified",2804469,1272085.90293066,1811606
"FB 181","Table 4b","Rockfish","Rockfish, unspecified","Rockfish","Sebastes spp.",1990,"not specified",16036264,7273927.92363703,6157204
"FB 181","Table 4b","Rockfish","Rockfish, group rosefish","Rosefish rockfish group","Sebastes spp.",1990,"not specified",1028221,466393.259899562,244414
"FB 181","Table 4b","Rockfish","Rockfish, rosy","Rosy rockfish","Sebastes rosaceus",1990,"not specified",1328,602.370744369759,865
"FB 181","Table 4b","Rockfish","Rockfish, shortbelly","Shortbelly rockfish","Sebastes jordani",1990,"not specified",6202,2813.18023838949,1058
"FB 181","Table 4b","Rockfish","Rockfish, group small","Small rockfish group","Sebastes spp.",1990,"not specified",1032725,468436.240195225,269209
"FB 181","Table 4b","Rockfish","Rockfish, splitnose","Splitnose rockfish","Sebastes diploproa",1990,"not specified",2674,1212.90615244333,1846
"FB 181","Table 4b","Rockfish","Rockfish, starry","Starry rockfish","Sebastes constellatus",1990,"not specified",3261,1479.16490767303,5049
"FB 181","Table 4b","Rockfish","Rockfish, vermilion","Vermilion rockfish","Sebastes miniatus",1990,"not specified",102,46.2664276549062,85
"FB 181","Table 4b","Rockfish","Rockfish, widow","Widow rockfish","Sebastes entomelas",1990,"not specified",4190872,1900947.80587227,1135405
"FB 181","Table 4b","Rockfish","Rockfish, yelloweye","Yelloweye rockfish","Sebastes ruberrimus",1990,"not specified",86607,39284.2794108673,70334
"FB 181","Table 4b","Rockfish","Rockfish, yellowtail","Yellowtail rockfish","Sebastes flavidus",1990,"not specified",205446,93188.7499606849,88929
"FB 181","Table 4c","Crustaceans","Shrimp, bay","Bay shrimp","Crangon franciscorum",1991,"not specified",140725,63831.7944287909,484384
"FB 181","Table 4c","Crustaceans","Shrimp, brine","Brine shrimp","Artemia salina",1991,"not specified",1611437,730935.621381755,161144
"FB 181","Table 4c","Crustaceans","Crab, box","Brown box crab","Lopholithodes foraminatus",1991,"not specified",384,174.179492347882,604
"FB 181","Table 4c","Crustaceans","Lobster, California spiny","California spiny lobster","Panulirus interruptus",1991,"not specified",605100,274468.778176311,3820157
"FB 181","Table 4c","Crustaceans","Prawn, spot","California spot prawn","Pandalus platyceros",1991,"not specified",313086,142013.438909451,1619314
"FB 181","Table 4c","Crustaceans","Crab, claws","Crab","Brachyura spp.",1991,"claws",28805,13065.7298882311,7733
"FB 181","Table 4c","Crustaceans","Crab, Dungeness","Dungeness crab","Metacarcinus magister",1991,"not specified",4246044,1925973.4073093,6800726
"FB 181","Table 4c","Crustaceans","Shrimp, ghost","Ghost shrimp","Neotrypaea californiensis",1991,"not specified",87,39.462541235067,610
"FB 181","Table 4c","Crustaceans","Crab, king","King crab","Paralithodes spp.",1991,"not specified",275,124.737917697051,275
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean","Ocean (pink) shrimp","Pandalus jordani",1991,"not specified",10364782,4701386.63295955,5833603
"FB 181","Table 4c","Crustaceans","Shrimp, red rock","Red rock shrimp","Lysmata californica",1991,"not specified",100,45.3592427989276,946
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback","Ridgeback prawn","Sicyonia ingentis",1991,"not specified",128483,58278.9159253462,184216
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified","Rock crab","Cancer spp.",1991,"not specified",1623381,736353.329341659,1679537
"FB 181","Table 4c","Crustaceans","Crab, sand","Sand crab","Emerita analoga",1991,"not specified",96,43.5448730869705,48
"FB 181","Table 4c","Crustaceans","Crab, spider","Sheep crab","Loxorhynchus grandis",1991,"not specified",99500,45132.446584933,65742
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified","Shrimp","Decapoda spp.",1991,"not specified",42,19.0508819755496,179
"FB 181","Table 4d","Echinoderms","Urchin, purple sea","Purple sea urchin","Strongylocentrotus purpuratus",1991,"not specified",390186,176985.415107424,231683
"FB 181","Table 4d","Echinoderms","Urchin, red","Red sea urchin","Mesocentrotus franciscanus",1991,"not specified",41945432,19026130.3439391,33352143
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified","Sea cucumber","Holothuroidea spp.",1991,"not specified",581972,263978.092501775,180940
"FB 181","Table 4a","Fish","Tuna, albacore","Albacore tuna","Thunnus alalunga",1991,"not specified",1493802,677577.276115237,1165818
"FB 181","Table 4a","Fish","Shad, American","American shad","Alosa sapidissima",1991,"not specified",70659,32050.3873692943,121702
"FB 181","Table 4a","Fish","Flounder, arrowtooth","Arrowtooth flounder","Atheresthes stomias",1991,"not specified",345090,156530.210974819,41464
"FB 181","Table 4a","Fish","Surfperch, barred","Barred surfperch","Amphistichus argenteus",1991,"not specified",22912,10392.7097100903,34281
"FB 181","Table 4a","Fish","Shark, basking","Basking shark","Cetorhinus maximus",1991,"not specified",81,36.7409866671314,49
"FB 181","Table 4a","Fish","Shark, bigeye thresher","Bigeye thresher shark","Alopias superciliosus",1991,"not specified",40911,18556.9198214693,24783
"FB 181","Table 4a","Fish","Tuna, bigeye","Bigeye tuna","Thunnus obesus",1991,"not specified",16092,7299.20935120344,45717
"FB 181","Table 4a","Fish","Sole, bigmouth","Bigmouth sole","Hippoglossina stomata",1991,"not specified",202,91.6256704538338,77
"FB 181","Table 4a","Fish","Croaker, black","Black croaker","Cheilotrema saturnum",1991,"not specified",525,238.13602469437,367
"FB 181","Table 4a","Fish","Surfperch, black","Black surfperch","Embiotoca jacksoni",1991,"not specified",1951,884.958827007078,757
"FB 181","Table 4a","Fish","Blacksmith","Blacksmith","Chromis punctipinnis",1991,"not specified",164,74.3891581902413,41
"FB 181","Table 4a","Fish","Shark, blue","Blue shark","Prionace glauca",1991,"not specified",1200,544.310913587132,515
"FB 181","Table 4a","Fish","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",1991,"not specified",228895,103825.038804605,115514
"FB 181","Table 4a","Fish","Shark, brown smoothhound","Brown smoothhound shark","Mustelus henlei",1991,"not specified",10444,4737.31931792,5299
"FB 181","Table 4a","Fish","Sole, butter","Butter sole","Isopsetta isolepis",1991,"not specified",1774,804.672967252976,537
"FB 181","Table 4a","Fish","Cabezon","Cabezon","Scorpaenichthys marmoratus",1991,"not specified",16282,7385.3919125214,13636
"FB 181","Table 4a","Fish","Surfperch, calico","Calico surfperch","Amphistichus koelzi",1991,"not specified",157,71.2140111943164,236
"FB 181","Table 4a","Fish","Barracuda, California","California barracuda","Sphyraena argentea",1991,"not specified",341641,154965.770690684,144096
"FB 181","Table 4a","Fish","Halibut, California","California halibut","Paralichthys californicus",1991,"not specified",1040864,472128.02896663,2478805
"FB 181","Table 4a","Fish","Lizardfish, California","California lizardfish","Synodus lucioceps",1991,"not specified",19346,8775.19911188054,3599
"FB 181","Table 4a","Fish","Eel, California moray","California moray eel","Gymnothorax mordax",1991,"not specified",1110,503.487595068097,3329
"FB 181","Table 4a","Fish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",1991,"not specified",63827,28951.4439012715,104810
"FB 181","Table 4a","Fish","Sheephead, California","California sheephead","Semicossyphus pulcher",1991,"not specified",191705,86955.9364076842,503857
"FB 181","Table 4a","Fish","Salmon, Chinook","Chinook salmon","Oncorhynchus tshawytscha",1991,"not specified",3228034,1464211.77969194,8319865
"FB 181","Table 4a","Fish","Salmon, coho","Coho salmon","Oncorhynchus kisutch",1991,"not specified",461722,209433.603036065,702453
"FB 181","Table 4a","Fish","Dolphin (fish)","Common dolphinfish","Coryphaena hippurus",1991,"not specified",713,323.411401156354,1155
"FB 181","Table 4a","Fish","Shark, thresher","Common thresher shark","Alopias vulpinus",1991,"not specified",758238,343931.015413733,968655
"FB 181","Table 4a","Fish","Croaker, unspecified","Croaker","Sciaenidae spp.",1991,"not specified",37,16.7829198356032,15
"FB 181","Table 4a","Fish","Sole, Dover","Dover sole","Microstomus pacificus",1991,"not specified",17021228,7720700.13587905,5059314
"FB 181","Table 4a","Fish","Eel","Eel","Anarrhichthys ocellatus, Gymnothorax mordax",1991,"not specified",1284,582.412677538231,3272
"FB 181","Table 4a","Fish","Sole, English","English sole","Parophrys vetulus",1991,"not specified",1789770,811826.119842367,664297
"FB 181","Table 4a","Fish","Sole, fantail","Fantail sole","Xystreurys liolepis",1991,"not specified",2729,1237.85373598274,1630
"FB 181","Table 4a","Fish","Fish, unspecified","Fish","Osteichthyes spp.",1991,"not specified",23957,10866.7137973391,6053
"FB 181","Table 4a","Fish","Flounder, unspecified","Flounder","Pleuronectidae spp.",1991,"not specified",12052,5466.69594212676,6550
"FB 181","Table 4a","Fish","Flyingfish","Flyingfish","Exocoetidae spp.",1991,"not specified",77638,35216.0089242314,34496
"FB 181","Table 4a","Fish","Bass, giant sea","Giant sea bass","Stereolepis gigas",1991,"not specified",11734,5322.45355002617,16017
"FB 181","Table 4a","Fish","Shark, gray smoothhound","Gray smoothhound shark","Mustelus californicus",1991,"not specified",68,30.8442851032708,124
"FB 181","Table 4a","Fish","Grenadiers","Grenadier","Macrouridae spp.",1991,"not specified",156290,70891.960570444,19926
"FB 181","Table 4a","Fish","Grouper","Grouper","Epinephelinae spp.",1991,"not specified",49,22.2260289714745,54
"FB 181","Table 4a","Fish","Hagfish","Hagfish","Eptatretus spp.",1991,"not specified",303228,137541.924754332,158993
"FB 181","Table 4a","Fish","Halfmoon","Halfmoon","Medialuna californiensis",1991,"not specified",3383,1534.50318388772,2952
"FB 181","Table 4a","Fish","Halibut, unspecified","Halibut","Pleuronectiformes spp.",1991,"not specified",294,133.356173828847,833
"FB 181","Table 4a","Fish","Jacksmelt","Jacksmelt","Atherinopsis californiensis",1991,"not specified",4786,2170.89336035668,1698
"FB 181","Table 4a","Fish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",1991,"not specified",1645,746.15954404236,1121
"FB 181","Table 4a","Fish","Shark, leopard","Leopard shark","Triakis semifasciata",1991,"not specified",47735,21652.2345500681,34778
"FB 181","Table 4a","Fish","Lingcod","Lingcod","Ophiodon elongatus",1991,"not specified",1736081,787473.195976051,709849
"FB 181","Table 4a","Fish","Louvar","Louvar","Luvarus imperialis",1991,"not specified",6147,2788.23265485008,16372
"FB 181","Table 4a","Fish","Mackerel, unspecified","Mackerel","Scombridae spp.",1991,"not specified",746414,338567.738545188,70239
"FB 181","Table 4a","Fish","Trawled fish for animal food","Miscellaneous (animal food)","variable spp.",1991,"not specified",23659,10731.5432537983,14432
"FB 181","Table 4a","Fish","Prickleback, monkeyface","Monkeyface prickleback","Cebidichthys violaceus",1991,"not specified",934,423.655327741984,2733
"FB 181","Table 4a","Fish","Smelt, night","Night smelt","Spirinchus starksi",1991,"not specified",901367,408853.24603941,262272
"FB 181","Table 4a","Fish","Anchovy, northern","Northern anchovy","Engraulis mordax",1991,"not specified",8848805,4013750.94475365,1315710
"FB 181","Table 4a","Fish","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",1991,"not specified",5014,2274.31243393823,3396
"FB 181","Table 4a","Fish","Silversides","Old World silverside","Atherinidae spp.",1991,"not specified",7546,3422.80846160708,1940
"FB 181","Table 4a","Fish","Opah","Opah","Lampris guttatus",1991,"not specified",81669,37044.4400014562,45146
"FB 181","Table 4a","Fish","Opaleye","Opaleye","Girella nigricans",1991,"not specified",1278,579.691122970295,911
"FB 181","Table 4a","Fish","Shark, Pacific angel","Pacific angel shark","Squatina californica",1991,"not specified",181748,82439.516602195,119567
"FB 181","Table 4a","Fish","Bonito, Pacific","Pacific bonito","Sarda chiliensis",1991,"not specified",562057,254944.799298369,107715
"FB 181","Table 4a","Fish","Cod, Pacific","Pacific cod","Gadus macrocephalus",1991,"not specified",459,208.198924447078,201
"FB 181","Table 4a","Fish","Whiting, Pacific","Pacific hake (whiting)","Merluccius productus",1991,"not specified",15196943,6893218.27338464,886944
"FB 181","Table 4a","Fish","Halibut, Pacific","Pacific halibut","Hippoglossus stenolepis",1991,"not specified",4583,2078.81409747485,11638
"FB 181","Table 4a","Fish","Herring roe on kelp","Pacific herring","Clupea pallasii pallasii",1991,"roe on kelp",143971,65304.1554500441,1247241
"FB 181","Table 4a","Fish","Herring, Pacific","Pacific herring","Clupea pallasii pallasii",1991,"not specified",16196408,7346568.02942494,8323371
"FB 181","Table 4a","Fish","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",1991,"not specified",3732110,1692856.83642306,253979
"FB 181","Table 4a","Fish","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",1991,"not specified",69840213,31678991.7859582,5303462
"FB 181","Table 4a","Fish","Butterfish (Pacific pompano)","Pacific pompano (butterfish)","Peprilus simillimus",1991,"not specified",22719,10305.1663714884,23518
"FB 181","Table 4a","Fish","Sanddab, Pacific","Pacific sanddab","Citharichthys sordidus",1991,"not specified",17,7.7110712758177,17
"FB 181","Table 4a","Fish","Sardine, Pacific","Pacific sardine","Sardinops sagax",1991,"not specified",16727151,7587309.03543325,892770
"FB 181","Table 4a","Fish","Tomcod, Pacific","Pacific tomcod","Microgadus proximus",1991,"not specified",11,4.98951670788204,22
"FB 181","Table 4a","Fish","Sole, petrale","Petrale sole","Eopsetta jordani",1991,"not specified",1620124,734875.978803698,1331403
"FB 181","Table 4a","Fish","Salmon, pink","Pink salmon","Oncorhynchus gorbuscha",1991,"not specified",185,83.9145991780161,120
"FB 181","Table 4a","Fish","Midshipman, plainfin","Plainfin midshipman","Porichthys notatus",1991,"not specified",23,10.4326258437534,11
"FB 181","Table 4a","Fish","Queenfish","Queenfish","Seriphus politus",1991,"not specified",31,14.0613652676676,8
"FB 181","Table 4a","Fish","Surfperch, rainbow","Rainbow surfperch","Hypsurus caryi",1991,"not specified",640,290.299153913137,598
"FB 181","Table 4a","Fish","Surfperch, redtail","Redtail surfperch","Amphistichus rhodoterus",1991,"not specified",26590,12061.0226602349,26818
"FB 181","Table 4a","Fish","Sole, rex","Rex sole","Glyptocephalus zachirus",1991,"not specified",1369558,621221.138492137,489357
"FB 181","Table 4a","Fish","Bass, rock","Rock bass","Ambloplites rupestris",1991,"not specified",20,9.07184855978553,10
"FB 181","Table 4a","Fish","Sole, rock","Rock sole","Paraplagusia bilineata",1991,"not specified",14618,6630.61411234724,5329
"FB 181","Table 4a","Fish","Surfperch, rubberlip","Rubberlip surfperch","Rhacochilus toxotes",1991,"not specified",68,30.8442851032708,61
"FB 181","Table 4a","Fish","Sablefish","Sablefish","Anoplopoma fimbria",1991,"not specified",7353503,3335493.27999643,3689177
"FB 181","Table 4a","Fish","Salmon","Salmon","Oncorhynchus spp.",1991,"not specified",10825,4910.13803298392,30242
"FB 181","Table 4a","Fish","Shark, salmon","Salmon shark","Lamna ditropis",1991,"not specified",22,9.97903341576408,11
"FB 181","Table 4a","Fish","Sole, sand","Sand sole","Psettichthys melanostictus",1991,"not specified",144703,65636.1851073322,107671
"FB 181","Table 4a","Fish","Sanddab","Sanddab","Citharichthys spp.",1991,"not specified",1232057,558851.726051184,439616
"FB 181","Table 4a","Fish","Sargo","Sargo","Anisotremus davidsonii",1991,"not specified",289,131.088211688901,202
"FB 181","Table 4a","Fish","Shark, sevengill","Sevengill shark","Notorynchus cepedianus",1991,"not specified",15,6.80388641983915,15
"FB 181","Table 4a","Fish","Shark, unspecified","Shark","Selachimorpha spp.",1991,"not specified",10704,4855.25334919721,5917
"FB 181","Table 4a","Fish","Surfperch, shiner","Shiner surfperch","Cymatogaster aggregata",1991,"not specified",455,206.384554735121,250
"FB 181","Table 4a","Fish","Shark, shortfin mako","Shortfin mako shark","Isurus oxyrinchus",1991,"not specified",333055,151071.226103968,416464
"FB 181","Table 4a","Fish","Guitarfish, shovelnose","Shovelnose guitarfish","Pseudobatos productus",1991,"not specified",52704,23906.1353247468,20784
"FB 181","Table 4a","Fish","Shark, sixgill","Sixgill shark","Hexanchus griseus",1991,"not specified",17,7.7110712758177,8
"FB 181","Table 4a","Fish","Skate, unspecified","Skate","Rajidae spp.",1991,"not specified",113144,51321.2616724187,32875
"FB 181","Table 4a","Fish","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",1991,"not specified",7511801,3407296.05416227,2272981
"FB 181","Table 4a","Fish","Shark, smooth hammerhead","Smooth hammerhead shark","Sphyrna zygaena",1991,"not specified",51,23.1332138274531,43
"FB 181","Table 4a","Fish","Sole, unspecified","Sole","Pleuronectiformes spp.",1991,"not specified",59642,27053.1595901364,34067
"FB 181","Table 4a","Fish","Shark, soupfin","Soupfin shark","Galeorhinus galeus",1991,"not specified",104849,47558.7124822476,79690
"FB 181","Table 4a","Fish","Shark, spiny dogfish","Spiny dogfish shark","Squalus acanthias",1991,"not specified",1523,690.821267827668,232
"FB 181","Table 4a","Fish","Bass, spotted sand","Spotted sand bass","Paralabrax maculatofasciatus",1991,"not specified",25,11.3398106997319,12
"FB 181","Table 4a","Fish","Sculpin, staghorn","Staghorn sculpin","Leptocottus armatus",1991,"not specified",5087,2307.42468118145,17204
"FB 181","Table 4a","Fish","Flounder, starry","Starry flounder","Platichthys stellatus",1991,"not specified",102933,46689.6293902202,51233
"FB 181","Table 4a","Fish","Mullet, striped","Striped mullet","Mugil cephalus",1991,"not specified",16826,7632.14619334756,12610
"FB 181","Table 4a","Fish","Smelt, surf","Surf smelt","Hypomesus pretiosus",1991,"not specified",419288,190185.861946768,67893
"FB 181","Table 4a","Fish","Surfperch, unspecified","Surfperch","Embiotocidae spp.",1991,"not specified",49526,22464.6185885969,60807
"FB 181","Table 4a","Fish","Swordfish","Swordfish","Xiphias gladius",1991,"not specified",1564925,709838.130371118,6345295
"FB 181","Table 4a","Fish","Thornyheads (unspecified)","Thornyhead","Sebastolobus spp.",1991,"not specified",6313351,2863688.20883853,2892374
"FB 181","Table 4a","Fish","Shad, threadfin","Threadfin shad","Dorosoma petenense",1991,"not specified",11521,5225.83836286445,24384
"FB 181","Table 4a","Fish","Stickleback, threespine","Threespine stickleback","Gasterosteus aculeatus",1991,"not specified",121,54.8846837867024,2653
"FB 181","Table 4a","Fish","Smelts, true","True smelt","Osmeridae spp.",1991,"not specified",4713,2137.78111311346,1373
"FB 181","Table 4a","Fish","Tuna, unspecified","Tuna","Scombridae spp.",1991,"not specified",25290,11471.3525038488,20994
"FB 181","Table 4a","Fish","Turbot","Turbot","Pleuronectidae spp.",1991,"not specified",20574,9332.21061345137,6532
"FB 181","Table 4a","Fish","Wahoo","Wahoo","Acanthocybium solandri",1991,"not specified",7610,3451.83837699839,3454
"FB 181","Table 4a","Fish","Surfperch, walleye","Walleye surfperch","Hyperprosopon argenteum",1991,"not specified",434,196.859113747346,303
"FB 181","Table 4a","Fish","Croaker, white","White croaker (kingfish)","Genyonemus lineatus",1991,"not specified",996314,451920.486299708,439215
"FB 181","Table 4a","Fish","Seabass, white","White seabass","Atractoscion nobilis",1991,"not specified",163784,74291.1822257956,341799
"FB 181","Table 4a","Fish","Shark, white","White shark","Carcharodon carcharias",1991,"not specified",121,54.8846837867024,128
"FB 181","Table 4a","Fish","Surfperch, white","White surfperch","Phanerodon furcatus",1991,"not specified",2014,913.535149970403,1188
"FB 181","Table 4a","Fish","Smelt, whitebait","Whitebait smelt","Allosmerus elongatus",1991,"not specified",26761,12138.586965421,8550
"FB 181","Table 4a","Fish","Eel, wolf (wolf-eel)","Wolf eel","Anarrhichthys ocellatus",1991,"not specified",1044,473.550494820805,654
"FB 181","Table 4a","Fish","Goby, yellowfin","Yellowfin goby","Acanthogobius flavimanus",1991,"not specified",379,171.911530207936,2052
"FB 181","Table 4a","Fish","Tuna, yellowfin","Yellowfin tuna","Thunnus albacares",1991,"not specified",9209748,4177471.95648938,9592636
"FB 181","Table 4a","Fish","Yellowtail","Yellowtail (amberjack)","Seriola lalandi",1991,"not specified",21549,9774.46323074092,22557
"FB 181","Table 4a","Fish","Zebraperch","Zebraperch","Kyphosus azureus",1991,"not specified",11,4.98951670788204,13
"FB 181","Table 4g","Miscellaneous species","Invertebrates, colonial","Colonial invertebrate","Cnidaria spp.",1991,"not specified",590,267.619532513673,3623
"FB 181","Table 4g","Miscellaneous species","Worms, marine","Marine worm","Polychaeta spp.",1991,"not specified",127,57.6062383546381,1059
"FB 181","Table 4e","Mollusks","Abalone","Abalone","Haliotis spp.",1991,"not specified",1350,612.349777785523,405
"FB 181","Table 4e","Mollusks","Abalone, black","Black abalone","Haliotis cracherodii",1991,"not specified",27220,12346.7858898681,122129
"FB 181","Table 4e","Mollusks","Clam, California jackknife","California jackknife clam","Ensis myrae",1991,"not specified",4722,2141.86344496536,8282
"FB 181","Table 4e","Mollusks","Abalone, green","Green abalone","Haliotis fulgens",1991,"not specified",8162,3702.22139724847,54847
"FB 181","Table 4e","Mollusks","Squid, jumbo","Jumbo squid","Dosidicus gigas",1991,"not specified",735960,333825.883302988,73596
"FB 181","Table 4e","Mollusks","Whelk, Kellet's","Kellet's whelk","Kelletia kelletii",1991,"not specified",1983,899.473784702735,1496
"FB 181","Table 4e","Mollusks","Limpet, unspecified","Limpet","Archaeogastropoda spp.",1991,"not specified",371,168.282790784022,371
"FB 181","Table 4e","Mollusks","Squid, market","Market squid","Doryteuthis opalescens",1991,"not specified",82426950,37388240.3822507,6151528
"FB 181","Table 4e","Mollusks","Snails, moon","Moon snail","Naticidae spp.",1991,"not specified",2,0.907184855978553,1
