"source","table","category","comm_name_orig","comm_name","sci_name","year","presentation","landings_lb","landings_kg","value_usd"
"FB 181","Table 4c","Crustaceans","Crab, box","Brown box crab","Lopholithodes foraminatus",1988,"not specified",67,30.3906926752815,32
"FB 181","Table 4c","Crustaceans","Lobster, California spiny","California spiny lobster","Panulirus interruptus",1988,"not specified",610563,276946.753610417,3151506
"FB 181","Table 4c","Crustaceans","Prawn, spot","California spot prawn","Pandalus platyceros",1988,"not specified",166621,75578.0239440012,805994
"FB 181","Table 4c","Crustaceans","Shrimp, coonstriped","Coonstriped shrimp","Pandalus danae",1988,"not specified",911,413.222701898231,4557
"FB 181","Table 4c","Crustaceans","Crab, claws","Crab","Brachyura spp.",1988,"claws",96471,43758.5151205535,29434
"FB 181","Table 4c","Crustaceans","Crustacean, unspecified","Crustacean","Crustacea spp.",1988,"not specified",26,11.7934031277212,1297
"FB 181","Table 4c","Crustaceans","Crab, Dungeness","Dungeness crab","Metacarcinus magister",1988,"not specified",11297696,5124549.35932474,14856839
"FB 181","Table 4c","Crustaceans","Shrimp, ghost","Ghost shrimp","Neotrypaea californiensis",1988,"not specified",9087,4121.79439313855,2658
"FB 181","Table 4c","Crustaceans","Crab, king","King crab","Paralithodes spp.",1988,"not specified",687,311.617998028633,437
"FB 181","Table 4c","Crustaceans","Shrimp, Pacific Ocean","Ocean (pink) shrimp","Pandalus jordani",1988,"not specified",11236298,5096699.69143105,4481021
"FB 181","Table 4c","Crustaceans","Shrimp, red rock","Red rock shrimp","Lysmata californica",1988,"not specified",48,21.7724365434853,1983
"FB 181","Table 4c","Crustaceans","Prawn, ridgeback","Ridgeback prawn","Sicyonia ingentis",1988,"not specified",142680,64718.5676255099,199269
"FB 181","Table 4c","Crustaceans","Crab, rock unspecified","Rock crab","Cancer spp.",1988,"not specified",1239273,562124.849011554,1202763
"FB 181","Table 4c","Crustaceans","Crab, sand","Sand crab","Emerita analoga",1988,"not specified",5,2.26796213994638,6
"FB 181","Table 4c","Crustaceans","Crab, spider","Sheep crab","Loxorhynchus grandis",1988,"not specified",107569,48792.4838863785,58579
"FB 181","Table 4c","Crustaceans","Shrimp, unspecified","Shrimp","Decapoda spp.",1988,"not specified",2791,1265.97646651807,12759
"FB 181","Table 4c","Crustaceans","Crab, tanner","Tanner crab","Chionoecetes bairdi",1988,"not specified",100,45.3592427989276,50
"FB 181","Table 4d","Echinoderms","Urchin, red","Red sea urchin","Mesocentrotus franciscanus",1988,"not specified",51987990,23581358.6103822,17116602
"FB 181","Table 4d","Echinoderms","Sea cucumber, unspecified","Sea cucumber","Holothuroidea spp.",1988,"not specified",159106,72169.2768476618,32318
"FB 181","Table 4d","Echinoderms","Sea stars","Sea star","Asteroidea spp.",1988,"not specified",12664,5744.2945080562,3084
"FB 181","Table 4d","Echinoderms","Urchin, white","White sea urchin","Lytechinus anamesus",1988,"not specified",2101,952.99769120547,21010
"FB 181","Table 4a","Fish","Tuna, albacore","Albacore tuna","Thunnus alalunga",1988,"not specified",2669518,1210873.15118108,1774609
"FB 181","Table 4a","Fish","Shad, American","American shad","Alosa sapidissima",1988,"not specified",28102,12746.8544113546,45917
"FB 181","Table 4a","Fish","Flounder, arrowtooth","Arrowtooth flounder","Atheresthes stomias",1988,"not specified",79997,36286.0334618581,12446
"FB 181","Table 4a","Fish","Surfperch, barred","Barred surfperch","Amphistichus argenteus",1988,"not specified",23203,10524.7051066352,28707
"FB 181","Table 4a","Fish","Shark, bigeye thresher","Bigeye thresher shark","Alopias superciliosus",1988,"not specified",12033,5458.07768599496,9634
"FB 181","Table 4a","Fish","Tuna, bigeye","Bigeye tuna","Thunnus obesus",1988,"not specified",14171,6427.85829703603,20336
"FB 181","Table 4a","Fish","Surfperch, black","Black surfperch","Embiotoca jacksoni",1988,"not specified",397,180.076193911743,127
"FB 181","Table 4a","Fish","Shark, blue","Blue shark","Prionace glauca",1988,"not specified",7147,3241.82508283936,2093
"FB 181","Table 4a","Fish","Goby, bluebanded","Bluebanded goby","Lythrypnus dalli",1988,"not specified",32,14.5149576956568,37
"FB 181","Table 4a","Fish","Tuna, bluefin","Bluefin tuna","Thunnus thynnus",1988,"not specified",1771704,803631.519038313,2732567
"FB 181","Table 4a","Fish","Shark, brown smoothhound","Brown smoothhound shark","Mustelus henlei",1988,"not specified",15515,7037.48652025362,10286
"FB 181","Table 4a","Fish","Sole, butter","Butter sole","Isopsetta isolepis",1988,"not specified",9962,4518.68776762917,2128
"FB 181","Table 4a","Fish","Cabezon","Cabezon","Scorpaenichthys marmoratus",1988,"not specified",12732,5775.13879315947,5596
"FB 181","Table 4a","Fish","Barracuda, California","California barracuda","Sphyraena argentea",1988,"not specified",138053,62619.7954612036,113025
"FB 181","Table 4a","Fish","Corbina, California","California corbina","Menticirrhus undulatus",1988,"not specified",13,5.89670156386059,21
"FB 181","Table 4a","Fish","Halibut, California","California halibut","Paralichthys californicus",1988,"not specified",1107207,502220.711416723,2469965
"FB 181","Table 4a","Fish","Lizardfish, California","California lizardfish","Synodus lucioceps",1988,"not specified",8269,3750.75578704333,2429
"FB 181","Table 4a","Fish","Scorpionfish, California","California scorpionfish","Scorpaena guttata",1988,"not specified",29829,13530.2085344921,28200
"FB 181","Table 4a","Fish","Sheephead, California","California sheephead","Semicossyphus pulcher",1988,"not specified",29314,13296.6084340776,29820
"FB 181","Table 4a","Fish","Salmon, Chinook","Chinook salmon","Oncorhynchus tshawytscha",1988,"not specified",14340269,6504637.43372935,40915169
"FB 181","Table 4a","Fish","Salmon, coho","Coho salmon","Oncorhynchus kisutch",1988,"not specified",320051,145172.710170396,706923
"FB 181","Table 4a","Fish","Dolphin (fish)","Common dolphinfish","Coryphaena hippurus",1988,"not specified",377,171.004345351957,510
"FB 181","Table 4a","Fish","Shark, thresher","Common thresher shark","Alopias vulpinus",1988,"not specified",536232,243230.774845546,817859
"FB 181","Table 4a","Fish","Sharks, cow","Cow shark","Hexanchidae spp.",1988,"not specified",156,70.7604187663271,184
"FB 181","Table 4a","Fish","Croaker, unspecified","Croaker","Sciaenidae spp.",1988,"not specified",46,20.8652516875067,20
"FB 181","Table 4a","Fish","Sole, Dover","Dover sole","Microstomus pacificus",1988,"not specified",18071140,8196932.26913413,5285117
"FB 181","Table 4a","Fish","Eel","Eel","Anarrhichthys ocellatus, Gymnothorax mordax",1988,"not specified",117,53.0703140747453,77
"FB 181","Table 4a","Fish","Sole, English","English sole","Parophrys vetulus",1988,"not specified",2351349,1066554.10196016,940724
"FB 181","Table 4a","Fish","Sole, fantail","Fantail sole","Xystreurys liolepis",1988,"not specified",67589,30657.8586153672,24419
"FB 181","Table 4a","Fish","Fish, unspecified","Fish","Osteichthyes spp.",1988,"not specified",101550,46062.311062311,14051
"FB 181","Table 4a","Fish","Flounder, unspecified","Flounder","Pleuronectidae spp.",1988,"not specified",47449,21522.5071156632,22449
"FB 181","Table 4a","Fish","Flyingfish","Flyingfish","Exocoetidae spp.",1988,"not specified",107032,48548.9047525482,42386
"FB 181","Table 4a","Fish","Garibaldi","Garibaldi","Hypsypops rubicundus",1988,"not specified",261,118.387623705201,6969
"FB 181","Table 4a","Fish","Bass, giant sea","Giant sea bass","Stereolepis gigas",1988,"not specified",12326,5590.98026739582,16830
"FB 181","Table 4a","Fish","Shark, gray smoothhound","Gray smoothhound shark","Mustelus californicus",1988,"not specified",20,9.07184855978553,22
"FB 181","Table 4a","Fish","Grenadiers","Grenadier","Macrouridae spp.",1988,"not specified",262779,119194.564634594,40107
"FB 181","Table 4a","Fish","Grouper","Grouper","Epinephelinae spp.",1988,"not specified",115,52.1631292187668,152
"FB 181","Table 4a","Fish","Hagfish","Hagfish","Eptatretus spp.",1988,"not specified",690655,313275.878352934,299144
"FB 181","Table 4a","Fish","Halfmoon","Halfmoon","Medialuna californiensis",1988,"not specified",4321,1959.97288134166,3694
"FB 181","Table 4a","Fish","Shark, horn","Horn shark","Heterodontus francisci",1988,"not specified",136,61.6885702065416,3343
"FB 181","Table 4a","Fish","Jacksmelt","Jacksmelt","Atherinopsis californiensis",1988,"not specified",9357,4244.26434869566,3614
"FB 181","Table 4a","Fish","Bass, kelp","Kelp bass","Paralabrax clathratus",1988,"not specified",0.2,0.0907184855978553,0.3
"FB 181","Table 4a","Fish","Greenling, kelp","Kelp greenling","Hexagrammos decagrammus",1988,"not specified",4180,1896.01634899518,1234
"FB 181","Table 4a","Fish","Shark, leopard","Leopard shark","Triakis semifasciata",1988,"not specified",41704,18916.6186168648,34895
"FB 181","Table 4a","Fish","Lingcod","Lingcod","Ophiodon elongatus",1988,"not specified",1958599,888405.675867369,759574
"FB 181","Table 4a","Fish","Mudsucker, longjaw","Longjaw mudsucker","Gillichthys mirabilis",1988,"not specified",116,52.6167216467561,266
"FB 181","Table 4a","Fish","Louvar","Louvar","Luvarus imperialis",1988,"not specified",10916,4951.41494393094,30876
"FB 181","Table 4a","Fish","Mackerel, unspecified","Mackerel","Scombridae spp.",1988,"not specified",45714328,20735673.0314182,2253731
"FB 181","Table 4a","Fish","Trawled fish for animal food","Miscellaneous (animal food)","variable spp.",1988,"not specified",89900,40777.9592762359,73718
"FB 181","Table 4a","Fish","Smelt, night","Night smelt","Spirinchus starksi",1988,"not specified",11477,5205.88029603292,3698
"FB 181","Table 4a","Fish","Anchovy, northern","Northern anchovy","Engraulis mordax",1988,"not specified",3258054,1477828.62438017,324260
"FB 181","Table 4a","Fish","Sunfish, ocean","Ocean sunfish","Mola mola",1988,"not specified",334,151.499870948418,333
"FB 181","Table 4a","Fish","Whitefish, ocean","Ocean whitefish","Caulolatilus princeps",1988,"not specified",3095,1403.86856462681,2172
"FB 181","Table 4a","Fish","Silversides","Old World silverside","Atherinidae spp.",1988,"not specified",1973,894.937860422842,705
"FB 181","Table 4a","Fish","Opah","Opah","Lampris guttatus",1988,"not specified",67865,30783.0501254922,35053
"FB 181","Table 4a","Fish","Opaleye","Opaleye","Girella nigricans",1988,"not specified",12104,5490.2827483822,8246
"FB 181","Table 4a","Fish","Shark, Pacific angel","Pacific angel shark","Squatina californica",1988,"not specified",491284,222842.702392284,307172
"FB 181","Table 4a","Fish","Bonito, Pacific","Pacific bonito","Sarda chiliensis",1988,"not specified",8682915,3938504.49687451,1273234
"FB 181","Table 4a","Fish","Cod, Pacific","Pacific cod","Gadus macrocephalus",1988,"not specified",11017,4997.22777915786,3193
"FB 181","Table 4a","Fish","Ray, Pacific electric","Pacific electric ray","Tetronarce californica",1988,"not specified",445,201.848630455228,5944
"FB 181","Table 4a","Fish","Whiting, Pacific","Pacific hake (whiting)","Merluccius productus",1988,"not specified",14401883,6532585.07758748,978338
"FB 181","Table 4a","Fish","Halibut, Pacific","Pacific halibut","Hippoglossus stenolepis",1988,"not specified",42802,19414.663102797,73506
"FB 181","Table 4a","Fish","Herring roe on kelp","Pacific herring","Clupea pallasii pallasii",1988,"roe on kelp",15877,7201.68697918574,31755
"FB 181","Table 4a","Fish","Herring, Pacific","Pacific herring","Clupea pallasii pallasii",1988,"not specified",19050726,8641265.06129844,5598399
"FB 181","Table 4a","Fish","Mackerel, jack","Pacific jack mackerel","Trachurus symmetricus",1988,"not specified",11171852,5067467.47381685,729168
"FB 181","Table 4a","Fish","Mackerel, Pacific","Pacific mackerel","Scomber japonicus",1988,"not specified",66418632,30126988.5526062,4712407
"FB 181","Table 4a","Fish","Butterfish (Pacific pompano)","Pacific pompano (butterfish)","Peprilus simillimus",1988,"not specified",20413,9259.1822325451,15361
"FB 181","Table 4a","Fish","Sardine, Pacific","Pacific sardine","Sardinops sagax",1988,"not specified",2619999,1188411.70773948,64782
"FB 181","Table 4a","Fish","Shark, pelagic thresher","Pelagic thresher shark","Alopias pelagicus",1988,"not specified",773,350.626946835711,822
"FB 181","Table 4a","Fish","Sole, petrale","Petrale sole","Eopsetta jordani",1988,"not specified",1752935,795118.042757382,1346999
"FB 181","Table 4a","Fish","Salmon, pink","Pink salmon","Oncorhynchus gorbuscha",1988,"not specified",269,122.016363129115,135
"FB 181","Table 4a","Fish","Queenfish","Queenfish","Seriphus politus",1988,"not specified",122,55.3382762146917,43
"FB 181","Table 4a","Fish","Surfperch, rainbow","Rainbow surfperch","Hypsurus caryi",1988,"not specified",476,215.909995722896,384
"FB 181","Table 4a","Fish","Ray, unspecified","Ray","Rajiformes spp.",1988,"not specified",1273,577.423160830349,15213
"FB 181","Table 4a","Fish","Surfperch, redtail","Redtail surfperch","Amphistichus rhodoterus",1988,"not specified",21223,9626.59209921641,16912
"FB 181","Table 4a","Fish","Sole, rex","Rex sole","Glyptocephalus zachirus",1988,"not specified",1854323,841106.871846359,695984
"FB 181","Table 4a","Fish","Bass, rock","Rock bass","Ambloplites rupestris",1988,"not specified",23,10.4326258437534,11
"FB 181","Table 4a","Fish","Sole, rock","Rock sole","Paraplagusia bilineata",1988,"not specified",12064,5472.13905126263,5405
"FB 181","Table 4a","Fish","Wrasse, rock","Rock wrasse","Halichoeres semicinctus",1988,"not specified",1,0.453592427989276,90
"FB 181","Table 4a","Fish","Surfperch, rubberlip","Rubberlip surfperch","Rhacochilus toxotes",1988,"not specified",31,14.0613652676676,22
"FB 181","Table 4a","Fish","Sablefish","Sablefish","Anoplopoma fimbria",1988,"not specified",8360438,3792231.37147381,3369697
"FB 181","Table 4a","Fish","Salmon","Salmon","Oncorhynchus spp.",1988,"not specified",94428,42831.8257901714,241802
"FB 181","Table 4a","Fish","Shark, salmon","Salmon shark","Lamna ditropis",1988,"not specified",265,120.201993417158,201
"FB 181","Table 4a","Fish","Sole, sand","Sand sole","Psettichthys melanostictus",1988,"not specified",247970,112477.314368501,184864
"FB 181","Table 4a","Fish","Sanddab","Sanddab","Citharichthys spp.",1988,"not specified",1164131,528041.006787584,403702
"FB 181","Table 4a","Fish","Sargo","Sargo","Anisotremus davidsonii",1988,"not specified",1037,470.37534782488,852
"FB 181","Table 4a","Fish","Shark, sevengill","Sevengill shark","Notorynchus cepedianus",1988,"not specified",21,9.5254409877748,20
"FB 181","Table 4a","Fish","Shark, unspecified","Shark","Selachimorpha spp.",1988,"not specified",44227,20061.0323126817,27331
"FB 181","Table 4a","Fish","Surfperch, shiner","Shiner surfperch","Cymatogaster aggregata",1988,"not specified",2650,1202.01993417158,1639
"FB 181","Table 4a","Fish","Shark, shortfin mako","Shortfin mako shark","Isurus oxyrinchus",1988,"not specified",489183,221889.704701078,650342
"FB 181","Table 4a","Fish","Guitarfish, shovelnose","Shovelnose guitarfish","Pseudobatos productus",1988,"not specified",52707,23907.4961020308,22669
"FB 181","Table 4a","Fish","Shark, sixgill","Sixgill shark","Hexanchus griseus",1988,"not specified",20,9.07184855978553,40
"FB 181","Table 4a","Fish","Skate, unspecified","Skate","Rajidae spp.",1988,"not specified",127852,57992.699103285,37917
"FB 181","Table 4a","Fish","Tuna, skipjack","Skipjack tuna","Katsuwonus pelamis",1988,"not specified",19539462,8862952.0101842,788642
"FB 181","Table 4a","Fish","Shark, smooth hammerhead","Smooth hammerhead shark","Sphyrna zygaena",1988,"not specified",537,243.579133830241,565
"FB 181","Table 4a","Fish","Sole, unspecified","Sole","Pleuronectiformes spp.",1988,"not specified",56487,25622.0754798303,30244
"FB 181","Table 4a","Fish","Shark, soupfin","Soupfin shark","Galeorhinus galeus",1988,"not specified",140507,63732.9112794892,128878
"FB 181","Table 4a","Fish","Shark, spiny dogfish","Spiny dogfish shark","Squalus acanthias",1988,"not specified",3773,1711.40423080354,630
"FB 181","Table 4a","Fish","Sculpin, staghorn","Staghorn sculpin","Leptocottus armatus",1988,"not specified",4920,2231.67474570724,7830
"FB 181","Table 4a","Fish","Flounder, starry","Starry flounder","Platichthys stellatus",1988,"not specified",217395,98608.7258827287,102284
"FB 181","Table 4a","Fish","Stingray","Stingray","Dasyatidae spp.",1988,"not specified",36,16.3293274076139,1824
"FB 181","Table 4a","Fish","Mullet, striped","Striped mullet","Mugil cephalus",1988,"not specified",14089,6390.66371794091,10593
"FB 181","Table 4a","Fish","Smelt, surf","Surf smelt","Hypomesus pretiosus",1988,"not specified",11058,5015.82506870542,2356
