"year","filename","area","category","species","check","January","February","March","April","May","June","July","August","September","October","November","December","Total"
2018,"Table 11.pdf","","","Turbot","","0","0","0","0","0","0","6","0","0","4","0","0","10"
2018,"Table 11.pdf","","","Whitefish, ocean","","0","0","0","0","390","0","20","0","61","205","341","183","1,201"
2018,"Table 11.pdf","","","Whiting, Pacific","","0","0","4","25","18","13","39","14","84","104","111","10","422"
2018,"Table 11.pdf","","CRUSTACEANS","CRUSTACEANS","","","","","","","","","","","","","",""
2018,"Table 11.pdf","","","Crab, brown rock","","0","0","0","0","0","0","0","25","0","0","50","57","132"
2018,"Table 11.pdf","","CRUSTACEANS","CRUSTACEANS","","","","","","","","","","","","","",""
2018,"Table 11.pdf","","","Crab, Dungeness","","23,536","14,309","18,926","10,606","10,987","7,629","0","0","0","0","34,796","33,306","154,094"
2018,"Table 11.pdf","","","Crab, red rock","","0","0","10","0","0","0","0","1,532","700","608","1,415","1,086","5,350"
2018,"Table 11.pdf","","","Crab, rock unspecified","","5,823","3,368","3,014","3,499","2,339","2,124","1,823","0","685","1,068","493","0","24,236"
2018,"Table 11.pdf","","","Crab, spider","","0","0","0","0","0","0","0","0","10","0","0","0","10"
2018,"Table 11.pdf","","","Crab, tanner","","11","0","13","35","22","3","8","10","6","5","4","4","121"
2018,"Table 11.pdf","","","Crab, yellow rock","","0","0","0","0","0","0","0","533","574","346","383","276","2,112"
2018,"Table 11.pdf","","","Prawn, ridgeback","","0","0","0","0","0","0","0","0","0","0","0","25","25"
2018,"Table 11.pdf","","","Prawn, spot","","6,391","6,639","4,615","2,652","0","0","0","4,686","5,203","6,661","4,773","5,985","47,604"
2018,"Table 11.pdf","","","Shrimp, ocean (pink)","","0","0","0","0","0","0","0","76","0","0","0","0","76"
2018,"Table 11.pdf","","MOLLUSKS","MOLLUSKS","","","","","","","","","","","","","",""
2018,"Table 11.pdf","","","Octopus, unspecified","","181","136","108","76","0","0","0","37","0","0","0","0","538"
2018,"Table 11.pdf","","","Squid, market","","0","0","0","7,402,062","10,532,407","1,971,679","1,960,443","72,926","0","47,791","2,115,453","3,266,538","27,369,299"
2018,"Table 11.pdf","","WORMS","WORMS","","","","","","","","","","","","","",""
2018,"Table 11.pdf","","","Jellyfish","","0","0","0","0","25,048","0","0","0","0","0","0","0","25,048"
2018,"Table 11.pdf","","","Water Area Total:","","61,814","1,665,450","6,385,213","11,804,978","11,873,427","7,032,741","7,791,334","1,487,565","5,729,022","3,428,639","3,059,724","3,508,164","63,828,070"
2018,"Table 11.pdf","","","Grand Total:","","61,814","1,665,450","6,385,213","11,804,978","11,873,427","7,032,741","7,791,334","1,487,565","5,729,022","3,428,639","3,059,724","3,508,164","63,828,070"
2018,"Table 12.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Anchovy, northern","","0","0","0","0","0","0","0","0","0","11,176","0","0","11,176"
2018,"Table 12.pdf","","","Barracuda, California","","0","0","0","47","21,552","2,059","84","54","0","0","36","0","23,832"
2018,"Table 12.pdf","","","Bass, giant sea","","18","8","13","173","0","188","518","368","24","37","234","0","1,581"
2018,"Table 12.pdf","","","Bonito, Pacific","","203","21","184","0","0","68","29","23","480","1,045","1,097","951","4,102"
2018,"Table 12.pdf","","","Butterfish (Pacific","","38","107","65","0","50","0","0","0","0","0","0","78","338"
2018,"Table 12.pdf","","pompano)","pompano)","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Cabezon","","50","566","0","0","149","389","911","534","439","600","502","0","4,139"
2018,"Table 12.pdf","","","Croaker, white","","6,673","619","4,418","1,959","728","13","73","13","312","8,313","5,750","7,279","36,150"
2018,"Table 12.pdf","","","Dolphin (fish)","","0","0","0","0","0","0","0","83","0","0","0","0","83"
2018,"Table 12.pdf","","","Eel","","0","0","0","0","0","0","0","5","0","0","0","0","5"
2018,"Table 12.pdf","","","Eel, California moray","","16","0","0","0","0","18","13","387","0","0","0","1,639","2,073"
2018,"Table 12.pdf","","","Fish, unspecified","","0","0","0","20","19","237","13","0","14","0","0","0","304"
2018,"Table 12.pdf","","","Flyingfish","","0","0","0","0","0","0","0","3","0","0","0","0","3"
2018,"Table 12.pdf","","","Greenling, kelp","","261","0","0","0","0","0","4","0","0","0","0","0","264"
2018,"Table 12.pdf","","","Grenadier","","286","0","0","0","375","0","0","5","1","143","1,046","186","2,042"
2018,"Table 12.pdf","","","Guitarfish, shovelnose","","17","64","42","24","578","0","0","0","5","0","9","16","755"
2018,"Table 12.pdf","","","Hagfish, Pacific","","0","0","0","0","0","0","2,951","1,242","0","0","0","0","4,193"
2018,"Table 12.pdf","","","Hagfish, unspecified","","4,769","12,017","11,669","11,920","3,614","16,132","0","0","0","0","0","0","60,121"
2018,"Table 12.pdf","","","Halfmoon","","0","0","0","0","0","0","0","0","2","0","0","0","2"
2018,"Table 12.pdf","","","Halibut, California","","7,248","10,968","13,254","7,858","11,286","14,043","19,108","14,189","10,940","7,483","9,441","7,105","132,922"
2018,"Table 12.pdf","","","Halibut, unspecified","","0","0","0","0","0","0","47","0","0","11","0","0","58"
2018,"Table 12.pdf","","","Lingcod","","700","816","0","0","594","1,522","1,330","1,045","1,120","1,511","1,096","463","10,196"
2018,"Table 12.pdf","","","Lizardfish, California","","7,001","672","7,048","5,111","2,403","30","110","56","77","5,909","2,189","2,419","33,024"
2018,"Table 12.pdf","","","Mackerel, bullet","","0","0","0","0","0","8","0","39","0","0","0","0","47"
2018,"Table 12.pdf","","","Mackerel, jack","","5,618","16,457","0","0","0","0","645","16,965","0","0","400","4,725","44,810"
2018,"Table 12.pdf","","","Mackerel, Pacific","","24,279","10,778","0","0","0","0","587,961","596,837","22,938","1,259","45,528","5,731","1,295,310"
2018,"Table 12.pdf","","","Mackerel, unspecified","","32","6","133","37","22","84","127","91","138","32","3","33","737"
2018,"Table 12.pdf","","","Midshipman, plainfin","","0","0","0","0","0","0","0","0","0","0","30","124","154"
2018,"Table 12.pdf","","","Opah","","1,185","0","0","0","406","0","0","0","0","335","979","2,227","5,132"
2018,"Table 12.pdf","","FISHES","FISHES","","","","",,"","","","","","","",,""
2018,"Table 12.pdf","","","Opaleye","","0","0","0","0","0","0","0","0","1","0","0","0","1"
2018,"Table 12.pdf","","","Ratfish, spotted","","0","0","0","0","0","1","3","0","0","0","0","0","4"
2018,"Table 12.pdf","","","Ray, bat","","41","13","12","0","1,410","82","351","832","1,698","812","54,953","381","60,585"
2018,"Table 12.pdf","","","Ray, Pacific electric","","0","20","0","100","0","0","20","0","0","0","0","0","140"
2018,"Table 12.pdf","","","Ray, unspecified","","0","0","0","0","70","0","0","0","0","0","0","0","70"
2018,"Table 12.pdf","","","Rockfish, aurora","","18","0","17","0","0","0","0","0","15","2","11","0","63"
2018,"Table 12.pdf","","","Rockfish, bank","","49","8","117","0","45","0","22","4","67","16","34","38","401"
2018,"Table 12.pdf","","","Rockfish, black","","2","0","0","0","0","0","0","37","0","0","0","0","39"
2018,"Table 12.pdf","","","Rockfish, black-and-yellow","","0","111","0","0","0","0","45","55","21","20","59","0","311"
2018,"Table 12.pdf","","","Rockfish, blackgill","","834","289","1,793","0","0","0","351","560","299","306","0","5","4,437"
2018,"Table 12.pdf","","","Rockfish, blue","","254","240","0","0","28","266","184","228","408","340","178","409","2,534"
2018,"Table 12.pdf","","","Rockfish, bocaccio","","1,521","720","0","0","594","649","931","610","722","1,105","942","513","8,306"
2018,"Table 12.pdf","","","Rockfish, brown","","18","9","0","0","19","4","25","5","0","67","96","50","293"
2018,"Table 12.pdf","","","Rockfish, canary","","124","55","0","0","11","29","110","32","45","25","234","2","668"
2018,"Table 12.pdf","","","Rockfish, chilipepper","","19","66","0","0","0","82","79","96","122","49","61","41","613"
2018,"Table 12.pdf","","","Rockfish, copper","","527","1,327","0","0","218","1,213","1,904","1,080","1,226","798","1,771","627","10,690"
2018,"Table 12.pdf","","","Rockfish, flag","","20","6","0","0","1","18","9","13","13","3","10","8","100"
2018,"Table 12.pdf","","","Rockfish, gopher","","44","114","0","0","14","11","125","84","78","30","40","0","540"
2018,"Table 12.pdf","","","Rockfish, grass","","135","349","0","0","238","1,061","1,303","831","336","263","624","0","5,139"
2018,"Table 12.pdf","","","Rockfish, greenblotched","","70","0","0","0","0","0","40","6","5","26","0","0","146"
2018,"Table 12.pdf","","","Rockfish, greenspotted","","407","240","0","0","89","400","361","546","296","556","404","376","3,675"
2018,"Table 12.pdf","","","Rockfish, greenstriped","","23","37","0","0","1","10","19","7","15","22","18","20","173"
2018,"Table 12.pdf","","","Rockfish, group bolina","","20","0","0","0","0","0","0","0","0","0","0","0","20"
2018,"Table 12.pdf","","","Rockfish, group nearshore","","0","12","0","0","36","46","25","0","9","0","0","0","128"
2018,"Table 12.pdf","","","Rockfish, group red","","0","0","0","0","200","0","0","0","0","0","0","0","200"
2018,"Table 12.pdf","","","Rockfish, kelp","","18","75","0","0","0","0","23","39","55","34","86","0","330"
2018,"Table 12.pdf","","","Rockfish, Mexican","","0","13","0","0","0","0","0","0","0","0","0","0","13"
2018,"Table 12.pdf","","","Rockfish, olive","","0","0","0","0","2","0","21","24","21","1","0","0","70"
2018,"Table 12.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Rockfish, rosy","","0","0","0","0","0","4","7","0","414","2","3","0","431"
2018,"Table 12.pdf","","","Rockfish, shortbelly","","0","0","0","0","0","0","0","40","0","0","0","0","40"
2018,"Table 12.pdf","","","Rockfish, speckled","","77","10","0","0","8","2","226","25","90","433","445","72","1,389"
2018,"Table 12.pdf","","","Rockfish, splitnose","","0","2","0","0","0","0","2","5","2","8","0","0","19"
2018,"Table 12.pdf","","","Rockfish, starry","","37","29","0","0","15","88","72","78","38","66","25","17","463"
2018,"Table 12.pdf","","","Rockfish, treefish","","4","22","0","0","1","2","37","46","21","25","36","0","194"
2018,"Table 12.pdf","","","Rockfish, unspecified","","0","0","0","100","0","0","0","9","9","8","0","0","126"
2018,"Table 12.pdf","","","Rockfish, vermilion","","9,415","6,594","38","70","4,144","6,126","9,225","5,650","8,062","9,169","8,933","3,985","71,411"
2018,"Table 12.pdf","","","Rockfish, widow","","14","0","0","0","0","4","25","0","73","24","45","20","206"
2018,"Table 12.pdf","","","Rockfish, yellowtail","","113","172","0","0","26","143","426","289","301","344","226","97","2,137"
2018,"Table 12.pdf","","","Sablefish","","40,700","24,244","46,767","16,980","35,859","21,564","35,562","27,776","41,723","47,095","56,065","44,235","438,570"
2018,"Table 12.pdf","","","Salmon","","0","0","0","0","0","0","0","74","0","0","0","0","74"
2018,"Table 12.pdf","","","Salmon, Chinook","","0","0","0","0","0","0","377","0","0","0","0","0","377"
2018,"Table 12.pdf","","","Sanddab","","808","261","254","20","102","23","31","51","28","286","542","355","2,761"
2018,"Table 12.pdf","","","Sanddab, Pacific","","0","0","0","0","0","0","0","0","165","0","25","0","190"
2018,"Table 12.pdf","","","Sardine, Pacific","","7,055","8,297","2","0","2","0","6,765","99,399","0","10,291","144,497","8,733","285,041"
2018,"Table 12.pdf","","","Scorpionfish, California","","30","0","0","0","64","21","5","17","33","36","59","26","291"
2018,"Table 12.pdf","","","Seabass, white","","632","9,638","10,706","242","964","37,222","29,516","5,736","685","547","957","166","97,012"
2018,"Table 12.pdf","","","Senorita","","0","0","0","0","0","0","31","0","0","0","0","0","31"
2018,"Table 12.pdf","","","Shark, blacktip","","0","0","0","0","0","0","0","17","0","0","0","0","17"
2018,"Table 12.pdf","","","Shark, brown","","0","13","36","0","0","6","31","10","31","0","14","72","213"
2018,"Table 12.pdf","","smoothhound","smoothhound","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Shark, leopard","","40","953","148","281","71","1,178","266","66","174","59","99","69","3,403"
2018,"Table 12.pdf","","","Shark, Pacific angel","","367","1,569","2,391","956","422","1,223","2,871","2,810","2,128","2,078","1,250","3,310","21,375"
2018,"Table 12.pdf","","","Shark, shortfin mako","","313","0","613","0","174","655","336","698","60","48","653","491","4,039"
2018,"Table 12.pdf","","","Shark, soupfin","","141","118","0","0","0","285","641","632","951","311","1,470","103","4,652"
2018,"Table 12.pdf","","","Shark, spiny dogfish","","0","10","0","0","25","139","928","0","0","0","0","256","1,358"
2018,"Table 12.pdf","","","Shark, swell","","0","0","20","0","0","70","47","0","0","0","0","0","137"
2018,"Table 12.pdf","","","Shark, thresher","","598","395","579","726","454","1,946","4,894","1,341","374","328","1,233","742","13,610"
2018,"Table 12.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Shark, unspecified","","230","0","337","118","135","293","316","0","0","0","0","525","1,954"
2018,"Table 12.pdf","","","Shark, white","","0","0","0","0","0","0","0","0","350","0","0","0","350"
2018,"Table 12.pdf","","","Sheephead, California","","870","1,936","0","0","820","440","1,796","2,976","2,144","1,462","2,525","49","15,018"
2018,"Table 12.pdf","","","Skate, longnose","","444","183","551","71","0","50","0","148","13","46","14","340","1,860"
2018,"Table 12.pdf","","","Skate, unspecified","","1,643","875","517","385","267","443","272","229","99","64","132","799","5,724"
2018,"Table 12.pdf","","","Sole, Dover","","216","328","1,300","8","1,686","30","40","7","11","17","14","96","3,753"
2018,"Table 12.pdf","","","Sole, English","","308","352","403","60","268","185","292","113","119","395","298","436","3,228"
2018,"Table 12.pdf","","","Sole, fantail","","93","118","193","24","129","194","937","713","556","150","246","167","3,519"
2018,"Table 12.pdf","","","Sole, petrale","","104","118","221","16","338","115","7","0","0","11","0","0","930"
2018,"Table 12.pdf","","","Sole, rex","","0","19","0","0","0","0","0","0","0","0","0","0","19"
2018,"Table 12.pdf","","","Sole, rock","","50","76","62","0","57","70","240","87","99","25","63","40","869"
2018,"Table 12.pdf","","","Sole, unspecified","","1,759","417","349","270","77","94","156","58","11","418","872","128","4,609"
2018,"Table 12.pdf","","","Stingray","","0","0","23","0","21","25","440","0","55","0","250","0","814"
2018,"Table 12.pdf","","","Surfperch, rainbow","","0","0","1","0","0","0","0","0","11","0","1","0","13"
2018,"Table 12.pdf","","","Surfperch, rubberlip","","0","0","0","0","0","0","0","0","9","0","0","0","9"
2018,"Table 12.pdf","","","Swordfish","","9,601","0","0","0","0","0","302","904","4,041","1,696","5,672","8,326","30,542"
2018,"Table 12.pdf","","","Thornyhead, longspine","","3,176","1,638","2,374","558","1,278","1,783","2,058","1,771","2,011","2,658","1,413","1,198","21,916"
2018,"Table 12.pdf","","","Thornyhead, shortspine","","20,944","19,774","23,722","6,793","17,435","14,987","12,745","10,997","12,705","16,142","16,701","14,510","187,455"
2018,"Table 12.pdf","","","Thornyheads","","0","0","0","0","0","0","0","0","49","0","0","0","49"
2018,"Table 12.pdf","","","Tuna, bluefin","","0","0","0","0","0","95","11","0","0","0","2,478","68","2,652"
2018,"Table 12.pdf","","","Turbot","","0","0","0","0","0","0","148","18","0","0","0","0","166"
2018,"Table 12.pdf","","","Turbot, hornyhead","","0","0","0","0","0","29","21","52","27","0","26","49","205"
2018,"Table 12.pdf","","","Whitefish, ocean","","447","419","930","649","119","177","597","646","240","978","1,800","126","7,128"
2018,"Table 12.pdf","","","Whiting, Pacific","","0","6","41","11","25","0","3","0","0","0","0","84","170"
2018,"Table 12.pdf","","","Yellowtail","","323","73","295","312","386","2,664","2,764","955","245","2,736","1,619","196","12,567"
2018,"Table 12.pdf","","CRUSTACEANS","CRUSTACEANS","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Crab, armed box","","0","0","0","0","0","0","0","0","0","0","0","2","2"
2018,"Table 12.pdf","","","Crab, box","","5,641","3,802","5,888","3,436","6,792","3,541","4,826","4,444","3,926","5,051","2,980","4,356","54,683"
2018,"Table 12.pdf","","CRUSTACEANS","CRUSTACEANS","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Crab, brown rock","","6,002","7,426","7,759","4,837","2,098","3,010","2,463","2,202","3,647","2,653","1,825","1,638","45,560"
2018,"Table 12.pdf","","","Crab, claws","","0","119","97","91","38","101","58","30","27","36","14","0","611"
2018,"Table 12.pdf","","","Crab, Dungeness","","1,256","0","0","1,278","83","1,148","0","0","0","0","0","2,618","6,383"
2018,"Table 12.pdf","","","Crab, king","","780","96","190","281","1,199","546","385","171","755","111","182","25","4,720"
2018,"Table 12.pdf","","","Crab, red rock","","27,516","22,861","29,103","20,297","50,523","39,665","42,284","31,469","41,583","27,427","16,079","17,605","366,411"
2018,"Table 12.pdf","","","Crab, rock unspecified","","3,086","2,177","6,979","20,133","2,018","7,112","1,618","925","1,630","163","1,948","1,963","49,751"
2018,"Table 12.pdf","","","Crab, southern kelp","","0","12","3","1","0","0","0","0","0","13","2","13","45"
2018,"Table 12.pdf","","","Crab, spider","","4,394","3,721","4,497","937","619","678","1,535","1,943","2,517","2,225","1,895","2,912","27,871"
2018,"Table 12.pdf","","","Crab, spider/sheep claws","","0","0","0","0","0","0","0","0","0","0","38","0","38"
2018,"Table 12.pdf","","","Crab, tanner","","0","0","34","36","0","0","0","0","45","0","36","110","260"
2018,"Table 12.pdf","","","Crab, yellow rock","","20,982","26,159","36,003","32,236","48,676","48,071","54,844","58,367","37,755","30,391","22,485","33,335","449,305"
2018,"Table 12.pdf","","","Crayfish, unspecified","","0","0","0","0","0","0","0","0","0","821","0","0","821"
2018,"Table 12.pdf","","","Lobster, California spiny","","71,244","29,377","32,939","0","0","0","0","0","0","126,067","83,449","99,506","442,582"
2018,"Table 12.pdf","","","Prawn, ridgeback","","68,975","42,043","50,412","28,254","43,715","130","0","39","0","28,744","37,560","63,940","363,813"
2018,"Table 12.pdf","","","Prawn, spot","","46","19,753","22,475","22,022","37,983","30,973","27,601","22,154","27,218","27,584","121","344","238,274"
2018,"Table 12.pdf","","","Shrimp, ocean (pink)","","0","0","0","58","0","0","0","0","0","0","0","0","58"
2018,"Table 12.pdf","","","Shrimp, unspecified","","74","36","69","0","0","0","0","0","0","0","29","45","253"
2018,"Table 12.pdf","","ECHINODERMS","ECHINODERMS","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Sea cucumber, giant red","","1,358","57","35","1,280","2,978","12,136","13,890","5,441","3,273","78","23","0","40,547"
2018,"Table 12.pdf","","","Sea cucumber,","","0","0","0","0","0","0","0","4","0","0","0","0","4"
2018,"Table 12.pdf","","unspecified","unspecified","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Sea cucumber, warty","","2,061","4,914","0","0","0","19,347","13,624","4,318","1,569","56","512","158","46,557"
2018,"Table 12.pdf","","","Sea urchin, purple","","0","0","3,299","0","48","875","872","2,191","108","544","503","250","8,690"
2018,"Table 12.pdf","","","Sea urchin, red","","150,725","185,348","195,013","94,103","134,182","111,592","188,033","211,995","214,996","130,553","265,187","100,036","1,981,761"
2018,"Table 12.pdf","","MOLLUSKS","MOLLUSKS","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Limpet, keyhole","","69","27","209","72","129","152","212","335","114","114","208","18","1,659"
2018,"Table 12.pdf","","","Octopus, unspecified","","19","38","45","0","28","4","5","0","5","36","16","23","219"
2018,"Table 12.pdf","","","Snail, sea","","0","0","0","0","0","0","0","0","0","39","0","0","39"
2018,"Table 12.pdf","","","Snail, top","","221","0","285","173","191","366","318","251","264","208","361","210","2,848"
2018,"Table 12.pdf","","MOLLUSKS","MOLLUSKS","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Snails, moon","","131","210","233","15","62","1","7","7","37","55","34","64","856"
2018,"Table 12.pdf","","","Squid, market","","3,336,228","878,670","339,868","1","0","360,856","1,077,962","39,214","22,928","1,409,039","13,884,912","6,287,393","27,637,071"
2018,"Table 12.pdf","","","Whelk, Kellet's","","5,294","3,223","698","0","0","0","2,915","3,396","3,424","4,449","802","1,918","26,118"
2018,"Table 12.pdf","","","Water Area Total:","","3,869,187","1,365,534","867,769","285,437","441,480","771,337","2,168,788","1,190,366","485,913","1,936,742","14,699,763","6,743,813","34,826,130"
2018,"Table 12.pdf","","Other Waters","Other Waters","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","ECHINODERMS","ECHINODERMS","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Sea cucumber, giant red","","0","0","0","0","0","87","0","0","0","0","0","0","87"
2018,"Table 12.pdf","","","Sea cucumber, warty","","0","0","0","0","0","1,758","0","0","0","0","0","0","1,758"
2018,"Table 12.pdf","","","Water Area Total:","","0","0","0","0","0","1,845","0","0","0","0","0","0","1,845"
2018,"Table 12.pdf","","Waters North of State","Waters North of State","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 12.pdf","","","Tuna, albacore","","0","0","0","0","0","0","0","0","232","0","0","0","232"
2018,"Table 12.pdf","","","Water Area Total:","","0","0","0","0","0","0","0","0","232","0","0","0","232"
2018,"Table 12.pdf","","","Grand Total:","","3,869,187","1,365,534","867,769","285,437","441,480","773,182","2,168,788","1,190,366","486,145","1,936,742","14,699,763","6,743,813","34,828,207"
2018,"Table 13.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Anchovy, northern","","3,722","2,624","1,122","0","0","0","0","0","0","0","0","0","7,468"
2018,"Table 13.pdf","","","Barracuda, California","","0","0","0","0","0","295","0","5","0","0","0","0","300"
2018,"Table 13.pdf","","","Bass, giant sea","","75","4","12","12","0","625","1,160","685","20","15","128","0","2,736"
2018,"Table 13.pdf","","","Blacksmith","","0","0","0","0","0","0","30","0","0","0","0","0","30"
2018,"Table 13.pdf","","","Bonito, Pacific","","0","0","63,697","0","0","0","884,227","515,196","221","16,418","59","0","1,479,818"
2018,"Table 13.pdf","","","Cabezon","","0","0","0","0","0","0","0","0","217","0","0","0","217"
2018,"Table 13.pdf","","","Croaker, white","","0","1","0","37","0","0","0","0","0","0","0","65","103"
2018,"Table 13.pdf","","","Dolphin (fish)","","0","0","84","0","0","0","6","357","364","0","53","0","864"
2018,"Table 13.pdf","","","Eel","","0","0","0","100","90","0","0","0","0","0","0","0","190"
2018,"Table 13.pdf","","","Escolar","","0","0","0","0","0","0","0","0","0","0","0","49","49"
2018,"Table 13.pdf","","","Flounder, arrowtooth","","0","0","0","0","0","76","39","0","0","0","0","0","115"
2018,"Table 13.pdf","","","Flounder, unspecified","","0","0","0","0","0","0","0","0","0","0","1","0","1"
2018,"Table 13.pdf","","","Flyingfish","","0","0","0","0","0","0","0","475","846","0","0","0","1,321"
2018,"Table 13.pdf","","","Grenadier","","0","24","0","0","0","0","0","0","0","0","0","0","24"
2018,"Table 13.pdf","","","Guitarfish, shovelnose","","101","0","0","6","4","0","0","0","0","0","15","0","126"
2018,"Table 13.pdf","","","Hagfish, Pacific","","0","0","0","0","1,796","0","4,130","0","899","5,813","12,003","3,616","28,257"
2018,"Table 13.pdf","","","Hagfish, unspecified","","6,757","7,168","19,470","22,164","18,696","12,654","0","0","0","0","150","0","87,059"
2018,"Table 13.pdf","","","Halfmoon","","0","0","0","0","0","0","0","0","0","0","11","0","11"
2018,"Table 13.pdf","","","Halibut, California","","4,127","3,871","2,852","7,313","1,077","9,164","8,342","5,917","1,030","512","2,011","592","46,807"
2018,"Table 13.pdf","","","Halibut, unspecified","","6","0","7","0","0","0","0","0","0","0","0","0","13"
2018,"Table 13.pdf","","","Jacksmelt","","60","0","0","0","0","0","0","0","0","0","0","0","60"
2018,"Table 13.pdf","","","Lingcod","","0","0","0","0","69","69","119","15","18","307","69","105","770"
2018,"Table 13.pdf","","","Lizardfish, California","","0","100","0","163","20","0","0","0","0","0","0","0","283"
2018,"Table 13.pdf","","","Mackerel, jack","","100","57,739","0","0","0","29,985","2,899","0","65","0","0","5,210","95,998"
2018,"Table 13.pdf","","","Mackerel, Pacific","","185,857","126,478","6,179","41","1,371","645,228","1,293,302","882,839","776,984","63,410","80,586","163,188","4,225,463"
2018,"Table 13.pdf","","","Mackerel, unspecified","","1,334","537","146","27","0","1,651","105","0","0","5,008","5","0","8,813"
2018,"Table 13.pdf","","","Midshipman, plainfin","","0","0","0","0","0","45","85","0","0","10","0","0","140"
2018,"Table 13.pdf","","","Opah","","0","0","0","0","0","0","0","449","0","0","3,094","956","4,499"
2018,"Table 13.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Ray, bat","","2,448","2,824","4,731","1,645","0","2,355","1,279","823","38","60","210","135","16,548"
2018,"Table 13.pdf","","","Ray, Pacific electric","","0","0","0","0","0","0","15","10","0","0","0","0","25"
2018,"Table 13.pdf","","","Ray, unspecified","","0","45","0","0","0","0","0","0","0","0","10","0","55"
2018,"Table 13.pdf","","","Rockfish, aurora","","293","127","72","137","166","136","158","291","197","314","146","93","2,130"
2018,"Table 13.pdf","","","Rockfish, bank","","0","0","0","0","27","48","45","0","63","403","13","0","598"
2018,"Table 13.pdf","","","Rockfish, blackgill","","806","484","821","580","887","180","391","6","390","398","1,432","1,508","7,883"
2018,"Table 13.pdf","","","Rockfish, bocaccio","","2","8","0","0","404","219","262","138","196","929","294","22","2,475"
2018,"Table 13.pdf","","","Rockfish, chilipepper","","17","0","0","0","0","0","6","4","1","3","4","0","34"
2018,"Table 13.pdf","","","Rockfish, flag","","16","5","0","0","0","0","2","14","3","8","0","0","47"
2018,"Table 13.pdf","","","Rockfish, greenblotched","","0","0","0","0","28","11","73","118","99","79","86","116","610"
2018,"Table 13.pdf","","","Rockfish, greenspotted","","37","54","0","0","76","15","39","46","8","0","15","0","290"
2018,"Table 13.pdf","","","Rockfish, greenstriped","","4","4","0","0","5","12","12","4","12","13","10","0","75"
2018,"Table 13.pdf","","","Rockfish, group red","","0","0","0","0","0","0","0","0","0","0","192","0","192"
2018,"Table 13.pdf","","","Rockfish, group shelf","","0","0","0","0","71","98","0","17","7","333","210","237","972"
2018,"Table 13.pdf","","","Rockfish, group slope","","53","159","0","0","281","36","0","0","0","0","0","0","529"
2018,"Table 13.pdf","","","Rockfish, honeycomb","","0","0","0","0","0","0","0","0","3","0","0","0","3"
2018,"Table 13.pdf","","","Rockfish, Mexican","","0","0","0","0","0","0","1","0","0","0","2","0","3"
2018,"Table 13.pdf","","","Rockfish, rosethorn","","0","0","0","0","0","0","0","0","13","12","11","0","36"
2018,"Table 13.pdf","","","Rockfish, speckled","","0","0","0","0","1","0","1","0","42","131","114","74","363"
2018,"Table 13.pdf","","","Rockfish, squarespot","","0","7","0","0","0","0","0","0","2","1","0","0","10"
2018,"Table 13.pdf","","","Rockfish, starry","","111","94","0","0","161","89","192","93","75","162","97","0","1,074"
2018,"Table 13.pdf","","","Rockfish, vermilion","","799","627","0","0","920","1,051","933","454","554","2,437","354","101","8,231"
2018,"Table 13.pdf","","","Rockfish, widow","","145","27","0","0","234","35","140","211","128","0","0","0","919"
2018,"Table 13.pdf","","","Rockfish, yellowtail","","0","0","0","0","0","0","66","0","0","0","0","0","66"
2018,"Table 13.pdf","","","Sablefish","","4,342","4,063","9,180","1,750","1,473","5,168","3,108","4,992","3,219","7,152","3,035","1,696","49,178"
2018,"Table 13.pdf","","","Sanddab","","446","527","378","831","1,531","2,437","1,405","812","443","833","338","562","10,542"
2018,"Table 13.pdf","","","Sardine, Pacific","","1,803","19,381","0","0","1,109","8,775","25,212","135,658","16,274","21,730","32,704","23,358","286,004"
2018,"Table 13.pdf","","","Scorpionfish, California","","128","82","0","0","277","523","628","456","207","230","162","385","3,078"
2018,"Table 13.pdf","","FISHES","FISHES","","","","","","","","","","","","","",""
2018,"Table 13.pdf","","","Seabass, white","","1,129","577","338","0","0","58,283","15,980","3,945","0","0","45","0","80,298"
2018,"Table 13.pdf","","","Senorita","","0","0","0","0","0","0","44","0","0","0","0","0","44"
2018,"Table 13.pdf","","","Shark, bigeye thresher","","0","0","0","0","0","0","0","0","108","0","622","0","730"
